"CarryDistance_RANKTHISWEEK_2009","CarryDistance_RANKLASTWEEK_2009","CarryDistance_PLAYERNAME_2009","CarryDistance_ROUNDS_2009","CarryDistance_AVG_2009","CarryDistance_TOTALDISTTOIMPACT_2009","CarryDistance_TOTALATTEMPTS_2009","CarryDistance_LONGESTCARRYDISTANCE_2009","CarryDistance_SHORTESTCARRYDISTANCE_2009","stat_name","year"
32,32,"Charles Warren",63,279.6,12023.8,43,301.9,239.9,"CarryDistance",2009
34,34,"Bill Haas",91,279.2,20099.5,72,305.3,243.8,"CarryDistance",2009
35,35,"Bo Van Pelt",100,278.9,18688,67,311.2,246.8,"CarryDistance",2009
36,36,"Jonathan Byrd",89,278.7,15606.1,56,311.3,247,"CarryDistance",2009
37,37,"Steve Marino",98,278.6,22009.4,79,308.4,249.5,"CarryDistance",2009
37,37,"Geoff Ogilvy",78,278.6,17552.6,63,315.1,210.7,"CarryDistance",2009
39,39,"Kevin Streelman",97,278.2,22530.5,81,314.2,229.7,"CarryDistance",2009
40,40,"John Senden",100,277.9,19728.4,71,313.3,248.7,"CarryDistance",2009
41,41,"Sergio Garcia",59,277.7,10830.9,39,309.9,238.1,"CarryDistance",2009
42,42,"Mathew Goggin",76,277.6,15268.4,55,318.8,242.6,"CarryDistance",2009
43,43,"Peter Tomasulo",61,277.5,10546.2,38,302.5,246,"CarryDistance",2009
44,44,"David Duval",56,277,9142.4,33,306.4,239.9,"CarryDistance",2009
45,45,"Retief Goosen",74,276.8,14116.4,51,311.5,246.9,"CarryDistance",2009
45,45,"Camilo Villegas",76,276.8,13009.2,47,320.1,209.8,"CarryDistance",2009
47,47,"Sean OHair",80,276.5,15208,55,324.3,233.5,"CarryDistance",2009
48,48,"Kevin Sutherland",96,276.4,16305.4,59,302.8,249.7,"CarryDistance",2009
49,49,"Ernie Els",70,276.1,12978.9,47,330.9,217,"CarryDistance",2009
50,50,"Matt Bettencourt",98,275.9,20418.9,74,309.4,199.9,"CarryDistance",2009
50,50,"Nicholas Thompson",96,275.9,20140.1,73,323.2,229.5,"CarryDistance",2009
52,52,"Webb Simpson",94,275.4,19001.5,69,310.5,235.4,"CarryDistance",2009
53,53,"JJ Henry",97,275.2,19536.8,71,320.9,226.3,"CarryDistance",2009
54,54,"Hunter Mahan",94,275.1,17605,64,316.9,239.7,"CarryDistance",2009
54,54,"Pat Perez",74,275.1,17332,63,324.9,244.5,"CarryDistance",2009
56,56,"Ted Purdy",101,275,20902.3,76,305,224.4,"CarryDistance",2009
57,57,"Rory Sabbatini",81,274.5,17018.2,62,312,235.3,"CarryDistance",2009
57,57,"Chris Stroud",88,274.5,15095.4,55,328.8,230.9,"CarryDistance",2009
59,59,"Brett Quigley",92,274.4,16465.3,60,309.8,233.6,"CarryDistance",2009
59,59,"Kevin Stadler",65,274.4,12075,44,298.7,252.6,"CarryDistance",2009
59,59,"DJ Trahan",96,274.4,18657.7,68,319.9,213.7,"CarryDistance",2009
62,62,"Kenny Perry",92,274.2,19744.4,72,322.1,206.3,"CarryDistance",2009
63,63,"Greg Owen",97,274.1,21107,77,322.7,245.3,"CarryDistance",2009
64,64,"Michael Letzig",96,273.6,21618,79,298.8,230.4,"CarryDistance",2009
65,65,"Robert Allenby",71,273.5,14766.8,54,310.9,235.8,"CarryDistance",2009
65,65,"John Rollins",92,273.5,20513.4,75,305.8,245.1,"CarryDistance",2009
67,67,"Aaron Baddeley",66,273.1,11470.4,42,316.2,227.1,"CarryDistance",2009
68,68,"Boo Weekley",79,273,19384.6,71,335.4,238.5,"CarryDistance",2009
69,69,"Jason Gore",74,272.2,14153.5,52,300.2,225.7,"CarryDistance",2009
70,70,"Padraig Harrington",66,272.1,11970.3,44,322.1,239.2,"CarryDistance",2009
71,71,"Ryan Moore",89,272,17406.8,64,320,239.1,"CarryDistance",2009
72,72,"Stuart Appleby",79,271.9,16044.2,59,304.2,233.8,"CarryDistance",2009
73,73,"Tim Herron",87,271.6,20095.8,74,306.6,237.9,"CarryDistance",2009
73,73,"Bill Lunde",83,271.6,19284.1,71,315,241.9,"CarryDistance",2009
75,75,"Will Ma Kenzie",69,271.5,16019.4,59,319.4,217.2,"CarryDistance",2009
76,76,"Chad Campbell",90,271.2,17901.8,66,302.4,241.1,"CarryDistance",2009
76,76,"YE Yang",83,271.2,16270.2,60,310.3,241.2,"CarryDistance",2009
78,78,"Joe Ogilvie",85,271,17345.8,64,304.6,231.5,"CarryDistance",2009
79,79,"Brendon de Jonge",90,270.7,17324,64,294.9,238.7,"CarryDistance",2009
80,80,"Brian Bateman",55,270.6,11635.8,43,296.6,245.9,"CarryDistance",2009
81,81,"Ricky Barnes",67,270.5,12172.7,45,301,219.4,"CarryDistance",2009
81,81,"Steve Lowery",83,270.5,18126.3,67,318.7,222.2,"CarryDistance",2009
83,83,"James Nitties",86,270.4,14872.3,55,295.9,225.1,"CarryDistance",2009
83,83,"Brian Vranesh",51,270.4,8651.7,32,312.2,243.3,"CarryDistance",2009
85,85,"Charles Howell III",99,270.3,21623.7,80,313.2,236,"CarryDistance",2009
86,86,"Steve Stricker",81,269.9,16735.2,62,308.6,247.2,"CarryDistance",2009
87,87,"Jeff Overton",92,269.6,17523.3,65,313.6,214.4,"CarryDistance",2009
88,88,"Mark Calcavecchia",72,268.9,13174.6,49,308.1,243.3,"CarryDistance",2009
89,89,"Rich Beem",77,268.8,12366.7,46,301.4,241,"CarryDistance",2009
90,90,"Justin Rose",71,268.7,13973.8,52,293.6,237.6,"CarryDistance",2009
90,90,"Matt Weibring",65,268.7,11821,44,294.2,241.4,"CarryDistance",2009
92,92,"Bob Heintz",59,268.2,10459,39,293.4,242,"CarryDistance",2009
93,93,"Johnson Wagner",81,267.9,18217.2,68,330.9,227.2,"CarryDistance",2009
94,94,"Derek Fathauer",63,267.8,10444.7,39,298.2,242.1,"CarryDistance",2009
95,95,"Woody Austin",84,267.5,20065.2,75,305.6,232.8,"CarryDistance",2009
96,96,"Brad Adamonis",70,267.3,12296.9,46,294,239.1,"CarryDistance",2009
96,96,"Carl Pettersson",86,267.3,18978.6,71,296.6,207.2,"CarryDistance",2009
98,98,"Parker McLachlin",71,267.2,15231.1,57,317.5,218.7,"CarryDistance",2009
99,99,"Ian Poulter",59,267.1,12018.2,45,306.6,234.6,"CarryDistance",2009
100,100,"Jarrod Lyle",65,267,12280.4,46,290,240,"CarryDistance",2009
101,101,"Scott McCarron",91,266.9,18947.4,71,289,247.8,"CarryDistance",2009
102,102,"Vaughn Taylor",88,266.6,15730.1,59,298.4,229.8,"CarryDistance",2009
103,103,"Todd Hamilton",83,266.5,15459.4,58,300.5,233.1,"CarryDistance",2009
104,104,"Jason Bohn",88,266.4,20512.8,77,291.4,236.2,"CarryDistance",2009
105,105,"Cameron Beckman",87,265.7,19128.8,72,297.8,229,"CarryDistance",2009
105,105,"Bryce Molder",69,265.7,12489.3,47,302.4,228.7,"CarryDistance",2009
107,107,"Stephen Ames",77,265.6,14873.3,56,309.9,239.1,"CarryDistance",2009
108,108,"Steve Elkington",70,265.5,13804.1,52,301.1,232.8,"CarryDistance",2009
109,109,"David Toms",98,265.2,20155.1,76,295.3,236.4,"CarryDistance",2009
110,110,"Lee Janzen",74,265.1,15109.2,57,292.9,230.7,"CarryDistance",2009
111,111,"Darron Stiles",52,264.9,8475.4,32,285.4,242.5,"CarryDistance",2009
112,112,"Heath Slocum",95,264.8,19857.8,75,302.5,230,"CarryDistance",2009
113,113,"Rod Pampling",72,264.5,16133.8,61,290.3,232.3,"CarryDistance",2009
113,113,"Mark Wilson",99,264.5,19573.8,74,293.7,184.5,"CarryDistance",2009
115,115,"Nathan Green",104,264.2,20873.5,79,291.7,224.7,"CarryDistance",2009
116,116,"KJ Choi",65,264,13992.3,53,302.6,227.6,"CarryDistance",2009
117,117,"Aron Price",89,263.9,17682.1,67,286.6,199.2,"CarryDistance",2009
118,118,"Jeff Maggert",79,263.8,18465,70,293.3,209.2,"CarryDistance",2009
119,119,"DA Points",99,263.7,21887.8,83,300.7,233.6,"CarryDistance",2009
120,120,"Billy Mayfair",83,263.4,16856.7,64,285.8,221.3,"CarryDistance",2009
120,120,"Casey Wittenberg",71,263.4,11852.9,45,282.4,242.8,"CarryDistance",2009
122,122,"Ben Crane",93,263,20514.6,78,303.8,236.6,"CarryDistance",2009
123,123,"Briny Baird",89,262.7,18126.3,69,296,226.7,"CarryDistance",2009
124,124,"Mike Weir",85,262.5,16797.7,64,298.3,234.8,"CarryDistance",2009
125,125,"Ben Curtis",63,262.4,11020.6,42,288.1,234.2,"CarryDistance",2009
125,125,"Brian Davis",103,262.4,23092.8,88,294.7,236.6,"CarryDistance",2009
127,127,"Rick Price",54,262.3,9965.9,38,285.6,243.5,"CarryDistance",2009
128,128,"Kris Blanks",60,262.2,9701.1,37,291.9,231.9,"CarryDistance",2009
128,128,"Luke Donald",79,262.2,15732.6,60,288.7,233.7,"CarryDistance",2009
130,130,"Jeff Klauk",97,262,20957.5,80,307.9,229.6,"CarryDistance",2009
131,131,"Marc Turnesa",77,261.8,19374,74,294,204.3,"CarryDistance",2009
132,132,"John Mallinger",90,261.7,18582.3,71,287.8,222.7,"CarryDistance",2009
132,132,"Rocco Mediate",79,261.7,14129.9,54,303,229.6,"CarryDistance",2009
134,134,"Jason Dufner",90,261.6,19095.1,73,289.1,234.6,"CarryDistance",2009
134,134,"Jay Williamson",69,261.6,13866.3,53,290,232.1,"CarryDistance",2009
136,136,"Cliff Kresge",78,261.4,16204.2,62,293,233.3,"CarryDistance",2009
136,136,"Brandt Snedeker",81,261.4,15945.7,61,284.9,236.7,"CarryDistance",2009
138,138,"Greg Chalmers",85,261.3,15677.8,60,291,224.3,"CarryDistance",2009
139,139,"Chris DiMarco",97,261.1,19843.2,76,299.5,216.4,"CarryDistance",2009
139,139,"Kent Jones",73,261.1,13317.7,51,299.6,219.8,"CarryDistance",2009
139,139,"Tim Petrovic",97,261.1,21412.8,82,292.7,233.2,"CarryDistance",2009
142,142,"Ryuji Imada",85,260.9,16958.5,65,307.2,219.5,"CarryDistance",2009
142,142,"Jerry Kelly",90,260.9,18264.7,70,293.1,228.3,"CarryDistance",2009
144,144,"Joe Durant",62,260.8,11212.9,43,281.8,237.9,"CarryDistance",2009
145,145,"Tommy Armour III",58,260.7,12515.8,48,290.6,225.5,"CarryDistance",2009
146,146,"Tom Pernice Jr",82,260.6,17717.8,68,289.8,220.3,"CarryDistance",2009
147,147,"Jim Furyk",86,260,15599.4,60,296.5,222.8,"CarryDistance",2009
147,147,"Freddie Jacobson",83,260,15862,61,304.5,220.9,"CarryDistance",2009
147,147,"Kirk Triplett",60,260,12218.3,47,283.5,238.7,"CarryDistance",2009
147,147,"Charlie Wi",92,260,17677.2,68,285.5,216.1,"CarryDistance",2009
151,151,"Steve Flesch",77,259.8,13511,52,289.5,229.9,"CarryDistance",2009
152,152,"Zach Johnson",94,259.5,23353.4,90,307.2,225.9,"CarryDistance",2009
153,153,"Scott Verplank",88,259.3,19709,76,285.3,223.3,"CarryDistance",2009
154,154,"Bob Estes",78,258.8,17854.1,69,291.1,227.3,"CarryDistance",2009
155,155,"Alex Cejka",82,258.7,17073.2,66,291.7,227.8,"CarryDistance",2009
155,155,"Matt Kuchar",82,258.7,15781,61,295.2,227.1,"CarryDistance",2009
157,157,"David Mathis",82,258.6,16550.9,64,289.9,219.8,"CarryDistance",2009
158,158,"Kevin Na",91,258.4,17574.6,68,291,227.9,"CarryDistance",2009
159,159,"Michael Allen",73,257.8,12114.4,47,287.5,222.7,"CarryDistance",2009
159,159,"Colt Knost",71,257.8,13406.7,52,287,220.2,"CarryDistance",2009
161,161,"Eric Axley",71,256.9,12072.3,47,286.3,207.9,"CarryDistance",2009
161,161,"Chez Reavie",81,256.9,16957.1,66,289.4,209.1,"CarryDistance",2009
163,163,"Richard Johnson",85,256.8,18488.3,72,311.5,211.8,"CarryDistance",2009
163,163,"Peter Lonard",86,256.8,17978.3,70,293.4,191.5,"CarryDistance",2009
165,165,"Brendon Todd",53,256.1,11526.2,45,290.7,190.3,"CarryDistance",2009
166,166,"Ken Duke",87,255.9,12538.2,49,285.7,217.9,"CarryDistance",2009
167,167,"Patrick Sheehan",51,255.7,7670.3,30,278.4,222.4,"CarryDistance",2009
168,168,"Tom Lehman",55,255.2,8420.3,33,293.4,228.3,"CarryDistance",2009
169,169,"Tim Clark",81,255.1,16325.2,64,287.6,222.2,"CarryDistance",2009
170,170,"Paul Goydos",79,255,17082.7,67,282.2,224.5,"CarryDistance",2009
171,171,"Spencer Levin",75,254.7,16299.9,64,290,218.9,"CarryDistance",2009
172,172,"Justin Leonard",95,254.6,19861.4,78,314.3,214.7,"CarryDistance",2009
173,173,"Scott Sterling",51,254.5,9926.3,39,296.4,218.9,"CarryDistance",2009
174,174,"Glen Day",79,253.9,12695.8,50,296.9,234.3,"CarryDistance",2009
175,175,"Nick OHern",90,253.3,20771.2,82,296.3,214.6,"CarryDistance",2009
176,176,"Jeff Quinney",78,253,16699.8,66,285.6,216.3,"CarryDistance",2009
177,177,"Chris Riley",77,252.6,14148.1,56,287.6,227.7,"CarryDistance",2009
178,178,"Dean Wilson",81,252.1,14119.7,56,291.2,175.8,"CarryDistance",2009
179,179,"Greg Kraft",51,251.7,9313.7,37,296.4,222.5,"CarryDistance",2009
180,180,"Mark Brooks",55,244.3,7818.4,32,274.4,202.5,"CarryDistance",2009
181,181,"Bart Bryant",58,242.8,13838.6,57,269.7,212,"CarryDistance",2009
182,182,"Brian Gay",96,242.7,20145.6,83,289.2,212.7,"CarryDistance",2009
183,183,"Brad Faxon",59,242.4,13087.3,54,282.1,206.6,"CarryDistance",2009
184,184,"Corey Pavin",73,235.2,11526.7,49,263.6,201.4,"CarryDistance",2009
