"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2010","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2010","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2010","AverageApproachDistanceBogeyorWorse_ROUNDS_2010","AverageApproachDistanceBogeyorWorse_AVGYARDS_2010","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2010","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2010","stat_name","year"
68,NA,"Jeff Overton",89,160.1,1181464,205,"AverageApproachDistanceBogeyorWorse",2010
68,NA,"Carl Pettersson",99,160.1,1256370,218,"AverageApproachDistanceBogeyorWorse",2010
71,NA,"Troy Merritt",86,160.3,1436822,249,"AverageApproachDistanceBogeyorWorse",2010
71,NA,"Rory Sabbatini",79,160.3,1137167,197,"AverageApproachDistanceBogeyorWorse",2010
73,NA,"Charles Howell III",103,160.4,1097417,190,"AverageApproachDistanceBogeyorWorse",2010
74,NA,"Jay Williamson",76,160.6,982752,170,"AverageApproachDistanceBogeyorWorse",2010
75,NA,"James Driscoll",78,160.7,1174435,203,"AverageApproachDistanceBogeyorWorse",2010
75,NA,"Davis Love III",79,160.7,1110904,192,"AverageApproachDistanceBogeyorWorse",2010
77,NA,"Ryuji Imada",90,160.8,1284807,222,"AverageApproachDistanceBogeyorWorse",2010
77,NA,"Brenden Pappas",66,160.8,972585,168,"AverageApproachDistanceBogeyorWorse",2010
77,NA,"Paul Stankowski",62,160.8,833639,144,"AverageApproachDistanceBogeyorWorse",2010
80,NA,"Ernie Els",72,160.9,816719,141,"AverageApproachDistanceBogeyorWorse",2010
80,NA,"Heath Slocum",97,160.9,1019549,176,"AverageApproachDistanceBogeyorWorse",2010
80,NA,"Kevin Streelman",90,160.9,1373209,237,"AverageApproachDistanceBogeyorWorse",2010
83,NA,"Justin Bolli",55,161,887057,153,"AverageApproachDistanceBogeyorWorse",2010
83,NA,"Cliff Kresge",50,161,764995,132,"AverageApproachDistanceBogeyorWorse",2010
83,NA,"Scott McCarron",90,161,1315559,227,"AverageApproachDistanceBogeyorWorse",2010
86,NA,"Sergio Garcia",58,161.2,580307,100,"AverageApproachDistanceBogeyorWorse",2010
86,NA,"Derek Lamely",81,161.2,1253510,216,"AverageApproachDistanceBogeyorWorse",2010
88,NA,"Mathias Gronberg",61,161.3,876745,151,"AverageApproachDistanceBogeyorWorse",2010
88,NA,"YE Yang",72,161.3,946688,163,"AverageApproachDistanceBogeyorWorse",2010
90,NA,"Cameron Beckman",68,161.4,1017076,175,"AverageApproachDistanceBogeyorWorse",2010
90,NA,"Lucas Glover",75,161.4,976309,168,"AverageApproachDistanceBogeyorWorse",2010
90,NA,"Will Ma Kenzie",72,161.4,1045770,180,"AverageApproachDistanceBogeyorWorse",2010
90,NA,"George McNeill",79,161.4,1301386,224,"AverageApproachDistanceBogeyorWorse",2010
90,NA,"Johnson Wagner",85,161.4,1301865,224,"AverageApproachDistanceBogeyorWorse",2010
95,NA,"Andrew McLardy",52,161.5,808151,139,"AverageApproachDistanceBogeyorWorse",2010
95,NA,"Joe Ogilvie",99,161.5,1558353,268,"AverageApproachDistanceBogeyorWorse",2010
97,NA,"Greg Chalmers",93,161.6,1245282,214,"AverageApproachDistanceBogeyorWorse",2010
97,NA,"Rickie Fowler",98,161.6,1238898,213,"AverageApproachDistanceBogeyorWorse",2010
97,NA,"Steve Stricker",73,161.6,645601,111,"AverageApproachDistanceBogeyorWorse",2010
97,NA,"Charles Warren",64,161.6,931028,160,"AverageApproachDistanceBogeyorWorse",2010
101,NA,"Nathan Green",86,161.7,1373899,236,"AverageApproachDistanceBogeyorWorse",2010
101,NA,"Padraig Harrington",57,161.7,611134,105,"AverageApproachDistanceBogeyorWorse",2010
103,NA,"Woody Austin",93,161.8,1380851,237,"AverageApproachDistanceBogeyorWorse",2010
103,NA,"Sean OHair",84,161.8,955003,164,"AverageApproachDistanceBogeyorWorse",2010
103,NA,"Brett Quigley",96,161.8,1403570,241,"AverageApproachDistanceBogeyorWorse",2010
106,NA,"Adam Scott",70,161.9,909198,156,"AverageApproachDistanceBogeyorWorse",2010
106,NA,"Omar Uresti",74,161.9,944301,162,"AverageApproachDistanceBogeyorWorse",2010
108,NA,"Chris Couch",66,162.1,1026981,176,"AverageApproachDistanceBogeyorWorse",2010
109,NA,"Brad Faxon",58,162.2,1191354,204,"AverageApproachDistanceBogeyorWorse",2010
109,NA,"Scott Piercy",88,162.2,1430663,245,"AverageApproachDistanceBogeyorWorse",2010
111,NA,"Phil Mickelson",76,162.3,940688,161,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Luke Donald",71,162.5,660855,113,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Freddie Jacobson",83,162.5,1141093,195,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Steve Lowery",67,162.5,1193519,204,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Jeff Maggert",76,162.5,1181694,202,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Troy Matteson",84,162.5,1228164,210,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Billy Mayfair",78,162.5,1217010,208,"AverageApproachDistanceBogeyorWorse",2010
112,NA,"Vijay Singh",75,162.5,947464,162,"AverageApproachDistanceBogeyorWorse",2010
119,NA,"Stewart Cink",84,162.6,989096,169,"AverageApproachDistanceBogeyorWorse",2010
119,NA,"Graham DeLaet",88,162.6,1194062,204,"AverageApproachDistanceBogeyorWorse",2010
121,NA,"Joe Durant",67,162.7,849310,145,"AverageApproachDistanceBogeyorWorse",2010
122,NA,"KJ Choi",82,162.8,890866,152,"AverageApproachDistanceBogeyorWorse",2010
122,NA,"Tim Clark",88,162.8,931722,159,"AverageApproachDistanceBogeyorWorse",2010
122,NA,"Chris DiMarco",88,162.8,1166267,199,"AverageApproachDistanceBogeyorWorse",2010
122,NA,"Brian Gay",101,162.8,1090074,186,"AverageApproachDistanceBogeyorWorse",2010
122,NA,"Jerry Kelly",99,162.8,1289008,220,"AverageApproachDistanceBogeyorWorse",2010
127,NA,"Robert Garrigus",71,162.9,1160881,198,"AverageApproachDistanceBogeyorWorse",2010
127,NA,"Jeff Gove",57,162.9,914579,156,"AverageApproachDistanceBogeyorWorse",2010
129,NA,"JJ Henry",92,163,1126527,192,"AverageApproachDistanceBogeyorWorse",2010
130,NA,"Bob Estes",79,163.1,1121628,191,"AverageApproachDistanceBogeyorWorse",2010
131,NA,"Matt Kuchar",97,163.2,975448,166,"AverageApproachDistanceBogeyorWorse",2010
132,NA,"Brent Delahoussaye",57,163.3,846459,144,"AverageApproachDistanceBogeyorWorse",2010
132,NA,"Charley Hoffman",85,163.3,1211337,206,"AverageApproachDistanceBogeyorWorse",2010
134,NA,"Jason Bohn",84,163.4,1206044,205,"AverageApproachDistanceBogeyorWorse",2010
134,NA,"Webb Simpson",98,163.4,1488477,253,"AverageApproachDistanceBogeyorWorse",2010
134,NA,"Mike Weir",59,163.4,764938,130,"AverageApproachDistanceBogeyorWorse",2010
137,NA,"Ben Curtis",78,163.5,988761,168,"AverageApproachDistanceBogeyorWorse",2010
137,NA,"Bill Haas",87,163.5,1177372,200,"AverageApproachDistanceBogeyorWorse",2010
139,NA,"Jason Dufner",87,163.6,1166057,198,"AverageApproachDistanceBogeyorWorse",2010
140,NA,"Roger Tambellini",77,164,1163078,197,"AverageApproachDistanceBogeyorWorse",2010
141,NA,"Alex Cejka",81,164.1,1217274,206,"AverageApproachDistanceBogeyorWorse",2010
141,NA,"Nick Watney",91,164.1,1128368,191,"AverageApproachDistanceBogeyorWorse",2010
143,NA,"Tim Herron",79,164.2,1176504,199,"AverageApproachDistanceBogeyorWorse",2010
144,NA,"Retief Goosen",75,164.3,609126,103,"AverageApproachDistanceBogeyorWorse",2010
145,NA,"Brian Davis",101,164.4,1580371,267,"AverageApproachDistanceBogeyorWorse",2010
145,NA,"Rocco Mediate",71,164.4,1059211,179,"AverageApproachDistanceBogeyorWorse",2010
145,NA,"Chris Tidland",77,164.4,1219284,206,"AverageApproachDistanceBogeyorWorse",2010
148,NA,"Tom Pernice Jr",74,164.5,899961,152,"AverageApproachDistanceBogeyorWorse",2010
148,NA,"Andres Romero",73,164.5,1255833,212,"AverageApproachDistanceBogeyorWorse",2010
150,NA,"Mark Calcavecchia",50,164.7,782716,132,"AverageApproachDistanceBogeyorWorse",2010
150,NA,"Chad Campbell",95,164.7,1191690,201,"AverageApproachDistanceBogeyorWorse",2010
152,NA,"Nicholas Thompson",88,164.9,1632515,275,"AverageApproachDistanceBogeyorWorse",2010
153,NA,"Kevin Stadler",86,165,1259468,212,"AverageApproachDistanceBogeyorWorse",2010
154,NA,"Steve Elkington",74,165.1,850011,143,"AverageApproachDistanceBogeyorWorse",2010
155,NA,"Zach Johnson",93,165.2,1165330,196,"AverageApproachDistanceBogeyorWorse",2010
155,NA,"Garrett Willis",82,165.2,1243333,209,"AverageApproachDistanceBogeyorWorse",2010
155,NA,"Mark Wilson",87,165.2,1159950,195,"AverageApproachDistanceBogeyorWorse",2010
158,NA,"Stephen Ames",75,165.3,1071405,180,"AverageApproachDistanceBogeyorWorse",2010
158,NA,"James Nitties",92,165.3,1415889,238,"AverageApproachDistanceBogeyorWorse",2010
158,NA,"Camilo Villegas",78,165.3,969803,163,"AverageApproachDistanceBogeyorWorse",2010
161,NA,"Charlie Wi",95,165.5,1281125,215,"AverageApproachDistanceBogeyorWorse",2010
162,NA,"Chad Collins",87,165.6,1168481,196,"AverageApproachDistanceBogeyorWorse",2010
163,NA,"Justin Leonard",89,165.7,1282226,215,"AverageApproachDistanceBogeyorWorse",2010
164,NA,"Greg Kraft",52,165.9,913659,153,"AverageApproachDistanceBogeyorWorse",2010
164,NA,"Bryce Molder",84,165.9,1230326,206,"AverageApproachDistanceBogeyorWorse",2010
164,NA,"Jimmy Walker",82,165.9,1224252,205,"AverageApproachDistanceBogeyorWorse",2010
167,NA,"Robert Allenby",76,166,1045759,175,"AverageApproachDistanceBogeyorWorse",2010
167,NA,"Craig Bowden",56,166,938030,157,"AverageApproachDistanceBogeyorWorse",2010
167,NA,"Trevor Immelman",55,166,740811,124,"AverageApproachDistanceBogeyorWorse",2010
167,NA,"Hunter Mahan",85,166,1075403,180,"AverageApproachDistanceBogeyorWorse",2010
167,NA,"Steve Marino",81,166,1021732,171,"AverageApproachDistanceBogeyorWorse",2010
172,NA,"Briny Baird",87,166.1,1231610,206,"AverageApproachDistanceBogeyorWorse",2010
172,NA,"Chris Stroud",90,166.1,1165818,195,"AverageApproachDistanceBogeyorWorse",2010
174,NA,"Brandt Snedeker",89,166.2,1274386,213,"AverageApproachDistanceBogeyorWorse",2010
175,NA,"Aron Price",70,166.3,1000091,167,"AverageApproachDistanceBogeyorWorse",2010
176,NA,"Chris Riley",73,166.5,887036,148,"AverageApproachDistanceBogeyorWorse",2010
177,NA,"John Rollins",81,166.9,1255627,209,"AverageApproachDistanceBogeyorWorse",2010
178,NA,"Lee Janzen",77,167.1,1305176,217,"AverageApproachDistanceBogeyorWorse",2010
179,NA,"Tim Petrovic",105,167.2,1529051,254,"AverageApproachDistanceBogeyorWorse",2010
180,NA,"Kevin Sutherland",86,167.4,1084564,180,"AverageApproachDistanceBogeyorWorse",2010
181,NA,"Richard Johnson",90,167.5,1212284,201,"AverageApproachDistanceBogeyorWorse",2010
182,NA,"Mathew Goggin",85,167.6,1339501,222,"AverageApproachDistanceBogeyorWorse",2010
183,NA,"Kevin Na",94,167.9,1045721,173,"AverageApproachDistanceBogeyorWorse",2010
184,NA,"Skip Kendall",58,168.1,925912,153,"AverageApproachDistanceBogeyorWorse",2010
185,NA,"Paul Goydos",78,168.3,1259982,208,"AverageApproachDistanceBogeyorWorse",2010
186,NA,"Stuart Appleby",101,168.5,1571053,259,"AverageApproachDistanceBogeyorWorse",2010
187,NA,"DA Points",90,169.4,1451111,238,"AverageApproachDistanceBogeyorWorse",2010
188,NA,"Ricky Barnes",103,170,1328104,217,"AverageApproachDistanceBogeyorWorse",2010
189,NA,"Cameron Percy",73,171.2,1029489,167,"AverageApproachDistanceBogeyorWorse",2010
190,NA,"Scott Verplank",74,171.8,965021,156,"AverageApproachDistanceBogeyorWorse",2010
191,NA,"Jim Furyk",76,172.1,774439,125,"AverageApproachDistanceBogeyorWorse",2010
192,NA,"Dean Wilson",54,178.5,636017,99,"AverageApproachDistanceBogeyorWorse",2010
