"Approach175200yardsRTPScore_RANKTHISWEEK_2015","Approach175200yardsRTPScore_RANKLASTWEEK_2015","Approach175200yardsRTPScore_PLAYERNAME_2015","Approach175200yardsRTPScore_ROUNDS_2015","Approach175200yardsRTPScore_AVGRTP_2015","stat_name","year"
1,1,"Brooks Koepka",84,-0.137,"Approach175200yardsRTPScore",2015
2,2,"Hideki Matsuyama",95,-0.133,"Approach175200yardsRTPScore",2015
3,3,"Aaron Baddeley",76,-0.126,"Approach175200yardsRTPScore",2015
4,4,"Henrik Stenson",63,-0.118,"Approach175200yardsRTPScore",2015
5,5,"Bubba Watson",71,-0.117,"Approach175200yardsRTPScore",2015
6,6,"Johnson Wagner",68,-0.11,"Approach175200yardsRTPScore",2015
7,7,"Jason Day",75,-0.108,"Approach175200yardsRTPScore",2015
8,8,"Lee Westwood",56,-0.095,"Approach175200yardsRTPScore",2015
9,9,"Harris English",105,-0.087,"Approach175200yardsRTPScore",2015
10,10,"Steven Alker",62,-0.077,"Approach175200yardsRTPScore",2015
11,11,"Byron Smith",59,-0.073,"Approach175200yardsRTPScore",2015
12,12,"Tyrone Van Aswegen",58,-0.072,"Approach175200yardsRTPScore",2015
13,13,"Kevin Na",98,-0.069,"Approach175200yardsRTPScore",2015
14,14,"JB Holmes",89,-0.065,"Approach175200yardsRTPScore",2015
15,15,"Rickie Fowler",76,-0.064,"Approach175200yardsRTPScore",2015
16,16,"Justin Thomas",106,-0.061,"Approach175200yardsRTPScore",2015
17,17,"Charles Howell III",105,-0.059,"Approach175200yardsRTPScore",2015
18,18,"Ernie Els",57,-0.057,"Approach175200yardsRTPScore",2015
19,19,"Robert Streb",110,-0.054,"Approach175200yardsRTPScore",2015
20,20,"Paul Casey",87,-0.053,"Approach175200yardsRTPScore",2015
20,20,"Greg Chalmers",58,-0.053,"Approach175200yardsRTPScore",2015
22,22,"Billy Hurley III",83,-0.043,"Approach175200yardsRTPScore",2015
22,22,"Justin Rose",69,-0.043,"Approach175200yardsRTPScore",2015
22,22,"Jordan Spieth",91,-0.043,"Approach175200yardsRTPScore",2015
22,22,"Will Wilcox",58,-0.043,"Approach175200yardsRTPScore",2015
26,26,"Dustin Johnson",75,-0.039,"Approach175200yardsRTPScore",2015
27,27,"David Hearn",97,-0.038,"Approach175200yardsRTPScore",2015
28,28,"George McNeill",93,-0.032,"Approach175200yardsRTPScore",2015
29,29,"Kevin Kisner",104,-0.031,"Approach175200yardsRTPScore",2015
29,29,"Ian Poulter",68,-0.031,"Approach175200yardsRTPScore",2015
31,31,"Chad Campbell",97,-0.029,"Approach175200yardsRTPScore",2015
31,31,"Adam Hadwin",95,-0.029,"Approach175200yardsRTPScore",2015
33,33,"Billy Horschel",99,-0.026,"Approach175200yardsRTPScore",2015
33,33,"Steve Wheatcroft",87,-0.026,"Approach175200yardsRTPScore",2015
35,35,"Kevin Streelman",95,-0.025,"Approach175200yardsRTPScore",2015
35,35,"Nick Taylor",91,-0.025,"Approach175200yardsRTPScore",2015
37,37,"Jim Herman",88,-0.023,"Approach175200yardsRTPScore",2015
37,37,"Zach Johnson",90,-0.023,"Approach175200yardsRTPScore",2015
39,39,"Daniel Berger",97,-0.022,"Approach175200yardsRTPScore",2015
39,39,"Erik Compton",86,-0.022,"Approach175200yardsRTPScore",2015
39,39,"Rory Sabbatini",81,-0.022,"Approach175200yardsRTPScore",2015
42,42,"Chad Collins",79,-0.021,"Approach175200yardsRTPScore",2015
42,42,"Jim Furyk",71,-0.021,"Approach175200yardsRTPScore",2015
42,42,"Jerry Kelly",79,-0.021,"Approach175200yardsRTPScore",2015
45,45,"Jason Bohn",95,-0.019,"Approach175200yardsRTPScore",2015
45,45,"Retief Goosen",81,-0.019,"Approach175200yardsRTPScore",2015
47,47,"KJ Choi",66,-0.018,"Approach175200yardsRTPScore",2015
48,48,"Zac Blair",108,-0.015,"Approach175200yardsRTPScore",2015
48,48,"Martin Flores",95,-0.015,"Approach175200yardsRTPScore",2015
48,48,"Francesco Molinari",56,-0.015,"Approach175200yardsRTPScore",2015
48,48,"Adam Scott",51,-0.015,"Approach175200yardsRTPScore",2015
52,52,"Gonzalo Fdez Castano",81,-0.012,"Approach175200yardsRTPScore",2015
52,52,"Matt Jones",89,-0.012,"Approach175200yardsRTPScore",2015
52,52,"Bryce Molder",91,-0.012,"Approach175200yardsRTPScore",2015
55,55,"Russell Knox",96,-0.011,"Approach175200yardsRTPScore",2015
55,55,"Brendan Steele",88,-0.011,"Approach175200yardsRTPScore",2015
57,57,"William McGirt",103,-0.01,"Approach175200yardsRTPScore",2015
58,58,"John Peterson",84,-0.009,"Approach175200yardsRTPScore",2015
59,59,"Scott Stallings",60,-0.008,"Approach175200yardsRTPScore",2015
59,59,"Daniel Summerhays",101,-0.008,"Approach175200yardsRTPScore",2015
59,59,"Gary Woodland",81,-0.008,"Approach175200yardsRTPScore",2015
62,62,"Scott Brown",97,-0.004,"Approach175200yardsRTPScore",2015
62,62,"Ken Duke",93,-0.004,"Approach175200yardsRTPScore",2015
64,64,"Steven Bowditch",103,0,"Approach175200yardsRTPScore",2015
64,64,"Jason Gore",76,0,"Approach175200yardsRTPScore",2015
64,64,"JJ Henry",94,0,"Approach175200yardsRTPScore",2015
64,64,"Charl Schwartzel",67,0,"Approach175200yardsRTPScore",2015
64,64,"Shawn Stefani",94,0,"Approach175200yardsRTPScore",2015
64,64,"Brendon Todd",96,0,"Approach175200yardsRTPScore",2015
70,70,"Danny Lee",120,0.007,"Approach175200yardsRTPScore",2015
70,70,"Jonathan Randolph",72,0.007,"Approach175200yardsRTPScore",2015
70,70,"Chez Reavie",56,0.007,"Approach175200yardsRTPScore",2015
73,73,"Ben Martin",93,0.009,"Approach175200yardsRTPScore",2015
73,73,"Chris Stroud",84,0.009,"Approach175200yardsRTPScore",2015
75,75,"Angel Cabrera",53,0.01,"Approach175200yardsRTPScore",2015
75,75,"Scott Piercy",90,0.01,"Approach175200yardsRTPScore",2015
75,75,"Scott Pinckney",88,0.01,"Approach175200yardsRTPScore",2015
75,75,"Roger Sloan",56,0.01,"Approach175200yardsRTPScore",2015
79,79,"Michael Putnam",87,0.011,"Approach175200yardsRTPScore",2015
79,79,"Webb Simpson",81,0.011,"Approach175200yardsRTPScore",2015
79,79,"Camilo Villegas",83,0.011,"Approach175200yardsRTPScore",2015
82,82,"Russell Henley",87,0.012,"Approach175200yardsRTPScore",2015
82,82,"Mark Hubbard",79,0.012,"Approach175200yardsRTPScore",2015
84,84,"Morgan Hoffmann",85,0.013,"Approach175200yardsRTPScore",2015
84,84,"Colt Knost",90,0.013,"Approach175200yardsRTPScore",2015
86,86,"Jason Dufner",76,0.015,"Approach175200yardsRTPScore",2015
86,86,"Brian Harman",90,0.015,"Approach175200yardsRTPScore",2015
86,86,"John Senden",80,0.015,"Approach175200yardsRTPScore",2015
89,89,"Luke Guthrie",84,0.016,"Approach175200yardsRTPScore",2015
89,89,"Ryo Ishikawa",90,0.016,"Approach175200yardsRTPScore",2015
91,91,"Blayne Barber",76,0.018,"Approach175200yardsRTPScore",2015
91,91,"John Huh",102,0.018,"Approach175200yardsRTPScore",2015
93,93,"David Lingmerth",90,0.019,"Approach175200yardsRTPScore",2015
93,93,"Louis Oosthuizen",68,0.019,"Approach175200yardsRTPScore",2015
95,95,"Bill Haas",89,0.02,"Approach175200yardsRTPScore",2015
95,95,"Tom Hoge",83,0.02,"Approach175200yardsRTPScore",2015
95,95,"Matt Kuchar",97,0.02,"Approach175200yardsRTPScore",2015
