"Round1ScoringAverage_RANKTHISWEEK_2012","Round1ScoringAverage_RANKLASTWEEK_2012","Round1ScoringAverage_PLAYERNAME_2012","Round1ScoringAverage__2012","Round1ScoringAverage_AVG_2012","Round1ScoringAverage_TOTALSTROKES_2012","Round1ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,NA,"Rory McIlroy",NA,69.27,1039,15,"Round1ScoringAverage",2012
2,NA,"Jason Dufner",NA,69.29,1455,21,"Round1ScoringAverage",2012
3,NA,"Tiger Woods",NA,69.33,1248,18,"Round1ScoringAverage",2012
4,NA,"Padraig Harrington",NA,69.35,1179,17,"Round1ScoringAverage",2012
5,NA,"Steve Stricker",NA,69.39,1249,18,"Round1ScoringAverage",2012
6,NA,"Ken Duke",NA,69.47,2084,30,"Round1ScoringAverage",2012
7,NA,"Zach Johnson",NA,69.5,1668,24,"Round1ScoringAverage",2012
8,NA,"Pat Perez",NA,69.64,1532,22,"Round1ScoringAverage",2012
9,NA,"Vijay Singh",NA,69.7,1882,27,"Round1ScoringAverage",2012
10,NA,"Jim Furyk",NA,69.74,1604,23,"Round1ScoringAverage",2012
11,NA,"Keegan Bradley",NA,69.75,1674,24,"Round1ScoringAverage",2012
12,NA,"Webb Simpson",NA,69.76,1465,21,"Round1ScoringAverage",2012
13,NA,"Dustin Johnson",NA,69.78,1256,18,"Round1ScoringAverage",2012
13,NA,"Seung Yul Noh",NA,69.78,1884,27,"Round1ScoringAverage",2012
15,NA,"Ryan Moore",NA,69.79,1675,24,"Round1ScoringAverage",2012
16,NA,"Matt Kuchar",NA,69.81,1466,21,"Round1ScoringAverage",2012
17,NA,"Brendon de Jonge",NA,69.97,2169,31,"Round1ScoringAverage",2012
18,NA,"Harris English",NA,70,1890,27,"Round1ScoringAverage",2012
18,NA,"Carl Pettersson",NA,70,1820,26,"Round1ScoringAverage",2012
18,NA,"Charl Schwartzel",NA,70,1050,15,"Round1ScoringAverage",2012
21,NA,"Nick Watney",NA,70.04,1751,25,"Round1ScoringAverage",2012
22,NA,"Ian Poulter",NA,70.07,981,14,"Round1ScoringAverage",2012
23,NA,"Matt Every",NA,70.08,1752,25,"Round1ScoringAverage",2012
24,NA,"Bud Cauley",NA,70.11,1963,28,"Round1ScoringAverage",2012
24,NA,"Justin Rose",NA,70.11,1262,18,"Round1ScoringAverage",2012
26,NA,"Will Claxton",NA,70.14,1964,28,"Round1ScoringAverage",2012
26,NA,"Nathan Green",NA,70.14,1473,21,"Round1ScoringAverage",2012
28,NA,"Greg Owen",NA,70.19,1895,27,"Round1ScoringAverage",2012
29,NA,"William McGirt",NA,70.2,2106,30,"Round1ScoringAverage",2012
30,NA,"Sergio Garcia",NA,70.27,1054,15,"Round1ScoringAverage",2012
30,NA,"Adam Scott",NA,70.27,1054,15,"Round1ScoringAverage",2012
32,NA,"Rod Pampling",NA,70.28,1757,25,"Round1ScoringAverage",2012
33,NA,"John Daly",NA,70.29,984,14,"Round1ScoringAverage",2012
34,NA,"Mathew Goggin",NA,70.32,1547,22,"Round1ScoringAverage",2012
35,NA,"Ryan Palmer",NA,70.33,1688,24,"Round1ScoringAverage",2012
35,NA,"Bubba Watson",NA,70.33,1266,18,"Round1ScoringAverage",2012
37,NA,"Charles Howell III",NA,70.34,2040,29,"Round1ScoringAverage",2012
38,NA,"Davis Love III",NA,70.35,1407,20,"Round1ScoringAverage",2012
39,NA,"Jeff Maggert",NA,70.37,1900,27,"Round1ScoringAverage",2012
40,NA,"Graham DeLaet",NA,70.39,1619,23,"Round1ScoringAverage",2012
40,NA,"David Hearn",NA,70.39,1971,28,"Round1ScoringAverage",2012
40,NA,"Jimmy Walker",NA,70.39,1971,28,"Round1ScoringAverage",2012
43,NA,"Blake Adams",NA,70.41,2253,32,"Round1ScoringAverage",2012
43,NA,"Rickie Fowler",NA,70.41,1549,22,"Round1ScoringAverage",2012
43,NA,"Hunter Mahan",NA,70.41,1549,22,"Round1ScoringAverage",2012
46,NA,"Daniel Summerhays",NA,70.42,1831,26,"Round1ScoringAverage",2012
47,NA,"Scott Piercy",NA,70.43,1972,28,"Round1ScoringAverage",2012
48,NA,"Kyle Reifers",NA,70.44,1902,27,"Round1ScoringAverage",2012
49,NA,"Ben Curtis",NA,70.47,1339,19,"Round1ScoringAverage",2012
50,NA,"Brandt Snedeker",NA,70.48,1480,21,"Round1ScoringAverage",2012
51,NA,"Erik Compton",NA,70.5,1692,24,"Round1ScoringAverage",2012
52,NA,"Charlie Wi",NA,70.52,1763,25,"Round1ScoringAverage",2012
53,NA,"Gary Christian",NA,70.56,1905,27,"Round1ScoringAverage",2012
53,NA,"Billy Horschel",NA,70.56,1129,16,"Round1ScoringAverage",2012
53,NA,"Vaughn Taylor",NA,70.56,1764,25,"Round1ScoringAverage",2012
56,NA,"John Senden",NA,70.57,1482,21,"Round1ScoringAverage",2012
57,NA,"Louis Oosthuizen",NA,70.61,1271,18,"Round1ScoringAverage",2012
57,NA,"Chris Stroud",NA,70.61,1977,28,"Round1ScoringAverage",2012
59,NA,"Robert Garrigus",NA,70.62,1836,26,"Round1ScoringAverage",2012
59,NA,"Jeff Overton",NA,70.62,2048,29,"Round1ScoringAverage",2012
61,NA,"Greg Chalmers",NA,70.63,1695,24,"Round1ScoringAverage",2012
62,NA,"Lee Westwood",NA,70.64,989,14,"Round1ScoringAverage",2012
63,NA,"Kevin Streelman",NA,70.65,1837,26,"Round1ScoringAverage",2012
64,NA,"Ernie Els",NA,70.67,1484,21,"Round1ScoringAverage",2012
65,NA,"Ben Crane",NA,70.68,1555,22,"Round1ScoringAverage",2012
66,NA,"Brian Gay",NA,70.7,1909,27,"Round1ScoringAverage",2012
67,NA,"Kevin Stadler",NA,70.71,1697,24,"Round1ScoringAverage",2012
68,NA,"John Rollins",NA,70.72,1768,25,"Round1ScoringAverage",2012
69,NA,"Gavin Coles",NA,70.73,1556,22,"Round1ScoringAverage",2012
70,NA,"Bo Van Pelt",NA,70.74,1627,23,"Round1ScoringAverage",2012
71,NA,"Danny Lee",NA,70.76,1769,25,"Round1ScoringAverage",2012
