"AveragePuttingDistanceAll1putts_RANKTHISWEEK_2012","AveragePuttingDistanceAll1putts_RANKLASTWEEK_2012","AveragePuttingDistanceAll1putts_PLAYERNAME_2012","AveragePuttingDistanceAll1putts_ROUNDS_2012","AveragePuttingDistanceAll1putts_AVG_2012","AveragePuttingDistanceAll1putts_DISTANCEFEET_2012","AveragePuttingDistanceAll1putts_TOTALPUTTS_2012","stat_name","year"
1,1,"Ben Crane",73,NA,3939.25,464,"AveragePuttingDistanceAll1putts",2012
2,2,"Ben Curtis",62,NA,2713.917,329,"AveragePuttingDistanceAll1putts",2012
2,2,"Adam Scott",59,NA,2195.417,267,"AveragePuttingDistanceAll1putts",2012
4,4,"Michael Bradley",63,NA,2754,338,"AveragePuttingDistanceAll1putts",2012
5,5,"Derek Lamely",64,NA,3337.583,412,"AveragePuttingDistanceAll1putts",2012
5,5,"Jhonattan Vegas",77,NA,3506.333,435,"AveragePuttingDistanceAll1putts",2012
5,5,"Johnson Wagner",88,NA,4150.167,511,"AveragePuttingDistanceAll1putts",2012
8,8,"Alexandre Rocha",62,NA,2360.083,296,"AveragePuttingDistanceAll1putts",2012
8,8,"Henrik Stenson",51,NA,2286.5,285,"AveragePuttingDistanceAll1putts",2012
10,10,"Brendon de Jonge",115,NA,5482.417,691,"AveragePuttingDistanceAll1putts",2012
10,10,"Jason Dufner",83,NA,3673.667,466,"AveragePuttingDistanceAll1putts",2012
10,10,"Martin Flores",95,NA,4622.5,581,"AveragePuttingDistanceAll1putts",2012
10,10,"Robert Garrigus",89,NA,4001.75,506,"AveragePuttingDistanceAll1putts",2012
10,10,"Charles Howell III",98,NA,3961.417,503,"AveragePuttingDistanceAll1putts",2012
10,10,"Danny Lee",74,NA,3256.5,413,"AveragePuttingDistanceAll1putts",2012
10,10,"Louis Oosthuizen",65,NA,2571.5,324,"AveragePuttingDistanceAll1putts",2012
10,10,"Brandt Snedeker",81,NA,4045.75,513,"AveragePuttingDistanceAll1putts",2012
10,10,"Lee Westwood",60,NA,2148.667,271,"AveragePuttingDistanceAll1putts",2012
19,19,"Gary Christian",91,NA,3851.25,492,"AveragePuttingDistanceAll1putts",2012
