"ScramblingRoughRTPScore_RANKTHISWEEK_2005","ScramblingRoughRTPScore_RANKLASTWEEK_2005","ScramblingRoughRTPScore_PLAYERNAME_2005","ScramblingRoughRTPScore_ROUNDS_2005","ScramblingRoughRTPScore_AVGRTP_2005","ScramblingRoughRTPScore_TOTALHOLES_2005","ScramblingRoughRTPScore_TOTALRTP_2005","stat_name","year"
141,141,"Robert Allenby",95,0.539,152,82,"ScramblingRoughRTPScore",2005
141,141,"Doug Barron",70,0.539,154,83,"ScramblingRoughRTPScore",2005
143,143,"Andrew Magee",82,0.541,196,106,"ScramblingRoughRTPScore",2005
144,144,"Paul Claxton",79,0.545,167,91,"ScramblingRoughRTPScore",2005
144,144,"Chris DiMarco",83,0.545,156,85,"ScramblingRoughRTPScore",2005
146,146,"Chris Anderson",66,0.548,135,74,"ScramblingRoughRTPScore",2005
146,146,"James Driscoll",73,0.548,168,92,"ScramblingRoughRTPScore",2005
148,148,"Duffy Waldorf",86,0.549,175,96,"ScramblingRoughRTPScore",2005
149,149,"Jeff Brehaut",71,0.55,131,72,"ScramblingRoughRTPScore",2005
149,149,"Bradley Hughes",52,0.55,100,55,"ScramblingRoughRTPScore",2005
149,149,"Tag Ridings",93,0.55,218,120,"ScramblingRoughRTPScore",2005
152,152,"Shaun Micheel",81,0.551,158,87,"ScramblingRoughRTPScore",2005
152,152,"John Senden",101,0.551,176,97,"ScramblingRoughRTPScore",2005
154,154,"Danny Briggs",70,0.552,165,91,"ScramblingRoughRTPScore",2005
154,154,"Ryan Palmer",101,0.552,210,116,"ScramblingRoughRTPScore",2005
156,156,"Hidemichi Tanaka",106,0.554,195,108,"ScramblingRoughRTPScore",2005
157,157,"Dean Wilson",86,0.555,200,111,"ScramblingRoughRTPScore",2005
158,158,"Skip Kendall",80,0.556,187,104,"ScramblingRoughRTPScore",2005
158,158,"Steve Lowery",100,0.556,205,114,"ScramblingRoughRTPScore",2005
160,160,"John Huston",90,0.557,203,113,"ScramblingRoughRTPScore",2005
161,161,"Kent Jones",99,0.558,217,121,"ScramblingRoughRTPScore",2005
162,162,"Hunter Mahan",103,0.559,222,124,"ScramblingRoughRTPScore",2005
163,163,"Steve Jones",56,0.56,109,61,"ScramblingRoughRTPScore",2005
164,164,"Greg Owen",84,0.561,148,83,"ScramblingRoughRTPScore",2005
165,165,"Joey Snyder III",102,0.562,210,118,"ScramblingRoughRTPScore",2005
166,166,"Jason Allred",75,0.565,230,130,"ScramblingRoughRTPScore",2005
167,167,"Cameron Beckman",96,0.566,189,107,"ScramblingRoughRTPScore",2005
167,167,"Michael Long",72,0.566,152,86,"ScramblingRoughRTPScore",2005
169,169,"Michael Allen",90,0.567,203,115,"ScramblingRoughRTPScore",2005
169,169,"Dennis Paulson",63,0.567,150,85,"ScramblingRoughRTPScore",2005
171,171,"Brian Bateman",98,0.57,228,130,"ScramblingRoughRTPScore",2005
171,171,"Rod Pampling",89,0.57,151,86,"ScramblingRoughRTPScore",2005
173,173,"Jonathan Byrd",103,0.574,209,120,"ScramblingRoughRTPScore",2005
174,174,"Hank Kuehne",84,0.575,200,115,"ScramblingRoughRTPScore",2005
175,175,"David Hearn",68,0.576,125,72,"ScramblingRoughRTPScore",2005
176,176,"Mark Hensby",70,0.577,149,86,"ScramblingRoughRTPScore",2005
177,177,"Justin Bolli",65,0.58,176,102,"ScramblingRoughRTPScore",2005
178,178,"Ian Poulter",62,0.581,105,61,"ScramblingRoughRTPScore",2005
179,179,"Scott Gutschewski",86,0.584,161,94,"ScramblingRoughRTPScore",2005
180,180,"John Daly",78,0.588,170,100,"ScramblingRoughRTPScore",2005
181,181,"Fred Couples",72,0.589,112,66,"ScramblingRoughRTPScore",2005
182,182,"Rich Beem",66,0.591,132,78,"ScramblingRoughRTPScore",2005
183,183,"Tjaart van der Walt",56,0.592,120,71,"ScramblingRoughRTPScore",2005
184,184,"Steve Allan",102,0.593,226,134,"ScramblingRoughRTPScore",2005
184,184,"Brent Geiberger",61,0.593,123,73,"ScramblingRoughRTPScore",2005
186,186,"Sean OHair",103,0.595,200,119,"ScramblingRoughRTPScore",2005
187,187,"Thomas Levet",54,0.598,97,58,"ScramblingRoughRTPScore",2005
188,188,"Charles Warren",89,0.599,187,112,"ScramblingRoughRTPScore",2005
189,189,"DA Points",94,0.601,208,125,"ScramblingRoughRTPScore",2005
190,190,"John Rollins",97,0.602,186,112,"ScramblingRoughRTPScore",2005
190,190,"Charlie Wi",67,0.602,181,109,"ScramblingRoughRTPScore",2005
192,192,"Craig Barlow",81,0.605,172,104,"ScramblingRoughRTPScore",2005
193,193,"Will Ma Kenzie",75,0.609,174,106,"ScramblingRoughRTPScore",2005
193,193,"Hideto Tanihara",50,0.609,110,67,"ScramblingRoughRTPScore",2005
195,195,"Tom Gillis",77,0.613,168,103,"ScramblingRoughRTPScore",2005
196,196,"DJ Trahan",81,0.615,143,88,"ScramblingRoughRTPScore",2005
197,197,"Glen Hnatiuk",59,0.621,95,59,"ScramblingRoughRTPScore",2005
198,198,"Kevin Stadler",96,0.624,213,133,"ScramblingRoughRTPScore",2005
199,199,"John Elliott",58,0.636,140,89,"ScramblingRoughRTPScore",2005
200,200,"Chris Smith",93,0.68,172,117,"ScramblingRoughRTPScore",2005
201,201,"Scott Hend",75,0.718,177,127,"ScramblingRoughRTPScore",2005
202,202,"Craig Perks",67,0.789,161,127,"ScramblingRoughRTPScore",2005
