"LatePar5ScoringAverage_RANKTHISWEEK_2013","LatePar5ScoringAverage_RANKLASTWEEK_2013","LatePar5ScoringAverage_PLAYERNAME_2013","LatePar5ScoringAverage_ROUNDS_2013","LatePar5ScoringAverage_AVG_2013","LatePar5ScoringAverage_TOTALSTROKES_2013","LatePar5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Keegan Bradley",88,4.49,629,140,"LatePar5ScoringAverage",2013
2,2,"Henrik Stenson",65,4.5,517,115,"LatePar5ScoringAverage",2013
3,3,"Dustin Johnson",71,4.51,519,115,"LatePar5ScoringAverage",2013
4,4,"Tiger Woods",61,4.53,526,116,"LatePar5ScoringAverage",2013
5,5,"Bubba Watson",76,4.54,627,138,"LatePar5ScoringAverage",2013
6,6,"Peter Hanson",45,4.55,291,64,"LatePar5ScoringAverage",2013
6,6,"Phil Mickelson",78,4.55,587,129,"LatePar5ScoringAverage",2013
6,6,"Adam Scott",61,4.55,510,112,"LatePar5ScoringAverage",2013
6,6,"Mark Wilson",56,4.55,373,82,"LatePar5ScoringAverage",2013
10,10,"Chad Campbell",78,4.56,497,109,"LatePar5ScoringAverage",2013
10,10,"Matt Kuchar",93,4.56,648,142,"LatePar5ScoringAverage",2013
10,10,"Andrew Svoboda",46,4.56,246,54,"LatePar5ScoringAverage",2013
13,13,"Steven Bowditch",67,4.57,407,89,"LatePar5ScoringAverage",2013
13,13,"Graham DeLaet",94,4.57,676,148,"LatePar5ScoringAverage",2013
13,13,"Justin Rose",62,4.57,580,127,"LatePar5ScoringAverage",2013
13,13,"Rory Sabbatini",86,4.57,576,126,"LatePar5ScoringAverage",2013
13,13,"Boo Weekley",100,4.57,640,140,"LatePar5ScoringAverage",2013
18,18,"Martin Flores",83,4.58,513,112,"LatePar5ScoringAverage",2013
18,18,"Henrik Norlander",70,4.58,440,96,"LatePar5ScoringAverage",2013
18,18,"Cameron Percy",68,4.58,389,85,"LatePar5ScoringAverage",2013
18,18,"Steve Stricker",51,4.58,499,109,"LatePar5ScoringAverage",2013
22,22,"Roberto Castro",97,4.59,752,164,"LatePar5ScoringAverage",2013
22,22,"Ernie Els",63,4.59,367,80,"LatePar5ScoringAverage",2013
22,22,"George McNeill",68,4.59,422,92,"LatePar5ScoringAverage",2013
25,25,"Aaron Baddeley",68,4.6,511,111,"LatePar5ScoringAverage",2013
25,25,"Brendon de Jonge",110,4.6,731,159,"LatePar5ScoringAverage",2013
25,25,"Charles Howell III",87,4.6,672,146,"LatePar5ScoringAverage",2013
25,25,"Dicky Pride",71,4.6,455,99,"LatePar5ScoringAverage",2013
25,25,"Chris Stroud",88,4.6,589,128,"LatePar5ScoringAverage",2013
30,30,"Harris English",95,4.61,673,146,"LatePar5ScoringAverage",2013
30,30,"Rickie Fowler",75,4.61,502,109,"LatePar5ScoringAverage",2013
30,30,"Luke Guthrie",82,4.61,696,151,"LatePar5ScoringAverage",2013
30,30,"Matt Jones",83,4.61,599,130,"LatePar5ScoringAverage",2013
30,30,"Colt Knost",69,4.61,406,88,"LatePar5ScoringAverage",2013
30,30,"John Rollins",77,4.61,599,130,"LatePar5ScoringAverage",2013
30,30,"Brendan Steele",86,4.61,493,107,"LatePar5ScoringAverage",2013
37,37,"KJ Choi",85,4.62,517,112,"LatePar5ScoringAverage",2013
37,37,"Nicolas Colsaerts",50,4.62,342,74,"LatePar5ScoringAverage",2013
37,37,"Ben Crane",62,4.62,462,100,"LatePar5ScoringAverage",2013
37,37,"Sergio Garcia",65,4.62,587,127,"LatePar5ScoringAverage",2013
37,37,"Charley Hoffman",84,4.62,697,151,"LatePar5ScoringAverage",2013
37,37,"Jason Kokrak",78,4.62,689,149,"LatePar5ScoringAverage",2013
37,37,"Martin Laird",68,4.62,490,106,"LatePar5ScoringAverage",2013
37,37,"William McGirt",75,4.62,448,97,"LatePar5ScoringAverage",2013
37,37,"Charl Schwartzel",69,4.62,568,123,"LatePar5ScoringAverage",2013
37,37,"Jordan Spieth",82,4.62,688,149,"LatePar5ScoringAverage",2013
37,37,"Kevin Streelman",86,4.62,661,143,"LatePar5ScoringAverage",2013
48,48,"Stewart Cink",71,4.63,458,99,"LatePar5ScoringAverage",2013
48,48,"Scott Langley",79,4.63,528,114,"LatePar5ScoringAverage",2013
48,48,"Jin Park",52,4.63,347,75,"LatePar5ScoringAverage",2013
48,48,"Brandt Snedeker",79,4.63,690,149,"LatePar5ScoringAverage",2013
48,48,"Kevin Stadler",83,4.63,486,105,"LatePar5ScoringAverage",2013
48,48,"Scott Stallings",79,4.63,519,112,"LatePar5ScoringAverage",2013
48,48,"Kyle Stanley",71,4.63,570,123,"LatePar5ScoringAverage",2013
48,48,"Cameron Tringale",80,4.63,528,114,"LatePar5ScoringAverage",2013
48,48,"Lee Westwood",70,4.63,509,110,"LatePar5ScoringAverage",2013
48,48,"Gary Woodland",94,4.63,588,127,"LatePar5ScoringAverage",2013
58,58,"Jason Day",86,4.64,603,130,"LatePar5ScoringAverage",2013
58,58,"James Hahn",78,4.64,631,136,"LatePar5ScoringAverage",2013
58,58,"David Hearn",88,4.64,524,113,"LatePar5ScoringAverage",2013
58,58,"Luke List",65,4.64,385,83,"LatePar5ScoringAverage",2013
58,58,"Greg Owen",73,4.64,473,102,"LatePar5ScoringAverage",2013
58,58,"Ryan Palmer",79,4.64,543,117,"LatePar5ScoringAverage",2013
58,58,"Patrick Reed",83,4.64,594,128,"LatePar5ScoringAverage",2013
65,65,"Jim Herman",59,4.65,414,89,"LatePar5ScoringAverage",2013
65,65,"Rory McIlroy",56,4.65,498,107,"LatePar5ScoringAverage",2013
65,65,"Ryan Moore",72,4.65,525,113,"LatePar5ScoringAverage",2013
65,65,"Ted Potter Jr",65,4.65,451,97,"LatePar5ScoringAverage",2013
65,65,"Alistair Presnell",59,4.65,423,91,"LatePar5ScoringAverage",2013
65,65,"Shawn Stefani",63,4.65,456,98,"LatePar5ScoringAverage",2013
65,65,"Camilo Villegas",79,4.65,474,102,"LatePar5ScoringAverage",2013
72,72,"Brad Fritsch",81,4.66,540,116,"LatePar5ScoringAverage",2013
72,72,"Billy Horschel",96,4.66,779,167,"LatePar5ScoringAverage",2013
72,72,"Steve LeBrun",66,4.66,424,91,"LatePar5ScoringAverage",2013
72,72,"Richard Lee",81,4.66,550,118,"LatePar5ScoringAverage",2013
72,72,"Webb Simpson",92,4.66,681,146,"LatePar5ScoringAverage",2013
72,72,"Brian Stuard",78,4.66,522,112,"LatePar5ScoringAverage",2013
72,72,"Josh Teater",86,4.66,559,120,"LatePar5ScoringAverage",2013
72,72,"Jimmy Walker",84,4.66,690,148,"LatePar5ScoringAverage",2013
80,80,"Bud Cauley",67,4.67,444,95,"LatePar5ScoringAverage",2013
80,80,"Jeff Maggert",63,4.67,430,92,"LatePar5ScoringAverage",2013
80,80,"Daniel Summerhays",83,4.67,673,144,"LatePar5ScoringAverage",2013
80,80,"DJ Trahan",48,4.67,369,79,"LatePar5ScoringAverage",2013
84,84,"Stuart Appleby",88,4.68,547,117,"LatePar5ScoringAverage",2013
84,84,"Jason Bohn",70,4.68,496,106,"LatePar5ScoringAverage",2013
84,84,"Greg Chalmers",77,4.68,533,114,"LatePar5ScoringAverage",2013
84,84,"Lucas Glover",65,4.68,519,111,"LatePar5ScoringAverage",2013
84,84,"Fabian Gomez",65,4.68,482,103,"LatePar5ScoringAverage",2013
84,84,"Bill Haas",85,4.68,773,165,"LatePar5ScoringAverage",2013
84,84,"Russell Henley",80,4.68,524,112,"LatePar5ScoringAverage",2013
84,84,"Chris Kirk",89,4.68,664,142,"LatePar5ScoringAverage",2013
84,84,"Justin Leonard",86,4.68,520,111,"LatePar5ScoringAverage",2013
84,84,"Hunter Mahan",91,4.68,740,158,"LatePar5ScoringAverage",2013
84,84,"Vaughn Taylor",50,4.68,346,74,"LatePar5ScoringAverage",2013
95,95,"Jim Furyk",80,4.69,647,138,"LatePar5ScoringAverage",2013
95,95,"John Huh",88,4.69,600,128,"LatePar5ScoringAverage",2013
95,95,"Freddie Jacobson",63,4.69,399,85,"LatePar5ScoringAverage",2013
95,95,"Zach Johnson",84,4.69,736,157,"LatePar5ScoringAverage",2013
95,95,"Tag Ridings",69,4.69,516,110,"LatePar5ScoringAverage",2013
95,95,"Robert Streb",75,4.69,506,108,"LatePar5ScoringAverage",2013
101,101,"Stephen Ames",49,4.7,348,74,"LatePar5ScoringAverage",2013
101,101,"Scott Brown",65,4.7,517,110,"LatePar5ScoringAverage",2013
101,101,"Kevin Chappell",80,4.7,555,118,"LatePar5ScoringAverage",2013
101,101,"Tim Clark",64,4.7,418,89,"LatePar5ScoringAverage",2013
101,101,"Ben Kohles",75,4.7,522,111,"LatePar5ScoringAverage",2013
101,101,"DA Points",87,4.7,639,136,"LatePar5ScoringAverage",2013
101,101,"Andres Romero",63,4.7,451,96,"LatePar5ScoringAverage",2013
108,108,"Sangmoon Bae",83,4.71,509,108,"LatePar5ScoringAverage",2013
