"EarlyRound4ScoringAverage_RANKTHISWEEK_2015","EarlyRound4ScoringAverage_RANKLASTWEEK_2015","EarlyRound4ScoringAverage_PLAYERNAME_2015","EarlyRound4ScoringAverage__2015","EarlyRound4ScoringAverage_AVG_2015","EarlyRound4ScoringAverage_TOTALSTROKES_2015","EarlyRound4ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Will Wilcox",NA,66.6,333,5,"EarlyRound4ScoringAverage",2015
2,2,"Jason Day",NA,67.2,336,5,"EarlyRound4ScoringAverage",2015
3,3,"Johnson Wagner",NA,67.75,271,4,"EarlyRound4ScoringAverage",2015
4,4,"Rory Sabbatini",NA,67.8,339,5,"EarlyRound4ScoringAverage",2015
5,5,"Brian Harman",NA,68,476,7,"EarlyRound4ScoringAverage",2015
5,5,"Bubba Watson",NA,68,136,2,"EarlyRound4ScoringAverage",2015
7,7,"Tony Finau",NA,68.14,477,7,"EarlyRound4ScoringAverage",2015
8,8,"Henrik Stenson",NA,68.2,341,5,"EarlyRound4ScoringAverage",2015
9,9,"Daniel Berger",NA,68.4,342,5,"EarlyRound4ScoringAverage",2015
9,9,"Dustin Johnson",NA,68.4,342,5,"EarlyRound4ScoringAverage",2015
11,11,"Steven Bowditch",NA,68.45,753,11,"EarlyRound4ScoringAverage",2015
12,12,"Robert Garrigus",NA,68.5,137,2,"EarlyRound4ScoringAverage",2015
12,12,"Jim Herman",NA,68.5,411,6,"EarlyRound4ScoringAverage",2015
14,14,"Colt Knost",NA,68.6,686,10,"EarlyRound4ScoringAverage",2015
15,15,"Keegan Bradley",NA,68.67,824,12,"EarlyRound4ScoringAverage",2015
16,16,"Blayne Barber",NA,68.71,481,7,"EarlyRound4ScoringAverage",2015
16,16,"Jerry Kelly",NA,68.71,481,7,"EarlyRound4ScoringAverage",2015
18,18,"Zach Johnson",NA,68.83,413,6,"EarlyRound4ScoringAverage",2015
18,18,"Chez Reavie",NA,68.83,413,6,"EarlyRound4ScoringAverage",2015
20,20,"Charley Hoffman",NA,69,552,8,"EarlyRound4ScoringAverage",2015
20,20,"William McGirt",NA,69,966,14,"EarlyRound4ScoringAverage",2015
20,20,"Robert Streb",NA,69,759,11,"EarlyRound4ScoringAverage",2015
23,23,"David Hearn",NA,69.09,760,11,"EarlyRound4ScoringAverage",2015
24,24,"Hideki Matsuyama",NA,69.14,484,7,"EarlyRound4ScoringAverage",2015
25,25,"Kyle Reifers",NA,69.15,899,13,"EarlyRound4ScoringAverage",2015
