"GIRPuttingInside5_RANKTHISWEEK_2012","GIRPuttingInside5_RANKLASTWEEK_2012","GIRPuttingInside5_PLAYERNAME_2012","GIRPuttingInside5_ROUNDS_2012","GIRPuttingInside5_Pct_2012","GIRPuttingInside5_ATTEMPTS_2012","GIRPuttingInside5_PUTTSMADE_2012","stat_name","year"
40,40,"Johnson Wagner",88,88.46,26,23,"GIRPuttingInside5",2012
42,42,"Tom Gillis",75,88.1,42,37,"GIRPuttingInside5",2012
43,43,"Dicky Pride",62,88,25,22,"GIRPuttingInside5",2012
44,44,"JB Holmes",90,87.93,58,51,"GIRPuttingInside5",2012
45,45,"Stuart Appleby",75,87.88,33,29,"GIRPuttingInside5",2012
46,46,"Cameron Tringale",88,87.8,41,36,"GIRPuttingInside5",2012
47,47,"John Rollins",81,87.76,49,43,"GIRPuttingInside5",2012
48,48,"Harris English",98,87.5,56,49,"GIRPuttingInside5",2012
48,48,"Lee Westwood",60,87.5,32,28,"GIRPuttingInside5",2012
50,50,"Chris Kirk",93,87.18,39,34,"GIRPuttingInside5",2012
50,50,"Billy Mayfair",90,87.18,39,34,"GIRPuttingInside5",2012
50,50,"Rory Sabbatini",84,87.18,39,34,"GIRPuttingInside5",2012
50,50,"Nick Watney",97,87.18,39,34,"GIRPuttingInside5",2012
54,54,"Graham DeLaet",79,86.27,51,44,"GIRPuttingInside5",2012
54,54,"Hunter Mahan",88,86.27,51,44,"GIRPuttingInside5",2012
56,56,"Tommy Biershenk",74,86.21,29,25,"GIRPuttingInside5",2012
56,56,"Kyle Reifers",86,86.21,29,25,"GIRPuttingInside5",2012
56,56,"YE Yang",64,86.21,29,25,"GIRPuttingInside5",2012
59,59,"Martin Flores",95,86.11,36,31,"GIRPuttingInside5",2012
60,60,"Ryan Palmer",81,86,50,43,"GIRPuttingInside5",2012
61,61,"Mark Anderson",75,85.71,35,30,"GIRPuttingInside5",2012
61,61,"Brian Gay",91,85.71,42,36,"GIRPuttingInside5",2012
61,61,"Bill Haas",79,85.71,28,24,"GIRPuttingInside5",2012
61,61,"Billy Horschel",63,85.71,28,24,"GIRPuttingInside5",2012
61,61,"Freddie Jacobson",61,85.71,21,18,"GIRPuttingInside5",2012
61,61,"David Mathis",83,85.71,35,30,"GIRPuttingInside5",2012
61,61,"Geoff Ogilvy",73,85.71,35,30,"GIRPuttingInside5",2012
61,61,"Webb Simpson",77,85.71,35,30,"GIRPuttingInside5",2012
69,69,"Tommy Gainey",98,85.42,48,41,"GIRPuttingInside5",2012
70,70,"Matt Kuchar",86,85.37,41,35,"GIRPuttingInside5",2012
71,71,"Jason Dufner",83,85.29,34,29,"GIRPuttingInside5",2012
71,71,"JJ Henry",93,85.29,34,29,"GIRPuttingInside5",2012
71,71,"Richard Lee",71,85.29,34,29,"GIRPuttingInside5",2012
71,71,"George McNeill",85,85.29,34,29,"GIRPuttingInside5",2012
75,75,"Arjun Atwal",79,85,40,34,"GIRPuttingInside5",2012
75,75,"Brian Davis",91,85,40,34,"GIRPuttingInside5",2012
75,75,"Ernie Els",80,85,40,34,"GIRPuttingInside5",2012
75,75,"Steve Wheatcroft",56,85,20,17,"GIRPuttingInside5",2012
79,79,"Jeff Overton",101,84.91,53,45,"GIRPuttingInside5",2012
80,80,"Andres Romero",68,84.85,33,28,"GIRPuttingInside5",2012
80,80,"Brendan Steele",77,84.85,33,28,"GIRPuttingInside5",2012
82,82,"Kevin Streelman",89,84.78,46,39,"GIRPuttingInside5",2012
83,83,"Will Claxton",99,84.75,59,50,"GIRPuttingInside5",2012
83,83,"Ken Duke",104,84.75,59,50,"GIRPuttingInside5",2012
85,85,"Tiger Woods",69,84.62,26,22,"GIRPuttingInside5",2012
86,86,"Charley Hoffman",88,84.44,45,38,"GIRPuttingInside5",2012
87,87,"John Mallinger",74,84.38,32,27,"GIRPuttingInside5",2012
88,88,"DA Points",88,84.31,51,43,"GIRPuttingInside5",2012
89,89,"Spencer Levin",81,84.21,38,32,"GIRPuttingInside5",2012
89,89,"Jeff Maggert",83,84.21,38,32,"GIRPuttingInside5",2012
89,89,"Phil Mickelson",79,84.21,38,32,"GIRPuttingInside5",2012
92,92,"Michael Thompson",80,83.87,31,26,"GIRPuttingInside5",2012
93,93,"Rickie Fowler",84,83.78,37,31,"GIRPuttingInside5",2012
94,94,"Chris DiMarco",83,83.72,43,36,"GIRPuttingInside5",2012
95,95,"Marc Leishman",84,83.67,49,41,"GIRPuttingInside5",2012
96,96,"Brendon de Jonge",115,83.61,61,51,"GIRPuttingInside5",2012
97,97,"Stephen Ames",54,83.33,12,10,"GIRPuttingInside5",2012
97,97,"Keegan Bradley",90,83.33,42,35,"GIRPuttingInside5",2012
97,97,"Marco Dawson",60,83.33,24,20,"GIRPuttingInside5",2012
97,97,"Brandt Jobe",57,83.33,24,20,"GIRPuttingInside5",2012
97,97,"Scott Stallings",78,83.33,36,30,"GIRPuttingInside5",2012
102,102,"John Merrick",83,82.98,47,39,"GIRPuttingInside5",2012
102,102,"Josh Teater",97,82.98,47,39,"GIRPuttingInside5",2012
104,104,"Rory McIlroy",60,82.93,41,34,"GIRPuttingInside5",2012
105,105,"Cameron Beckman",81,82.86,35,29,"GIRPuttingInside5",2012
105,105,"KJ Choi",71,82.86,35,29,"GIRPuttingInside5",2012
107,107,"Miguel Angel Carballo",73,82.76,29,24,"GIRPuttingInside5",2012
108,108,"Vijay Singh",99,82.69,52,43,"GIRPuttingInside5",2012
109,109,"Blake Adams",107,82.61,46,38,"GIRPuttingInside5",2012
109,109,"Stewart Cink",71,82.61,23,19,"GIRPuttingInside5",2012
111,111,"Ricky Barnes",92,82.5,40,33,"GIRPuttingInside5",2012
111,111,"Garth Mulroy",59,82.5,40,33,"GIRPuttingInside5",2012
113,113,"Hunter Haas",69,82.35,34,28,"GIRPuttingInside5",2012
113,113,"Justin Leonard",79,82.35,34,28,"GIRPuttingInside5",2012
113,113,"Scott Piercy",95,82.35,34,28,"GIRPuttingInside5",2012
113,113,"Mark Wilson",84,82.35,34,28,"GIRPuttingInside5",2012
117,117,"Carl Pettersson",92,82.22,45,37,"GIRPuttingInside5",2012
118,118,"Bryce Molder",83,82.05,39,32,"GIRPuttingInside5",2012
119,119,"Matt Every",80,81.82,33,27,"GIRPuttingInside5",2012
120,120,"Jason Kokrak",79,81.58,38,31,"GIRPuttingInside5",2012
121,121,"David Hearn",95,81.4,43,35,"GIRPuttingInside5",2012
122,122,"Tim Clark",60,81.25,32,26,"GIRPuttingInside5",2012
123,123,"Jason Bohn",81,80.95,42,34,"GIRPuttingInside5",2012
123,123,"JJ Killeen",101,80.95,42,34,"GIRPuttingInside5",2012
123,123,"Kevin Na",80,80.95,42,34,"GIRPuttingInside5",2012
123,123,"Roland Thatcher",55,80.95,21,17,"GIRPuttingInside5",2012
127,127,"Ben Curtis",62,80.77,26,21,"GIRPuttingInside5",2012
128,128,"Chez Reavie",83,80.65,31,25,"GIRPuttingInside5",2012
129,129,"Robert Allenby",76,80.56,36,29,"GIRPuttingInside5",2012
129,129,"Charles Howell III",98,80.56,36,29,"GIRPuttingInside5",2012
131,131,"Harrison Frazar",56,80,25,20,"GIRPuttingInside5",2012
131,131,"Matt Jones",53,80,25,20,"GIRPuttingInside5",2012
131,131,"Kevin Kisner",69,80,30,24,"GIRPuttingInside5",2012
131,131,"Pat Perez",81,80,40,32,"GIRPuttingInside5",2012
131,131,"Brandt Snedeker",81,80,30,24,"GIRPuttingInside5",2012
136,136,"Jonathan Byrd",69,79.55,44,35,"GIRPuttingInside5",2012
137,137,"Nathan Green",73,79.41,34,27,"GIRPuttingInside5",2012
137,137,"Sung Kang",75,79.41,34,27,"GIRPuttingInside5",2012
139,139,"Colt Knost",79,79.17,24,19,"GIRPuttingInside5",2012
139,139,"Seung Yul Noh",105,79.17,48,38,"GIRPuttingInside5",2012
141,141,"Billy Hurley III",70,78.95,19,15,"GIRPuttingInside5",2012
141,141,"Ryo Ishikawa",54,78.95,19,15,"GIRPuttingInside5",2012
143,143,"Bobby Gates",87,78.79,33,26,"GIRPuttingInside5",2012
144,144,"Jhonattan Vegas",77,78.57,28,22,"GIRPuttingInside5",2012
144,144,"Gary Woodland",70,78.57,28,22,"GIRPuttingInside5",2012
146,146,"Kevin Chappell",91,78.38,37,29,"GIRPuttingInside5",2012
146,146,"Sean OHair",84,78.38,37,29,"GIRPuttingInside5",2012
148,148,"Kyle Stanley",86,78.33,60,47,"GIRPuttingInside5",2012
149,149,"Bill Lunde",83,77.78,54,42,"GIRPuttingInside5",2012
149,149,"Justin Rose",69,77.78,36,28,"GIRPuttingInside5",2012
149,149,"John Senden",81,77.78,36,28,"GIRPuttingInside5",2012
152,152,"Bob Estes",78,77.5,40,31,"GIRPuttingInside5",2012
153,153,"Camilo Villegas",79,77.36,53,41,"GIRPuttingInside5",2012
154,154,"Charlie Beljan",61,77.27,22,17,"GIRPuttingInside5",2012
155,155,"Rod Pampling",88,77.14,35,27,"GIRPuttingInside5",2012
156,156,"Daniel Summerhays",81,76.92,39,30,"GIRPuttingInside5",2012
157,157,"Scott Brown",65,76.67,30,23,"GIRPuttingInside5",2012
158,158,"Tim Herron",88,76.09,46,35,"GIRPuttingInside5",2012
159,159,"Danny Lee",74,75.61,41,31,"GIRPuttingInside5",2012
160,160,"Stephen Gangluff",57,75,20,15,"GIRPuttingInside5",2012
160,160,"Dustin Johnson",70,75,40,30,"GIRPuttingInside5",2012
160,160,"Adam Scott",59,75,20,15,"GIRPuttingInside5",2012
160,160,"David Toms",60,75,24,18,"GIRPuttingInside5",2012
164,164,"Chris Stroud",86,74.36,39,29,"GIRPuttingInside5",2012
165,165,"Kris Blanks",65,74.29,35,26,"GIRPuttingInside5",2012
165,165,"Tom Pernice Jr",62,74.29,35,26,"GIRPuttingInside5",2012
167,167,"DJ Trahan",73,74.19,31,23,"GIRPuttingInside5",2012
168,168,"Alexandre Rocha",62,73.68,19,14,"GIRPuttingInside5",2012
169,169,"Michael Bradley",63,73.33,30,22,"GIRPuttingInside5",2012
169,169,"Chris Couch",61,73.33,30,22,"GIRPuttingInside5",2012
169,169,"Greg Owen",90,73.33,45,33,"GIRPuttingInside5",2012
172,172,"Padraig Harrington",67,73.17,41,30,"GIRPuttingInside5",2012
173,173,"Troy Matteson",100,73.08,52,38,"GIRPuttingInside5",2012
174,174,"Patrick Sheehan",58,72.73,11,8,"GIRPuttingInside5",2012
175,175,"Scott Dunlap",57,72.22,18,13,"GIRPuttingInside5",2012
175,175,"Trevor Immelman",76,72.22,36,26,"GIRPuttingInside5",2012
177,177,"Vaughn Taylor",81,71.79,39,28,"GIRPuttingInside5",2012
178,178,"Troy Kelly",68,71.43,28,20,"GIRPuttingInside5",2012
178,178,"Russell Knox",72,71.43,21,15,"GIRPuttingInside5",2012
180,180,"Graeme McDowell",55,70.37,27,19,"GIRPuttingInside5",2012
181,181,"Henrik Stenson",51,70,20,14,"GIRPuttingInside5",2012
182,182,"Mathew Goggin",65,69.7,33,23,"GIRPuttingInside5",2012
183,183,"Aaron Baddeley",73,69.44,36,25,"GIRPuttingInside5",2012
184,184,"Robert Garrigus",89,69.23,52,36,"GIRPuttingInside5",2012
185,185,"Gary Christian",91,66.67,27,18,"GIRPuttingInside5",2012
186,186,"Nick OHern",78,65.71,35,23,"GIRPuttingInside5",2012
187,187,"Chad Campbell",84,65,40,26,"GIRPuttingInside5",2012
188,188,"Davis Love III",64,63.16,38,24,"GIRPuttingInside5",2012
189,189,"Kyle Thompson",51,62.96,27,17,"GIRPuttingInside5",2012
190,190,"Rocco Mediate",70,62.5,24,15,"GIRPuttingInside5",2012
191,191,"Boo Weekley",74,61.54,39,24,"GIRPuttingInside5",2012
