"Total1Putts1015_RANKTHISWEEK_2011","Total1Putts1015_RANKLASTWEEK_2011","Total1Putts1015_PLAYERNAME_2011","Total1Putts1015_ROUNDS_2011","Total1Putts1015_TOTAL_2011","Total1Putts1015_TOTALFORALLDISTANCES_2011","Total1Putts1015_PCTOFALL1PUTTS_2011","stat_name","year"
1,1,"Brendon de Jonge",105,90,672,13.4,"Total1Putts1015",2011
2,2,"Blake Adams",116,89,762,11.7,"Total1Putts1015",2011
2,2,"Brian Davis",105,89,659,13.5,"Total1Putts1015",2011
4,4,"Matt Bettencourt",84,84,546,15.4,"Total1Putts1015",2011
5,5,"Josh Teater",104,83,606,13.7,"Total1Putts1015",2011
6,6,"Tommy Gainey",104,82,625,13.1,"Total1Putts1015",2011
7,7,"William McGirt",103,81,605,13.4,"Total1Putts1015",2011
8,8,"Hunter Haas",96,77,609,12.6,"Total1Putts1015",2011
9,9,"Charles Howell III",108,75,627,12,"Total1Putts1015",2011
10,10,"Charlie Wi",83,73,584,12.5,"Total1Putts1015",2011
11,11,"Brandt Jobe",100,70,548,12.8,"Total1Putts1015",2011
11,11,"Spencer Levin",113,70,631,11.1,"Total1Putts1015",2011
13,13,"Keegan Bradley",91,69,526,13.1,"Total1Putts1015",2011
13,13,"David Mathis",83,69,511,13.5,"Total1Putts1015",2011
13,13,"Chris Stroud",88,69,532,13,"Total1Putts1015",2011
16,16,"Arjun Atwal",91,68,605,11.2,"Total1Putts1015",2011
17,17,"David Hearn",88,67,518,12.9,"Total1Putts1015",2011
17,17,"Carl Pettersson",95,67,644,10.4,"Total1Putts1015",2011
17,17,"Kevin Streelman",90,67,508,13.2,"Total1Putts1015",2011
17,17,"Cameron Tringale",110,67,651,10.3,"Total1Putts1015",2011
21,21,"Bryce Molder",82,66,549,12,"Total1Putts1015",2011
22,22,"Chris Couch",73,65,499,13,"Total1Putts1015",2011
22,22,"Chris DiMarco",93,65,578,11.2,"Total1Putts1015",2011
22,22,"Brian Gay",90,65,555,11.7,"Total1Putts1015",2011
22,22,"Fabian Gomez",84,65,452,14.4,"Total1Putts1015",2011
22,22,"Freddie Jacobson",92,65,539,12.1,"Total1Putts1015",2011
22,22,"Kent Jones",76,65,444,14.6,"Total1Putts1015",2011
22,22,"Justin Leonard",82,65,513,12.7,"Total1Putts1015",2011
22,22,"Brandt Snedeker",85,65,531,12.2,"Total1Putts1015",2011
22,22,"Michael Thompson",79,65,497,13.1,"Total1Putts1015",2011
31,31,"Lucas Glover",74,64,430,14.9,"Total1Putts1015",2011
31,31,"Nick OHern",89,64,521,12.3,"Total1Putts1015",2011
33,33,"Kris Blanks",92,63,529,11.9,"Total1Putts1015",2011
33,33,"Webb Simpson",98,63,607,10.4,"Total1Putts1015",2011
33,33,"Mark Wilson",89,63,504,12.5,"Total1Putts1015",2011
36,36,"Greg Chalmers",88,62,623,10,"Total1Putts1015",2011
36,36,"Rickie Fowler",84,62,502,12.4,"Total1Putts1015",2011
36,36,"Kevin Na",84,62,555,11.2,"Total1Putts1015",2011
36,36,"Pat Perez",76,62,526,11.8,"Total1Putts1015",2011
36,36,"Vaughn Taylor",89,62,593,10.5,"Total1Putts1015",2011
41,41,"Jim Furyk",87,61,464,13.1,"Total1Putts1015",2011
41,41,"Hunter Mahan",92,61,549,11.1,"Total1Putts1015",2011
41,41,"Andres Romero",77,61,530,11.5,"Total1Putts1015",2011
44,44,"Joe Ogilvie",75,60,457,13.1,"Total1Putts1015",2011
44,44,"David Toms",78,60,419,14.3,"Total1Putts1015",2011
46,46,"Cameron Beckman",71,59,455,13,"Total1Putts1015",2011
46,46,"Steve Flesch",88,59,590,10,"Total1Putts1015",2011
46,46,"JJ Henry",96,59,502,11.8,"Total1Putts1015",2011
46,46,"Jerry Kelly",85,59,477,12.4,"Total1Putts1015",2011
46,46,"Brendan Steele",89,59,505,11.7,"Total1Putts1015",2011
51,51,"Chad Campbell",99,58,559,10.4,"Total1Putts1015",2011
51,51,"Marc Leishman",87,58,547,10.6,"Total1Putts1015",2011
51,51,"Billy Mayfair",94,58,567,10.2,"Total1Putts1015",2011
51,51,"John Senden",94,58,523,11.1,"Total1Putts1015",2011
51,51,"Jimmy Walker",79,58,554,10.5,"Total1Putts1015",2011
56,56,"Steven Bowditch",86,57,581,9.8,"Total1Putts1015",2011
56,56,"Jonathan Byrd",83,57,519,11,"Total1Putts1015",2011
56,56,"KJ Choi",77,57,400,14.3,"Total1Putts1015",2011
56,56,"Ben Curtis",66,57,431,13.2,"Total1Putts1015",2011
56,56,"Bobby Gates",82,57,430,13.3,"Total1Putts1015",2011
56,56,"Bill Lunde",92,57,516,11,"Total1Putts1015",2011
