"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2016","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2016","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2016","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2016","TenthTeeEarlyPar5ScoringAverage_AVG_2016","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2016","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Daniel Summerhays",55,4.2,105,25,"TenthTeeEarlyPar5ScoringAverage",2016
2,2,"Rickie Fowler",42,4.32,121,28,"TenthTeeEarlyPar5ScoringAverage",2016
3,3,"Bubba Watson",30,4.33,91,21,"TenthTeeEarlyPar5ScoringAverage",2016
3,4,"Gary Woodland",45,4.33,143,33,"TenthTeeEarlyPar5ScoringAverage",2016
5,5,"Michael Thompson",46,4.35,174,40,"TenthTeeEarlyPar5ScoringAverage",2016
6,7,"Scott Stallings",46,4.36,48,11,"TenthTeeEarlyPar5ScoringAverage",2016
7,9,"Justin Rose",35,4.39,136,31,"TenthTeeEarlyPar5ScoringAverage",2016
7,8,"Adam Scott",39,4.39,136,31,"TenthTeeEarlyPar5ScoringAverage",2016
9,5,"David Lingmerth",54,4.4,154,35,"TenthTeeEarlyPar5ScoringAverage",2016
10,11,"Jimmy Walker",43,4.43,124,28,"TenthTeeEarlyPar5ScoringAverage",2016
11,11,"Rory McIlroy",37,4.44,111,25,"TenthTeeEarlyPar5ScoringAverage",2016
11,11,"Henrik Stenson",30,4.44,142,32,"TenthTeeEarlyPar5ScoringAverage",2016
13,16,"Ben Crane",48,4.45,138,31,"TenthTeeEarlyPar5ScoringAverage",2016
13,16,"Chris Kirk",51,4.45,98,22,"TenthTeeEarlyPar5ScoringAverage",2016
15,18,"Stuart Appleby",39,4.47,67,15,"TenthTeeEarlyPar5ScoringAverage",2016
15,14,"Phil Mickelson",37,4.47,161,36,"TenthTeeEarlyPar5ScoringAverage",2016
15,18,"Francesco Molinari",36,4.47,161,36,"TenthTeeEarlyPar5ScoringAverage",2016
18,20,"Jason Day",36,4.48,121,27,"TenthTeeEarlyPar5ScoringAverage",2016
18,20,"Jason Dufner",53,4.48,179,40,"TenthTeeEarlyPar5ScoringAverage",2016
18,9,"Emiliano Grillo",47,4.48,94,21,"TenthTeeEarlyPar5ScoringAverage",2016
21,22,"Charles Howell III",63,4.5,189,42,"TenthTeeEarlyPar5ScoringAverage",2016
21,22,"Russell Knox",48,4.5,153,34,"TenthTeeEarlyPar5ScoringAverage",2016
21,22,"Louis Oosthuizen",25,4.5,72,16,"TenthTeeEarlyPar5ScoringAverage",2016
21,14,"Johnson Wagner",44,4.5,99,22,"TenthTeeEarlyPar5ScoringAverage",2016
