"Par5Performance_RANKTHISWEEK_2012","Par5Performance_RANKLASTWEEK_2012","Par5Performance_PLAYERNAME_2012","Par5Performance_ROUNDS_2012","Par5Performance_STATUS_2012","Par5Performance_PAR5AVG_2012","Par5Performance_TOTALPAR_2012","stat_name","year"
49,49,"Kevin Streelman",89,-90,4.68,1390,"Par5Performance",2012
50,50,"Jonas Blixt",72,-89,4.61,1150,"Par5Performance",2012
50,50,"Greg Chalmers",88,-89,4.68,1375,"Par5Performance",2012
50,50,"Jim Furyk",85,-89,4.65,1285,"Par5Performance",2012
50,50,"Dustin Johnson",70,-89,4.56,1020,"Par5Performance",2012
50,50,"Michael Thompson",80,-89,4.63,1200,"Par5Performance",2012
50,50,"Jhonattan Vegas",77,-89,4.63,1195,"Par5Performance",2012
56,56,"Russell Knox",72,-88,4.58,1050,"Par5Performance",2012
56,56,"Geoff Ogilvy",73,-88,4.64,1225,"Par5Performance",2012
58,58,"Troy Matteson",100,-87,4.71,1520,"Par5Performance",2012
59,59,"Bill Haas",79,-86,4.66,1270,"Par5Performance",2012
59,59,"Marc Leishman",84,-86,4.68,1330,"Par5Performance",2012
59,59,"John Merrick",83,-86,4.64,1195,"Par5Performance",2012
59,59,"Rod Pampling",88,-86,4.67,1310,"Par5Performance",2012
59,59,"DA Points",88,-86,4.68,1365,"Par5Performance",2012
64,64,"Tim Herron",88,-85,4.68,1310,"Par5Performance",2012
64,64,"George McNeill",85,-85,4.69,1375,"Par5Performance",2012
66,66,"Ricky Barnes",92,-84,4.69,1355,"Par5Performance",2012
66,66,"David Hearn",95,-84,4.72,1475,"Par5Performance",2012
66,66,"Bill Lunde",83,-84,4.66,1250,"Par5Performance",2012
66,66,"Rory McIlroy",60,-84,4.49,820,"Par5Performance",2012
66,66,"Ryan Palmer",81,-84,4.67,1280,"Par5Performance",2012
66,66,"John Rollins",81,-84,4.65,1200,"Par5Performance",2012
66,66,"Steve Stricker",73,-84,4.62,1100,"Par5Performance",2012
73,73,"Luke Donald",63,-83,4.59,1020,"Par5Performance",2012
74,74,"Aaron Baddeley",73,-82,4.65,1165,"Par5Performance",2012
74,74,"Brian Gay",91,-82,4.7,1345,"Par5Performance",2012
74,74,"Martin Laird",77,-82,4.67,1235,"Par5Performance",2012
74,74,"Billy Mayfair",90,-82,4.68,1275,"Par5Performance",2012
78,78,"Stuart Appleby",75,-81,4.63,1090,"Par5Performance",2012
78,78,"Bryce Molder",83,-81,4.69,1295,"Par5Performance",2012
80,80,"Matt Kuchar",86,-80,4.67,1230,"Par5Performance",2012
80,80,"Jeff Maggert",83,-80,4.68,1235,"Par5Performance",2012
80,80,"Mark Wilson",84,-80,4.68,1250,"Par5Performance",2012
83,83,"Jonathan Byrd",69,-79,4.63,1080,"Par5Performance",2012
83,83,"Chris DiMarco",83,-79,4.69,1275,"Par5Performance",2012
83,83,"Sergio Garcia",57,-79,4.54,860,"Par5Performance",2012
83,83,"Rory Sabbatini",84,-79,4.69,1280,"Par5Performance",2012
83,83,"Gary Woodland",70,-79,4.64,1110,"Par5Performance",2012
88,88,"Adam Scott",59,-78,4.57,900,"Par5Performance",2012
88,88,"Charlie Wi",86,-78,4.72,1375,"Par5Performance",2012
90,90,"Ryan Moore",89,-77,4.73,1445,"Par5Performance",2012
90,90,"Justin Rose",69,-77,4.66,1130,"Par5Performance",2012
90,90,"Chris Stroud",86,-77,4.71,1335,"Par5Performance",2012
93,93,"Spencer Levin",81,-76,4.7,1250,"Par5Performance",2012
93,93,"Andres Romero",68,-76,4.63,1020,"Par5Performance",2012
93,93,"Boo Weekley",74,-76,4.65,1085,"Par5Performance",2012
96,96,"Chris Kirk",93,-75,4.73,1395,"Par5Performance",2012
96,96,"Jason Kokrak",79,-75,4.67,1140,"Par5Performance",2012
96,96,"Heath Slocum",93,-75,4.72,1330,"Par5Performance",2012
99,99,"Cameron Beckman",81,-74,4.69,1195,"Par5Performance",2012
99,99,"Chad Campbell",84,-74,4.7,1225,"Par5Performance",2012
99,99,"KJ Choi",71,-74,4.67,1120,"Par5Performance",2012
99,99,"Louis Oosthuizen",65,-74,4.61,950,"Par5Performance",2012
103,103,"Mark Anderson",75,-73,4.68,1155,"Par5Performance",2012
103,103,"Graham DeLaet",79,-73,4.69,1185,"Par5Performance",2012
103,103,"Padraig Harrington",67,-73,4.61,945,"Par5Performance",2012
106,106,"Ernie Els",80,-72,4.7,1210,"Par5Performance",2012
106,106,"Kevin Na",80,-72,4.72,1275,"Par5Performance",2012
108,108,"Tommy Biershenk",74,-71,4.69,1155,"Par5Performance",2012
108,108,"Kris Blanks",65,-71,4.66,1040,"Par5Performance",2012
108,108,"Jerry Kelly",84,-71,4.72,1265,"Par5Performance",2012
111,111,"Tommy Gainey",98,-70,4.77,1495,"Par5Performance",2012
111,111,"John Mallinger",74,-70,4.67,1075,"Par5Performance",2012
113,113,"Chris Couch",61,-69,4.63,930,"Par5Performance",2012
113,113,"Tom Gillis",75,-69,4.72,1235,"Par5Performance",2012
113,113,"JJ Killeen",101,-69,4.77,1510,"Par5Performance",2012
113,113,"Richard Lee",71,-69,4.65,990,"Par5Performance",2012
113,113,"Brendan Steele",77,-69,4.72,1215,"Par5Performance",2012
113,113,"Henrik Stenson",51,-69,4.59,840,"Par5Performance",2012
113,113,"Daniel Summerhays",81,-69,4.73,1275,"Par5Performance",2012
120,120,"Charlie Beljan",61,-68,4.61,865,"Par5Performance",2012
120,120,"Mathew Goggin",65,-68,4.66,1000,"Par5Performance",2012
120,120,"Chez Reavie",83,-68,4.75,1335,"Par5Performance",2012
123,123,"Sangmoon Bae",81,-67,4.72,1210,"Par5Performance",2012
123,123,"Scott Brown",65,-67,4.65,970,"Par5Performance",2012
123,123,"JJ Henry",93,-67,4.77,1435,"Par5Performance",2012
123,123,"Rocco Mediate",70,-67,4.69,1065,"Par5Performance",2012
127,127,"Jason Bohn",81,-66,4.71,1150,"Par5Performance",2012
127,127,"Kevin Stadler",85,-66,4.74,1275,"Par5Performance",2012
129,129,"Erik Compton",81,-65,4.73,1200,"Par5Performance",2012
129,129,"Matt Every",80,-65,4.75,1300,"Par5Performance",2012
129,129,"Nathan Green",73,-65,4.69,1045,"Par5Performance",2012
129,129,"Hunter Mahan",88,-65,4.75,1285,"Par5Performance",2012
129,129,"Vaughn Taylor",81,-65,4.74,1245,"Par5Performance",2012
134,134,"Brendon Todd",78,-64,4.72,1135,"Par5Performance",2012
135,135,"Sung Kang",75,-62,4.73,1145,"Par5Performance",2012
135,135,"DJ Trahan",73,-62,4.7,1040,"Par5Performance",2012
137,137,"Miguel Angel Carballo",73,-61,4.72,1095,"Par5Performance",2012
137,137,"Ben Curtis",62,-61,4.71,1050,"Par5Performance",2012
139,139,"Trevor Immelman",76,-60,4.76,1230,"Par5Performance",2012
140,140,"Billy Horschel",63,-59,4.65,855,"Par5Performance",2012
140,140,"Justin Leonard",79,-59,4.75,1165,"Par5Performance",2012
140,140,"Garth Mulroy",59,-59,4.65,835,"Par5Performance",2012
140,140,"Lee Westwood",60,-59,4.65,840,"Par5Performance",2012
144,144,"Arjun Atwal",79,-58,4.74,1115,"Par5Performance",2012
144,144,"Gavin Coles",72,-58,4.72,1050,"Par5Performance",2012
144,144,"Robert Karlsson",54,-58,4.64,810,"Par5Performance",2012
147,147,"Angel Cabrera",54,-57,4.66,850,"Par5Performance",2012
147,147,"Stewart Cink",71,-57,4.74,1095,"Par5Performance",2012
147,147,"Brian Davis",91,-57,4.8,1460,"Par5Performance",2012
147,147,"Ryo Ishikawa",54,-57,4.63,780,"Par5Performance",2012
147,147,"Ian Poulter",57,-57,4.68,895,"Par5Performance",2012
152,152,"Matt Bettencourt",80,-56,4.77,1200,"Par5Performance",2012
152,152,"Jason Day",57,-56,4.67,840,"Par5Performance",2012
152,152,"Harrison Frazar",56,-56,4.66,825,"Par5Performance",2012
152,152,"Davis Love III",64,-56,4.69,900,"Par5Performance",2012
152,152,"Ted Potter Jr",77,-56,4.76,1165,"Par5Performance",2012
157,157,"Kevin Kisner",69,-55,4.73,1005,"Par5Performance",2012
157,157,"Colt Knost",79,-55,4.77,1185,"Par5Performance",2012
157,157,"Danny Lee",74,-55,4.75,1095,"Par5Performance",2012
157,157,"David Toms",60,-55,4.71,960,"Par5Performance",2012
161,161,"John Daly",50,-54,4.56,620,"Par5Performance",2012
161,161,"Bob Estes",78,-54,4.77,1155,"Par5Performance",2012
161,161,"Dicky Pride",62,-54,4.7,910,"Par5Performance",2012
164,164,"Matt Jones",53,-52,4.69,835,"Par5Performance",2012
165,165,"Marco Dawson",60,-51,4.74,965,"Par5Performance",2012
165,165,"Derek Lamely",64,-51,4.74,980,"Par5Performance",2012
167,167,"YE Yang",64,-50,4.72,890,"Par5Performance",2012
168,168,"Ryuji Imada",78,-48,4.8,1190,"Par5Performance",2012
168,168,"Freddie Jacobson",61,-48,4.73,890,"Par5Performance",2012
168,168,"Tom Pernice Jr",62,-48,4.74,910,"Par5Performance",2012
171,171,"Tim Clark",60,-46,4.74,870,"Par5Performance",2012
171,171,"David Mathis",83,-46,4.82,1250,"Par5Performance",2012
173,173,"Michael Bradley",63,-45,4.78,1010,"Par5Performance",2012
173,173,"Edward Loar",59,-45,4.73,835,"Par5Performance",2012
173,173,"Charl Schwartzel",56,-45,4.73,820,"Par5Performance",2012
173,173,"Roland Thatcher",55,-45,4.72,810,"Par5Performance",2012
177,177,"Robert Allenby",76,-44,4.81,1150,"Par5Performance",2012
177,177,"Troy Kelly",68,-44,4.77,975,"Par5Performance",2012
179,179,"Graeme McDowell",55,-43,4.75,870,"Par5Performance",2012
180,180,"Nick OHern",78,-42,4.82,1155,"Par5Performance",2012
181,181,"Daniel Chopra",55,-41,4.73,765,"Par5Performance",2012
181,181,"Alexandre Rocha",62,-41,4.77,875,"Par5Performance",2012
183,183,"Patrick Sheehan",58,-40,4.77,855,"Par5Performance",2012
184,184,"Stephen Ames",54,-39,4.76,800,"Par5Performance",2012
184,184,"Hunter Haas",69,-39,4.8,990,"Par5Performance",2012
184,184,"Brandt Jobe",57,-39,4.79,925,"Par5Performance",2012
184,184,"Steve Wheatcroft",56,-39,4.75,785,"Par5Performance",2012
188,188,"Billy Hurley III",70,-38,4.81,1015,"Par5Performance",2012
189,189,"Stephen Gangluff",57,-35,4.79,835,"Par5Performance",2012
190,190,"Scott Dunlap",57,-32,4.8,790,"Par5Performance",2012
191,191,"Kyle Thompson",51,-29,4.8,730,"Par5Performance",2012
