"Top10Finishes_RANKTHISWEEK_2010","Top10Finishes_RANKLASTWEEK_2010","Top10Finishes_PLAYERNAME_2010","Top10Finishes_EVENTS_2010","Top10Finishes_TOP10_2010","Top10Finishes_1ST_2010","Top10Finishes_2ND_2010","Top10Finishes_3RD_2010","stat_name","year"
1,1,"Matt Kuchar",26,11,1,1,3,"Top10Finishes",2010
2,2,"Retief Goosen",19,10,NA,NA,2,"Top10Finishes",2010
3,3,"Steve Stricker",19,9,2,NA,2,"Top10Finishes",2010
4,4,"Bo Van Pelt",28,8,NA,1,3,"Top10Finishes",2010
4,4,"Nick Watney",24,8,NA,NA,NA,"Top10Finishes",2010
6,6,"Paul Casey",17,7,NA,2,1,"Top10Finishes",2010
6,6,"Tim Clark",24,7,1,1,NA,"Top10Finishes",2010
6,6,"Brendon de Jonge",32,7,NA,NA,3,"Top10Finishes",2010
6,6,"Luke Donald",20,7,NA,3,2,"Top10Finishes",2010
6,6,"Ernie Els",20,7,2,NA,2,"Top10Finishes",2010
6,6,"Rickie Fowler",28,7,NA,2,1,"Top10Finishes",2010
6,6,"Jim Furyk",21,7,3,NA,NA,"Top10Finishes",2010
6,6,"Dustin Johnson",23,7,2,NA,1,"Top10Finishes",2010
6,6,"DJ Trahan",27,7,NA,NA,1,"Top10Finishes",2010
6,6,"Camilo Villegas",20,7,1,NA,1,"Top10Finishes",2010
16,16,"Ricky Barnes",28,6,NA,NA,1,"Top10Finishes",2010
16,16,"Charles Howell III",28,6,NA,NA,NA,"Top10Finishes",2010
16,16,"Phil Mickelson",20,6,1,1,NA,"Top10Finishes",2010
16,16,"Bryce Molder",26,6,NA,NA,NA,"Top10Finishes",2010
16,16,"Ryan Moore",24,6,NA,1,1,"Top10Finishes",2010
16,16,"Jeff Overton",26,6,NA,3,2,"Top10Finishes",2010
16,16,"Vaughn Taylor",26,6,NA,1,NA,"Top10Finishes",2010
16,16,"Lee Westwood",11,6,1,2,NA,"Top10Finishes",2010
24,24,"Robert Allenby",22,5,NA,2,1,"Top10Finishes",2010
24,24,"Ben Crane",24,5,1,NA,1,"Top10Finishes",2010
24,24,"Jason Day",24,5,1,1,NA,"Top10Finishes",2010
24,24,"Padraig Harrington",18,5,NA,NA,1,"Top10Finishes",2010
24,24,"Charley Hoffman",24,5,1,NA,NA,"Top10Finishes",2010
24,24,"Matt Jones",27,5,NA,NA,NA,"Top10Finishes",2010
24,24,"Rory McIlroy",16,5,1,NA,2,"Top10Finishes",2010
24,24,"Ryan Palmer",27,5,1,1,NA,"Top10Finishes",2010
24,24,"Heath Slocum",25,5,1,NA,NA,"Top10Finishes",2010
24,24,"Brandt Snedeker",26,5,NA,1,NA,"Top10Finishes",2010
24,24,"Kevin Stadler",28,5,NA,NA,NA,"Top10Finishes",2010
24,24,"Kevin Streelman",28,5,NA,NA,2,"Top10Finishes",2010
36,36,"Jonathan Byrd",26,4,1,NA,NA,"Top10Finishes",2010
36,36,"Alex Cejka",28,4,NA,NA,1,"Top10Finishes",2010
36,36,"KJ Choi",22,4,NA,1,1,"Top10Finishes",2010
36,36,"Bill Haas",25,4,2,1,NA,"Top10Finishes",2010
36,36,"Ryuji Imada",28,4,NA,NA,NA,"Top10Finishes",2010
36,36,"Martin Kaymer",10,4,1,NA,1,"Top10Finishes",2010
36,36,"Anthony Kim",14,4,1,1,1,"Top10Finishes",2010
