"2PuttsperRound_RANKTHISWEEK_2007","2PuttsperRound_RANKLASTWEEK_2007","2PuttsperRound_PLAYERNAME_2007","2PuttsperRound_ROUNDS_2007","2PuttsperRound_AVG_2007","2PuttsperRound_TOTAL2PUTTS_2007","2PuttsperRound_TOTALROUNDS_2007","stat_name","year"
25,25,"Kenny Perry",83,10.54,875,83,"2PuttsperRound",2007
28,28,"Shaun Micheel",91,10.53,927,88,"2PuttsperRound",2007
29,29,"Kevin Sutherland",85,10.52,894,85,"2PuttsperRound",2007
30,30,"Stephen Ames",81,10.51,799,76,"2PuttsperRound",2007
30,30,"Mathew Goggin",97,10.51,1019,97,"2PuttsperRound",2007
32,32,"Ben Curtis",80,10.49,839,80,"2PuttsperRound",2007
32,32,"Rod Pampling",92,10.49,944,90,"2PuttsperRound",2007
34,34,"Henrik Stenson",52,10.48,482,46,"2PuttsperRound",2007
34,34,"DJ Trahan",99,10.48,1038,99,"2PuttsperRound",2007
34,34,"Jay Williamson",50,10.48,524,50,"2PuttsperRound",2007
37,37,"Jeff Maggert",79,10.47,827,79,"2PuttsperRound",2007
38,38,"Matt Hendrix",63,10.46,659,63,"2PuttsperRound",2007
39,39,"Tiger Woods",63,10.45,627,60,"2PuttsperRound",2007
40,40,"Jason Bohn",57,10.44,595,57,"2PuttsperRound",2007
40,40,"Charles Warren",101,10.44,1054,101,"2PuttsperRound",2007
42,42,"Tommy Armour III",81,10.43,845,81,"2PuttsperRound",2007
43,43,"Craig Barlow",52,10.42,542,52,"2PuttsperRound",2007
44,44,"Bo Van Pelt",104,10.41,1083,104,"2PuttsperRound",2007
45,45,"Tom Byrum",50,10.4,520,50,"2PuttsperRound",2007
45,45,"Stewart Cink",91,10.4,915,88,"2PuttsperRound",2007
45,45,"Kent Jones",97,10.4,1009,97,"2PuttsperRound",2007
45,45,"Heath Slocum",101,10.4,1050,101,"2PuttsperRound",2007
49,49,"Robert Gamez",88,10.39,914,88,"2PuttsperRound",2007
50,50,"Billy Andrade",88,10.36,912,88,"2PuttsperRound",2007
50,50,"Anders Hansen",55,10.36,570,55,"2PuttsperRound",2007
50,50,"Ted Purdy",102,10.36,1057,102,"2PuttsperRound",2007
53,53,"Brian Davis",101,10.32,1042,101,"2PuttsperRound",2007
54,54,"Cliff Kresge",107,10.31,1103,107,"2PuttsperRound",2007
54,54,"Nick Watney",87,10.31,897,87,"2PuttsperRound",2007
56,56,"Todd Hamilton",76,10.3,783,76,"2PuttsperRound",2007
57,57,"Lee Janzen",66,10.29,679,66,"2PuttsperRound",2007
57,57,"Kirk Triplett",77,10.29,792,77,"2PuttsperRound",2007
59,59,"Bart Bryant",87,10.27,883,86,"2PuttsperRound",2007
59,59,"Jason Dufner",100,10.27,1027,100,"2PuttsperRound",2007
59,59,"Sergio Garcia",68,10.27,678,66,"2PuttsperRound",2007
59,59,"Steve Lowery",74,10.27,760,74,"2PuttsperRound",2007
59,59,"Jeff Quinney",95,10.27,976,95,"2PuttsperRound",2007
64,64,"Chris DiMarco",79,10.26,790,77,"2PuttsperRound",2007
64,64,"Adam Scott",69,10.26,698,68,"2PuttsperRound",2007
64,64,"Camilo Villegas",82,10.26,841,82,"2PuttsperRound",2007
67,67,"Troy Matteson",87,10.25,892,87,"2PuttsperRound",2007
68,68,"Zach Johnson",76,10.23,767,75,"2PuttsperRound",2007
68,68,"Anthony Kim",93,10.23,951,93,"2PuttsperRound",2007
68,68,"John Merrick",92,10.23,941,92,"2PuttsperRound",2007
68,68,"Dean Wilson",92,10.23,941,92,"2PuttsperRound",2007
72,72,"Cameron Beckman",96,10.22,981,96,"2PuttsperRound",2007
72,72,"Chris Couch",76,10.22,777,76,"2PuttsperRound",2007
74,74,"Phil Mickelson",73,10.21,725,71,"2PuttsperRound",2007
74,74,"Ryan Palmer",91,10.21,929,91,"2PuttsperRound",2007
76,76,"Ken Duke",112,10.2,1142,112,"2PuttsperRound",2007
76,76,"Frank Lickliter II",95,10.2,969,95,"2PuttsperRound",2007
76,76,"Will Ma Kenzie",100,10.2,1020,100,"2PuttsperRound",2007
79,79,"Lucas Glover",98,10.19,988,97,"2PuttsperRound",2007
79,79,"Retief Goosen",50,10.19,489,48,"2PuttsperRound",2007
81,81,"Carl Pettersson",111,10.17,1119,110,"2PuttsperRound",2007
81,81,"Michael Sim",52,10.17,529,52,"2PuttsperRound",2007
81,81,"Vijay Singh",102,10.17,1017,100,"2PuttsperRound",2007
84,84,"Ryan Armour",107,10.16,1087,107,"2PuttsperRound",2007
84,84,"Eric Axley",107,10.16,1087,107,"2PuttsperRound",2007
86,86,"Charley Hoffman",97,10.15,985,97,"2PuttsperRound",2007
86,86,"Justin Leonard",95,10.15,964,95,"2PuttsperRound",2007
86,86,"Rocco Mediate",72,10.15,731,72,"2PuttsperRound",2007
86,86,"Chris Stroud",66,10.15,670,66,"2PuttsperRound",2007
86,86,"Scott Verplank",82,10.15,822,81,"2PuttsperRound",2007
91,91,"John Daly",59,10.14,598,59,"2PuttsperRound",2007
91,91,"Mark Hensby",81,10.14,821,81,"2PuttsperRound",2007
91,91,"Jim Rutledge",59,10.14,598,59,"2PuttsperRound",2007
94,94,"Briny Baird",115,10.13,1165,115,"2PuttsperRound",2007
94,94,"Mark Brooks",53,10.13,537,53,"2PuttsperRound",2007
94,94,"KJ Choi",87,10.13,861,85,"2PuttsperRound",2007
94,94,"Steve Flesch",100,10.13,1013,100,"2PuttsperRound",2007
94,94,"Doug LaBelle II",104,10.13,1054,104,"2PuttsperRound",2007
94,94,"Kyle Reifers",71,10.13,719,71,"2PuttsperRound",2007
100,100,"Jeff Overton",60,10.12,607,60,"2PuttsperRound",2007
100,100,"Boo Weekley",101,10.12,1022,101,"2PuttsperRound",2007
100,100,"Charlie Wi",90,10.12,911,90,"2PuttsperRound",2007
103,103,"Alex Cejka",80,10.1,808,80,"2PuttsperRound",2007
103,103,"Bill Haas",93,10.1,939,93,"2PuttsperRound",2007
103,103,"Arron Oberholser",69,10.1,687,68,"2PuttsperRound",2007
103,103,"Bubba Watson",80,10.1,808,80,"2PuttsperRound",2007
107,107,"Mathias Gronberg",95,10.09,959,95,"2PuttsperRound",2007
107,107,"Steve Stricker",81,10.09,807,80,"2PuttsperRound",2007
109,109,"Jason Gore",86,10.07,866,86,"2PuttsperRound",2007
110,110,"Ernie Els",59,10.05,583,58,"2PuttsperRound",2007
110,110,"Harrison Frazar",88,10.05,884,88,"2PuttsperRound",2007
110,110,"David Toms",80,10.05,774,77,"2PuttsperRound",2007
110,110,"Bob Tway",103,10.05,1035,103,"2PuttsperRound",2007
114,114,"Luke Donald",69,10.04,673,67,"2PuttsperRound",2007
114,114,"JP Hayes",89,10.04,894,89,"2PuttsperRound",2007
114,114,"Freddie Jacobson",70,10.04,703,70,"2PuttsperRound",2007
117,117,"Rich Beem",89,10.03,893,89,"2PuttsperRound",2007
118,118,"Daniel Chopra",106,10.02,1062,106,"2PuttsperRound",2007
119,119,"DJ Brigman",67,10.01,671,67,"2PuttsperRound",2007
119,119,"Sean OHair",98,10.01,981,98,"2PuttsperRound",2007
119,119,"Corey Pavin",81,10.01,811,81,"2PuttsperRound",2007
122,122,"Mike Weir",82,10,810,81,"2PuttsperRound",2007
123,123,"Jeff Brehaut",59,9.98,589,59,"2PuttsperRound",2007
123,123,"John Rollins",102,9.98,1008,101,"2PuttsperRound",2007
125,125,"Stuart Appleby",74,9.97,728,73,"2PuttsperRound",2007
126,126,"Michael Allen",74,9.96,737,74,"2PuttsperRound",2007
126,126,"Brendon de Jonge",76,9.96,757,76,"2PuttsperRound",2007
128,128,"Tim Herron",98,9.95,975,98,"2PuttsperRound",2007
129,129,"Glen Day",85,9.94,845,85,"2PuttsperRound",2007
130,130,"Tom Johnson",74,9.93,735,74,"2PuttsperRound",2007
130,130,"Peter Lonard",85,9.93,844,85,"2PuttsperRound",2007
130,130,"Daisuke Maruyama",86,9.93,854,86,"2PuttsperRound",2007
130,130,"Ryan Moore",92,9.93,914,92,"2PuttsperRound",2007
130,130,"Jeff Sluman",60,9.93,596,60,"2PuttsperRound",2007
130,130,"Mark Wilson",87,9.93,864,87,"2PuttsperRound",2007
136,136,"Bob Estes",88,9.92,873,88,"2PuttsperRound",2007
137,137,"Scott Gutschewski",67,9.9,663,67,"2PuttsperRound",2007
138,138,"JB Holmes",71,9.89,702,71,"2PuttsperRound",2007
139,139,"Craig Kanada",109,9.88,1077,109,"2PuttsperRound",2007
139,139,"Pat Perez",84,9.88,830,84,"2PuttsperRound",2007
141,141,"Paul Gow",70,9.87,691,70,"2PuttsperRound",2007
141,141,"Tripp Isenhour",86,9.87,849,86,"2PuttsperRound",2007
143,143,"Bryce Molder",56,9.86,552,56,"2PuttsperRound",2007
144,144,"Darron Stiles",65,9.85,640,65,"2PuttsperRound",2007
145,145,"Tom Pernice Jr",104,9.83,1022,104,"2PuttsperRound",2007
146,146,"Ian Poulter",63,9.82,589,60,"2PuttsperRound",2007
147,147,"Woody Austin",95,9.81,932,95,"2PuttsperRound",2007
147,147,"Matt Kuchar",85,9.81,834,85,"2PuttsperRound",2007
147,147,"John Mallinger",96,9.81,942,96,"2PuttsperRound",2007
150,150,"Justin Rose",63,9.8,578,59,"2PuttsperRound",2007
151,151,"Craig Lile",77,9.79,754,77,"2PuttsperRound",2007
151,151,"Brandt Snedeker",105,9.79,1028,105,"2PuttsperRound",2007
153,153,"Craig Bowden",78,9.78,763,78,"2PuttsperRound",2007
153,153,"George McNeill",95,9.78,929,95,"2PuttsperRound",2007
155,155,"Geoff Ogilvy",84,9.76,761,78,"2PuttsperRound",2007
156,156,"Andrew Buckle",77,9.75,751,77,"2PuttsperRound",2007
156,156,"Steve Marino",106,9.75,1034,106,"2PuttsperRound",2007
158,158,"Steve Elkington",87,9.74,847,87,"2PuttsperRound",2007
159,159,"Tag Ridings",52,9.73,506,52,"2PuttsperRound",2007
159,159,"Jaco Van Zyl",51,9.73,496,51,"2PuttsperRound",2007
161,161,"Jose Maria Olazabal",52,9.72,486,50,"2PuttsperRound",2007
162,162,"Jerry Kelly",101,9.7,980,101,"2PuttsperRound",2007
163,163,"Marco Dawson",73,9.68,707,73,"2PuttsperRound",2007
164,164,"Jonathan Byrd",73,9.67,706,73,"2PuttsperRound",2007
165,165,"Aaron Baddeley",83,9.66,773,80,"2PuttsperRound",2007
165,165,"Paul Goydos",60,9.66,570,59,"2PuttsperRound",2007
167,167,"Rich Barcelo",80,9.65,772,80,"2PuttsperRound",2007
167,167,"Fred Funk",65,9.65,627,65,"2PuttsperRound",2007
167,167,"Vaughn Taylor",91,9.65,878,91,"2PuttsperRound",2007
170,170,"Chris Tidland",59,9.63,568,59,"2PuttsperRound",2007
171,171,"Shigeki Maruyama",84,9.62,808,84,"2PuttsperRound",2007
171,171,"Paul Stankowski",52,9.62,500,52,"2PuttsperRound",2007
173,173,"Gavin Coles",87,9.61,836,87,"2PuttsperRound",2007
174,174,"Steve Allan",63,9.6,605,63,"2PuttsperRound",2007
174,174,"Jarrod Lyle",77,9.6,739,77,"2PuttsperRound",2007
174,174,"Tim Petrovic",106,9.6,1018,106,"2PuttsperRound",2007
177,177,"Michael Boyd",61,9.59,585,61,"2PuttsperRound",2007
177,177,"Steve Wheatcroft",73,9.59,700,73,"2PuttsperRound",2007
179,179,"Rory Sabbatini",81,9.57,756,79,"2PuttsperRound",2007
180,180,"Jesper Parnevik",88,9.51,837,88,"2PuttsperRound",2007
181,181,"Joe Ogilvie",102,9.46,965,102,"2PuttsperRound",2007
181,181,"Jason Schultz",63,9.46,596,63,"2PuttsperRound",2007
183,183,"Dicky Pride",71,9.42,669,71,"2PuttsperRound",2007
184,184,"Bubba Dickerson",51,9.41,480,51,"2PuttsperRound",2007
184,184,"Brian Gay",107,9.41,1007,107,"2PuttsperRound",2007
186,186,"Bob Heintz",85,9.39,798,85,"2PuttsperRound",2007
187,187,"Tim Clark",66,9.36,599,64,"2PuttsperRound",2007
188,188,"Nathan Green",103,9.35,963,103,"2PuttsperRound",2007
188,188,"Padraig Harrington",64,9.35,580,62,"2PuttsperRound",2007
190,190,"Mark Calcavecchia",93,9.31,866,93,"2PuttsperRound",2007
191,191,"Kevin Na",84,9.29,780,84,"2PuttsperRound",2007
192,192,"Parker McLachlin",83,9.28,770,83,"2PuttsperRound",2007
193,193,"Ryuji Imada",104,9.21,958,104,"2PuttsperRound",2007
194,194,"Brian Bateman",55,9.04,497,55,"2PuttsperRound",2007
195,195,"Jose Coceres",50,8.92,446,50,"2PuttsperRound",2007
196,196,"Chris Riley",59,8.63,509,59,"2PuttsperRound",2007
