"AveragePuttingDistanceGIR2Putts_RANKTHISWEEK_2011","AveragePuttingDistanceGIR2Putts_RANKLASTWEEK_2011","AveragePuttingDistanceGIR2Putts_PLAYERNAME_2011","AveragePuttingDistanceGIR2Putts_ROUNDS_2011","AveragePuttingDistanceGIR2Putts_AVG_2011","AveragePuttingDistanceGIR2Putts_DISTANCEFEET_2011","AveragePuttingDistanceGIR2Putts_TOTALPUTTS_2011","stat_name","year"
1,1,"Will Strickler",51,NA,8783.083,316,"AveragePuttingDistanceGIR2Putts",2011
2,2,"Scott McCarron",65,NA,11251.583,405,"AveragePuttingDistanceGIR2Putts",2011
3,3,"Steve Elkington",50,NA,9753.583,360,"AveragePuttingDistanceGIR2Putts",2011
3,3,"Hunter Mahan",92,NA,16444.083,607,"AveragePuttingDistanceGIR2Putts",2011
5,5,"Charlie Wi",83,NA,16260.667,604,"AveragePuttingDistanceGIR2Putts",2011
6,6,"Charl Schwartzel",58,NA,8703.167,327,"AveragePuttingDistanceGIR2Putts",2011
7,7,"JJ Henry",96,NA,19013.833,717,"AveragePuttingDistanceGIR2Putts",2011
7,7,"Marc Turnesa",54,NA,10228.75,386,"AveragePuttingDistanceGIR2Putts",2011
9,9,"Colt Knost",80,NA,14095.5,534,"AveragePuttingDistanceGIR2Putts",2011
9,9,"Ben Martin",74,NA,13789.583,522,"AveragePuttingDistanceGIR2Putts",2011
9,9,"Cameron Tringale",110,NA,22049.5,834,"AveragePuttingDistanceGIR2Putts",2011
12,12,"Angel Cabrera",50,NA,7028,267,"AveragePuttingDistanceGIR2Putts",2011
13,13,"Trevor Immelman",84,NA,15993.833,610,"AveragePuttingDistanceGIR2Putts",2011
13,13,"Michael Putnam",67,NA,11686.667,445,"AveragePuttingDistanceGIR2Putts",2011
13,13,"Johnson Wagner",81,NA,15827,603,"AveragePuttingDistanceGIR2Putts",2011
16,16,"Charles Howell III",108,NA,20847.667,800,"AveragePuttingDistanceGIR2Putts",2011
16,16,"John Senden",94,NA,19221,738,"AveragePuttingDistanceGIR2Putts",2011
18,18,"Jarrod Lyle",83,NA,14059.583,541,"AveragePuttingDistanceGIR2Putts",2011
18,18,"Alexandre Rocha",65,NA,11301.917,435,"AveragePuttingDistanceGIR2Putts",2011
20,20,"Steve Flesch",88,NA,14602.917,564,"AveragePuttingDistanceGIR2Putts",2011
20,20,"Jimmy Walker",79,NA,15516.5,599,"AveragePuttingDistanceGIR2Putts",2011
22,22,"Bill Haas",93,NA,16409.25,635,"AveragePuttingDistanceGIR2Putts",2011
22,22,"Nate Smith",66,NA,10430.667,404,"AveragePuttingDistanceGIR2Putts",2011
24,24,"Blake Adams",116,NA,21485.667,834,"AveragePuttingDistanceGIR2Putts",2011
25,25,"Andres Gonzales",60,NA,9495,370,"AveragePuttingDistanceGIR2Putts",2011
25,25,"Jerry Kelly",85,NA,15093.333,589,"AveragePuttingDistanceGIR2Putts",2011
25,25,"Ryan Moore",79,NA,12228.667,477,"AveragePuttingDistanceGIR2Putts",2011
25,25,"Brendan Steele",89,NA,16890,658,"AveragePuttingDistanceGIR2Putts",2011
29,29,"Bryce Molder",82,NA,14515.083,568,"AveragePuttingDistanceGIR2Putts",2011
29,29,"DA Points",89,NA,14441,565,"AveragePuttingDistanceGIR2Putts",2011
29,29,"Ian Poulter",52,NA,8242.917,322,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Jim Herman",69,NA,12580.333,494,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Derek Lamely",65,NA,11544.25,453,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Geoff Ogilvy",69,NA,10365.333,407,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Aron Price",58,NA,10339.083,406,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Brandt Snedeker",85,NA,12508.75,491,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Michael Thompson",79,NA,14349.5,563,"AveragePuttingDistanceGIR2Putts",2011
32,32,"Jhonattan Vegas",84,NA,14695.75,576,"AveragePuttingDistanceGIR2Putts",2011
39,39,"Chris Couch",73,NA,13957.917,549,"AveragePuttingDistanceGIR2Putts",2011
39,39,"Ben Crane",76,NA,13477.417,531,"AveragePuttingDistanceGIR2Putts",2011
39,39,"James Driscoll",71,NA,12365.083,487,"AveragePuttingDistanceGIR2Putts",2011
39,39,"Shaun Micheel",77,NA,13364.333,525,"AveragePuttingDistanceGIR2Putts",2011
39,39,"Rod Pampling",72,NA,12520.417,492,"AveragePuttingDistanceGIR2Putts",2011
39,39,"Josh Teater",104,NA,19675,775,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Jonathan Byrd",83,NA,15391,608,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Greg Chalmers",88,NA,15172,598,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Ben Curtis",66,NA,13217,522,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Nathan Green",81,NA,13439.75,530,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Lee Janzen",62,NA,9591.25,379,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Richard Johnson",64,NA,11699.417,462,"AveragePuttingDistanceGIR2Putts",2011
45,45,"Sean OHair",71,NA,12322.833,487,"AveragePuttingDistanceGIR2Putts",2011
