"CareerMoneyLeaders_RANKTHISWEEK_2010","CareerMoneyLeaders_RANKLASTWEEK_2010","CareerMoneyLeaders_PLAYERNAME_2010","CareerMoneyLeaders__2010","CareerMoneyLeaders_MONEY_2010","stat_name","year"
41,41,"Steve Flesch",NA,17435728,"CareerMoneyLeaders",2010
42,42,"Tim Clark",NA,17403497,"CareerMoneyLeaders",2010
43,43,"Jeff Maggert",NA,17198256,"CareerMoneyLeaders",2010
44,44,"Tim Herron",NA,16696726,"CareerMoneyLeaders",2010
45,45,"Rocco Mediate",NA,16413964,"CareerMoneyLeaders",2010
46,46,"Corey Pavin",NA,15919874,"CareerMoneyLeaders",2010
47,47,"Bob Tway",NA,15785815,"CareerMoneyLeaders",2010
48,48,"Lee Janzen",NA,15432129,"CareerMoneyLeaders",2010
49,49,"Steve Elkington",NA,15329193,"CareerMoneyLeaders",2010
50,50,"Hal Sutton",NA,15267685,"CareerMoneyLeaders",2010
51,51,"Jesper Parnevik",NA,15217062,"CareerMoneyLeaders",2010
52,52,"Woody Austin",NA,15214220,"CareerMoneyLeaders",2010
53,53,"Loren Roberts",NA,15154767,"CareerMoneyLeaders",2010
54,54,"Kevin Sutherland",NA,15122494,"CareerMoneyLeaders",2010
55,55,"Steve Lowery",NA,15091220,"CareerMoneyLeaders",2010
56,56,"John Huston",NA,14967146,"CareerMoneyLeaders",2010
57,57,"Greg Norman",NA,14484458,"CareerMoneyLeaders",2010
58,58,"Paul Azinger",NA,14467496,"CareerMoneyLeaders",2010
59,59,"Jay Haas",NA,14440317,"CareerMoneyLeaders",2010
60,60,"Hunter Mahan",NA,14200160,"CareerMoneyLeaders",2010
61,61,"Mark OMeara",NA,14151565,"CareerMoneyLeaders",2010
62,62,"Tom Pernice Jr",NA,14065707,"CareerMoneyLeaders",2010
63,63,"Carl Pettersson",NA,14061144,"CareerMoneyLeaders",2010
64,64,"Sean OHair",NA,14059485,"CareerMoneyLeaders",2010
65,65,"Kirk Triplett",NA,13978435,"CareerMoneyLeaders",2010
66,66,"Heath Slocum",NA,13839346,"CareerMoneyLeaders",2010
67,67,"John Rollins",NA,13784514,"CareerMoneyLeaders",2010
68,68,"Brian Gay",NA,13645798,"CareerMoneyLeaders",2010
69,69,"Shigeki Maruyama",NA,13631795,"CareerMoneyLeaders",2010
70,70,"Ben Crane",NA,13598867,"CareerMoneyLeaders",2010
71,71,"Justin Rose",NA,13439267,"CareerMoneyLeaders",2010
72,72,"Camilo Villegas",NA,13126501,"CareerMoneyLeaders",2010
73,73,"Lucas Glover",NA,13084546,"CareerMoneyLeaders",2010
74,74,"Joe Durant",NA,12993668,"CareerMoneyLeaders",2010
75,75,"Matt Kuchar",NA,12662234,"CareerMoneyLeaders",2010
76,76,"Dudley Hart",NA,12566495,"CareerMoneyLeaders",2010
77,77,"Bo Van Pelt",NA,12503982,"CareerMoneyLeaders",2010
78,78,"John Cook",NA,12433599,"CareerMoneyLeaders",2010
79,79,"Billy Andrade",NA,12380805,"CareerMoneyLeaders",2010
80,80,"Rod Pampling",NA,12310650,"CareerMoneyLeaders",2010
81,81,"Jose Maria Olazabal",NA,12242223,"CareerMoneyLeaders",2010
82,82,"Scott McCarron",NA,12175523,"CareerMoneyLeaders",2010
83,83,"Jonathan Byrd",NA,11929628,"CareerMoneyLeaders",2010
84,84,"Payne Stewart",NA,11737008,"CareerMoneyLeaders",2010
85,85,"Duffy Waldorf",NA,11638275,"CareerMoneyLeaders",2010
86,86,"Briny Baird",NA,11538466,"CareerMoneyLeaders",2010
87,87,"Frank Lickliter II",NA,11536956,"CareerMoneyLeaders",2010
88,88,"Paul Goydos",NA,11296111,"CareerMoneyLeaders",2010
89,89,"Joey Sindelar",NA,11196462,"CareerMoneyLeaders",2010
90,90,"John Senden",NA,11132675,"CareerMoneyLeaders",2010
91,91,"Anthony Kim",NA,11086603,"CareerMoneyLeaders",2010
92,92,"Tom Kite",NA,11041042,"CareerMoneyLeaders",2010
93,93,"Aaron Baddeley",NA,11003465,"CareerMoneyLeaders",2010
94,94,"Brett Quigley",NA,10959750,"CareerMoneyLeaders",2010
95,95,"Chris Riley",NA,10918678,"CareerMoneyLeaders",2010
96,96,"Tom Watson",NA,10886273,"CareerMoneyLeaders",2010
97,97,"Pat Perez",NA,10833468,"CareerMoneyLeaders",2010
98,98,"Tim Petrovic",NA,10651015,"CareerMoneyLeaders",2010
99,99,"JJ Henry",NA,10620735,"CareerMoneyLeaders",2010
100,100,"Jonathan Kaye",NA,10574101,"CareerMoneyLeaders",2010
101,101,"Nick Watney",NA,10397377,"CareerMoneyLeaders",2010
102,102,"Vaughn Taylor",NA,10171871,"CareerMoneyLeaders",2010
103,103,"Ian Poulter",NA,10165436,"CareerMoneyLeaders",2010
104,104,"Bernhard Langer",NA,10111921,"CareerMoneyLeaders",2010
105,105,"Craig Stadler",NA,10021897,"CareerMoneyLeaders",2010
106,106,"Trevor Immelman",NA,9901755,"CareerMoneyLeaders",2010
107,107,"Ben Curtis",NA,9792523,"CareerMoneyLeaders",2010
108,108,"Bart Bryant",NA,9671650,"CareerMoneyLeaders",2010
109,109,"Freddie Jacobson",NA,9635284,"CareerMoneyLeaders",2010
110,110,"Tommy Armour III",NA,9458248,"CareerMoneyLeaders",2010
111,111,"Mark Brooks",NA,9440738,"CareerMoneyLeaders",2010
112,112,"Carlos Franco",NA,9431368,"CareerMoneyLeaders",2010
113,113,"Ryan Palmer",NA,9383176,"CareerMoneyLeaders",2010
114,114,"Peter Lonard",NA,9343496,"CareerMoneyLeaders",2010
115,115,"John Daly",NA,9336670,"CareerMoneyLeaders",2010
116,116,"Harrison Frazar",NA,9319123,"CareerMoneyLeaders",2010
117,117,"Rich Beem",NA,9267718,"CareerMoneyLeaders",2010
118,118,"Dustin Johnson",NA,9240917,"CareerMoneyLeaders",2010
119,119,"David Frost",NA,9178775,"CareerMoneyLeaders",2010
120,120,"Ryan Moore",NA,9175863,"CareerMoneyLeaders",2010
121,121,"Joe Ogilvie",NA,9164473,"CareerMoneyLeaders",2010
122,122,"Angel Cabrera",NA,9122523,"CareerMoneyLeaders",2010
123,123,"Paul Casey",NA,9028794,"CareerMoneyLeaders",2010
124,124,"Glen Day",NA,8930925,"CareerMoneyLeaders",2010
125,125,"Bubba Watson",NA,8836835,"CareerMoneyLeaders",2010
126,126,"Kevin Na",NA,8786829,"CareerMoneyLeaders",2010
127,127,"Shaun Micheel",NA,8781940,"CareerMoneyLeaders",2010
128,128,"Dan Forsman",NA,8687983,"CareerMoneyLeaders",2010
129,129,"Cameron Beckman",NA,8673808,"CareerMoneyLeaders",2010
130,130,"Robert Gamez",NA,8625681,"CareerMoneyLeaders",2010
131,131,"Jason Bohn",NA,8592387,"CareerMoneyLeaders",2010
132,132,"Olin Browne",NA,8516287,"CareerMoneyLeaders",2010
133,133,"Andrew Magee",NA,8512753,"CareerMoneyLeaders",2010
134,134,"Dean Wilson",NA,8502593,"CareerMoneyLeaders",2010
135,135,"Craig Parry",NA,8481456,"CareerMoneyLeaders",2010
136,136,"Charley Hoffman",NA,8226784,"CareerMoneyLeaders",2010
137,137,"JP Hayes",NA,8204635,"CareerMoneyLeaders",2010
138,138,"JB Holmes",NA,8133732,"CareerMoneyLeaders",2010
139,139,"Steve Pate",NA,8024238,"CareerMoneyLeaders",2010
140,140,"Skip Kendall",NA,7999711,"CareerMoneyLeaders",2010
141,141,"DJ Trahan",NA,7958118,"CareerMoneyLeaders",2010
142,142,"Brian Davis",NA,7920693,"CareerMoneyLeaders",2010
143,143,"Larry Mize",NA,7871792,"CareerMoneyLeaders",2010
144,144,"Ryuji Imada",NA,7855452,"CareerMoneyLeaders",2010
145,145,"Peter Jacobsen",NA,7799810,"CareerMoneyLeaders",2010
146,146,"Daniel Chopra",NA,7698612,"CareerMoneyLeaders",2010
147,147,"Mark Wilson",NA,7678893,"CareerMoneyLeaders",2010
148,148,"Arron Oberholser",NA,7665222,"CareerMoneyLeaders",2010
149,149,"Bill Haas",NA,7660806,"CareerMoneyLeaders",2010
150,150,"Curtis Strange",NA,7599951,"CareerMoneyLeaders",2010
151,151,"Brandt Snedeker",NA,7521278,"CareerMoneyLeaders",2010
152,152,"JL Lewis",NA,7473218,"CareerMoneyLeaders",2010
153,153,"Brent Geiberger",NA,7374382,"CareerMoneyLeaders",2010
154,154,"Alex Cejka",NA,7351221,"CareerMoneyLeaders",2010
155,155,"Ted Purdy",NA,7323659,"CareerMoneyLeaders",2010
156,156,"Ben Crenshaw",NA,7139756,"CareerMoneyLeaders",2010
157,157,"Jeff Overton",NA,7126953,"CareerMoneyLeaders",2010
158,158,"Boo Weekley",NA,7087345,"CareerMoneyLeaders",2010
159,159,"Mathew Goggin",NA,7006351,"CareerMoneyLeaders",2010
160,160,"Henrik Stenson",NA,7005149,"CareerMoneyLeaders",2010
161,161,"Paul Stankowski",NA,6975869,"CareerMoneyLeaders",2010
162,162,"Steve Marino",NA,6928752,"CareerMoneyLeaders",2010
163,163,"Bill Glasson",NA,6912619,"CareerMoneyLeaders",2010
164,164,"Chris Perry",NA,6866671,"CareerMoneyLeaders",2010
165,165,"Len Mattiace",NA,6819409,"CareerMoneyLeaders",2010
166,166,"Scott Simpson",NA,6778273,"CareerMoneyLeaders",2010
167,167,"Brett Wetterich",NA,6650052,"CareerMoneyLeaders",2010
168,168,"Tom Byrum",NA,6544295,"CareerMoneyLeaders",2010
169,169,"Steve Jones",NA,6519451,"CareerMoneyLeaders",2010
170,170,"Troy Matteson",NA,6493302,"CareerMoneyLeaders",2010
171,171,"Bruce Lietzke",NA,6474794,"CareerMoneyLeaders",2010
172,172,"Lanny Wadkins",NA,6355681,"CareerMoneyLeaders",2010
173,173,"Robert Damron",NA,6301483,"CareerMoneyLeaders",2010
174,174,"Neal Lancaster",NA,6253506,"CareerMoneyLeaders",2010
175,175,"Chip Beck",NA,6205730,"CareerMoneyLeaders",2010
176,176,"Mark Hensby",NA,6162441,"CareerMoneyLeaders",2010
177,177,"Michael Allen",NA,6151918,"CareerMoneyLeaders",2010
178,178,"Nathan Green",NA,6066510,"CareerMoneyLeaders",2010
179,179,"Jim Gallagher Jr",NA,6002202,"CareerMoneyLeaders",2010
180,180,"Hale Irwin",NA,5966031,"CareerMoneyLeaders",2010
181,181,"Jay Williamson",NA,5916902,"CareerMoneyLeaders",2010
182,182,"Richard Johnson",NA,5892854,"CareerMoneyLeaders",2010
183,183,"Charlie Wi",NA,5855040,"CareerMoneyLeaders",2010
184,184,"Fuzzy Zoeller",NA,5819293,"CareerMoneyLeaders",2010
185,185,"Nick OHern",NA,5781705,"CareerMoneyLeaders",2010
186,186,"Greg Kraft",NA,5778868,"CareerMoneyLeaders",2010
187,187,"Greg Chalmers",NA,5774063,"CareerMoneyLeaders",2010
188,188,"David Peoples",NA,5736812,"CareerMoneyLeaders",2010
189,189,"Jack Nicklaus",NA,5734031,"CareerMoneyLeaders",2010
190,190,"Russ Cochran",NA,5560769,"CareerMoneyLeaders",2010
191,191,"Jay Don Blake",NA,5555470,"CareerMoneyLeaders",2010
192,192,"YE Yang",NA,5329304,"CareerMoneyLeaders",2010
193,193,"Raymond Floyd",NA,5323075,"CareerMoneyLeaders",2010
194,194,"John Mallinger",NA,5314930,"CareerMoneyLeaders",2010
195,195,"Mark McCumber",NA,5309688,"CareerMoneyLeaders",2010
196,196,"Jose Coceres",NA,5280335,"CareerMoneyLeaders",2010
197,197,"Gil Morgan",NA,5259164,"CareerMoneyLeaders",2010
198,198,"Blaine McCallister",NA,5227278,"CareerMoneyLeaders",2010
199,199,"Notah Begay III",NA,5200649,"CareerMoneyLeaders",2010
200,200,"Todd Hamilton",NA,5166586,"CareerMoneyLeaders",2010
201,201,"Craig Barlow",NA,5107164,"CareerMoneyLeaders",2010
202,202,"Jason Day",NA,5097447,"CareerMoneyLeaders",2010
203,203,"Charles Warren",NA,5047416,"CareerMoneyLeaders",2010
204,204,"Jeff Quinney",NA,5002503,"CareerMoneyLeaders",2010
205,205,"Dennis Paulson",NA,4983871,"CareerMoneyLeaders",2010
206,206,"George McNeill",NA,4970232,"CareerMoneyLeaders",2010
207,207,"Kent Jones",NA,4931680,"CareerMoneyLeaders",2010
208,208,"Robert Garrigus",NA,4794816,"CareerMoneyLeaders",2010
209,209,"David Edwards",NA,4773198,"CareerMoneyLeaders",2010
210,210,"DA Weibring",NA,4770705,"CareerMoneyLeaders",2010
211,211,"Jim Carter",NA,4766778,"CareerMoneyLeaders",2010
212,212,"Chris Smith",NA,4763528,"CareerMoneyLeaders",2010
213,213,"Wayne Levi",NA,4730158,"CareerMoneyLeaders",2010
214,214,"Mike Reid",NA,4686774,"CareerMoneyLeaders",2010
215,215,"Gene Sauers",NA,4647669,"CareerMoneyLeaders",2010
216,216,"Andres Romero",NA,4606725,"CareerMoneyLeaders",2010
217,217,"Matt Gogel",NA,4596216,"CareerMoneyLeaders",2010
218,218,"Grant Waite",NA,4583879,"CareerMoneyLeaders",2010
219,219,"Jason Dufner",NA,4518846,"CareerMoneyLeaders",2010
220,220,"Will Ma Kenzie",NA,4400385,"CareerMoneyLeaders",2010
221,221,"Jason Gore",NA,4369451,"CareerMoneyLeaders",2010
222,222,"Michael Bradley",NA,4365782,"CareerMoneyLeaders",2010
223,223,"Martin Laird",NA,4340034,"CareerMoneyLeaders",2010
224,224,"Mark Wiebe",NA,4314460,"CareerMoneyLeaders",2010
225,225,"Joel Edwards",NA,4286415,"CareerMoneyLeaders",2010
226,226,"Tom Purtzer",NA,4192268,"CareerMoneyLeaders",2010
227,227,"Greg Owen",NA,4183990,"CareerMoneyLeaders",2010
228,228,"Mike Hulbert",NA,4183778,"CareerMoneyLeaders",2010
229,229,"Marco Dawson",NA,4123871,"CareerMoneyLeaders",2010
230,230,"John Merrick",NA,4059150,"CareerMoneyLeaders",2010
231,231,"Brandel Chamblee",NA,4018410,"CareerMoneyLeaders",2010
232,232,"Rick Fehr",NA,4018239,"CareerMoneyLeaders",2010
233,233,"Donnie Hammond",NA,4008060,"CareerMoneyLeaders",2010
234,234,"Cliff Kresge",NA,3953366,"CareerMoneyLeaders",2010
235,235,"John Mahaffey",NA,3876852,"CareerMoneyLeaders",2010
236,236,"Brian Bateman",NA,3862340,"CareerMoneyLeaders",2010
237,237,"Kevin Streelman",NA,3854192,"CareerMoneyLeaders",2010
238,238,"Ted Tryba",NA,3853236,"CareerMoneyLeaders",2010
239,239,"Larry Nelson",NA,3827401,"CareerMoneyLeaders",2010
240,240,"Kevin Stadler",NA,3760344,"CareerMoneyLeaders",2010
241,241,"Omar Uresti",NA,3756100,"CareerMoneyLeaders",2010
242,242,"Ken Green",NA,3745345,"CareerMoneyLeaders",2010
243,243,"Arjun Atwal",NA,3722696,"CareerMoneyLeaders",2010
244,244,"Graeme McDowell",NA,3683956,"CareerMoneyLeaders",2010
245,245,"Bryce Molder",NA,3637091,"CareerMoneyLeaders",2010
246,246,"Johnson Wagner",NA,3632399,"CareerMoneyLeaders",2010
247,247,"Jay Delsing",NA,3608666,"CareerMoneyLeaders",2010
248,248,"Nolan Henke",NA,3606563,"CareerMoneyLeaders",2010
249,249,"Brad Bryant",NA,3558804,"CareerMoneyLeaders",2010
250,250,"Andy Bean",NA,3531780,"CareerMoneyLeaders",2010
251,251,"Mathias Gronberg",NA,3489747,"CareerMoneyLeaders",2010
252,252,"Lee Trevino",NA,3478328,"CareerMoneyLeaders",2010
253,253,"Rickie Fowler",NA,3428198,"CareerMoneyLeaders",2010
254,254,"Tim Simpson",NA,3406017,"CareerMoneyLeaders",2010
255,255,"Rory McIlroy",NA,3403999,"CareerMoneyLeaders",2010
256,256,"Dicky Pride",NA,3375418,"CareerMoneyLeaders",2010
257,257,"Craig Perks",NA,3362251,"CareerMoneyLeaders",2010
258,258,"Nicholas Thompson",NA,3355699,"CareerMoneyLeaders",2010
259,259,"Garrett Willis",NA,3320786,"CareerMoneyLeaders",2010
260,260,"Brian Henninger",NA,3316460,"CareerMoneyLeaders",2010
261,261,"Bob Burns",NA,3313226,"CareerMoneyLeaders",2010
262,262,"Don Pooley",NA,3296615,"CareerMoneyLeaders",2010
263,263,"Phil Blackmar",NA,3245909,"CareerMoneyLeaders",2010
264,264,"Marc Leishman",NA,3231080,"CareerMoneyLeaders",2010
265,265,"DA Points",NA,3228896,"CareerMoneyLeaders",2010
266,266,"Phil Tataurangi",NA,3174391,"CareerMoneyLeaders",2010
267,267,"Fulton Allem",NA,3155787,"CareerMoneyLeaders",2010
268,268,"Ronnie Black",NA,3155053,"CareerMoneyLeaders",2010
269,269,"Brendon de Jonge",NA,3151847,"CareerMoneyLeaders",2010
270,270,"James Driscoll",NA,3128048,"CareerMoneyLeaders",2010
271,271,"Dan Pohl",NA,3112263,"CareerMoneyLeaders",2010
272,272,"Bob Gilder",NA,3032108,"CareerMoneyLeaders",2010
273,273,"Chris Couch",NA,2975629,"CareerMoneyLeaders",2010
274,274,"Frank Nobilo",NA,2875836,"CareerMoneyLeaders",2010
275,275,"Jim McGovern",NA,2858703,"CareerMoneyLeaders",2010
276,276,"Tom Scherrer",NA,2850394,"CareerMoneyLeaders",2010
277,277,"David Ogrin",NA,2848159,"CareerMoneyLeaders",2010
278,278,"Chris Stroud",NA,2842963,"CareerMoneyLeaders",2010
279,279,"Bobby Wadkins",NA,2822418,"CareerMoneyLeaders",2010
280,280,"Jodie Mudd",NA,2806955,"CareerMoneyLeaders",2010
281,281,"Sandy Lyle",NA,2792505,"CareerMoneyLeaders",2010
282,282,"Johnny Miller",NA,2747484,"CareerMoneyLeaders",2010
283,283,"Eric Axley",NA,2733081,"CareerMoneyLeaders",2010
284,284,"Doug Tewell",NA,2723711,"CareerMoneyLeaders",2010
285,285,"Willie Wood",NA,2718886,"CareerMoneyLeaders",2010
286,286,"Scott Gump",NA,2715190,"CareerMoneyLeaders",2010
287,287,"Howard Twitty",NA,2713551,"CareerMoneyLeaders",2010
288,288,"Brenden Pappas",NA,2713230,"CareerMoneyLeaders",2010
289,289,"Hank Kuehne",NA,2686886,"CareerMoneyLeaders",2010
290,290,"Carl Paulson",NA,2633179,"CareerMoneyLeaders",2010
291,291,"Michael Letzig",NA,2627183,"CareerMoneyLeaders",2010
292,292,"Ricky Barnes",NA,2625065,"CareerMoneyLeaders",2010
293,293,"Mike Springer",NA,2596451,"CareerMoneyLeaders",2010
294,294,"Hubert Green",NA,2591959,"CareerMoneyLeaders",2010
295,295,"Matt Jones",NA,2584956,"CareerMoneyLeaders",2010
296,296,"Roland Thatcher",NA,2571536,"CareerMoneyLeaders",2010
297,297,"Gary Hallberg",NA,2476014,"CareerMoneyLeaders",2010
298,298,"Bob Lohr",NA,2417060,"CareerMoneyLeaders",2010
299,299,"Spike McRoy",NA,2412577,"CareerMoneyLeaders",2010
300,300,"Ian Leggatt",NA,2410796,"CareerMoneyLeaders",2010
301,301,"Dave Barr",NA,2404793,"CareerMoneyLeaders",2010
302,302,"Keith Clearwater",NA,2365698,"CareerMoneyLeaders",2010
303,303,"Gabriel Hjertstedt",NA,2339756,"CareerMoneyLeaders",2010
304,304,"Billy Ray Brown",NA,2330389,"CareerMoneyLeaders",2010
305,305,"Parker McLachlin",NA,2302419,"CareerMoneyLeaders",2010
306,306,"Calvin Peete",NA,2302363,"CareerMoneyLeaders",2010
307,307,"Mike Sullivan",NA,2301255,"CareerMoneyLeaders",2010
308,308,"Lennie Clements",NA,2280766,"CareerMoneyLeaders",2010
309,309,"Ed Fiori",NA,2270198,"CareerMoneyLeaders",2010
310,310,"Webb Simpson",NA,2261096,"CareerMoneyLeaders",2010
311,311,"Tom Weiskopf",NA,2241687,"CareerMoneyLeaders",2010
312,312,"David Gossett",NA,2234484,"CareerMoneyLeaders",2010
313,313,"Roger Maltbie",NA,2212879,"CareerMoneyLeaders",2010
314,314,"Jimmy Walker",NA,2205884,"CareerMoneyLeaders",2010
315,315,"JC Snead",NA,2197545,"CareerMoneyLeaders",2010
316,316,"Robin Freeman",NA,2174379,"CareerMoneyLeaders",2010
317,317,"Clarence Rose",NA,2155380,"CareerMoneyLeaders",2010
318,318,"Michael Sim",NA,2138878,"CareerMoneyLeaders",2010
319,319,"Jeff Gove",NA,2128091,"CareerMoneyLeaders",2010
320,320,"Tom Gillis",NA,2103883,"CareerMoneyLeaders",2010
321,321,"Ian Baker Finch",NA,2078743,"CareerMoneyLeaders",2010
322,322,"Chez Reavie",NA,2042702,"CareerMoneyLeaders",2010
323,323,"John Adams",NA,2019582,"CareerMoneyLeaders",2010
324,324,"Larry Rinker",NA,2007824,"CareerMoneyLeaders",2010
325,325,"Mike Donald",NA,1970260,"CareerMoneyLeaders",2010
326,326,"Trevor Dodds",NA,1940834,"CareerMoneyLeaders",2010
327,327,"Jim Thorpe",NA,1935566,"CareerMoneyLeaders",2010
328,328,"Bill Lunde",NA,1913659,"CareerMoneyLeaders",2010
329,329,"Dave Rummells",NA,1909430,"CareerMoneyLeaders",2010
330,330,"Scott Piercy",NA,1895960,"CareerMoneyLeaders",2010
331,331,"David Graham",NA,1888731,"CareerMoneyLeaders",2010
332,332,"Arnold Palmer",NA,1861857,"CareerMoneyLeaders",2010
333,333,"Mike Heinen",NA,1848216,"CareerMoneyLeaders",2010
334,334,"Richard Zokol",NA,1840397,"CareerMoneyLeaders",2010
335,335,"Spencer Levin",NA,1836033,"CareerMoneyLeaders",2010
336,336,"Mike Standly",NA,1834597,"CareerMoneyLeaders",2010
337,337,"Gary Player",NA,1834482,"CareerMoneyLeaders",2010
338,338,"Leonard Thompson",NA,1819028,"CareerMoneyLeaders",2010
339,339,"Bill Britton",NA,1814615,"CareerMoneyLeaders",2010
340,340,"Mark Lye",NA,1800654,"CareerMoneyLeaders",2010
341,341,"George Burns",NA,1781090,"CareerMoneyLeaders",2010
342,342,"Shane Bertsch",NA,1776719,"CareerMoneyLeaders",2010
343,343,"David Berganio Jr",NA,1766499,"CareerMoneyLeaders",2010
344,344,"Kelly Gibson",NA,1751957,"CareerMoneyLeaders",2010
345,345,"Morris Hatalsky",NA,1707280,"CareerMoneyLeaders",2010
346,346,"Bruce Fleisher",NA,1695111,"CareerMoneyLeaders",2010
347,347,"Billy Casper",NA,1691583,"CareerMoneyLeaders",2010
348,348,"Michael Clark II",NA,1670485,"CareerMoneyLeaders",2010
349,349,"Ted Schulz",NA,1645215,"CareerMoneyLeaders",2010
350,350,"Bob Murphy",NA,1642330,"CareerMoneyLeaders",2010
351,351,"Guy Boros",NA,1637382,"CareerMoneyLeaders",2010
352,352,"Jerry Pate",NA,1634246,"CareerMoneyLeaders",2010
353,353,"Gary Koch",NA,1629482,"CareerMoneyLeaders",2010
354,354,"Lon Hinkle",NA,1607691,"CareerMoneyLeaders",2010
355,355,"Kenny Knox",NA,1607180,"CareerMoneyLeaders",2010
356,356,"Matt Bettencourt",NA,1595938,"CareerMoneyLeaders",2010
357,357,"Gene Littler",NA,1584210,"CareerMoneyLeaders",2010
358,358,"Jack Renner",NA,1579090,"CareerMoneyLeaders",2010
359,359,"Curt Byrum",NA,1576535,"CareerMoneyLeaders",2010
360,360,"Wes Short Jr",NA,1569801,"CareerMoneyLeaders",2010
361,361,"Miller Barber",NA,1564204,"CareerMoneyLeaders",2010
362,362,"Mark Hayes",NA,1555739,"CareerMoneyLeaders",2010
363,363,"Jim Colbert",NA,1553136,"CareerMoneyLeaders",2010
364,364,"Bob Eastwood",NA,1546106,"CareerMoneyLeaders",2010
365,365,"Keith Fergus",NA,1546009,"CareerMoneyLeaders",2010
366,366,"Marc Turnesa",NA,1537149,"CareerMoneyLeaders",2010
367,367,"Buddy Gardner",NA,1491943,"CareerMoneyLeaders",2010
368,368,"James Nitties",NA,1456566,"CareerMoneyLeaders",2010
369,369,"Bobby Clampett",NA,1423000,"CareerMoneyLeaders",2010
370,370,"Robert Wrenn",NA,1422635,"CareerMoneyLeaders",2010
371,371,"Jeff Klauk",NA,1417372,"CareerMoneyLeaders",2010
372,372,"Kris Blanks",NA,1416308,"CareerMoneyLeaders",2010
373,373,"Billy Kratzert",NA,1396819,"CareerMoneyLeaders",2010
374,374,"Bill Rogers",NA,1384710,"CareerMoneyLeaders",2010
375,375,"Bruce Crampton",NA,1376193,"CareerMoneyLeaders",2010
376,376,"Andy North",NA,1365530,"CareerMoneyLeaders",2010
377,377,"Ed Dougherty",NA,1323769,"CareerMoneyLeaders",2010
378,378,"John Morse",NA,1311273,"CareerMoneyLeaders",2010
379,379,"Tom Sieckmann",NA,1310647,"CareerMoneyLeaders",2010
380,380,"Dave Stockton",NA,1303281,"CareerMoneyLeaders",2010
381,381,"Denis Watson",NA,1288621,"CareerMoneyLeaders",2010
