"Scramblingfrom1020yards_RANKTHISWEEK_2011","Scramblingfrom1020yards_RANKLASTWEEK_2011","Scramblingfrom1020yards_PLAYERNAME_2011","Scramblingfrom1020yards_ROUNDS_2011","Scramblingfrom1020yards_Pct_2011","Scramblingfrom1020yards_SUCCESSES_2011","Scramblingfrom1020yards_ATTEMPTS_2011","stat_name","year"
1,1,"Padraig Harrington",60,77.98,85,109,"Scramblingfrom1020yards",2011
2,2,"Steve Stricker",70,76.81,106,138,"Scramblingfrom1020yards",2011
3,3,"Ben Crane",76,73.25,115,157,"Scramblingfrom1020yards",2011
4,4,"Brian Gay",90,73.15,158,216,"Scramblingfrom1020yards",2011
5,5,"Brandt Jobe",100,72.83,134,184,"Scramblingfrom1020yards",2011
6,6,"Kevin Na",84,72.59,143,197,"Scramblingfrom1020yards",2011
7,7,"Mark Wilson",89,72.28,133,184,"Scramblingfrom1020yards",2011
8,8,"Paul Stankowski",78,72.22,117,162,"Scramblingfrom1020yards",2011
9,9,"Nathan Green",81,71.92,146,203,"Scramblingfrom1020yards",2011
10,10,"Jerry Kelly",85,71.78,117,163,"Scramblingfrom1020yards",2011
11,11,"Greg Chalmers",88,71.68,162,226,"Scramblingfrom1020yards",2011
12,12,"Justin Leonard",82,71.58,131,183,"Scramblingfrom1020yards",2011
13,13,"Zach Johnson",79,71.52,118,165,"Scramblingfrom1020yards",2011
14,14,"Jarrod Lyle",83,71.5,143,200,"Scramblingfrom1020yards",2011
15,15,"Jason Day",76,71.33,107,150,"Scramblingfrom1020yards",2011
16,16,"Matt McQuillan",59,71.3,82,115,"Scramblingfrom1020yards",2011
17,17,"Nick Watney",80,71.25,114,160,"Scramblingfrom1020yards",2011
18,18,"Webb Simpson",98,71.11,128,180,"Scramblingfrom1020yards",2011
19,19,"Shaun Micheel",77,70.53,134,190,"Scramblingfrom1020yards",2011
20,20,"Retief Goosen",50,70.3,71,101,"Scramblingfrom1020yards",2011
21,21,"Lee Janzen",62,70.29,97,138,"Scramblingfrom1020yards",2011
22,22,"Rory Sabbatini",85,70.27,104,148,"Scramblingfrom1020yards",2011
23,23,"Jim Renner",65,70.23,92,131,"Scramblingfrom1020yards",2011
24,24,"Bryce Molder",82,70.18,120,171,"Scramblingfrom1020yards",2011
25,25,"Geoff Ogilvy",69,69.88,116,166,"Scramblingfrom1020yards",2011
26,26,"Rod Pampling",72,69.82,118,169,"Scramblingfrom1020yards",2011
27,27,"Matt Kuchar",94,69.51,114,164,"Scramblingfrom1020yards",2011
28,28,"Charles Howell III",108,69.47,157,226,"Scramblingfrom1020yards",2011
29,29,"William McGirt",103,68.97,160,232,"Scramblingfrom1020yards",2011
30,30,"Trevor Immelman",84,68.87,104,151,"Scramblingfrom1020yards",2011
31,31,"Robert Allenby",84,68.86,115,167,"Scramblingfrom1020yards",2011
32,32,"Blake Adams",116,68.75,187,272,"Scramblingfrom1020yards",2011
33,33,"Freddie Jacobson",92,68.65,127,185,"Scramblingfrom1020yards",2011
34,34,"Ian Poulter",52,68.47,76,111,"Scramblingfrom1020yards",2011
35,35,"Robert Karlsson",61,68.29,84,123,"Scramblingfrom1020yards",2011
36,36,"Brandt Snedeker",85,68.25,129,189,"Scramblingfrom1020yards",2011
37,37,"Stuart Appleby",65,68.24,116,170,"Scramblingfrom1020yards",2011
38,38,"Chris DiMarco",93,68.23,131,192,"Scramblingfrom1020yards",2011
39,39,"Tim Petrovic",88,68.22,146,214,"Scramblingfrom1020yards",2011
40,40,"Phil Mickelson",79,68.12,94,138,"Scramblingfrom1020yards",2011
41,41,"Ben Curtis",66,68.05,115,169,"Scramblingfrom1020yards",2011
42,42,"Nick OHern",89,67.8,120,177,"Scramblingfrom1020yards",2011
43,43,"Pat Perez",76,67.49,137,203,"Scramblingfrom1020yards",2011
44,44,"Zack Miller",86,67.44,145,215,"Scramblingfrom1020yards",2011
