"ConsecutiveGIR_RANKTHISWEEK_2012","ConsecutiveGIR_RANKLASTWEEK_2012","ConsecutiveGIR_PLAYERNAME_2012","ConsecutiveGIR_EVENTS_2012","ConsecutiveGIR_STREAK_2012","ConsecutiveGIR_CURRENTSTREAK_2012","ConsecutiveGIR_ROUND_2012","ConsecutiveGIR_HOLE_2012","ConsecutiveGIR_YEARTOURN_2012","stat_name","year"
1,1,"Chad Campbell",27,35,NA,1,1,2012450,"ConsecutiveGIR",2012
2,2,"Scott Stallings",27,33,1,1,14,2012010,"ConsecutiveGIR",2012
3,3,"Chez Reavie",26,27,NA,1,13,2012450,"ConsecutiveGIR",2012
4,4,"Will Claxton",28,26,1,2,1,2012150,"ConsecutiveGIR",2012
4,4,"Russell Knox",23,26,1,1,9,2012430,"ConsecutiveGIR",2012
4,4,"Heath Slocum",29,26,1,1,2,2012200,"ConsecutiveGIR",2012
4,4,"Brandt Snedeker",22,26,NA,1,7,2012320,"ConsecutiveGIR",2012
8,8,"JJ Henry",28,24,1,3,12,2012030,"ConsecutiveGIR",2012
8,8,"Charles Howell III",29,24,1,3,18,2012450,"ConsecutiveGIR",2012
10,10,"Harrison Frazar",20,23,1,2,3,2012010,"ConsecutiveGIR",2012
10,10,"Jim Furyk",24,23,NA,2,8,2012450,"ConsecutiveGIR",2012
10,10,"Jeff Overton",29,23,9,1,10,2012300,"ConsecutiveGIR",2012
10,10,"Kevin Stadler",25,23,NA,4,9,2012390,"ConsecutiveGIR",2012
14,14,"Jason Bohn",28,22,1,2,5,2012190,"ConsecutiveGIR",2012
14,14,"Scott Brown",24,22,2,4,11,2012310,"ConsecutiveGIR",2012
14,14,"Miguel Angel Carballo",25,22,1,1,18,2012150,"ConsecutiveGIR",2012
14,14,"Rickie Fowler",23,22,NA,4,5,2012190,"ConsecutiveGIR",2012
14,14,"Jason Gore",8,22,NA,1,7,2012310,"ConsecutiveGIR",2012
14,14,"Charley Hoffman",27,22,1,2,10,2012150,"ConsecutiveGIR",2012
14,14,"John Huh",28,22,NA,1,7,2012430,"ConsecutiveGIR",2012
14,14,"John Mallinger",25,22,NA,1,17,2012060,"ConsecutiveGIR",2012
14,14,"John Merrick",26,22,5,4,17,2012290,"ConsecutiveGIR",2012
14,14,"Kevin Na",25,22,3,1,17,2012010,"ConsecutiveGIR",2012
14,14,"Kyle Stanley",27,22,1,2,17,2012040,"ConsecutiveGIR",2012
14,14,"Brendan Steele",24,22,3,1,10,2012430,"ConsecutiveGIR",2012
14,14,"DJ Trahan",27,22,10,2,13,2012480,"ConsecutiveGIR",2012
27,27,"Jonas Blixt",21,21,1,1,5,2012150,"ConsecutiveGIR",2012
27,27,"Martin Laird",22,21,NA,3,14,2012010,"ConsecutiveGIR",2012
27,27,"Spencer Levin",26,21,1,1,15,2012050,"ConsecutiveGIR",2012
27,27,"Cameron Tringale",26,21,3,3,13,2012150,"ConsecutiveGIR",2012
31,31,"Stuart Appleby",24,20,NA,2,9,2012330,"ConsecutiveGIR",2012
31,31,"Matt Every",25,20,5,3,8,2012390,"ConsecutiveGIR",2012
31,31,"Sean OHair",24,20,2,1,13,2012450,"ConsecutiveGIR",2012
31,31,"Scott Piercy",28,20,6,1,6,2012010,"ConsecutiveGIR",2012
31,31,"Kyle Reifers",27,20,NA,2,12,2012310,"ConsecutiveGIR",2012
31,31,"Daniel Summerhays",26,20,NA,1,10,2012190,"ConsecutiveGIR",2012
31,31,"Michael Thompson",25,20,1,3,7,2012330,"ConsecutiveGIR",2012
31,31,"Camilo Villegas",25,20,1,2,10,2012430,"ConsecutiveGIR",2012
39,39,"Stephen Ames",20,19,NA,1,6,2012020,"ConsecutiveGIR",2012
39,39,"Steven Bowditch",18,19,1,1,15,2012450,"ConsecutiveGIR",2012
39,39,"Keegan Bradley",25,19,NA,1,17,2012150,"ConsecutiveGIR",2012
