"Back9Round4ScoringAverage_RANKTHISWEEK_2015","Back9Round4ScoringAverage_RANKLASTWEEK_2015","Back9Round4ScoringAverage_PLAYERNAME_2015","Back9Round4ScoringAverage__2015","Back9Round4ScoringAverage_AVG_2015","Back9Round4ScoringAverage_TOTALSTROKES_2015","Back9Round4ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Will Wilcox",NA,34.18,376,11,"Back9Round4ScoringAverage",2015
2,2,"Chez Reavie",NA,34.25,274,8,"Back9Round4ScoringAverage",2015
2,2,"Lee Westwood",NA,34.25,411,12,"Back9Round4ScoringAverage",2015
4,4,"David Hearn",NA,34.28,617,18,"Back9Round4ScoringAverage",2015
5,5,"Robert Streb",NA,34.32,858,25,"Back9Round4ScoringAverage",2015
6,6,"Chad Collins",NA,34.33,515,15,"Back9Round4ScoringAverage",2015
7,7,"SJ Park",NA,34.38,447,13,"Back9Round4ScoringAverage",2015
8,8,"Jerry Kelly",NA,34.4,516,15,"Back9Round4ScoringAverage",2015
9,9,"Jason Day",NA,34.41,585,17,"Back9Round4ScoringAverage",2015
10,10,"Tony Finau",NA,34.45,758,22,"Back9Round4ScoringAverage",2015
11,11,"Daniel Berger",NA,34.47,586,17,"Back9Round4ScoringAverage",2015
11,11,"Henrik Stenson",NA,34.47,517,15,"Back9Round4ScoringAverage",2015
13,13,"Zach Johnson",NA,34.53,656,19,"Back9Round4ScoringAverage",2015
13,13,"Dustin Johnson",NA,34.53,587,17,"Back9Round4ScoringAverage",2015
13,13,"Rory Sabbatini",NA,34.53,518,15,"Back9Round4ScoringAverage",2015
16,16,"Jon Curran",NA,34.55,380,11,"Back9Round4ScoringAverage",2015
17,17,"Hideki Matsuyama",NA,34.57,726,21,"Back9Round4ScoringAverage",2015
18,18,"Jordan Spieth",NA,34.6,692,20,"Back9Round4ScoringAverage",2015
19,19,"Colt Knost",NA,34.63,554,16,"Back9Round4ScoringAverage",2015
20,20,"Billy Hurley III",NA,34.67,416,12,"Back9Round4ScoringAverage",2015
20,20,"Kevin Kisner",NA,34.67,728,21,"Back9Round4ScoringAverage",2015
20,20,"Kyle Reifers",NA,34.67,520,15,"Back9Round4ScoringAverage",2015
23,23,"John Huh",NA,34.68,659,19,"Back9Round4ScoringAverage",2015
24,24,"Marc Leishman",NA,34.69,451,13,"Back9Round4ScoringAverage",2015
25,25,"Johnson Wagner",NA,34.7,347,10,"Back9Round4ScoringAverage",2015
26,26,"Davis Love III",NA,34.71,243,7,"Back9Round4ScoringAverage",2015
27,27,"Jonas Blixt",NA,34.73,382,11,"Back9Round4ScoringAverage",2015
28,28,"Brian Harman",NA,34.75,556,16,"Back9Round4ScoringAverage",2015
