"ScramblingRoughRTPScore_RANKTHISWEEK_2006","ScramblingRoughRTPScore_RANKLASTWEEK_2006","ScramblingRoughRTPScore_PLAYERNAME_2006","ScramblingRoughRTPScore_ROUNDS_2006","ScramblingRoughRTPScore_AVGRTP_2006","ScramblingRoughRTPScore_TOTALHOLES_2006","ScramblingRoughRTPScore_TOTALRTP_2006","stat_name","year"
28,28,"Lucas Glover",105,0.443,203,90,"ScramblingRoughRTPScore",2006
31,31,"Billy Andrade",78,0.444,180,80,"ScramblingRoughRTPScore",2006
31,31,"Padraig Harrington",54,0.444,81,36,"ScramblingRoughRTPScore",2006
31,31,"Mark OMeara",52,0.444,124,55,"ScramblingRoughRTPScore",2006
34,34,"Shaun Micheel",96,0.445,200,89,"ScramblingRoughRTPScore",2006
35,35,"Jerry Kelly",100,0.446,195,87,"ScramblingRoughRTPScore",2006
35,35,"Shigeki Maruyama",94,0.446,222,99,"ScramblingRoughRTPScore",2006
35,35,"John Rollins",93,0.446,195,87,"ScramblingRoughRTPScore",2006
35,35,"Vijay Singh",103,0.446,184,82,"ScramblingRoughRTPScore",2006
39,39,"Paul Goydos",72,0.447,159,71,"ScramblingRoughRTPScore",2006
39,39,"Trevor Immelman",86,0.447,141,63,"ScramblingRoughRTPScore",2006
41,41,"Larry Mize",53,0.448,134,60,"ScramblingRoughRTPScore",2006
41,41,"Carl Pettersson",95,0.448,194,87,"ScramblingRoughRTPScore",2006
43,43,"Tom Lehman",70,0.449,118,53,"ScramblingRoughRTPScore",2006
44,44,"Chris Riley",86,0.45,202,91,"ScramblingRoughRTPScore",2006
45,45,"Bo Van Pelt",102,0.451,206,93,"ScramblingRoughRTPScore",2006
46,46,"Daniel Chopra",110,0.452,299,135,"ScramblingRoughRTPScore",2006
46,46,"Fred Funk",106,0.452,188,85,"ScramblingRoughRTPScore",2006
48,48,"Brian Davis",92,0.454,205,93,"ScramblingRoughRTPScore",2006
48,48,"Steve Elkington",52,0.454,97,44,"ScramblingRoughRTPScore",2006
50,50,"Justin Rose",98,0.455,198,90,"ScramblingRoughRTPScore",2006
50,50,"Rory Sabbatini",84,0.455,191,87,"ScramblingRoughRTPScore",2006
52,52,"Kevin Sutherland",100,0.456,226,103,"ScramblingRoughRTPScore",2006
53,53,"Frank Lickliter II",99,0.457,197,90,"ScramblingRoughRTPScore",2006
54,54,"Olin Browne",108,0.459,233,107,"ScramblingRoughRTPScore",2006
55,55,"Tim Herron",82,0.461,165,76,"ScramblingRoughRTPScore",2006
56,56,"Stewart Cink",93,0.462,173,80,"ScramblingRoughRTPScore",2006
56,56,"Tim Petrovic",95,0.462,238,110,"ScramblingRoughRTPScore",2006
56,56,"Patrick Sheehan",104,0.462,249,115,"ScramblingRoughRTPScore",2006
59,59,"Paul Azinger",87,0.463,201,93,"ScramblingRoughRTPScore",2006
59,59,"Jeff Sluman",101,0.463,231,107,"ScramblingRoughRTPScore",2006
61,61,"Jonathan Kaye",95,0.465,202,94,"ScramblingRoughRTPScore",2006
62,62,"Troy Matteson",101,0.466,251,117,"ScramblingRoughRTPScore",2006
62,62,"David Toms",76,0.466,133,62,"ScramblingRoughRTPScore",2006
64,64,"Ted Purdy",103,0.467,199,93,"ScramblingRoughRTPScore",2006
65,65,"Duffy Waldorf",96,0.468,205,96,"ScramblingRoughRTPScore",2006
66,66,"Joey Sindelar",90,0.469,160,75,"ScramblingRoughRTPScore",2006
67,67,"Freddie Jacobson",56,0.471,138,65,"ScramblingRoughRTPScore",2006
67,67,"John Senden",96,0.471,172,81,"ScramblingRoughRTPScore",2006
69,69,"Mark Calcavecchia",94,0.474,209,99,"ScramblingRoughRTPScore",2006
69,69,"Jeff Gove",91,0.474,156,74,"ScramblingRoughRTPScore",2006
69,69,"Charles Warren",93,0.474,192,91,"ScramblingRoughRTPScore",2006
72,72,"Jon Mills",68,0.475,160,76,"ScramblingRoughRTPScore",2006
72,72,"Jeff Overton",95,0.475,236,112,"ScramblingRoughRTPScore",2006
74,74,"Tommy Armour III",65,0.478,136,65,"ScramblingRoughRTPScore",2006
74,74,"Robert Damron",91,0.478,201,96,"ScramblingRoughRTPScore",2006
76,76,"John Huston",74,0.479,167,80,"ScramblingRoughRTPScore",2006
76,76,"Brett Quigley",109,0.479,188,90,"ScramblingRoughRTPScore",2006
78,78,"Nathan Green",108,0.48,229,110,"ScramblingRoughRTPScore",2006
78,78,"Daisuke Maruyama",83,0.48,171,82,"ScramblingRoughRTPScore",2006
80,80,"Steve Flesch",119,0.481,241,116,"ScramblingRoughRTPScore",2006
80,80,"Justin Leonard",83,0.481,160,77,"ScramblingRoughRTPScore",2006
80,80,"Tom Pernice Jr",108,0.481,237,114,"ScramblingRoughRTPScore",2006
83,83,"Ryuji Imada",105,0.483,240,116,"ScramblingRoughRTPScore",2006
83,83,"Dean Wilson",115,0.483,261,126,"ScramblingRoughRTPScore",2006
85,85,"Charley Hoffman",100,0.485,233,113,"ScramblingRoughRTPScore",2006
86,86,"Michael Allen",84,0.486,222,108,"ScramblingRoughRTPScore",2006
87,87,"JJ Henry",96,0.487,195,95,"ScramblingRoughRTPScore",2006
87,87,"Greg Kraft",79,0.487,189,92,"ScramblingRoughRTPScore",2006
87,87,"Stephen Leaney",84,0.487,191,93,"ScramblingRoughRTPScore",2006
90,90,"KJ Choi",93,0.488,164,80,"ScramblingRoughRTPScore",2006
91,91,"Peter Lonard",77,0.489,176,86,"ScramblingRoughRTPScore",2006
92,92,"Jesper Parnevik",84,0.49,210,103,"ScramblingRoughRTPScore",2006
93,93,"Mike Weir",88,0.491,175,86,"ScramblingRoughRTPScore",2006
94,94,"Alex Cejka",93,0.492,193,95,"ScramblingRoughRTPScore",2006
94,94,"Chris DiMarco",83,0.492,132,65,"ScramblingRoughRTPScore",2006
96,96,"Brian Bateman",69,0.494,158,78,"ScramblingRoughRTPScore",2006
97,97,"Todd Hamilton",72,0.495,190,94,"ScramblingRoughRTPScore",2006
97,97,"Charles Howell III",96,0.495,194,96,"ScramblingRoughRTPScore",2006
99,99,"Tjaart van der Walt",60,0.496,133,66,"ScramblingRoughRTPScore",2006
100,100,"Greg Owen",79,0.497,153,76,"ScramblingRoughRTPScore",2006
100,100,"Vaughn Taylor",88,0.497,197,98,"ScramblingRoughRTPScore",2006
102,102,"Robert Allenby",79,0.5,118,59,"ScramblingRoughRTPScore",2006
102,102,"Bob Estes",85,0.5,160,80,"ScramblingRoughRTPScore",2006
104,104,"Richard Johnson",94,0.502,223,112,"ScramblingRoughRTPScore",2006
104,104,"Kent Jones",103,0.502,205,103,"ScramblingRoughRTPScore",2006
106,106,"David Duval",71,0.503,159,80,"ScramblingRoughRTPScore",2006
107,107,"Steve Jones",83,0.505,198,100,"ScramblingRoughRTPScore",2006
108,108,"Ben Crane",85,0.506,168,85,"ScramblingRoughRTPScore",2006
109,109,"Joe Ogilvie",95,0.507,223,113,"ScramblingRoughRTPScore",2006
110,110,"Marco Dawson",87,0.509,212,108,"ScramblingRoughRTPScore",2006
110,110,"Mike Sposa",68,0.509,161,82,"ScramblingRoughRTPScore",2006
112,112,"Harrison Frazar",95,0.51,204,104,"ScramblingRoughRTPScore",2006
112,112,"Hunter Mahan",98,0.51,249,127,"ScramblingRoughRTPScore",2006
114,114,"Eric Axley",91,0.512,205,105,"ScramblingRoughRTPScore",2006
114,114,"Billy Mayfair",94,0.512,168,86,"ScramblingRoughRTPScore",2006
116,116,"Dudley Hart",83,0.513,197,101,"ScramblingRoughRTPScore",2006
117,117,"Jason Schultz",77,0.514,183,94,"ScramblingRoughRTPScore",2006
117,117,"Jerry Smith",94,0.514,179,92,"ScramblingRoughRTPScore",2006
119,119,"Camilo Villegas",95,0.516,190,98,"ScramblingRoughRTPScore",2006
120,120,"Ryan Hietala",61,0.518,170,88,"ScramblingRoughRTPScore",2006
121,121,"Todd Fischer",101,0.519,239,124,"ScramblingRoughRTPScore",2006
121,121,"Mathias Gronberg",92,0.519,189,98,"ScramblingRoughRTPScore",2006
123,123,"Bart Bryant",87,0.52,152,79,"ScramblingRoughRTPScore",2006
123,123,"Bob Tway",81,0.52,177,92,"ScramblingRoughRTPScore",2006
125,125,"Kenny Perry",73,0.522,113,59,"ScramblingRoughRTPScore",2006
126,126,"Henrik Bjornstad",97,0.524,246,129,"ScramblingRoughRTPScore",2006
127,127,"Chad Campbell",91,0.528,142,75,"ScramblingRoughRTPScore",2006
128,128,"Joe Durant",101,0.53,183,97,"ScramblingRoughRTPScore",2006
129,129,"Geoff Ogilvy",76,0.531,128,68,"ScramblingRoughRTPScore",2006
129,129,"Pat Perez",50,0.531,113,60,"ScramblingRoughRTPScore",2006
129,129,"Heath Slocum",96,0.531,192,102,"ScramblingRoughRTPScore",2006
129,129,"Bubba Watson",83,0.531,177,94,"ScramblingRoughRTPScore",2006
133,133,"Vance Veazey",59,0.532,154,82,"ScramblingRoughRTPScore",2006
134,134,"Retief Goosen",68,0.533,120,64,"ScramblingRoughRTPScore",2006
135,135,"Briny Baird",81,0.534,133,71,"ScramblingRoughRTPScore",2006
135,135,"Kris Cox",83,0.534,189,101,"ScramblingRoughRTPScore",2006
135,135,"Rod Pampling",89,0.534,191,102,"ScramblingRoughRTPScore",2006
138,138,"DA Points",82,0.536,194,104,"ScramblingRoughRTPScore",2006
139,139,"Brandt Jobe",91,0.538,184,99,"ScramblingRoughRTPScore",2006
139,139,"Thomas Levet",53,0.538,106,57,"ScramblingRoughRTPScore",2006
139,139,"Len Mattiace",59,0.538,160,86,"ScramblingRoughRTPScore",2006
142,142,"Mark Wilson",79,0.541,157,85,"ScramblingRoughRTPScore",2006
143,143,"Robert Garrigus",85,0.542,216,117,"ScramblingRoughRTPScore",2006
144,144,"Phil Mickelson",74,0.544,125,68,"ScramblingRoughRTPScore",2006
144,144,"Ryan Moore",68,0.544,147,80,"ScramblingRoughRTPScore",2006
146,146,"Robert Gamez",94,0.545,213,116,"ScramblingRoughRTPScore",2006
147,147,"Ryan Palmer",101,0.548,241,132,"ScramblingRoughRTPScore",2006
148,148,"Kirk Triplett",58,0.55,100,55,"ScramblingRoughRTPScore",2006
149,149,"Steve Lowery",99,0.551,198,109,"ScramblingRoughRTPScore",2006
150,150,"Arjun Atwal",97,0.553,237,131,"ScramblingRoughRTPScore",2006
151,151,"Tim Clark",80,0.554,130,72,"ScramblingRoughRTPScore",2006
151,151,"Zach Johnson",98,0.554,166,92,"ScramblingRoughRTPScore",2006
151,151,"Ron Whittaker",81,0.554,193,107,"ScramblingRoughRTPScore",2006
154,154,"Michael Connell",51,0.555,110,61,"ScramblingRoughRTPScore",2006
154,154,"James Driscoll",80,0.555,218,121,"ScramblingRoughRTPScore",2006
154,154,"Chris Smith",67,0.555,119,66,"ScramblingRoughRTPScore",2006
154,154,"Nicholas Thompson",96,0.555,229,127,"ScramblingRoughRTPScore",2006
158,158,"Paul Stankowski",70,0.556,169,94,"ScramblingRoughRTPScore",2006
159,159,"Fred Couples",52,0.557,79,44,"ScramblingRoughRTPScore",2006
159,159,"David McKenzie",82,0.557,176,98,"ScramblingRoughRTPScore",2006
161,161,"David Branshaw",98,0.56,182,102,"ScramblingRoughRTPScore",2006
161,161,"Tag Ridings",103,0.56,282,158,"ScramblingRoughRTPScore",2006
163,163,"Chris Couch",75,0.563,167,94,"ScramblingRoughRTPScore",2006
163,163,"Will Ma Kenzie",91,0.563,197,111,"ScramblingRoughRTPScore",2006
165,165,"Matt Hansen",68,0.564,172,97,"ScramblingRoughRTPScore",2006
165,165,"Hidemichi Tanaka",74,0.564,195,110,"ScramblingRoughRTPScore",2006
167,167,"Doug Barron",74,0.566,189,107,"ScramblingRoughRTPScore",2006
167,167,"Adam Scott",70,0.566,113,64,"ScramblingRoughRTPScore",2006
169,169,"Carlos Franco",86,0.567,187,106,"ScramblingRoughRTPScore",2006
170,170,"Sergio Garcia",59,0.568,81,46,"ScramblingRoughRTPScore",2006
170,170,"Mathew Goggin",72,0.568,132,75,"ScramblingRoughRTPScore",2006
172,172,"Craig Barlow",77,0.571,163,93,"ScramblingRoughRTPScore",2006
172,172,"Brett Wetterich",82,0.571,177,101,"ScramblingRoughRTPScore",2006
174,174,"Brad Faxon",78,0.575,212,122,"ScramblingRoughRTPScore",2006
175,175,"Jimmy Walker",60,0.576,151,87,"ScramblingRoughRTPScore",2006
176,176,"Jeff Brehaut",100,0.583,199,116,"ScramblingRoughRTPScore",2006
177,177,"Jason Gore",86,0.587,196,115,"ScramblingRoughRTPScore",2006
177,177,"Jeff Maggert",81,0.587,184,108,"ScramblingRoughRTPScore",2006
179,179,"Sean OHair",100,0.593,182,108,"ScramblingRoughRTPScore",2006
180,180,"John Engler Jr",69,0.595,200,119,"ScramblingRoughRTPScore",2006
181,181,"Alex Aragon",63,0.599,147,88,"ScramblingRoughRTPScore",2006
182,182,"JB Holmes",81,0.6,155,93,"ScramblingRoughRTPScore",2006
183,183,"Ben Curtis",86,0.604,154,93,"ScramblingRoughRTPScore",2006
183,183,"Bubba Dickerson",98,0.604,230,139,"ScramblingRoughRTPScore",2006
185,185,"Ian Leggatt",80,0.608,194,118,"ScramblingRoughRTPScore",2006
186,186,"Davis Love III",85,0.615,135,83,"ScramblingRoughRTPScore",2006
187,187,"Greg Chalmers",71,0.617,209,129,"ScramblingRoughRTPScore",2006
187,187,"Lee Janzen",79,0.617,175,108,"ScramblingRoughRTPScore",2006
189,189,"Scott Gutschewski",53,0.623,130,81,"ScramblingRoughRTPScore",2006
190,190,"Roger Tambellini",64,0.627,150,94,"ScramblingRoughRTPScore",2006
191,191,"DJ Trahan",92,0.638,218,139,"ScramblingRoughRTPScore",2006
192,192,"Rich Beem",85,0.641,170,109,"ScramblingRoughRTPScore",2006
193,193,"John Daly",51,0.648,122,79,"ScramblingRoughRTPScore",2006
194,194,"Bob May",65,0.65,143,93,"ScramblingRoughRTPScore",2006
195,195,"David Howell",52,0.656,64,42,"ScramblingRoughRTPScore",2006
196,196,"Wes Short Jr",96,0.683,240,164,"ScramblingRoughRTPScore",2006
