"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2006","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2006","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2006","AveragePuttingDistanceGIR3Putts_ROUNDS_2006","AveragePuttingDistanceGIR3Putts_AVG_2006","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2006","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2006","stat_name","year"
1,1,"Brent Geiberger",99,NA,24.367,38,"AveragePuttingDistanceGIR3Putts",2006
2,2,"Geoff Ogilvy",76,NA,16.031,26,"AveragePuttingDistanceGIR3Putts",2006
3,3,"Luke Donald",66,NA,12.25,20,"AveragePuttingDistanceGIR3Putts",2006
4,4,"David Branshaw",98,NA,31.326,54,"AveragePuttingDistanceGIR3Putts",2006
5,5,"Robert Allenby",79,NA,12.72,22,"AveragePuttingDistanceGIR3Putts",2006
6,6,"Bernhard Langer",77,NA,16.702,29,"AveragePuttingDistanceGIR3Putts",2006
6,6,"Jimmy Walker",60,NA,10.367,18,"AveragePuttingDistanceGIR3Putts",2006
8,8,"Paul Azinger",87,NA,14.914,26,"AveragePuttingDistanceGIR3Putts",2006
9,9,"Heath Slocum",96,NA,20.467,36,"AveragePuttingDistanceGIR3Putts",2006
10,10,"Daniel Chopra",110,NA,15.905,28,"AveragePuttingDistanceGIR3Putts",2006
11,11,"Chris Smith",67,NA,23.244,41,"AveragePuttingDistanceGIR3Putts",2006
11,11,"Scott Verplank",88,NA,14.742,26,"AveragePuttingDistanceGIR3Putts",2006
13,13,"Kevin Sutherland",100,NA,24.329,43,"AveragePuttingDistanceGIR3Putts",2006
14,14,"Mike Sposa",68,NA,19.221,34,"AveragePuttingDistanceGIR3Putts",2006
14,14,"Paul Stankowski",70,NA,19.771,35,"AveragePuttingDistanceGIR3Putts",2006
16,16,"John Engler Jr",69,NA,16.279,29,"AveragePuttingDistanceGIR3Putts",2006
17,17,"Ryuji Imada",105,NA,20.174,36,"AveragePuttingDistanceGIR3Putts",2006
18,18,"Ian Poulter",53,NA,8.346,15,"AveragePuttingDistanceGIR3Putts",2006
19,19,"Steve Stricker",64,NA,5.552,10,"AveragePuttingDistanceGIR3Putts",2006
20,20,"Trevor Immelman",86,NA,18.847,34,"AveragePuttingDistanceGIR3Putts",2006
21,21,"Freddie Jacobson",56,NA,11.608,21,"AveragePuttingDistanceGIR3Putts",2006
22,22,"Len Mattiace",59,NA,15.39,28,"AveragePuttingDistanceGIR3Putts",2006
23,23,"Nick Watney",97,NA,29.638,54,"AveragePuttingDistanceGIR3Putts",2006
24,24,"Tommy Armour III",65,NA,10.951,20,"AveragePuttingDistanceGIR3Putts",2006
25,25,"Tag Ridings",103,NA,21.833,40,"AveragePuttingDistanceGIR3Putts",2006
26,26,"Justin Rose",98,NA,20.155,37,"AveragePuttingDistanceGIR3Putts",2006
27,27,"Greg Chalmers",71,NA,13.596,25,"AveragePuttingDistanceGIR3Putts",2006
28,28,"Tom Lehman",70,NA,14.657,27,"AveragePuttingDistanceGIR3Putts",2006
29,29,"Steve Lowery",99,NA,20.562,38,"AveragePuttingDistanceGIR3Putts",2006
30,30,"Eric Axley",91,NA,14.543,27,"AveragePuttingDistanceGIR3Putts",2006
30,30,"Mark Brooks",90,NA,15.1,28,"AveragePuttingDistanceGIR3Putts",2006
30,30,"David Duval",71,NA,13.475,25,"AveragePuttingDistanceGIR3Putts",2006
33,33,"John Senden",96,NA,21.989,41,"AveragePuttingDistanceGIR3Putts",2006
34,34,"Brad Faxon",78,NA,12.848,24,"AveragePuttingDistanceGIR3Putts",2006
34,34,"Bill Haas",99,NA,19.261,36,"AveragePuttingDistanceGIR3Putts",2006
34,34,"Bob May",65,NA,13.385,25,"AveragePuttingDistanceGIR3Putts",2006
37,37,"Bart Bryant",87,NA,19.236,36,"AveragePuttingDistanceGIR3Putts",2006
37,37,"John Rollins",93,NA,18.142,34,"AveragePuttingDistanceGIR3Putts",2006
39,39,"Jason Bohn",104,NA,26.625,50,"AveragePuttingDistanceGIR3Putts",2006
40,40,"Aaron Baddeley",78,NA,9.045,17,"AveragePuttingDistanceGIR3Putts",2006
40,40,"Carl Pettersson",95,NA,21.806,41,"AveragePuttingDistanceGIR3Putts",2006
40,40,"Bubba Watson",83,NA,19.672,37,"AveragePuttingDistanceGIR3Putts",2006
43,43,"Rod Pampling",89,NA,12.741,24,"AveragePuttingDistanceGIR3Putts",2006
44,44,"Jeff Brehaut",100,NA,22.8,43,"AveragePuttingDistanceGIR3Putts",2006
45,45,"Stuart Appleby",83,NA,12.707,24,"AveragePuttingDistanceGIR3Putts",2006
45,45,"Brian Davis",92,NA,26.468,50,"AveragePuttingDistanceGIR3Putts",2006
47,47,"Retief Goosen",68,NA,7.914,15,"AveragePuttingDistanceGIR3Putts",2006
47,47,"Kent Jones",103,NA,22.707,43,"AveragePuttingDistanceGIR3Putts",2006
49,49,"Henrik Bjornstad",97,NA,24.786,47,"AveragePuttingDistanceGIR3Putts",2006
49,49,"Marco Dawson",87,NA,16.352,31,"AveragePuttingDistanceGIR3Putts",2006
51,51,"Phil Mickelson",74,NA,9.998,19,"AveragePuttingDistanceGIR3Putts",2006
51,51,"Vaughn Taylor",88,NA,18.949,36,"AveragePuttingDistanceGIR3Putts",2006
53,53,"Zach Johnson",98,NA,13.641,26,"AveragePuttingDistanceGIR3Putts",2006
53,53,"Joey Sindelar",90,NA,24.698,47,"AveragePuttingDistanceGIR3Putts",2006
55,55,"John Daly",51,NA,14.156,27,"AveragePuttingDistanceGIR3Putts",2006
56,56,"Brandt Jobe",91,NA,13.601,26,"AveragePuttingDistanceGIR3Putts",2006
56,56,"Richard Johnson",94,NA,12.037,23,"AveragePuttingDistanceGIR3Putts",2006
58,58,"Skip Kendall",72,NA,12.539,24,"AveragePuttingDistanceGIR3Putts",2006
59,59,"Craig Barlow",77,NA,14.047,27,"AveragePuttingDistanceGIR3Putts",2006
59,59,"Jon Mills",68,NA,14.546,28,"AveragePuttingDistanceGIR3Putts",2006
61,61,"Ryan Hietala",61,NA,11.927,23,"AveragePuttingDistanceGIR3Putts",2006
61,61,"Hunter Mahan",98,NA,22.817,44,"AveragePuttingDistanceGIR3Putts",2006
63,63,"Shaun Micheel",96,NA,15.023,29,"AveragePuttingDistanceGIR3Putts",2006
64,64,"Stewart Cink",93,NA,13.448,26,"AveragePuttingDistanceGIR3Putts",2006
65,65,"Olin Browne",108,NA,20.125,39,"AveragePuttingDistanceGIR3Putts",2006
66,66,"Mathew Goggin",72,NA,20.098,39,"AveragePuttingDistanceGIR3Putts",2006
66,66,"Jason Schultz",77,NA,16.478,32,"AveragePuttingDistanceGIR3Putts",2006
68,68,"Chris Couch",75,NA,20.063,39,"AveragePuttingDistanceGIR3Putts",2006
69,69,"Jonathan Byrd",66,NA,13.336,26,"AveragePuttingDistanceGIR3Putts",2006
