"ProximitytoHolefrom30yards_RANKTHISWEEK_2008","ProximitytoHolefrom30yards_RANKLASTWEEK_2008","ProximitytoHolefrom30yards_PLAYERNAME_2008","ProximitytoHolefrom30yards_ROUNDS_2008","ProximitytoHolefrom30yards_AVGDTP_2008","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2008","ProximitytoHolefrom30yards_OFSHOTS_2008","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2008","stat_name","year"
1,1,"Trevor Immelman",70,NA,381.917,42,181,"ProximitytoHolefrom30yards",2008
2,2,"Adam Scott",51,NA,283.417,31,173,"ProximitytoHolefrom30yards",2008
3,3,"KJ Choi",74,NA,495.417,53,95,"ProximitytoHolefrom30yards",2008
4,4,"Ian Poulter",51,NA,257.083,27,120,"ProximitytoHolefrom30yards",2008
4,4,"Vijay Singh",82,NA,521.5,55,51,"ProximitytoHolefrom30yards",2008
4,4,"Mike Weir",88,NA,569.667,60,7,"ProximitytoHolefrom30yards",2008
7,7,"Tim Wilkinson",95,NA,678.083,71,28,"ProximitytoHolefrom30yards",2008
8,8,"Marco Dawson",64,NA,414.333,43,144,"ProximitytoHolefrom30yards",2008
8,8,"Jeff Gove",50,NA,346.667,36,80,"ProximitytoHolefrom30yards",2008
10,10,"Davis Love III",78,NA,505.917,50,145,"ProximitytoHolefrom30yards",2008
11,11,"David Toms",70,NA,406.833,40,187,"ProximitytoHolefrom30yards",2008
12,12,"Nathan Green",95,NA,891.75,86,32,"ProximitytoHolefrom30yards",2008
12,12,"Kent Jones",68,NA,362.583,35,105,"ProximitytoHolefrom30yards",2008
12,12,"Brenden Pappas",66,NA,494.833,48,50,"ProximitytoHolefrom30yards",2008
12,12,"Brandt Snedeker",85,NA,661.333,64,100,"ProximitytoHolefrom30yards",2008
16,16,"Justin Bolli",87,NA,656,63,182,"ProximitytoHolefrom30yards",2008
16,16,"Glen Day",64,NA,438.167,42,6,"ProximitytoHolefrom30yards",2008
16,16,"John Huston",56,NA,386.25,37,79,"ProximitytoHolefrom30yards",2008
16,16,"Tom Scherrer",56,NA,271.417,26,126,"ProximitytoHolefrom30yards",2008
20,20,"Mark Calcavecchia",67,NA,551.167,52,161,"ProximitytoHolefrom30yards",2008
20,20,"Sergio Garcia",72,NA,477.917,45,89,"ProximitytoHolefrom30yards",2008
20,20,"Kevin Na",97,NA,834.5,79,13,"ProximitytoHolefrom30yards",2008
20,20,"Brett Rumford",72,NA,729.917,69,151,"ProximitytoHolefrom30yards",2008
24,24,"Michael Letzig",88,NA,617.083,58,108,"ProximitytoHolefrom30yards",2008
24,24,"Peter Lonard",92,NA,726.417,68,107,"ProximitytoHolefrom30yards",2008
24,24,"Steve Stricker",75,NA,588.667,55,12,"ProximitytoHolefrom30yards",2008
27,27,"Brad Adamonis",87,NA,774.167,72,131,"ProximitytoHolefrom30yards",2008
27,27,"Chris DiMarco",87,NA,742.583,69,114,"ProximitytoHolefrom30yards",2008
27,27,"Tim Herron",97,NA,837.583,78,10,"ProximitytoHolefrom30yards",2008
30,30,"Paul Goydos",78,NA,674,62,74,"ProximitytoHolefrom30yards",2008
30,30,"Justin Leonard",101,NA,497.5,46,34,"ProximitytoHolefrom30yards",2008
30,30,"Jon Mills",95,NA,725.583,67,154,"ProximitytoHolefrom30yards",2008
30,30,"Corey Pavin",69,NA,487.167,45,3,"ProximitytoHolefrom30yards",2008
30,30,"Tim Petrovic",97,NA,772.083,71,53,"ProximitytoHolefrom30yards",2008
35,35,"Pat Perez",93,NA,711.083,65,124,"ProximitytoHolefrom30yards",2008
36,36,"David Lutterus",59,NA,595.417,54,184,"ProximitytoHolefrom30yards",2008
37,37,"Ron Whittaker",54,NA,321.583,29,164,"ProximitytoHolefrom30yards",2008
37,37,"Dean Wilson",109,NA,819.25,74,97,"ProximitytoHolefrom30yards",2008
39,39,"Mathew Goggin",91,NA,947.667,84,77,"ProximitytoHolefrom30yards",2008
39,39,"Parker McLachlin",88,NA,897.833,80,42,"ProximitytoHolefrom30yards",2008
39,39,"Johnson Wagner",83,NA,856.333,76,103,"ProximitytoHolefrom30yards",2008
42,42,"Stuart Appleby",87,NA,786.25,69,30,"ProximitytoHolefrom30yards",2008
42,42,"Ryan Armour",87,NA,557.583,49,194,"ProximitytoHolefrom30yards",2008
42,42,"Chad Collins",72,NA,833.583,73,88,"ProximitytoHolefrom30yards",2008
42,42,"David Duval",51,NA,512.083,45,195,"ProximitytoHolefrom30yards",2008
42,42,"Ernie Els",51,NA,274.583,24,112,"ProximitytoHolefrom30yards",2008
42,42,"Ted Purdy",68,NA,603.667,53,123,"ProximitytoHolefrom30yards",2008
48,48,"Tommy Armour III",77,NA,426,37,132,"ProximitytoHolefrom30yards",2008
48,48,"Olin Browne",77,NA,449.583,39,113,"ProximitytoHolefrom30yards",2008
48,48,"Brian Davis",108,NA,966,84,17,"ProximitytoHolefrom30yards",2008
48,48,"Jason Day",81,NA,1009.167,88,94,"ProximitytoHolefrom30yards",2008
48,48,"Todd Demsey",80,NA,747.917,65,65,"ProximitytoHolefrom30yards",2008
48,48,"Ryuji Imada",80,NA,805.5,70,34,"ProximitytoHolefrom30yards",2008
48,48,"Lee Janzen",89,NA,646.167,56,91,"ProximitytoHolefrom30yards",2008
48,48,"Doug LaBelle II",65,NA,412.833,36,68,"ProximitytoHolefrom30yards",2008
48,48,"Will Ma Kenzie",62,NA,596.833,52,130,"ProximitytoHolefrom30yards",2008
48,48,"Jin Park",85,NA,667.667,58,128,"ProximitytoHolefrom30yards",2008
48,48,"Carl Pettersson",110,NA,954.083,83,49,"ProximitytoHolefrom30yards",2008
48,48,"Rory Sabbatini",77,NA,642.333,56,122,"ProximitytoHolefrom30yards",2008
48,48,"Camilo Villegas",79,NA,561.583,49,171,"ProximitytoHolefrom30yards",2008
48,48,"YE Yang",89,NA,687.667,60,137,"ProximitytoHolefrom30yards",2008
62,62,"Alex Cejka",75,NA,565.833,49,140,"ProximitytoHolefrom30yards",2008
62,62,"Brian Gay",102,NA,704.833,61,1,"ProximitytoHolefrom30yards",2008
62,62,"Retief Goosen",59,NA,324.917,28,76,"ProximitytoHolefrom30yards",2008
65,65,"Geoff Ogilvy",65,NA,420.583,36,38,"ProximitytoHolefrom30yards",2008
65,65,"Kenny Perry",97,NA,723.917,62,90,"ProximitytoHolefrom30yards",2008
65,65,"Chris Riley",51,NA,465.083,40,2,"ProximitytoHolefrom30yards",2008
65,65,"Nick Watney",96,NA,884.167,76,101,"ProximitytoHolefrom30yards",2008
69,69,"Aaron Baddeley",76,NA,812.583,69,60,"ProximitytoHolefrom30yards",2008
69,69,"Shane Bertsch",96,NA,810.083,69,18,"ProximitytoHolefrom30yards",2008
69,69,"Carlos Franco",73,NA,562.833,48,153,"ProximitytoHolefrom30yards",2008
69,69,"Harrison Frazar",73,NA,730.417,62,175,"ProximitytoHolefrom30yards",2008
69,69,"Shigeki Maruyama",50,NA,553.75,47,14,"ProximitytoHolefrom30yards",2008
74,74,"Ben Crane",86,NA,790.5,67,16,"ProximitytoHolefrom30yards",2008
74,74,"Bill Haas",99,NA,911.833,77,148,"ProximitytoHolefrom30yards",2008
74,74,"Charley Hoffman",94,NA,652,55,93,"ProximitytoHolefrom30yards",2008
77,77,"JB Holmes",86,NA,761.25,64,152,"ProximitytoHolefrom30yards",2008
77,77,"Rocco Mediate",87,NA,645.583,54,109,"ProximitytoHolefrom30yards",2008
77,77,"Tom Pernice Jr",104,NA,942.75,79,11,"ProximitytoHolefrom30yards",2008
77,77,"Jimmy Walker",73,NA,762.083,64,134,"ProximitytoHolefrom30yards",2008
81,81,"Padraig Harrington",52,NA,336.917,28,21,"ProximitytoHolefrom30yards",2008
81,81,"Craig Kanada",65,NA,455.417,38,24,"ProximitytoHolefrom30yards",2008
81,81,"Phil Mickelson",80,NA,610.417,51,26,"ProximitytoHolefrom30yards",2008
81,81,"Charlie Wi",97,NA,982.833,82,4,"ProximitytoHolefrom30yards",2008
85,85,"Fred Couples",60,NA,436.333,36,71,"ProximitytoHolefrom30yards",2008
85,85,"Charles Howell III",101,NA,1072.667,89,116,"ProximitytoHolefrom30yards",2008
85,85,"Patrick Sheehan",124,NA,943.833,78,39,"ProximitytoHolefrom30yards",2008
85,85,"Omar Uresti",74,NA,701.417,58,8,"ProximitytoHolefrom30yards",2008
89,89,"Eric Axley",113,NA,1216,100,40,"ProximitytoHolefrom30yards",2008
89,89,"Ben Curtis",80,NA,486.833,40,46,"ProximitytoHolefrom30yards",2008
91,91,"Gavin Coles",54,NA,232,19,9,"ProximitytoHolefrom30yards",2008
91,91,"Martin Laird",98,NA,783.917,64,117,"ProximitytoHolefrom30yards",2008
91,91,"Sean OHair",81,NA,476.25,39,134,"ProximitytoHolefrom30yards",2008
91,91,"Joe Ogilvie",100,NA,929.25,76,62,"ProximitytoHolefrom30yards",2008
91,91,"Vaughn Taylor",103,NA,981.167,80,92,"ProximitytoHolefrom30yards",2008
96,96,"Troy Matteson",94,NA,899.417,73,173,"ProximitytoHolefrom30yards",2008
96,96,"George McNeill",97,NA,973.75,79,191,"ProximitytoHolefrom30yards",2008
96,96,"Heath Slocum",104,NA,579.25,47,75,"ProximitytoHolefrom30yards",2008
96,96,"Marc Turnesa",87,NA,813.75,66,41,"ProximitytoHolefrom30yards",2008
100,100,"Stephen Ames",83,NA,485.333,39,57,"ProximitytoHolefrom30yards",2008
100,100,"Rich Beem",90,NA,895.667,72,169,"ProximitytoHolefrom30yards",2008
100,100,"Robert Gamez",79,NA,647.25,52,162,"ProximitytoHolefrom30yards",2008
100,100,"Greg Kraft",63,NA,383.917,31,64,"ProximitytoHolefrom30yards",2008
100,100,"Billy Mayfair",103,NA,1068,86,34,"ProximitytoHolefrom30yards",2008
105,105,"Stewart Cink",87,NA,589.083,47,142,"ProximitytoHolefrom30yards",2008
105,105,"Anthony Kim",81,NA,649.667,52,45,"ProximitytoHolefrom30yards",2008
105,105,"Stephen Leaney",53,NA,363.083,29,53,"ProximitytoHolefrom30yards",2008
105,105,"Jesper Parnevik",88,NA,987.75,79,23,"ProximitytoHolefrom30yards",2008
109,109,"Brad Elder",67,NA,732,58,37,"ProximitytoHolefrom30yards",2008
109,109,"Mark Hensby",71,NA,665.5,53,185,"ProximitytoHolefrom30yards",2008
109,109,"Jerry Kelly",89,NA,790.75,63,83,"ProximitytoHolefrom30yards",2008
109,109,"Kevin Sutherland",98,NA,928.417,74,25,"ProximitytoHolefrom30yards",2008
113,113,"Jonathan Byrd",88,NA,1000.25,79,72,"ProximitytoHolefrom30yards",2008
113,113,"James Driscoll",85,NA,874.25,69,155,"ProximitytoHolefrom30yards",2008
113,113,"Freddie Jacobson",78,NA,658.167,52,81,"ProximitytoHolefrom30yards",2008
116,116,"Tim Clark",90,NA,575.417,45,65,"ProximitytoHolefrom30yards",2008
116,116,"Jim Furyk",95,NA,765.583,60,29,"ProximitytoHolefrom30yards",2008
116,116,"JJ Henry",108,NA,1110,87,143,"ProximitytoHolefrom30yards",2008
116,116,"Matt Jones",95,NA,1249.583,98,62,"ProximitytoHolefrom30yards",2008
116,116,"John Rollins",94,NA,816.5,64,43,"ProximitytoHolefrom30yards",2008
116,116,"Kyle Thompson",70,NA,635.667,50,183,"ProximitytoHolefrom30yards",2008
116,116,"Bo Van Pelt",101,NA,1135.667,89,118,"ProximitytoHolefrom30yards",2008
123,123,"Billy Andrade",71,NA,639.917,50,163,"ProximitytoHolefrom30yards",2008
123,123,"Daniel Chopra",84,NA,987.25,77,95,"ProximitytoHolefrom30yards",2008
123,123,"Cody Freeman",66,NA,604.583,47,177,"ProximitytoHolefrom30yards",2008
123,123,"Tommy Gainey",60,NA,576.75,45,197,"ProximitytoHolefrom30yards",2008
123,123,"Nicholas Thompson",113,NA,1139.167,89,85,"ProximitytoHolefrom30yards",2008
128,128,"Cameron Beckman",87,NA,760.917,59,69,"ProximitytoHolefrom30yards",2008
128,128,"Alejandro Canizares",52,NA,502.417,39,111,"ProximitytoHolefrom30yards",2008
128,128,"Bob Estes",90,NA,1030.5,80,33,"ProximitytoHolefrom30yards",2008
128,128,"Dudley Hart",74,NA,659.167,51,20,"ProximitytoHolefrom30yards",2008
128,128,"Andres Romero",69,NA,530.417,41,85,"ProximitytoHolefrom30yards",2008
133,133,"Woody Austin",109,NA,938.75,72,147,"ProximitytoHolefrom30yards",2008
133,133,"Steve Elkington",84,NA,934.583,72,78,"ProximitytoHolefrom30yards",2008
135,135,"JP Hayes",67,NA,940.167,72,73,"ProximitytoHolefrom30yards",2008
135,135,"Mark Wilson",107,NA,1153,88,31,"ProximitytoHolefrom30yards",2008
137,137,"Steve Flesch",95,NA,858.417,65,44,"ProximitytoHolefrom30yards",2008
137,137,"Jim McGovern",75,NA,552.583,42,167,"ProximitytoHolefrom30yards",2008
137,137,"Jeff Quinney",87,NA,591.333,45,70,"ProximitytoHolefrom30yards",2008
137,137,"Bob Tway",70,NA,551.667,42,27,"ProximitytoHolefrom30yards",2008
137,137,"Bubba Watson",97,NA,870.583,66,156,"ProximitytoHolefrom30yards",2008
142,142,"Briny Baird",113,NA,756.833,57,5,"ProximitytoHolefrom30yards",2008
142,142,"Paul Claxton",63,NA,740.417,56,178,"ProximitytoHolefrom30yards",2008
142,142,"Jason Gore",94,NA,794.083,60,136,"ProximitytoHolefrom30yards",2008
142,142,"Brandt Jobe",52,NA,370.917,28,172,"ProximitytoHolefrom30yards",2008
142,142,"John Merrick",98,NA,965.083,73,160,"ProximitytoHolefrom30yards",2008
142,142,"Scott Verplank",82,NA,650.833,49,83,"ProximitytoHolefrom30yards",2008
148,148,"Chad Campbell",94,NA,775.25,58,158,"ProximitytoHolefrom30yards",2008
148,148,"Mathias Gronberg",87,NA,944.5,71,121,"ProximitytoHolefrom30yards",2008
148,148,"Dustin Johnson",92,NA,1068.417,80,192,"ProximitytoHolefrom30yards",2008
151,151,"Ken Duke",116,NA,1223,91,82,"ProximitytoHolefrom30yards",2008
151,151,"Chris Stroud",81,NA,709.833,53,165,"ProximitytoHolefrom30yards",2008
