"Par5ScoringAverage_RANKTHISWEEK_2013","Par5ScoringAverage_RANKLASTWEEK_2013","Par5ScoringAverage_PLAYERNAME_2013","Par5ScoringAverage_ROUNDS_2013","Par5ScoringAverage_AVG_2013","Par5ScoringAverage_TOTALSTROKES_2013","Par5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Keegan Bradley",88,4.51,1173,260,"Par5ScoringAverage",2013
2,2,"Steve Stricker",51,4.52,651,144,"Par5ScoringAverage",2013
3,3,"Matt Kuchar",93,4.54,1227,270,"Par5ScoringAverage",2013
4,4,"Sergio Garcia",65,4.57,878,192,"Par5ScoringAverage",2013
4,4,"Rory Sabbatini",86,4.57,1134,248,"Par5ScoringAverage",2013
4,4,"Henrik Stenson",65,4.57,895,196,"Par5ScoringAverage",2013
4,4,"Tiger Woods",61,4.57,840,184,"Par5ScoringAverage",2013
8,8,"Roberto Castro",97,4.58,1416,309,"Par5ScoringAverage",2013
8,8,"Peter Hanson",45,4.58,559,122,"Par5ScoringAverage",2013
8,8,"Charl Schwartzel",69,4.58,935,204,"Par5ScoringAverage",2013
8,8,"Adam Scott",61,4.58,843,184,"Par5ScoringAverage",2013
12,12,"Brendon de Jonge",110,4.59,1566,341,"Par5ScoringAverage",2013
12,12,"Graham DeLaet",94,4.59,1349,294,"Par5ScoringAverage",2013
12,12,"Kevin Stadler",83,4.59,1144,249,"Par5ScoringAverage",2013
15,15,"Steven Bowditch",67,4.6,942,205,"Par5ScoringAverage",2013
15,15,"Jason Day",86,4.6,1154,251,"Par5ScoringAverage",2013
15,15,"Jason Kokrak",78,4.6,1145,249,"Par5ScoringAverage",2013
15,15,"Phil Mickelson",78,4.6,1128,245,"Par5ScoringAverage",2013
15,15,"Ryan Palmer",79,4.6,1090,237,"Par5ScoringAverage",2013
15,15,"Justin Rose",62,4.6,818,178,"Par5ScoringAverage",2013
15,15,"Vaughn Taylor",50,4.6,653,142,"Par5ScoringAverage",2013
15,15,"Boo Weekley",100,4.6,1390,302,"Par5ScoringAverage",2013
23,23,"Aaron Baddeley",68,4.61,1029,223,"Par5ScoringAverage",2013
23,23,"Chad Campbell",78,4.61,1101,239,"Par5ScoringAverage",2013
23,23,"James Hahn",78,4.61,1138,247,"Par5ScoringAverage",2013
23,23,"Charley Hoffman",84,4.61,1244,270,"Par5ScoringAverage",2013
23,23,"Dustin Johnson",71,4.61,981,213,"Par5ScoringAverage",2013
23,23,"Brandt Snedeker",79,4.61,1157,251,"Par5ScoringAverage",2013
23,23,"Daniel Summerhays",83,4.61,1259,273,"Par5ScoringAverage",2013
23,23,"Andrew Svoboda",46,4.61,627,136,"Par5ScoringAverage",2013
23,23,"Bubba Watson",76,4.61,1078,234,"Par5ScoringAverage",2013
32,32,"Ernie Els",63,4.62,887,192,"Par5ScoringAverage",2013
32,32,"Rickie Fowler",75,4.62,1062,230,"Par5ScoringAverage",2013
32,32,"Billy Horschel",96,4.62,1392,301,"Par5ScoringAverage",2013
32,32,"Henrik Norlander",70,4.62,1003,217,"Par5ScoringAverage",2013
32,32,"Patrick Reed",83,4.62,1178,255,"Par5ScoringAverage",2013
32,32,"Webb Simpson",92,4.62,1220,264,"Par5ScoringAverage",2013
32,32,"Jordan Spieth",82,4.62,1159,251,"Par5ScoringAverage",2013
32,32,"Cameron Tringale",80,4.62,1206,261,"Par5ScoringAverage",2013
40,40,"Harris English",95,4.63,1358,293,"Par5ScoringAverage",2013
40,40,"Matt Jones",83,4.63,1217,263,"Par5ScoringAverage",2013
40,40,"Hunter Mahan",91,4.63,1250,270,"Par5ScoringAverage",2013
40,40,"Jimmy Walker",84,4.63,1293,279,"Par5ScoringAverage",2013
44,44,"Bud Cauley",67,4.64,947,204,"Par5ScoringAverage",2013
44,44,"Luke Guthrie",82,4.64,1230,265,"Par5ScoringAverage",2013
44,44,"DH Lee",65,4.64,952,205,"Par5ScoringAverage",2013
44,44,"Luke List",65,4.64,946,204,"Par5ScoringAverage",2013
44,44,"Bryce Molder",82,4.64,1164,251,"Par5ScoringAverage",2013
44,44,"Kevin Streelman",86,4.64,1220,263,"Par5ScoringAverage",2013
50,50,"Stewart Cink",71,4.65,1050,226,"Par5ScoringAverage",2013
50,50,"Martin Flores",83,4.65,1205,259,"Par5ScoringAverage",2013
50,50,"Jim Herman",59,4.65,776,167,"Par5ScoringAverage",2013
50,50,"John Senden",79,4.65,1171,252,"Par5ScoringAverage",2013
50,50,"Camilo Villegas",79,4.65,1092,235,"Par5ScoringAverage",2013
50,50,"Nick Watney",88,4.65,1307,281,"Par5ScoringAverage",2013
56,56,"Greg Chalmers",77,4.66,1113,239,"Par5ScoringAverage",2013
56,56,"Nicolas Colsaerts",50,4.66,667,143,"Par5ScoringAverage",2013
56,56,"Charles Howell III",87,4.66,1276,274,"Par5ScoringAverage",2013
56,56,"Martin Kaymer",61,4.66,774,166,"Par5ScoringAverage",2013
56,56,"Ryan Moore",72,4.66,1026,220,"Par5ScoringAverage",2013
56,56,"Sean OHair",56,4.66,843,181,"Par5ScoringAverage",2013
56,56,"John Rollins",77,4.66,1082,232,"Par5ScoringAverage",2013
56,56,"Kyle Stanley",71,4.66,1066,229,"Par5ScoringAverage",2013
56,56,"Mark Wilson",56,4.66,750,161,"Par5ScoringAverage",2013
65,65,"Ben Crane",62,4.67,812,174,"Par5ScoringAverage",2013
65,65,"Brad Fritsch",81,4.67,1153,247,"Par5ScoringAverage",2013
65,65,"Fabian Gomez",65,4.67,991,212,"Par5ScoringAverage",2013
65,65,"Scott Langley",79,4.67,1111,238,"Par5ScoringAverage",2013
65,65,"Justin Leonard",86,4.67,1280,274,"Par5ScoringAverage",2013
65,65,"William McGirt",75,4.67,1120,240,"Par5ScoringAverage",2013
65,65,"John Merrick",79,4.67,1167,250,"Par5ScoringAverage",2013
65,65,"Cameron Percy",68,4.67,963,206,"Par5ScoringAverage",2013
65,65,"Scott Piercy",78,4.67,1074,230,"Par5ScoringAverage",2013
65,65,"Scott Stallings",79,4.67,1150,246,"Par5ScoringAverage",2013
65,65,"Brendan Steele",86,4.67,1223,262,"Par5ScoringAverage",2013
65,65,"DJ Trahan",48,4.67,677,145,"Par5ScoringAverage",2013
65,65,"Gary Woodland",94,4.67,1318,282,"Par5ScoringAverage",2013
78,78,"Kevin Chappell",80,4.68,1222,261,"Par5ScoringAverage",2013
78,78,"KJ Choi",85,4.68,1227,262,"Par5ScoringAverage",2013
78,78,"Luke Donald",60,4.68,852,182,"Par5ScoringAverage",2013
78,78,"Freddie Jacobson",63,4.68,828,177,"Par5ScoringAverage",2013
78,78,"Zach Johnson",84,4.68,1198,256,"Par5ScoringAverage",2013
78,78,"Doug LaBelle II",72,4.68,1026,219,"Par5ScoringAverage",2013
78,78,"Jin Park",52,4.68,758,162,"Par5ScoringAverage",2013
78,78,"DA Points",87,4.68,1288,275,"Par5ScoringAverage",2013
78,78,"Alistair Presnell",59,4.68,847,181,"Par5ScoringAverage",2013
78,78,"Shawn Stefani",63,4.68,894,191,"Par5ScoringAverage",2013
78,78,"Robert Streb",75,4.68,1025,219,"Par5ScoringAverage",2013
