"FirstTeeLateScoringAverage_RANKTHISWEEK_2007","FirstTeeLateScoringAverage_RANKLASTWEEK_2007","FirstTeeLateScoringAverage_PLAYERNAME_2007","FirstTeeLateScoringAverage_ROUNDS_2007","FirstTeeLateScoringAverage_AVG_2007","FirstTeeLateScoringAverage_TOTALSTROKES_2007","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2007","stat_name","year"
145,145,"Brett Wetterich",88,71.74,1937,27,"FirstTeeLateScoringAverage",2007
148,148,"Mark Calcavecchia",93,71.75,2009,28,"FirstTeeLateScoringAverage",2007
149,149,"Bubba Dickerson",51,71.76,1220,17,"FirstTeeLateScoringAverage",2007
150,150,"Jeff Gove",103,71.77,1866,26,"FirstTeeLateScoringAverage",2007
151,151,"Tim Herron",98,71.79,1723,24,"FirstTeeLateScoringAverage",2007
151,151,"Cliff Kresge",107,71.79,2728,38,"FirstTeeLateScoringAverage",2007
153,153,"Nick OHern",72,71.8,2154,30,"FirstTeeLateScoringAverage",2007
154,154,"Andrew Buckle",77,71.83,1724,24,"FirstTeeLateScoringAverage",2007
155,155,"Retief Goosen",50,71.86,1006,14,"FirstTeeLateScoringAverage",2007
156,156,"Michael Putnam",96,71.91,2301,32,"FirstTeeLateScoringAverage",2007
157,157,"Lee Janzen",66,71.94,1223,17,"FirstTeeLateScoringAverage",2007
158,158,"JJ Henry",86,71.96,1727,24,"FirstTeeLateScoringAverage",2007
159,159,"Craig Barlow",52,72,360,5,"FirstTeeLateScoringAverage",2007
159,159,"Jeff Brehaut",59,72,1152,16,"FirstTeeLateScoringAverage",2007
159,159,"Trevor Immelman",74,72,2160,30,"FirstTeeLateScoringAverage",2007
159,159,"Jose Maria Olazabal",52,72,1080,15,"FirstTeeLateScoringAverage",2007
159,159,"Jim Rutledge",59,72,792,11,"FirstTeeLateScoringAverage",2007
164,164,"Rod Pampling",92,72.03,2377,33,"FirstTeeLateScoringAverage",2007
165,165,"Kirk Triplett",77,72.05,1369,19,"FirstTeeLateScoringAverage",2007
166,166,"Scott Gutschewski",67,72.06,1153,16,"FirstTeeLateScoringAverage",2007
167,167,"Padraig Harrington",64,72.09,2451,34,"FirstTeeLateScoringAverage",2007
168,168,"Vaughn Taylor",91,72.1,2163,30,"FirstTeeLateScoringAverage",2007
169,169,"Rocco Mediate",72,72.15,1443,20,"FirstTeeLateScoringAverage",2007
170,170,"Darron Stiles",65,72.16,1371,19,"FirstTeeLateScoringAverage",2007
171,171,"Brett Quigley",79,72.17,1732,24,"FirstTeeLateScoringAverage",2007
171,171,"Jaco Van Zyl",51,72.17,1299,18,"FirstTeeLateScoringAverage",2007
173,173,"Charley Hoffman",97,72.19,2310,32,"FirstTeeLateScoringAverage",2007
173,173,"Ted Purdy",102,72.19,1949,27,"FirstTeeLateScoringAverage",2007
175,175,"Harrison Frazar",88,72.23,1589,22,"FirstTeeLateScoringAverage",2007
176,176,"Chris Couch",76,72.27,1590,22,"FirstTeeLateScoringAverage",2007
177,177,"Corey Pavin",81,72.29,1518,21,"FirstTeeLateScoringAverage",2007
178,178,"Ben Curtis",80,72.33,1302,18,"FirstTeeLateScoringAverage",2007
178,178,"Ryan Palmer",91,72.33,2170,30,"FirstTeeLateScoringAverage",2007
180,180,"Eric Axley",107,72.37,1954,27,"FirstTeeLateScoringAverage",2007
181,181,"DJ Brigman",67,72.4,1448,20,"FirstTeeLateScoringAverage",2007
182,182,"Davis Love III",66,72.42,1738,24,"FirstTeeLateScoringAverage",2007
183,183,"Paul Stankowski",52,72.44,1159,16,"FirstTeeLateScoringAverage",2007
184,184,"Paul Gow",70,72.5,1160,16,"FirstTeeLateScoringAverage",2007
185,185,"Matt Hendrix",63,72.53,1378,19,"FirstTeeLateScoringAverage",2007
186,186,"Greg Owen",81,72.58,1379,19,"FirstTeeLateScoringAverage",2007
187,187,"Kevin Stadler",95,72.68,1817,25,"FirstTeeLateScoringAverage",2007
188,188,"John Daly",59,72.83,874,12,"FirstTeeLateScoringAverage",2007
189,189,"Chris DiMarco",79,72.96,2043,28,"FirstTeeLateScoringAverage",2007
190,190,"Henrik Stenson",52,73,1460,20,"FirstTeeLateScoringAverage",2007
191,191,"David Branshaw",83,73.12,1243,17,"FirstTeeLateScoringAverage",2007
192,192,"Jeff Sluman",60,73.13,1097,15,"FirstTeeLateScoringAverage",2007
193,193,"Todd Hamilton",76,73.18,1244,17,"FirstTeeLateScoringAverage",2007
194,194,"Bryce Molder",56,73.21,1025,14,"FirstTeeLateScoringAverage",2007
195,195,"Michael Boyd",61,73.29,1246,17,"FirstTeeLateScoringAverage",2007
196,196,"Kyle Reifers",71,73.44,1175,16,"FirstTeeLateScoringAverage",2007
