"Total1Putts1015_RANKTHISWEEK_2012","Total1Putts1015_RANKLASTWEEK_2012","Total1Putts1015_PLAYERNAME_2012","Total1Putts1015_ROUNDS_2012","Total1Putts1015_TOTAL_2012","Total1Putts1015_TOTALFORALLDISTANCES_2012","Total1Putts1015_PCTOFALL1PUTTS_2012","stat_name","year"
1,1,"Troy Matteson",100,84,576,14.6,"Total1Putts1015",2012
2,2,"Brendon de Jonge",115,82,691,11.9,"Total1Putts1015",2012
3,3,"Ken Duke",104,81,679,11.9,"Total1Putts1015",2012
3,3,"Tommy Gainey",98,81,653,12.4,"Total1Putts1015",2012
5,5,"Harris English",98,78,571,13.7,"Total1Putts1015",2012
6,6,"DA Points",88,75,537,14,"Total1Putts1015",2012
6,6,"Johnson Wagner",88,75,511,14.7,"Total1Putts1015",2012
8,8,"Martin Flores",95,72,581,12.4,"Total1Putts1015",2012
9,9,"Carl Pettersson",92,71,602,11.8,"Total1Putts1015",2012
10,10,"Zach Johnson",95,70,580,12.1,"Total1Putts1015",2012
10,10,"Bryce Molder",83,70,508,13.8,"Total1Putts1015",2012
10,10,"Ryan Moore",89,70,577,12.1,"Total1Putts1015",2012
10,10,"Ryan Palmer",81,70,529,13.2,"Total1Putts1015",2012
14,14,"Robert Garrigus",89,69,506,13.6,"Total1Putts1015",2012
14,14,"Ryuji Imada",78,69,513,13.5,"Total1Putts1015",2012
16,16,"Brian Davis",91,67,600,11.2,"Total1Putts1015",2012
16,16,"Jeff Overton",101,67,695,9.6,"Total1Putts1015",2012
18,18,"Greg Chalmers",88,66,584,11.3,"Total1Putts1015",2012
18,18,"JB Holmes",90,66,562,11.7,"Total1Putts1015",2012
20,20,"Blake Adams",107,65,581,11.2,"Total1Putts1015",2012
20,20,"Cameron Tringale",88,65,528,12.3,"Total1Putts1015",2012
22,22,"Stuart Appleby",75,64,461,13.9,"Total1Putts1015",2012
22,22,"Chris DiMarco",83,64,524,12.2,"Total1Putts1015",2012
22,22,"Brian Harman",101,64,638,10,"Total1Putts1015",2012
22,22,"Colt Knost",79,64,469,13.6,"Total1Putts1015",2012
