"Total1Putts25_RANKTHISWEEK_2012","Total1Putts25_RANKLASTWEEK_2012","Total1Putts25_PLAYERNAME_2012","Total1Putts25_ROUNDS_2012","Total1Putts25_TOTAL_2012","Total1Putts25_TOTALFORALLDISTANCES_2012","Total1Putts25_PCTOFALL1PUTTS_2012","stat_name","year"
1,1,"Brendon de Jonge",115,33,691,4.8,"Total1Putts25",2012
2,2,"Brian Harman",101,29,638,4.5,"Total1Putts25",2012
2,2,"Seung Yul Noh",105,29,578,5,"Total1Putts25",2012
4,4,"Ben Crane",73,28,464,6,"Total1Putts25",2012
5,5,"John Huh",99,27,594,4.5,"Total1Putts25",2012
6,6,"Will Claxton",99,26,568,4.6,"Total1Putts25",2012
6,6,"Derek Lamely",64,26,412,6.3,"Total1Putts25",2012
8,8,"Jason Dufner",83,25,466,5.4,"Total1Putts25",2012
8,8,"Ken Duke",104,25,679,3.7,"Total1Putts25",2012
8,8,"Jeff Overton",101,25,695,3.6,"Total1Putts25",2012
8,8,"DA Points",88,25,537,4.7,"Total1Putts25",2012
8,8,"Brandt Snedeker",81,25,513,4.9,"Total1Putts25",2012
8,8,"Michael Thompson",80,25,467,5.4,"Total1Putts25",2012
8,8,"Nick Watney",97,25,534,4.7,"Total1Putts25",2012
15,15,"Jonas Blixt",72,24,506,4.7,"Total1Putts25",2012
15,15,"Michael Bradley",63,24,338,7.1,"Total1Putts25",2012
15,15,"Keegan Bradley",90,24,515,4.7,"Total1Putts25",2012
15,15,"David Hearn",95,24,607,4,"Total1Putts25",2012
15,15,"Jhonattan Vegas",77,24,435,5.5,"Total1Putts25",2012
15,15,"Camilo Villegas",79,24,463,5.2,"Total1Putts25",2012
21,21,"Bud Cauley",99,23,649,3.5,"Total1Putts25",2012
21,21,"Tommy Gainey",98,23,653,3.5,"Total1Putts25",2012
21,21,"JB Holmes",90,23,562,4.1,"Total1Putts25",2012
21,21,"John Merrick",83,23,458,5,"Total1Putts25",2012
21,21,"Greg Owen",90,23,498,4.6,"Total1Putts25",2012
21,21,"Josh Teater",97,23,583,3.9,"Total1Putts25",2012
27,27,"James Driscoll",83,22,512,4.3,"Total1Putts25",2012
27,27,"Martin Flores",95,22,581,3.8,"Total1Putts25",2012
27,27,"Jeff Maggert",83,22,527,4.2,"Total1Putts25",2012
27,27,"Phil Mickelson",79,22,470,4.7,"Total1Putts25",2012
27,27,"Sean OHair",84,22,484,4.5,"Total1Putts25",2012
27,27,"Webb Simpson",77,22,486,4.5,"Total1Putts25",2012
33,33,"Jonathan Byrd",69,21,413,5.1,"Total1Putts25",2012
33,33,"Kevin Chappell",91,21,496,4.2,"Total1Putts25",2012
