"Par4EagleLeaders_RANKTHISWEEK_2008","Par4EagleLeaders_RANKLASTWEEK_2008","Par4EagleLeaders_PLAYERNAME_2008","Par4EagleLeaders_ROUNDS_2008","Par4EagleLeaders_TOTAL_2008","Par4EagleLeaders_TOTALPAR4HOLES_2008","Par4EagleLeaders_TOTALHOLEOUTS_2008","stat_name","year"
53,53,"Jason Allred",63,1,676,1,"Par4EagleLeaders",2008
53,53,"Stephen Ames",83,1,904,NA,"Par4EagleLeaders",2008
53,53,"Tommy Armour III",77,1,839,1,"Par4EagleLeaders",2008
53,53,"Woody Austin",109,1,1138,NA,"Par4EagleLeaders",2008
53,53,"Eric Axley",113,1,1219,1,"Par4EagleLeaders",2008
53,53,"Cameron Beckman",87,1,928,NA,"Par4EagleLeaders",2008
53,53,"Olin Browne",77,1,838,1,"Par4EagleLeaders",2008
53,53,"Jonathan Byrd",88,1,914,NA,"Par4EagleLeaders",2008
53,53,"Daniel Chopra",84,1,884,NA,"Par4EagleLeaders",2008
53,53,"Tim Clark",90,1,994,1,"Par4EagleLeaders",2008
53,53,"Brian Davis",108,1,1166,1,"Par4EagleLeaders",2008
53,53,"Todd Demsey",80,1,860,1,"Par4EagleLeaders",2008
53,53,"David Duval",51,1,534,NA,"Par4EagleLeaders",2008
53,53,"Steve Elkington",84,1,899,NA,"Par4EagleLeaders",2008
53,53,"Bob Estes",90,1,970,1,"Par4EagleLeaders",2008
53,53,"Nick Flanagan",89,1,952,1,"Par4EagleLeaders",2008
53,53,"Carlos Franco",73,1,772,1,"Par4EagleLeaders",2008
53,53,"Harrison Frazar",73,1,784,1,"Par4EagleLeaders",2008
53,53,"Cody Freeman",66,1,705,1,"Par4EagleLeaders",2008
53,53,"Tommy Gainey",60,1,646,1,"Par4EagleLeaders",2008
53,53,"Robert Garrigus",90,1,964,NA,"Par4EagleLeaders",2008
53,53,"Lucas Glover",91,1,1002,1,"Par4EagleLeaders",2008
53,53,"Padraig Harrington",52,1,550,1,"Par4EagleLeaders",2008
53,53,"Tim Herron",97,1,1067,1,"Par4EagleLeaders",2008
53,53,"Charley Hoffman",94,1,1020,NA,"Par4EagleLeaders",2008
53,53,"Charles Howell III",101,1,1057,1,"Par4EagleLeaders",2008
53,53,"John Huston",56,1,588,1,"Par4EagleLeaders",2008
53,53,"Ryuji Imada",80,1,855,1,"Par4EagleLeaders",2008
53,53,"Lee Janzen",89,1,938,NA,"Par4EagleLeaders",2008
53,53,"Jerry Kelly",89,1,962,1,"Par4EagleLeaders",2008
53,53,"Anthony Kim",81,1,906,1,"Par4EagleLeaders",2008
53,53,"Cliff Kresge",84,1,914,1,"Par4EagleLeaders",2008
53,53,"Matt Kuchar",88,1,956,NA,"Par4EagleLeaders",2008
53,53,"Michael Letzig",88,1,958,NA,"Par4EagleLeaders",2008
53,53,"Frank Lickliter II",107,1,1153,1,"Par4EagleLeaders",2008
53,53,"Davis Love III",78,1,850,1,"Par4EagleLeaders",2008
53,53,"David Lutterus",59,1,640,NA,"Par4EagleLeaders",2008
53,53,"Jeff Maggert",86,1,920,1,"Par4EagleLeaders",2008
53,53,"John Mallinger",95,1,1041,1,"Par4EagleLeaders",2008
53,53,"Steve Marino",119,1,1304,1,"Par4EagleLeaders",2008
53,53,"Shigeki Maruyama",50,1,536,1,"Par4EagleLeaders",2008
53,53,"Scott McCarron",63,1,684,1,"Par4EagleLeaders",2008
53,53,"Jim McGovern",75,1,820,1,"Par4EagleLeaders",2008
53,53,"John Merrick",98,1,1064,1,"Par4EagleLeaders",2008
53,53,"Phil Mickelson",80,1,853,NA,"Par4EagleLeaders",2008
53,53,"Jon Mills",95,1,1021,1,"Par4EagleLeaders",2008
53,53,"Joe Ogilvie",100,1,1084,1,"Par4EagleLeaders",2008
53,53,"Rod Pampling",83,1,864,1,"Par4EagleLeaders",2008
53,53,"Pat Perez",93,1,1004,NA,"Par4EagleLeaders",2008
53,53,"Carl Pettersson",110,1,1200,NA,"Par4EagleLeaders",2008
53,53,"Ian Poulter",51,1,543,1,"Par4EagleLeaders",2008
53,53,"Brett Quigley",80,1,854,1,"Par4EagleLeaders",2008
53,53,"Jeff Quinney",87,1,935,NA,"Par4EagleLeaders",2008
53,53,"Chris Riley",51,1,542,1,"Par4EagleLeaders",2008
53,53,"Patrick Sheehan",124,1,1342,1,"Par4EagleLeaders",2008
53,53,"Scott Sterling",89,1,952,NA,"Par4EagleLeaders",2008
53,53,"Kevin Streelman",114,1,1239,1,"Par4EagleLeaders",2008
53,53,"Steve Stricker",75,1,798,1,"Par4EagleLeaders",2008
53,53,"Kevin Sutherland",98,1,1072,1,"Par4EagleLeaders",2008
53,53,"Vaughn Taylor",103,1,1128,1,"Par4EagleLeaders",2008
53,53,"Kyle Thompson",70,1,746,1,"Par4EagleLeaders",2008
53,53,"DJ Trahan",94,1,1018,1,"Par4EagleLeaders",2008
53,53,"Marc Turnesa",87,1,932,1,"Par4EagleLeaders",2008
53,53,"Bob Tway",70,1,754,1,"Par4EagleLeaders",2008
53,53,"Bo Van Pelt",101,1,1091,1,"Par4EagleLeaders",2008
53,53,"Camilo Villegas",79,1,868,NA,"Par4EagleLeaders",2008
53,53,"Johnson Wagner",83,1,892,NA,"Par4EagleLeaders",2008
53,53,"Jimmy Walker",73,1,793,1,"Par4EagleLeaders",2008
53,53,"Bubba Watson",97,1,1060,1,"Par4EagleLeaders",2008
53,53,"Mike Weir",88,1,948,1,"Par4EagleLeaders",2008
53,53,"Ron Whittaker",54,1,577,NA,"Par4EagleLeaders",2008
53,53,"Charlie Wi",97,1,1062,NA,"Par4EagleLeaders",2008
53,53,"Dean Wilson",109,1,1183,1,"Par4EagleLeaders",2008
