"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2007","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2007","BirdieorBetterPercentage125150ya_PLAYERNAME_2007","BirdieorBetterPercentage125150ya_ROUNDS_2007","BirdieorBetterPercentage125150ya_Pct_2007","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2007","BirdieorBetterPercentage125150ya_TOTALHOLES_2007","stat_name","year"
1,1,"Chris Riley",59,27.04,43,159,"BirdieorBetterPercentage125150ya",2007
2,2,"Luke Donald",69,25,38,152,"BirdieorBetterPercentage125150ya",2007
3,3,"Paul Goydos",60,24.46,34,139,"BirdieorBetterPercentage125150ya",2007
4,4,"Rory Sabbatini",81,24.02,49,204,"BirdieorBetterPercentage125150ya",2007
5,5,"Zach Johnson",76,23.89,43,180,"BirdieorBetterPercentage125150ya",2007
6,6,"Camilo Villegas",82,23.6,59,250,"BirdieorBetterPercentage125150ya",2007
7,7,"Nick OHern",72,23.53,36,153,"BirdieorBetterPercentage125150ya",2007
8,8,"Ernie Els",59,23.33,35,150,"BirdieorBetterPercentage125150ya",2007
9,9,"Robert Allenby",90,22.57,58,257,"BirdieorBetterPercentage125150ya",2007
10,10,"Bob Estes",88,22.51,52,231,"BirdieorBetterPercentage125150ya",2007
11,11,"Vaughn Taylor",91,22.37,49,219,"BirdieorBetterPercentage125150ya",2007
12,12,"Steve Allan",63,22.34,42,188,"BirdieorBetterPercentage125150ya",2007
12,12,"Craig Kanada",109,22.34,61,273,"BirdieorBetterPercentage125150ya",2007
14,14,"Carl Pettersson",111,22.26,63,283,"BirdieorBetterPercentage125150ya",2007
15,15,"Sergio Garcia",68,22.22,40,180,"BirdieorBetterPercentage125150ya",2007
15,15,"Ryuji Imada",104,22.22,54,243,"BirdieorBetterPercentage125150ya",2007
17,17,"Tiger Woods",63,21.97,29,132,"BirdieorBetterPercentage125150ya",2007
18,18,"Gavin Coles",87,21.56,47,218,"BirdieorBetterPercentage125150ya",2007
19,19,"John Mallinger",96,21.54,53,246,"BirdieorBetterPercentage125150ya",2007
19,19,"David Toms",80,21.54,42,195,"BirdieorBetterPercentage125150ya",2007
21,21,"Geoff Ogilvy",84,21.47,41,191,"BirdieorBetterPercentage125150ya",2007
22,22,"Dicky Pride",71,21.24,41,193,"BirdieorBetterPercentage125150ya",2007
23,23,"Steve Flesch",100,21.2,60,283,"BirdieorBetterPercentage125150ya",2007
24,24,"Craig Lile",77,21.03,41,195,"BirdieorBetterPercentage125150ya",2007
25,25,"Bob Heintz",85,20.93,45,215,"BirdieorBetterPercentage125150ya",2007
26,26,"Sean OHair",98,20.9,51,244,"BirdieorBetterPercentage125150ya",2007
27,27,"Tim Clark",66,20.89,33,158,"BirdieorBetterPercentage125150ya",2007
28,28,"Justin Rose",63,20.87,24,115,"BirdieorBetterPercentage125150ya",2007
29,29,"Scott Verplank",82,20.81,36,173,"BirdieorBetterPercentage125150ya",2007
