"LateRound4ScoringAverage_RANKTHISWEEK_2016","LateRound4ScoringAverage_RANKLASTWEEK_2016","LateRound4ScoringAverage_PLAYERNAME_2016","LateRound4ScoringAverage__2016","LateRound4ScoringAverage_AVG_2016","LateRound4ScoringAverage_TOTALSTROKES_2016","LateRound4ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Vaughn Taylor",NA,65,65,1,"LateRound4ScoringAverage",2016
2,2,"Davis Love III",NA,66,66,1,"LateRound4ScoringAverage",2016
3,4,"Andres Romero",NA,67,67,1,"LateRound4ScoringAverage",2016
3,4,"Rory Sabbatini",NA,67,67,1,"LateRound4ScoringAverage",2016
3,4,"Brendon Todd",NA,67,67,1,"LateRound4ScoringAverage",2016
6,3,"Fabian Gomez",NA,67.5,270,4,"LateRound4ScoringAverage",2016
7,7,"Matthew Fitzpatrick",NA,67.67,203,3,"LateRound4ScoringAverage",2016
8,8,"Jason Bohn",NA,67.75,271,4,"LateRound4ScoringAverage",2016
9,9,"Zac Blair",NA,68,204,3,"LateRound4ScoringAverage",2016
9,9,"Lucas Lee",NA,68,68,1,"LateRound4ScoringAverage",2016
9,9,"William McGirt",NA,68,136,2,"LateRound4ScoringAverage",2016
9,9,"Vijay Singh",NA,68,204,3,"LateRound4ScoringAverage",2016
9,9,"Bubba Watson",NA,68,136,2,"LateRound4ScoringAverage",2016
14,15,"Brandt Snedeker",NA,68.33,205,3,"LateRound4ScoringAverage",2016
15,9,"Adam Scott",NA,68.43,479,7,"LateRound4ScoringAverage",2016
16,16,"Stewart Cink",NA,68.5,137,2,"LateRound4ScoringAverage",2016
16,16,"Jon Curran",NA,68.5,137,2,"LateRound4ScoringAverage",2016
16,16,"Ben Martin",NA,68.5,137,2,"LateRound4ScoringAverage",2016
19,19,"Jim Herman",NA,68.67,206,3,"LateRound4ScoringAverage",2016
20,21,"Chad Campbell",NA,69,207,3,"LateRound4ScoringAverage",2016
20,21,"Chad Collins",NA,69,69,1,"LateRound4ScoringAverage",2016
20,21,"Brendon de Jonge",NA,69,138,2,"LateRound4ScoringAverage",2016
20,21,"Branden Grace",NA,69,207,3,"LateRound4ScoringAverage",2016
20,21,"Luke Guthrie",NA,69,207,3,"LateRound4ScoringAverage",2016
20,21,"Bryce Molder",NA,69,207,3,"LateRound4ScoringAverage",2016
20,21,"Ryan Moore",NA,69,345,5,"LateRound4ScoringAverage",2016
20,21,"Brian Stuard",NA,69,138,2,"LateRound4ScoringAverage",2016
28,31,"Hideki Matsuyama",NA,69.14,484,7,"LateRound4ScoringAverage",2016
29,32,"Si Woo Kim",NA,69.2,346,5,"LateRound4ScoringAverage",2016
29,32,"Justin Thomas",NA,69.2,346,5,"LateRound4ScoringAverage",2016
31,34,"Graeme McDowell",NA,69.25,277,4,"LateRound4ScoringAverage",2016
31,34,"Boo Weekley",NA,69.25,277,4,"LateRound4ScoringAverage",2016
33,36,"Kevin Kisner",NA,69.33,416,6,"LateRound4ScoringAverage",2016
33,53,"Phil Mickelson",NA,69.33,416,6,"LateRound4ScoringAverage",2016
35,38,"Kevin Na",NA,69.38,555,8,"LateRound4ScoringAverage",2016
36,39,"Jason Dufner",NA,69.43,486,7,"LateRound4ScoringAverage",2016
