"Approachesfrom75100yards_RANKTHISWEEK_2016","Approachesfrom75100yards_RANKLASTWEEK_2016","Approachesfrom75100yards_PLAYERNAME_2016","Approachesfrom75100yards_ROUNDS_2016","Approachesfrom75100yards_AVG_2016","Approachesfrom75100yards_TOTALDISTANCEFEET_2016","Approachesfrom75100yards_OFATTEMPTS_2016","Approachesfrom75100yards_RELATIVETOPAR_2016","stat_name","year"
1,1,"Rickie Fowler",42,NA,169.667,17,-7,"Approachesfrom75100yards",2016
2,2,"Hideki Matsuyama",40,NA,120.75,12,-6,"Approachesfrom75100yards",2016
3,4,"Zach Johnson",42,NA,506.833,40,-18,"Approachesfrom75100yards",2016
3,4,"Matt Kuchar",46,NA,304.5,24,-7,"Approachesfrom75100yards",2016
5,6,"Stewart Cink",45,NA,400.75,31,-5,"Approachesfrom75100yards",2016
5,6,"Scott Piercy",45,NA,246,19,-10,"Approachesfrom75100yards",2016
5,6,"Adam Scott",39,NA,90.667,7,-2,"Approachesfrom75100yards",2016
8,3,"Justin Hicks",26,NA,408.833,31,-10,"Approachesfrom75100yards",2016
9,12,"Cameron Smith",45,NA,331,25,-5,"Approachesfrom75100yards",2016
10,9,"Danny Lee",53,NA,283.167,21,-5,"Approachesfrom75100yards",2016
11,18,"Greg Owen",56,NA,504,37,-8,"Approachesfrom75100yards",2016
11,14,"Scott Stallings",46,NA,258,19,1,"Approachesfrom75100yards",2016
13,12,"Vaughn Taylor",30,NA,314.75,23,-5,"Approachesfrom75100yards",2016
14,15,"Matt Every",34,NA,426.167,31,-6,"Approachesfrom75100yards",2016
14,15,"Darron Stiles",28,NA,193,14,-3,"Approachesfrom75100yards",2016
14,15,"Jimmy Walker",43,NA,275.5,20,-9,"Approachesfrom75100yards",2016
17,18,"Brian Gay",22,NA,414.167,30,-4,"Approachesfrom75100yards",2016
18,20,"Bryce Molder",50,NA,625.25,45,-14,"Approachesfrom75100yards",2016
19,22,"Charl Schwartzel",29,NA,257.833,18,-2,"Approachesfrom75100yards",2016
20,23,"Chad Collins",45,NA,396.167,27,2,"Approachesfrom75100yards",2016
20,11,"JB Holmes",39,NA,396.417,27,-7,"Approachesfrom75100yards",2016
20,26,"Justin Leonard",28,NA,513.5,35,-7,"Approachesfrom75100yards",2016
23,26,"Shane Lowry",35,NA,191.667,13,-1,"Approachesfrom75100yards",2016
24,38,"Roberto Castro",55,NA,776.167,52,-18,"Approachesfrom75100yards",2016
24,21,"Henrik Stenson",30,NA,223.75,15,-7,"Approachesfrom75100yards",2016
26,28,"Kevin Kisner",49,NA,390.5,26,-7,"Approachesfrom75100yards",2016
27,31,"Andrew Landry",24,NA,196.5,13,-5,"Approachesfrom75100yards",2016
28,33,"Troy Merritt",41,NA,514.333,34,-11,"Approachesfrom75100yards",2016
29,23,"Phil Mickelson",37,NA,258.75,17,-5,"Approachesfrom75100yards",2016
30,23,"Jason Bohn",37,NA,445.333,29,-6,"Approachesfrom75100yards",2016
30,44,"Patrick Reed",53,NA,414.333,27,-7,"Approachesfrom75100yards",2016
30,31,"Camilo Villegas",50,NA,536.25,35,-7,"Approachesfrom75100yards",2016
30,49,"Tim Wilkinson",40,NA,414.25,27,-9,"Approachesfrom75100yards",2016
34,38,"Jon Curran",55,NA,755,49,-9,"Approachesfrom75100yards",2016
35,30,"Emiliano Grillo",47,NA,496,32,-4,"Approachesfrom75100yards",2016
35,44,"Johnson Wagner",44,NA,372.417,24,-2,"Approachesfrom75100yards",2016
37,9,"Brendon de Jonge",55,NA,280.167,18,-5,"Approachesfrom75100yards",2016
37,41,"Luke Guthrie",31,NA,296.583,19,-4,"Approachesfrom75100yards",2016
37,48,"Whee Kim",54,NA,452.917,29,-3,"Approachesfrom75100yards",2016
37,38,"Brendon Todd",43,NA,654,42,-10,"Approachesfrom75100yards",2016
41,67,"Retief Goosen",37,NA,425.75,27,-6,"Approachesfrom75100yards",2016
41,44,"Billy Horschel",45,NA,408.5,26,-3,"Approachesfrom75100yards",2016
41,34,"Colt Knost",56,NA,803.083,51,-6,"Approachesfrom75100yards",2016
44,51,"Si Woo Kim",63,NA,664.917,42,-10,"Approachesfrom75100yards",2016
44,57,"Rob Oppenheim",37,NA,364.25,23,-5,"Approachesfrom75100yards",2016
46,41,"Stuart Appleby",39,NA,701.25,44,-10,"Approachesfrom75100yards",2016
