"OnePuttPercentageRound4_RANKTHISWEEK_2009","OnePuttPercentageRound4_RANKLASTWEEK_2009","OnePuttPercentageRound4_PLAYERNAME_2009","OnePuttPercentageRound4__2009","OnePuttPercentageRound4_Pct_2009","OnePuttPercentageRound4_OF1PUTTS_2009","OnePuttPercentageRound4_OFHOLES_2009","stat_name","year"
1,1,"Brian Vranesh",NA,53.33,48,90,"OnePuttPercentageRound4",2009
2,2,"Aaron Baddeley",NA,48.99,97,198,"OnePuttPercentageRound4",2009
3,3,"Joe Ogilvie",NA,47.86,112,234,"OnePuttPercentageRound4",2009
3,3,"Jeff Quinney",NA,47.86,112,234,"OnePuttPercentageRound4",2009
5,5,"Webb Simpson",NA,46.53,134,288,"OnePuttPercentageRound4",2009
6,6,"Pat Perez",NA,46.43,117,252,"OnePuttPercentageRound4",2009
7,7,"Mark Calcavecchia",NA,45.96,91,198,"OnePuttPercentageRound4",2009
8,8,"Steve Stricker",NA,45.68,148,324,"OnePuttPercentageRound4",2009
9,9,"Ian Poulter",NA,44.91,97,216,"OnePuttPercentageRound4",2009
10,10,"Jim Furyk",NA,44.74,153,342,"OnePuttPercentageRound4",2009
11,11,"Brian Gay",NA,44.71,169,378,"OnePuttPercentageRound4",2009
12,12,"Kenny Perry",NA,44.44,176,396,"OnePuttPercentageRound4",2009
13,13,"Matt Bettencourt",NA,43.83,142,324,"OnePuttPercentageRound4",2009
14,14,"Ken Duke",NA,43.59,102,234,"OnePuttPercentageRound4",2009
14,14,"Steve Lowery",NA,43.59,102,234,"OnePuttPercentageRound4",2009
16,16,"Justin Rose",NA,43.25,109,252,"OnePuttPercentageRound4",2009
17,17,"Bob Heintz",NA,43.21,70,162,"OnePuttPercentageRound4",2009
18,18,"Matt Kuchar",NA,43.06,124,288,"OnePuttPercentageRound4",2009
18,18,"Rory Sabbatini",NA,43.06,124,288,"OnePuttPercentageRound4",2009
20,20,"Daniel Chopra",NA,42.81,131,306,"OnePuttPercentageRound4",2009
21,21,"KJ Choi",NA,42.78,77,180,"OnePuttPercentageRound4",2009
22,22,"Anthony Kim",NA,42.71,123,288,"OnePuttPercentageRound4",2009
23,23,"Ben Crane",NA,42.69,146,342,"OnePuttPercentageRound4",2009
24,24,"Stephen Ames",NA,42.59,115,270,"OnePuttPercentageRound4",2009
24,24,"Carl Pettersson",NA,42.59,115,270,"OnePuttPercentageRound4",2009
26,26,"Tommy Armour III",NA,42.42,84,198,"OnePuttPercentageRound4",2009
27,27,"Luke Donald",NA,42.28,137,324,"OnePuttPercentageRound4",2009
27,27,"Scott McCarron",NA,42.28,137,324,"OnePuttPercentageRound4",2009
29,29,"Charley Hoffman",NA,42.22,152,360,"OnePuttPercentageRound4",2009
29,29,"Tiger Woods",NA,42.22,114,270,"OnePuttPercentageRound4",2009
31,31,"Ryan Moore",NA,42.16,129,306,"OnePuttPercentageRound4",2009
32,32,"Brandt Snedeker",NA,42.06,106,252,"OnePuttPercentageRound4",2009
33,33,"Sean OHair",NA,42.01,121,288,"OnePuttPercentageRound4",2009
34,34,"Brian Davis",NA,41.94,151,360,"OnePuttPercentageRound4",2009
35,35,"Padraig Harrington",NA,41.88,98,234,"OnePuttPercentageRound4",2009
35,35,"Bubba Watson",NA,41.88,98,234,"OnePuttPercentageRound4",2009
37,37,"Geoff Ogilvy",NA,41.83,128,306,"OnePuttPercentageRound4",2009
37,37,"Camilo Villegas",NA,41.83,128,306,"OnePuttPercentageRound4",2009
39,39,"Zach Johnson",NA,41.8,158,378,"OnePuttPercentageRound4",2009
40,40,"Tim Petrovic",NA,41.67,120,288,"OnePuttPercentageRound4",2009
40,40,"Nick Watney",NA,41.67,135,324,"OnePuttPercentageRound4",2009
42,42,"Woody Austin",NA,41.5,127,306,"OnePuttPercentageRound4",2009
43,43,"Alex Cejka",NA,41.48,112,270,"OnePuttPercentageRound4",2009
43,43,"George McNeill",NA,41.48,112,270,"OnePuttPercentageRound4",2009
45,45,"Kevin Na",NA,41.39,149,360,"OnePuttPercentageRound4",2009
46,46,"Marc Turnesa",NA,41.36,67,162,"OnePuttPercentageRound4",2009
46,46,"Mike Weir",NA,41.36,134,324,"OnePuttPercentageRound4",2009
48,48,"Lucas Glover",NA,41.11,148,360,"OnePuttPercentageRound4",2009
49,49,"Rod Pampling",NA,41.03,96,234,"OnePuttPercentageRound4",2009
50,50,"Bill Haas",NA,40.97,118,288,"OnePuttPercentageRound4",2009
51,51,"Tim Clark",NA,40.85,125,306,"OnePuttPercentageRound4",2009
52,52,"Chris DiMarco",NA,40.74,132,324,"OnePuttPercentageRound4",2009
53,53,"Dustin Johnson",NA,40.52,124,306,"OnePuttPercentageRound4",2009
54,54,"Bill Lunde",NA,40.48,102,252,"OnePuttPercentageRound4",2009
55,55,"Harrison Frazar",NA,40.43,131,324,"OnePuttPercentageRound4",2009
56,56,"Ernie Els",NA,40.37,109,270,"OnePuttPercentageRound4",2009
57,57,"Todd Hamilton",NA,40.28,87,216,"OnePuttPercentageRound4",2009
57,57,"Jeff Maggert",NA,40.28,87,216,"OnePuttPercentageRound4",2009
59,59,"Hunter Mahan",NA,40.21,152,378,"OnePuttPercentageRound4",2009
60,60,"Lee Janzen",NA,40.17,94,234,"OnePuttPercentageRound4",2009
61,61,"Vijay Singh",NA,40.08,101,252,"OnePuttPercentageRound4",2009
61,61,"Johnson Wagner",NA,40.08,101,252,"OnePuttPercentageRound4",2009
63,63,"Cliff Kresge",NA,40,72,180,"OnePuttPercentageRound4",2009
64,64,"Jeff Klauk",NA,39.77,136,342,"OnePuttPercentageRound4",2009
65,65,"Phil Mickelson",NA,39.68,100,252,"OnePuttPercentageRound4",2009
66,66,"Brad Adamonis",NA,39.44,71,180,"OnePuttPercentageRound4",2009
66,66,"Parker McLachlin",NA,39.44,71,180,"OnePuttPercentageRound4",2009
68,68,"Angel Cabrera",NA,39.39,78,198,"OnePuttPercentageRound4",2009
69,69,"JB Holmes",NA,39.35,85,216,"OnePuttPercentageRound4",2009
69,69,"Jimmy Walker",NA,39.35,85,216,"OnePuttPercentageRound4",2009
71,71,"Tim Herron",NA,39.24,113,288,"OnePuttPercentageRound4",2009
72,72,"Justin Leonard",NA,39.17,141,360,"OnePuttPercentageRound4",2009
73,73,"Brian Bateman",NA,38.89,21,54,"OnePuttPercentageRound4",2009
73,73,"Stewart Cink",NA,38.89,105,270,"OnePuttPercentageRound4",2009
73,73,"Mathew Goggin",NA,38.89,84,216,"OnePuttPercentageRound4",2009
73,73,"Freddie Jacobson",NA,38.89,112,288,"OnePuttPercentageRound4",2009
73,73,"Richard Johnson",NA,38.89,112,288,"OnePuttPercentageRound4",2009
73,73,"Darron Stiles",NA,38.89,42,108,"OnePuttPercentageRound4",2009
73,73,"Nicholas Thompson",NA,38.89,112,288,"OnePuttPercentageRound4",2009
80,80,"Ryuji Imada",NA,38.56,118,306,"OnePuttPercentageRound4",2009
81,81,"Chris Riley",NA,38.54,111,288,"OnePuttPercentageRound4",2009
82,82,"Michael Allen",NA,38.46,90,234,"OnePuttPercentageRound4",2009
83,83,"Matt Weibring",NA,38.33,69,180,"OnePuttPercentageRound4",2009
84,84,"Jeff Overton",NA,38.27,124,324,"OnePuttPercentageRound4",2009
84,84,"Kirk Triplett",NA,38.27,62,162,"OnePuttPercentageRound4",2009
86,86,"Davis Love III",NA,38.24,117,306,"OnePuttPercentageRound4",2009
87,87,"Nathan Green",NA,38.1,144,378,"OnePuttPercentageRound4",2009
88,88,"Michael Letzig",NA,38.06,137,360,"OnePuttPercentageRound4",2009
89,89,"Steve Flesch",NA,38.03,89,234,"OnePuttPercentageRound4",2009
89,89,"Chez Reavie",NA,38.03,89,234,"OnePuttPercentageRound4",2009
91,91,"Chad Campbell",NA,38.01,130,342,"OnePuttPercentageRound4",2009
92,92,"David Duval",NA,37.96,41,108,"OnePuttPercentageRound4",2009
93,93,"Retief Goosen",NA,37.91,116,306,"OnePuttPercentageRound4",2009
94,94,"Charles Warren",NA,37.88,75,198,"OnePuttPercentageRound4",2009
95,95,"Will Ma Kenzie",NA,37.78,68,180,"OnePuttPercentageRound4",2009
95,95,"Rick Price",NA,37.78,34,90,"OnePuttPercentageRound4",2009
97,97,"David Mathis",NA,37.61,88,234,"OnePuttPercentageRound4",2009
98,98,"Charles Howell III",NA,37.5,135,360,"OnePuttPercentageRound4",2009
98,98,"Spencer Levin",NA,37.5,81,216,"OnePuttPercentageRound4",2009
98,98,"Adam Scott",NA,37.5,54,144,"OnePuttPercentageRound4",2009
101,101,"Stuart Appleby",NA,37.41,101,270,"OnePuttPercentageRound4",2009
102,102,"Jason Bohn",NA,37.35,121,324,"OnePuttPercentageRound4",2009
103,103,"Scott Verplank",NA,37.22,134,360,"OnePuttPercentageRound4",2009
104,104,"Jason Day",NA,37.18,87,234,"OnePuttPercentageRound4",2009
104,104,"Sergio Garcia",NA,37.18,87,234,"OnePuttPercentageRound4",2009
106,106,"Dean Wilson",NA,37.04,80,216,"OnePuttPercentageRound4",2009
107,107,"DA Points",NA,36.94,133,360,"OnePuttPercentageRound4",2009
108,108,"Martin Laird",NA,36.87,73,198,"OnePuttPercentageRound4",2009
109,109,"Marc Leishman",NA,36.6,112,306,"OnePuttPercentageRound4",2009
109,109,"Heath Slocum",NA,36.6,112,306,"OnePuttPercentageRound4",2009
111,111,"David Toms",NA,36.51,138,378,"OnePuttPercentageRound4",2009
112,112,"John Senden",NA,36.39,131,360,"OnePuttPercentageRound4",2009
113,113,"Robert Allenby",NA,36.3,98,270,"OnePuttPercentageRound4",2009
114,114,"Boo Weekley",NA,36.27,111,306,"OnePuttPercentageRound4",2009
115,115,"Fred Couples",NA,36.11,65,180,"OnePuttPercentageRound4",2009
115,115,"Jason Dufner",NA,36.11,117,324,"OnePuttPercentageRound4",2009
115,115,"Steve Elkington",NA,36.11,78,216,"OnePuttPercentageRound4",2009
115,115,"Brad Faxon",NA,36.11,39,108,"OnePuttPercentageRound4",2009
115,115,"Robert Garrigus",NA,36.11,104,288,"OnePuttPercentageRound4",2009
115,115,"James Nitties",NA,36.11,104,288,"OnePuttPercentageRound4",2009
121,121,"Mark Wilson",NA,35.98,136,378,"OnePuttPercentageRound4",2009
122,122,"Charlie Wi",NA,35.95,110,306,"OnePuttPercentageRound4",2009
123,123,"Vaughn Taylor",NA,35.93,97,270,"OnePuttPercentageRound4",2009
124,124,"Matt Jones",NA,35.86,71,198,"OnePuttPercentageRound4",2009
125,125,"Kris Blanks",NA,35.8,58,162,"OnePuttPercentageRound4",2009
126,126,"Greg Chalmers",NA,35.76,103,288,"OnePuttPercentageRound4",2009
127,127,"Jonathan Byrd",NA,35.67,122,342,"OnePuttPercentageRound4",2009
127,127,"Bo Van Pelt",NA,35.67,122,342,"OnePuttPercentageRound4",2009
129,129,"Ryan Palmer",NA,35.65,77,216,"OnePuttPercentageRound4",2009
130,130,"John Mallinger",NA,35.62,109,306,"OnePuttPercentageRound4",2009
130,130,"DJ Trahan",NA,35.62,109,306,"OnePuttPercentageRound4",2009
132,132,"Brendon de Jonge",NA,35.56,96,270,"OnePuttPercentageRound4",2009
132,132,"Bob Estes",NA,35.56,96,270,"OnePuttPercentageRound4",2009
132,132,"Andres Romero",NA,35.56,64,180,"OnePuttPercentageRound4",2009
132,132,"Kevin Sutherland",NA,35.56,128,360,"OnePuttPercentageRound4",2009
136,136,"Ben Curtis",NA,35.32,89,252,"OnePuttPercentageRound4",2009
137,137,"Derek Fathauer",NA,35.19,38,108,"OnePuttPercentageRound4",2009
137,137,"Scott Piercy",NA,35.19,95,270,"OnePuttPercentageRound4",2009
137,137,"Chris Stroud",NA,35.19,95,270,"OnePuttPercentageRound4",2009
140,140,"Cameron Beckman",NA,34.64,106,306,"OnePuttPercentageRound4",2009
141,141,"Glen Day",NA,34.62,81,234,"OnePuttPercentageRound4",2009
141,141,"Bryce Molder",NA,34.62,81,234,"OnePuttPercentageRound4",2009
143,143,"Brett Quigley",NA,34.31,105,306,"OnePuttPercentageRound4",2009
144,144,"Rich Beem",NA,34.26,74,216,"OnePuttPercentageRound4",2009
145,145,"Tom Pernice Jr",NA,34.13,86,252,"OnePuttPercentageRound4",2009
146,146,"Troy Matteson",NA,33.68,97,288,"OnePuttPercentageRound4",2009
147,147,"Rocco Mediate",NA,33.66,103,306,"OnePuttPercentageRound4",2009
148,148,"Nick OHern",NA,33.64,109,324,"OnePuttPercentageRound4",2009
149,149,"Kevin Streelman",NA,33.63,115,342,"OnePuttPercentageRound4",2009
150,150,"Eric Axley",NA,33.33,36,108,"OnePuttPercentageRound4",2009
150,150,"Leif Olson",NA,33.33,24,72,"OnePuttPercentageRound4",2009
152,152,"Billy Mayfair",NA,32.91,77,234,"OnePuttPercentageRound4",2009
153,153,"Kevin Stadler",NA,32.87,71,216,"OnePuttPercentageRound4",2009
154,154,"John Rollins",NA,32.75,112,342,"OnePuttPercentageRound4",2009
155,155,"Corey Pavin",NA,32.48,76,234,"OnePuttPercentageRound4",2009
156,156,"Jerry Kelly",NA,32.46,111,342,"OnePuttPercentageRound4",2009
157,157,"Briny Baird",NA,32.29,93,288,"OnePuttPercentageRound4",2009
158,158,"Colt Knost",NA,32.22,58,180,"OnePuttPercentageRound4",2009
159,159,"Paul Goydos",NA,32.14,81,252,"OnePuttPercentageRound4",2009
