"Last5EventsScoring_RANKTHISWEEK_2012","Last5EventsScoring_RANKLASTWEEK_2012","Last5EventsScoring_PLAYERNAME_2012","Last5EventsScoring_EVENTS_2012","Last5EventsScoring_RATING_2012","stat_name","year"
1,1,"David Toms",2,9,"Last5EventsScoring",2012
2,2,"Jonas Blixt",4,8.9,"Last5EventsScoring",2012
2,2,"Tim Petrovic",1,8.9,"Last5EventsScoring",2012
2,2,"Tiger Woods",3,8.9,"Last5EventsScoring",2012
5,5,"Robert Garrigus",3,8.8,"Last5EventsScoring",2012
5,5,"Paul Goydos",2,8.8,"Last5EventsScoring",2012
5,5,"Rory McIlroy",4,8.8,"Last5EventsScoring",2012
8,8,"Woody Austin",2,8.7,"Last5EventsScoring",2012
8,8,"Brendon de Jonge",4,8.7,"Last5EventsScoring",2012
8,8,"Davis Love III",3,8.7,"Last5EventsScoring",2012
8,8,"Tom Pernice Jr",1,8.7,"Last5EventsScoring",2012
8,8,"Ian Poulter",1,8.7,"Last5EventsScoring",2012
8,8,"Joey Snyder III",1,8.7,"Last5EventsScoring",2012
8,8,"Nick Watney",1,8.7,"Last5EventsScoring",2012
15,15,"Sergio Garcia",4,8.6,"Last5EventsScoring",2012
15,15,"Bill Lunde",3,8.6,"Last5EventsScoring",2012
15,15,"Shigeki Maruyama",1,8.6,"Last5EventsScoring",2012
15,15,"Ryan Moore",5,8.6,"Last5EventsScoring",2012
15,15,"Kyle Reifers",2,8.6,"Last5EventsScoring",2012
15,15,"Justin Rose",2,8.6,"Last5EventsScoring",2012
15,15,"Vijay Singh",4,8.6,"Last5EventsScoring",2012
15,15,"Brandt Snedeker",2,8.6,"Last5EventsScoring",2012
15,15,"Willie Wood",1,8.6,"Last5EventsScoring",2012
24,24,"Ricky Barnes",1,8.5,"Last5EventsScoring",2012
24,24,"Charlie Beljan",3,8.5,"Last5EventsScoring",2012
24,24,"Gavin Coles",2,8.5,"Last5EventsScoring",2012
24,24,"Nicolas Colsaerts",2,8.5,"Last5EventsScoring",2012
24,24,"Brian Davis",1,8.5,"Last5EventsScoring",2012
24,24,"Tadd Fujikawa",1,8.5,"Last5EventsScoring",2012
24,24,"Jim Furyk",4,8.5,"Last5EventsScoring",2012
