"ConsecutiveCuts_RANKTHISWEEK_2012","ConsecutiveCuts_RANKLASTWEEK_2012","ConsecutiveCuts_PLAYERNAME_2012","ConsecutiveCuts__2012","ConsecutiveCuts_TOTAL_2012","ConsecutiveCuts_STARTTOURNAMENTID_2012","stat_name","year"
30,30,"Tim Herron",NA,6,2012330,"ConsecutiveCuts",2012
30,30,"Phil Mickelson",NA,6,2012350,"ConsecutiveCuts",2012
30,30,"Edoardo Molinari",NA,6,2011240,"ConsecutiveCuts",2012
30,30,"Ryan Moore",NA,6,2012370,"ConsecutiveCuts",2012
30,30,"Geoff Ogilvy",NA,6,2012320,"ConsecutiveCuts",2012
30,30,"Peter Senior",NA,6,2000310,"ConsecutiveCuts",2012
30,30,"Kevin Stadler",NA,6,2012340,"ConsecutiveCuts",2012
30,30,"Doug Tewell",NA,6,1999230,"ConsecutiveCuts",2012
30,30,"Nick Watney",NA,6,2012370,"ConsecutiveCuts",2012
43,43,"Brendon de Jonge",NA,5,2012390,"ConsecutiveCuts",2012
43,43,"Retief Goosen",NA,5,2012260,"ConsecutiveCuts",2012
43,43,"JB Holmes",NA,5,2012380,"ConsecutiveCuts",2012
43,43,"Brandt Jobe",NA,5,2012220,"ConsecutiveCuts",2012
43,43,"Simon Khan",NA,5,2010310,"ConsecutiveCuts",2012
43,43,"Wayne Levi",NA,5,2001300,"ConsecutiveCuts",2012
43,43,"Sean OHair",NA,5,2012380,"ConsecutiveCuts",2012
43,43,"Jeff Overton",NA,5,2012390,"ConsecutiveCuts",2012
43,43,"Brandt Snedeker",NA,5,2012370,"ConsecutiveCuts",2012
43,43,"Richard Sterne",NA,5,2009240,"ConsecutiveCuts",2012
43,43,"Camilo Villegas",NA,5,2012370,"ConsecutiveCuts",2012
54,54,"Angel Cabrera",NA,4,2012370,"ConsecutiveCuts",2012
54,54,"Will Claxton",NA,4,2012430,"ConsecutiveCuts",2012
54,54,"Ben Curtis",NA,4,2012400,"ConsecutiveCuts",2012
54,54,"Jason Day",NA,4,2012380,"ConsecutiveCuts",2012
54,54,"Jamie Donaldson",NA,4,2012320,"ConsecutiveCuts",2012
54,54,"Bob Estes",NA,4,2012380,"ConsecutiveCuts",2012
54,54,"Rickie Fowler",NA,4,2012380,"ConsecutiveCuts",2012
54,54,"Jim Furyk",NA,4,2012390,"ConsecutiveCuts",2012
54,54,"Sergio Garcia",NA,4,2012370,"ConsecutiveCuts",2012
54,54,"Mathew Goggin",NA,4,2012430,"ConsecutiveCuts",2012
54,54,"Andres Gonzales",NA,4,2011430,"ConsecutiveCuts",2012
54,54,"Nathan Green",NA,4,2012430,"ConsecutiveCuts",2012
54,54,"JJ Killeen",NA,4,2012430,"ConsecutiveCuts",2012
54,54,"Cliff Kresge",NA,4,2010420,"ConsecutiveCuts",2012
54,54,"Kenichi Kuboya",NA,4,2003470,"ConsecutiveCuts",2012
54,54,"Matt Kuchar",NA,4,2012380,"ConsecutiveCuts",2012
54,54,"Davis Love III",NA,4,2012430,"ConsecutiveCuts",2012
54,54,"Joost Luiten",NA,4,2011310,"ConsecutiveCuts",2012
54,54,"Francesco Molinari",NA,4,2012260,"ConsecutiveCuts",2012
54,54,"Pat Perez",NA,4,2012360,"ConsecutiveCuts",2012
54,54,"Scott Piercy",NA,4,2012390,"ConsecutiveCuts",2012
54,54,"Lee Westwood",NA,4,2012380,"ConsecutiveCuts",2012
76,76,"Mark Anderson",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Cameron Beckman",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Charlie Beljan",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Thomas Bjorn",NA,3,2012320,"ConsecutiveCuts",2012
76,76,"Guy Boros",NA,3,2011300,"ConsecutiveCuts",2012
76,76,"Keegan Bradley",NA,3,2012390,"ConsecutiveCuts",2012
76,76,"Stewart Cink",NA,3,2012430,"ConsecutiveCuts",2012
76,76,"Fred Couples",NA,3,2012150,"ConsecutiveCuts",2012
76,76,"Ken Duke",NA,3,2012430,"ConsecutiveCuts",2012
76,76,"Gonzalo Fdez Castano",NA,3,2012320,"ConsecutiveCuts",2012
76,76,"Ross Fisher",NA,3,2011360,"ConsecutiveCuts",2012
76,76,"Martin Flores",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Brian Gay",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Fabian Gomez",NA,3,2011430,"ConsecutiveCuts",2012
76,76,"Peter Hanson",NA,3,2012320,"ConsecutiveCuts",2012
76,76,"Charles Howell III",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Ryuji Imada",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Matt Jones",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Jason Kokrak",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Scott Langley",NA,3,2012100,"ConsecutiveCuts",2012
76,76,"Hunter Mahan",NA,3,2012390,"ConsecutiveCuts",2012
76,76,"Ben Martin",NA,3,2011430,"ConsecutiveCuts",2012
76,76,"John Merrick",NA,3,2012390,"ConsecutiveCuts",2012
76,76,"Kevin Na",NA,3,2012390,"ConsecutiveCuts",2012
76,76,"Hennie Otto",NA,3,2010350,"ConsecutiveCuts",2012
76,76,"Ryan Palmer",NA,3,2012400,"ConsecutiveCuts",2012
76,76,"Carl Paulson",NA,3,2011450,"ConsecutiveCuts",2012
76,76,"Alexandre Rocha",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"John Rollins",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2012
76,76,"Webb Simpson",NA,3,2012390,"ConsecutiveCuts",2012
76,76,"Henrik Stenson",NA,3,2012380,"ConsecutiveCuts",2012
76,76,"DJ Trahan",NA,3,2012440,"ConsecutiveCuts",2012
76,76,"Mark Wilson",NA,3,2012390,"ConsecutiveCuts",2012
76,76,"Casey Wittenberg",NA,3,2009480,"ConsecutiveCuts",2012
76,76,"YE Yang",NA,3,2012350,"ConsecutiveCuts",2012
112,112,"Steve Allan",NA,2,2010300,"ConsecutiveCuts",2012
112,112,"Stuart Appleby",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Alex Aragon",NA,2,2011340,"ConsecutiveCuts",2012
112,112,"Matthew Baldwin",NA,2,2012260,"ConsecutiveCuts",2012
112,112,"Warren Bennett",NA,2,2002310,"ConsecutiveCuts",2012
112,112,"Jason Bohn",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Roberto Castro",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Alex Cejka",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Kevin Chappell",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"SSP Chawrasia",NA,2,2008140,"ConsecutiveCuts",2012
112,112,"Daniel Chopra",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Gavin Coles",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Nicolas Colsaerts",NA,2,2012370,"ConsecutiveCuts",2012
112,112,"Ben Crane",NA,2,2012400,"ConsecutiveCuts",2012
112,112,"Marco Dawson",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Glen Day",NA,2,2012310,"ConsecutiveCuts",2012
112,112,"Chris DiMarco",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Johan Edfors",NA,2,2011260,"ConsecutiveCuts",2012
112,112,"Danny Ellis",NA,2,2007080,"ConsecutiveCuts",2012
112,112,"Matt Every",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Yoshinori Fujimoto",NA,2,2012320,"ConsecutiveCuts",2012
112,112,"Tommy Gainey",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Mathias Gronberg",NA,2,2011340,"ConsecutiveCuts",2012
112,112,"Bill Haas",NA,2,2012390,"ConsecutiveCuts",2012
112,112,"Brian Harman",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Russell Henley",NA,2,2010260,"ConsecutiveCuts",2012
112,112,"Scott Hoch",NA,2,2008100,"ConsecutiveCuts",2012
112,112,"Beau Hossler",NA,2,2012260,"ConsecutiveCuts",2012
112,112,"Junggon Hwang",NA,2,2011310,"ConsecutiveCuts",2012
112,112,"Miguel Angel Jimenez",NA,2,2012320,"ConsecutiveCuts",2012
112,112,"KT Kim",NA,2,2012350,"ConsecutiveCuts",2012
112,112,"Marc Leishman",NA,2,2012390,"ConsecutiveCuts",2012
112,112,"Justin Leonard",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Edward Loar",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Jarrod Lyle",NA,2,2012070,"ConsecutiveCuts",2012
112,112,"David Lynn",NA,2,2003300,"ConsecutiveCuts",2012
112,112,"Graeme McDowell",NA,2,2012390,"ConsecutiveCuts",2012
112,112,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2012
112,112,"Troy Merritt",NA,2,2011440,"ConsecutiveCuts",2012
112,112,"Garth Mulroy",NA,2,2012440,"ConsecutiveCuts",2012
112,112,"Toshinori Muto",NA,2,2012320,"ConsecutiveCuts",2012
112,112,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2012
112,112,"Alexander Noren",NA,2,2012320,"ConsecutiveCuts",2012
112,112,"Thorbjorn Olesen",NA,2,2012320,"ConsecutiveCuts",2012
112,112,"Juvic Pagunsan",NA,2,2012120,"ConsecutiveCuts",2012
112,112,"Brenden Pappas",NA,2,2010460,"ConsecutiveCuts",2012
112,112,"Jaebum Park",NA,2,2011350,"ConsecutiveCuts",2012
112,112,"Craig Parry",NA,2,2008320,"ConsecutiveCuts",2012
112,112,"Corey Pavin",NA,2,2012020,"ConsecutiveCuts",2012
112,112,"Cameron Percy",NA,2,2011420,"ConsecutiveCuts",2012
112,112,"Alistair Presnell",NA,2,2010120,"ConsecutiveCuts",2012
112,112,"Ted Purdy",NA,2,2012310,"ConsecutiveCuts",2012
112,112,"Jeff Quinney",NA,2,2011440,"ConsecutiveCuts",2012
112,112,"Jonathan Randolph",NA,2,2011300,"ConsecutiveCuts",2012
112,112,"Kyle Reifers",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Justin Rose",NA,2,2012400,"ConsecutiveCuts",2012
112,112,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2012
112,112,"Marcel Siem",NA,2,2012350,"ConsecutiveCuts",2012
112,112,"Lee Slattery",NA,2,2012320,"ConsecutiveCuts",2012
112,112,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2012
112,112,"Scott Stallings",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Kyle Stanley",NA,2,2012390,"ConsecutiveCuts",2012
112,112,"Brendan Steele",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Andre Stolz",NA,2,2011300,"ConsecutiveCuts",2012
112,112,"Toru Taniguchi",NA,2,2012350,"ConsecutiveCuts",2012
112,112,"Justin Thomas",NA,2,2009370,"ConsecutiveCuts",2012
112,112,"Michael Thompson",NA,2,2012430,"ConsecutiveCuts",2012
112,112,"Omar Uresti",NA,2,2012250,"ConsecutiveCuts",2012
112,112,"Charles Warren",NA,2,2011290,"ConsecutiveCuts",2012
112,112,"Tom Watson",NA,2,2012290,"ConsecutiveCuts",2012
112,112,"Bubba Watson",NA,2,2012400,"ConsecutiveCuts",2012
112,112,"Boo Weekley",NA,2,2012450,"ConsecutiveCuts",2012
112,112,"Matt Weibring",NA,2,2011300,"ConsecutiveCuts",2012
112,112,"Brett Wetterich",NA,2,2012250,"ConsecutiveCuts",2012
112,112,"Charlie Wi",NA,2,2012400,"ConsecutiveCuts",2012
112,112,"Thaworn Wiratchant",NA,2,2006310,"ConsecutiveCuts",2012
