"Round2ScoringAverage_RANKTHISWEEK_2005","Round2ScoringAverage_RANKLASTWEEK_2005","Round2ScoringAverage_PLAYERNAME_2005","Round2ScoringAverage__2005","Round2ScoringAverage_AVG_2005","Round2ScoringAverage_TOTALSTROKES_2005","Round2ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Phil Mickelson",NA,68.21,1296,19,"Round2ScoringAverage",2005
2,2,"Tiger Woods",NA,68.85,1377,20,"Round2ScoringAverage",2005
3,3,"John Senden",NA,68.96,1931,28,"Round2ScoringAverage",2005
4,4,"Arjun Atwal",NA,69.12,1175,17,"Round2ScoringAverage",2005
5,5,"Scott Verplank",NA,69.17,1591,23,"Round2ScoringAverage",2005
6,6,"Tim Herron",NA,69.3,1871,27,"Round2ScoringAverage",2005
7,7,"Ben Crane",NA,69.37,1318,19,"Round2ScoringAverage",2005
8,8,"Kevin Sutherland",NA,69.4,1735,25,"Round2ScoringAverage",2005
9,9,"Justin Rose",NA,69.41,1874,27,"Round2ScoringAverage",2005
10,10,"Billy Mayfair",NA,69.57,2087,30,"Round2ScoringAverage",2005
11,11,"Vijay Singh",NA,69.59,2018,29,"Round2ScoringAverage",2005
12,12,"Jim Furyk",NA,69.64,1741,25,"Round2ScoringAverage",2005
13,13,"Brandt Jobe",NA,69.69,1812,26,"Round2ScoringAverage",2005
14,14,"Tim Clark",NA,69.75,1674,24,"Round2ScoringAverage",2005
14,14,"Retief Goosen",NA,69.75,1116,16,"Round2ScoringAverage",2005
16,16,"Rocco Mediate",NA,69.76,1465,21,"Round2ScoringAverage",2005
17,17,"Dudley Hart",NA,69.82,1536,22,"Round2ScoringAverage",2005
17,17,"Loren Roberts",NA,69.82,1187,17,"Round2ScoringAverage",2005
19,19,"Arron Oberholser",NA,69.89,1258,18,"Round2ScoringAverage",2005
20,20,"Zach Johnson",NA,69.97,2029,29,"Round2ScoringAverage",2005
21,21,"Bo Van Pelt",NA,70.03,2311,33,"Round2ScoringAverage",2005
22,22,"Corey Pavin",NA,70.05,1541,22,"Round2ScoringAverage",2005
22,22,"Steve Stricker",NA,70.05,1471,21,"Round2ScoringAverage",2005
24,24,"Sergio Garcia",NA,70.06,1261,18,"Round2ScoringAverage",2005
24,24,"Kent Jones",NA,70.06,2172,31,"Round2ScoringAverage",2005
26,26,"Shigeki Maruyama",NA,70.07,1962,28,"Round2ScoringAverage",2005
27,27,"Kenny Perry",NA,70.09,1542,22,"Round2ScoringAverage",2005
28,28,"Justin Leonard",NA,70.18,1544,22,"Round2ScoringAverage",2005
29,29,"Luke Donald",NA,70.19,1123,16,"Round2ScoringAverage",2005
30,30,"Craig Barlow",NA,70.2,1755,25,"Round2ScoringAverage",2005
31,31,"Tommy Armour III",NA,70.24,2037,29,"Round2ScoringAverage",2005
31,31,"Mark Calcavecchia",NA,70.24,1756,25,"Round2ScoringAverage",2005
31,31,"Jerry Kelly",NA,70.24,2037,29,"Round2ScoringAverage",2005
31,31,"Neal Lancaster",NA,70.24,2037,29,"Round2ScoringAverage",2005
35,35,"Jeff Sluman",NA,70.26,1897,27,"Round2ScoringAverage",2005
36,36,"Jose Maria Olazabal",NA,70.27,1054,15,"Round2ScoringAverage",2005
36,36,"Dean Wilson",NA,70.27,1827,26,"Round2ScoringAverage",2005
38,38,"Bob Estes",NA,70.28,1757,25,"Round2ScoringAverage",2005
39,39,"David Toms",NA,70.29,1476,21,"Round2ScoringAverage",2005
40,40,"Nick Watney",NA,70.3,2109,30,"Round2ScoringAverage",2005
