"TotalPutting_RANKTHISWEEK_2009","TotalPutting_RANKLASTWEEK_2009","TotalPutting_PLAYERNAME_2009","TotalPutting_EVENTS_2009","TotalPutting_TOTAL_2009","stat_name","year"
1,1,"Brian Gay",27,38.6,"TotalPutting",2009
2,2,"Luke Donald",21,42.8,"TotalPutting",2009
3,3,"Brandt Snedeker",26,50.5,"TotalPutting",2009
4,4,"Freddie Jacobson",25,64.2,"TotalPutting",2009
5,5,"Brad Faxon",23,72.2,"TotalPutting",2009
6,6,"Jim Furyk",23,77,"TotalPutting",2009
7,7,"Bryce Molder",21,83.8,"TotalPutting",2009
8,8,"Kevin Na",26,86.1,"TotalPutting",2009
9,9,"Matt Kuchar",24,87.7,"TotalPutting",2009
10,10,"Tiger Woods",17,87.9,"TotalPutting",2009
11,11,"Geoff Ogilvy",20,89.8,"TotalPutting",2009
12,12,"Padraig Harrington",20,92.2,"TotalPutting",2009
13,13,"Greg Chalmers",26,92.5,"TotalPutting",2009
14,14,"Scott McCarron",27,93.2,"TotalPutting",2009
15,15,"Nathan Green",30,93.3,"TotalPutting",2009
16,16,"Corey Pavin",23,93.9,"TotalPutting",2009
17,17,"Matt Jones",17,96.3,"TotalPutting",2009
18,18,"Charlie Wi",28,96.7,"TotalPutting",2009
19,19,"Spencer Levin",25,98.5,"TotalPutting",2009
20,20,"Joe Ogilvie",29,104.9,"TotalPutting",2009
21,21,"Eric Axley",30,105.8,"TotalPutting",2009
22,22,"Tim Clark",23,106.5,"TotalPutting",2009
23,23,"Nick Watney",24,110.9,"TotalPutting",2009
24,24,"Zach Johnson",26,111,"TotalPutting",2009
25,25,"Aaron Baddeley",23,111.2,"TotalPutting",2009
26,26,"Stephen Ames",23,112.1,"TotalPutting",2009
27,27,"Pat Perez",22,113.3,"TotalPutting",2009
28,28,"Bob Heintz",20,116.6,"TotalPutting",2009
29,29,"Jeff Klauk",29,116.7,"TotalPutting",2009
30,30,"Stewart Cink",22,117.5,"TotalPutting",2009
31,31,"Ryuji Imada",25,117.7,"TotalPutting",2009
32,32,"Carl Pettersson",29,119.3,"TotalPutting",2009
33,33,"Retief Goosen",20,119.7,"TotalPutting",2009
34,34,"Ryan Moore",27,120.5,"TotalPutting",2009
35,35,"Ben Curtis",18,127.1,"TotalPutting",2009
36,36,"Ben Crane",27,127.5,"TotalPutting",2009
37,37,"Anthony Kim",22,130.4,"TotalPutting",2009
38,38,"Richard Johnson",26,131.3,"TotalPutting",2009
38,38,"Webb Simpson",30,131.3,"TotalPutting",2009
40,40,"Mike Weir",24,131.8,"TotalPutting",2009
41,41,"Justin Leonard",26,132.1,"TotalPutting",2009
42,42,"Tim Petrovic",31,133.3,"TotalPutting",2009
43,43,"Vaughn Taylor",28,133.5,"TotalPutting",2009
44,44,"Jason Day",18,135.8,"TotalPutting",2009
45,45,"Harrison Frazar",28,139.6,"TotalPutting",2009
46,46,"Jerry Kelly",26,139.9,"TotalPutting",2009
47,47,"Ryan Palmer",26,144.8,"TotalPutting",2009
48,48,"Hunter Mahan",25,145.5,"TotalPutting",2009
49,49,"Parker McLachlin",25,146.2,"TotalPutting",2009
50,50,"George McNeill",26,150.3,"TotalPutting",2009
51,51,"Chris Riley",22,150.7,"TotalPutting",2009
51,51,"Bo Van Pelt",30,150.7,"TotalPutting",2009
53,53,"Dean Wilson",29,152,"TotalPutting",2009
54,54,"Dustin Johnson",25,153.7,"TotalPutting",2009
55,55,"David Toms",27,155.8,"TotalPutting",2009
56,56,"Aron Price",27,156.8,"TotalPutting",2009
57,57,"Mark Wilson",28,157.8,"TotalPutting",2009
58,58,"Kevin Sutherland",27,159.6,"TotalPutting",2009
59,59,"James Nitties",27,159.7,"TotalPutting",2009
60,60,"Charley Hoffman",27,159.8,"TotalPutting",2009
61,61,"Daniel Chopra",28,160.6,"TotalPutting",2009
62,62,"Woody Austin",24,161.3,"TotalPutting",2009
63,63,"Ian Poulter",17,162.2,"TotalPutting",2009
64,64,"Angel Cabrera",17,163.6,"TotalPutting",2009
64,64,"Jeff Quinney",26,163.6,"TotalPutting",2009
66,66,"Scott Piercy",28,167.3,"TotalPutting",2009
67,67,"David Mathis",27,168.6,"TotalPutting",2009
67,67,"Steve Stricker",22,168.6,"TotalPutting",2009
69,69,"Bob Estes",23,168.9,"TotalPutting",2009
70,70,"Kenny Perry",24,170.1,"TotalPutting",2009
71,71,"Jeff Overton",28,171,"TotalPutting",2009
72,72,"Steve Marino",29,171.1,"TotalPutting",2009
73,73,"Scott Verplank",24,171.8,"TotalPutting",2009
74,74,"Bill Lunde",27,173.3,"TotalPutting",2009
75,75,"Brian Bateman",25,174.3,"TotalPutting",2009
76,76,"Brad Adamonis",25,175.4,"TotalPutting",2009
77,77,"John Mallinger",27,179.2,"TotalPutting",2009
78,78,"Kevin Streelman",29,179.3,"TotalPutting",2009
79,79,"Sergio Garcia",17,182.7,"TotalPutting",2009
80,80,"Colt Knost",24,184.5,"TotalPutting",2009
80,80,"John Senden",29,184.5,"TotalPutting",2009
82,82,"Phil Mickelson",18,185.1,"TotalPutting",2009
83,83,"Brendon Todd",21,186.3,"TotalPutting",2009
84,84,"Andres Romero",20,187.8,"TotalPutting",2009
85,85,"Tommy Armour III",19,192,"TotalPutting",2009
86,86,"Todd Hamilton",29,193.5,"TotalPutting",2009
87,87,"Justin Rose",22,196.4,"TotalPutting",2009
88,88,"Martin Laird",24,198.8,"TotalPutting",2009
89,89,"Jarrod Lyle",21,199,"TotalPutting",2009
90,90,"David Duval",22,205.6,"TotalPutting",2009
91,91,"Marc Leishman",28,205.8,"TotalPutting",2009
92,92,"JJ Henry",28,206.5,"TotalPutting",2009
93,93,"Chad Campbell",26,206.7,"TotalPutting",2009
94,94,"John Merrick",28,207,"TotalPutting",2009
95,95,"Johnson Wagner",26,209.3,"TotalPutting",2009
96,96,"Brian Davis",32,210.3,"TotalPutting",2009
97,97,"Cliff Kresge",28,211,"TotalPutting",2009
98,98,"Jason Dufner",26,211.4,"TotalPutting",2009
99,99,"Tim Herron",27,211.6,"TotalPutting",2009
100,100,"KJ Choi",22,211.7,"TotalPutting",2009
101,101,"Rory Sabbatini",25,212.2,"TotalPutting",2009
102,102,"Ted Purdy",30,212.9,"TotalPutting",2009
103,103,"Steve Lowery",27,213.3,"TotalPutting",2009
104,104,"Cameron Beckman",26,214,"TotalPutting",2009
105,105,"Lucas Glover",26,214.4,"TotalPutting",2009
106,106,"Lee Janzen",23,214.8,"TotalPutting",2009
107,107,"Mark Calcavecchia",23,216.6,"TotalPutting",2009
108,108,"Rich Beem",26,219,"TotalPutting",2009
109,109,"Troy Matteson",30,219.7,"TotalPutting",2009
110,110,"Paul Goydos",25,219.8,"TotalPutting",2009
110,110,"Charles Howell III",29,219.8,"TotalPutting",2009
