"TotalPutting_RANKTHISWEEK_2009","TotalPutting_RANKLASTWEEK_2009","TotalPutting_PLAYERNAME_2009","TotalPutting_EVENTS_2009","TotalPutting_TOTAL_2009","stat_name","year"
112,112,"Matt Bettencourt",31,220.3,"TotalPutting",2009
112,112,"John Rollins",27,220.3,"TotalPutting",2009
114,114,"Chris DiMarco",29,221.1,"TotalPutting",2009
115,115,"Scott Sterling",16,221.2,"TotalPutting",2009
116,116,"YE Yang",23,221.8,"TotalPutting",2009
117,117,"Camilo Villegas",21,223.8,"TotalPutting",2009
118,118,"Jimmy Walker",24,223.9,"TotalPutting",2009
119,119,"Bill Haas",29,226.5,"TotalPutting",2009
120,120,"Chez Reavie",27,226.9,"TotalPutting",2009
121,121,"Michael Letzig",28,227.6,"TotalPutting",2009
121,121,"Nick OHern",27,227.6,"TotalPutting",2009
123,123,"Bart Bryant",17,228.7,"TotalPutting",2009
124,124,"Sean OHair",23,230.3,"TotalPutting",2009
125,125,"Brian Vranesh",20,230.5,"TotalPutting",2009
126,126,"Marc Turnesa",30,233.7,"TotalPutting",2009
127,127,"Jason Bohn",25,235.8,"TotalPutting",2009
128,128,"Tom Pernice Jr",26,236.8,"TotalPutting",2009
129,129,"Kent Jones",24,239.2,"TotalPutting",2009
129,129,"DA Points",29,239.2,"TotalPutting",2009
131,131,"Tag Ridings",16,241,"TotalPutting",2009
132,132,"Patrick Sheehan",15,243.1,"TotalPutting",2009
133,133,"Chris Stroud",28,243.4,"TotalPutting",2009
134,134,"Charles Warren",20,243.9,"TotalPutting",2009
135,135,"Steve Elkington",23,244,"TotalPutting",2009
136,136,"Brett Quigley",28,245.8,"TotalPutting",2009
137,137,"Leif Olson",21,251.5,"TotalPutting",2009
138,138,"Jeff Maggert",28,252.5,"TotalPutting",2009
139,139,"Mark Brooks",17,252.7,"TotalPutting",2009
140,140,"Michael Allen",22,253.5,"TotalPutting",2009
141,141,"Briny Baird",28,255.5,"TotalPutting",2009
142,142,"Kris Blanks",20,256,"TotalPutting",2009
143,143,"Bubba Watson",24,257.6,"TotalPutting",2009
144,144,"Rod Pampling",23,259.2,"TotalPutting",2009
145,145,"Casey Wittenberg",25,261.1,"TotalPutting",2009
146,146,"Heath Slocum",30,261.9,"TotalPutting",2009
147,147,"Mathew Goggin",26,265.9,"TotalPutting",2009
148,148,"Derek Fathauer",25,269.3,"TotalPutting",2009
149,149,"Davis Love III",27,271.1,"TotalPutting",2009
150,150,"Steve Flesch",27,273.6,"TotalPutting",2009
151,151,"Robert Garrigus",25,273.8,"TotalPutting",2009
152,152,"Tom Lehman",16,274.8,"TotalPutting",2009
152,152,"Matt Weibring",22,274.8,"TotalPutting",2009
154,154,"Gary Woodland",18,276.8,"TotalPutting",2009
155,155,"Jonathan Byrd",25,280.9,"TotalPutting",2009
156,156,"Boo Weekley",22,283.4,"TotalPutting",2009
157,157,"Ken Duke",29,286.2,"TotalPutting",2009
158,158,"DJ Trahan",30,288.6,"TotalPutting",2009
159,159,"Greg Owen",30,291.9,"TotalPutting",2009
160,160,"Kevin Stadler",20,293.4,"TotalPutting",2009
161,161,"Nicholas Thompson",31,294.2,"TotalPutting",2009
162,162,"Fred Couples",16,296.4,"TotalPutting",2009
163,163,"Brendon de Jonge",29,297,"TotalPutting",2009
164,164,"Glen Day",26,298.8,"TotalPutting",2009
165,165,"Darron Stiles",20,299,"TotalPutting",2009
166,166,"Alex Cejka",25,299.7,"TotalPutting",2009
167,167,"Ernie Els",19,304.3,"TotalPutting",2009
168,168,"Kirk Triplett",20,305.6,"TotalPutting",2009
169,169,"JB Holmes",25,313.9,"TotalPutting",2009
170,170,"Peter Lonard",30,314.2,"TotalPutting",2009
171,171,"Peter Tomasulo",25,317.8,"TotalPutting",2009
172,172,"Jason Gore",24,321.6,"TotalPutting",2009
173,173,"Billy Mayfair",28,328.8,"TotalPutting",2009
174,174,"Robert Allenby",21,329.6,"TotalPutting",2009
175,175,"Jay Williamson",22,335.3,"TotalPutting",2009
176,176,"Greg Kraft",21,337.2,"TotalPutting",2009
177,177,"Rocco Mediate",22,339.3,"TotalPutting",2009
178,178,"Will Ma Kenzie",24,340.5,"TotalPutting",2009
179,179,"Joe Durant",20,341,"TotalPutting",2009
179,179,"Vijay Singh",21,341,"TotalPutting",2009
181,181,"Stuart Appleby",25,342.5,"TotalPutting",2009
182,182,"Rick Price",21,352.3,"TotalPutting",2009
183,183,"Adam Scott",19,352.6,"TotalPutting",2009
184,184,"Ricky Barnes",23,372.6,"TotalPutting",2009
