"GIRPercentageLess75yards_RANKTHISWEEK_2009","GIRPercentageLess75yards_RANKLASTWEEK_2009","GIRPercentageLess75yards_PLAYERNAME_2009","GIRPercentageLess75yards_ROUNDS_2009","GIRPercentageLess75yards_Pct_2009","GIRPercentageLess75yards_GREENSHIT_2009","GIRPercentageLess75yards_TOTALHOLES_2009","GIRPercentageLess75yards_RELATIVETOPAR_2009","stat_name","year"
1,1,"Stephen Ames",77,95.45,126,132,-0.71,"GIRPercentageLess75yards",2009
2,2,"Bob Estes",78,93.7,119,127,-0.68,"GIRPercentageLess75yards",2009
3,3,"Woody Austin",84,93.25,152,163,-0.51,"GIRPercentageLess75yards",2009
4,4,"Jonathan Byrd",89,93,226,243,-0.59,"GIRPercentageLess75yards",2009
4,4,"Colt Knost",71,93,93,100,-0.55,"GIRPercentageLess75yards",2009
6,6,"KJ Choi",65,92.98,106,114,-0.55,"GIRPercentageLess75yards",2009
6,6,"Heath Slocum",95,92.98,159,171,-0.55,"GIRPercentageLess75yards",2009
8,8,"Justin Leonard",95,92.9,144,155,-0.63,"GIRPercentageLess75yards",2009
8,8,"Kenny Perry",92,92.9,170,183,-0.6,"GIRPercentageLess75yards",2009
10,10,"DA Points",99,92.78,167,180,-0.54,"GIRPercentageLess75yards",2009
11,11,"David Toms",98,92.73,153,165,-0.58,"GIRPercentageLess75yards",2009
12,12,"Ian Poulter",59,92.71,89,96,-0.57,"GIRPercentageLess75yards",2009
13,13,"Briny Baird",89,92.65,126,136,-0.66,"GIRPercentageLess75yards",2009
14,14,"Sean OHair",80,92.64,151,163,-0.65,"GIRPercentageLess75yards",2009
15,15,"Johnson Wagner",81,92.61,163,176,-0.55,"GIRPercentageLess75yards",2009
16,16,"Chris Riley",77,92.37,109,118,-0.67,"GIRPercentageLess75yards",2009
17,17,"Brian Gay",96,92.11,105,114,-0.57,"GIRPercentageLess75yards",2009
18,18,"Brendon Todd",53,92.06,58,63,-0.47,"GIRPercentageLess75yards",2009
19,19,"Nick OHern",90,92.03,127,138,-0.62,"GIRPercentageLess75yards",2009
20,20,"Adam Scott",53,91.96,103,112,-0.67,"GIRPercentageLess75yards",2009
21,21,"Luke Donald",79,91.92,91,99,-0.67,"GIRPercentageLess75yards",2009
22,22,"Bart Bryant",58,91.89,68,74,-0.56,"GIRPercentageLess75yards",2009
23,23,"Will Ma Kenzie",69,91.88,147,160,-0.54,"GIRPercentageLess75yards",2009
23,23,"Kevin Na",91,91.88,147,160,-0.71,"GIRPercentageLess75yards",2009
25,25,"Kevin Sutherland",96,91.76,156,170,-0.67,"GIRPercentageLess75yards",2009
26,26,"Scott Sterling",51,91.67,55,60,-0.56,"GIRPercentageLess75yards",2009
27,27,"Freddie Jacobson",83,91.19,145,159,-0.61,"GIRPercentageLess75yards",2009
28,28,"Todd Hamilton",83,91.07,102,112,-0.57,"GIRPercentageLess75yards",2009
29,29,"Mark Wilson",99,91.01,162,178,-0.64,"GIRPercentageLess75yards",2009
30,30,"Davis Love III",89,90.95,191,210,-0.61,"GIRPercentageLess75yards",2009
31,31,"Bryce Molder",69,90.91,70,77,-0.73,"GIRPercentageLess75yards",2009
32,32,"Zach Johnson",94,90.85,139,153,-0.7,"GIRPercentageLess75yards",2009
33,33,"Greg Owen",97,90.82,188,207,-0.64,"GIRPercentageLess75yards",2009
34,34,"Charles Howell III",99,90.77,177,195,-0.62,"GIRPercentageLess75yards",2009
35,35,"Bill Haas",91,90.7,195,215,-0.64,"GIRPercentageLess75yards",2009
35,35,"John Senden",100,90.7,195,215,-0.71,"GIRPercentageLess75yards",2009
37,37,"Boo Weekley",79,90.66,165,182,-0.59,"GIRPercentageLess75yards",2009
38,38,"Joe Ogilvie",85,90.53,153,169,-0.64,"GIRPercentageLess75yards",2009
39,39,"Michael Allen",73,90.51,124,137,-0.56,"GIRPercentageLess75yards",2009
40,40,"Retief Goosen",74,90.4,113,125,-0.75,"GIRPercentageLess75yards",2009
41,41,"Charles Warren",63,90.38,141,156,-0.65,"GIRPercentageLess75yards",2009
42,42,"Tim Clark",81,90.29,93,103,-0.66,"GIRPercentageLess75yards",2009
43,43,"Jay Williamson",69,90.09,100,111,-0.56,"GIRPercentageLess75yards",2009
44,44,"Aron Price",89,90.07,127,141,-0.56,"GIRPercentageLess75yards",2009
45,45,"Jason Day",61,90,126,140,-0.62,"GIRPercentageLess75yards",2009
46,46,"JJ Henry",97,89.94,161,179,-0.61,"GIRPercentageLess75yards",2009
47,47,"Spencer Levin",75,89.93,125,139,-0.49,"GIRPercentageLess75yards",2009
48,48,"Chez Reavie",81,89.92,116,129,-0.58,"GIRPercentageLess75yards",2009
49,49,"Nathan Green",104,89.9,187,208,-0.62,"GIRPercentageLess75yards",2009
50,50,"Brad Adamonis",70,89.84,115,128,-0.66,"GIRPercentageLess75yards",2009
51,51,"Tom Pernice Jr",82,89.61,138,154,-0.62,"GIRPercentageLess75yards",2009
52,52,"Jerry Kelly",90,89.58,129,144,-0.74,"GIRPercentageLess75yards",2009
52,52,"Rocco Mediate",79,89.58,129,144,-0.6,"GIRPercentageLess75yards",2009
54,54,"Bubba Watson",73,89.56,163,182,-0.63,"GIRPercentageLess75yards",2009
55,55,"Bob Heintz",59,89.53,77,86,-0.56,"GIRPercentageLess75yards",2009
56,56,"Tiger Woods",64,89.51,128,143,-0.74,"GIRPercentageLess75yards",2009
57,57,"Rory Sabbatini",81,89.5,179,200,-0.59,"GIRPercentageLess75yards",2009
58,58,"Robert Garrigus",83,89.45,195,218,-0.53,"GIRPercentageLess75yards",2009
59,59,"Vaughn Taylor",88,89.44,144,161,-0.6,"GIRPercentageLess75yards",2009
60,60,"Tag Ridings",50,89.43,110,123,-0.68,"GIRPercentageLess75yards",2009
61,61,"Tim Petrovic",97,89.42,186,208,-0.6,"GIRPercentageLess75yards",2009
62,62,"Steve Lowery",83,89.22,182,204,-0.52,"GIRPercentageLess75yards",2009
63,63,"Greg Chalmers",85,89.08,155,174,-0.61,"GIRPercentageLess75yards",2009
63,63,"Matt Weibring",65,89.08,106,119,-0.59,"GIRPercentageLess75yards",2009
65,65,"JB Holmes",74,89.06,171,192,-0.55,"GIRPercentageLess75yards",2009
65,65,"Justin Rose",71,89.06,114,128,-0.64,"GIRPercentageLess75yards",2009
67,67,"Charlie Wi",92,89.03,138,155,-0.61,"GIRPercentageLess75yards",2009
68,68,"Darron Stiles",52,89.01,81,91,-0.57,"GIRPercentageLess75yards",2009
68,68,"Chris Stroud",88,89.01,162,182,-0.7,"GIRPercentageLess75yards",2009
70,70,"Marc Leishman",91,88.99,194,218,-0.58,"GIRPercentageLess75yards",2009
71,71,"Kris Blanks",60,88.89,96,108,-0.64,"GIRPercentageLess75yards",2009
71,71,"Chris DiMarco",97,88.89,136,153,-0.56,"GIRPercentageLess75yards",2009
71,71,"David Duval",56,88.89,96,108,-0.63,"GIRPercentageLess75yards",2009
71,71,"John Mallinger",90,88.89,128,144,-0.68,"GIRPercentageLess75yards",2009
75,75,"Mathew Goggin",76,88.82,135,152,-0.61,"GIRPercentageLess75yards",2009
76,76,"Carl Pettersson",86,88.76,158,178,-0.62,"GIRPercentageLess75yards",2009
77,77,"Webb Simpson",94,88.68,141,159,-0.68,"GIRPercentageLess75yards",2009
78,78,"Charley Hoffman",97,88.58,225,254,-0.64,"GIRPercentageLess75yards",2009
79,79,"Steve Stricker",81,88.55,116,131,-0.72,"GIRPercentageLess75yards",2009
80,80,"Peter Tomasulo",61,88.52,108,122,-0.61,"GIRPercentageLess75yards",2009
81,81,"Lee Janzen",74,88.46,92,104,-0.58,"GIRPercentageLess75yards",2009
82,82,"Brian Davis",103,88.34,197,223,-0.63,"GIRPercentageLess75yards",2009
83,83,"DJ Trahan",96,88.26,203,230,-0.65,"GIRPercentageLess75yards",2009
84,84,"Kirk Triplett",60,88.19,112,127,-0.54,"GIRPercentageLess75yards",2009
85,85,"Brandt Snedeker",81,88.14,104,118,-0.64,"GIRPercentageLess75yards",2009
86,86,"Tim Herron",87,88.11,163,185,-0.58,"GIRPercentageLess75yards",2009
87,87,"Rod Pampling",72,88.08,133,151,-0.65,"GIRPercentageLess75yards",2009
88,88,"Jarrod Lyle",65,88.07,96,109,-0.5,"GIRPercentageLess75yards",2009
89,89,"YE Yang",83,88.02,147,167,-0.67,"GIRPercentageLess75yards",2009
90,90,"Jason Bohn",88,87.95,146,166,-0.55,"GIRPercentageLess75yards",2009
91,91,"Hunter Mahan",94,87.76,172,196,-0.65,"GIRPercentageLess75yards",2009
92,92,"Alex Cejka",82,87.74,136,155,-0.63,"GIRPercentageLess75yards",2009
92,92,"Scott Verplank",88,87.74,136,155,-0.62,"GIRPercentageLess75yards",2009
94,94,"Dean Wilson",81,87.72,100,114,-0.63,"GIRPercentageLess75yards",2009
95,95,"Troy Matteson",95,87.67,192,219,-0.57,"GIRPercentageLess75yards",2009
96,96,"Ben Crane",93,87.65,142,162,-0.67,"GIRPercentageLess75yards",2009
97,97,"Ryan Palmer",78,87.63,163,186,-0.63,"GIRPercentageLess75yards",2009
98,98,"Martin Laird",72,87.56,183,209,-0.66,"GIRPercentageLess75yards",2009
99,99,"Mark Calcavecchia",72,87.5,133,152,-0.57,"GIRPercentageLess75yards",2009
99,99,"Kent Jones",73,87.5,91,104,-0.55,"GIRPercentageLess75yards",2009
99,99,"Rick Price",54,87.5,77,88,-0.57,"GIRPercentageLess75yards",2009
99,99,"Nick Watney",86,87.5,168,192,-0.74,"GIRPercentageLess75yards",2009
103,103,"Bill Lunde",83,87.43,153,175,-0.52,"GIRPercentageLess75yards",2009
104,104,"Ricky Barnes",67,87.39,104,119,-0.54,"GIRPercentageLess75yards",2009
104,104,"Daniel Chopra",89,87.39,208,238,-0.61,"GIRPercentageLess75yards",2009
104,104,"Jim Furyk",86,87.39,97,111,-0.76,"GIRPercentageLess75yards",2009
107,107,"Parker McLachlin",71,87.34,138,158,-0.56,"GIRPercentageLess75yards",2009
108,108,"Ben Curtis",63,87.25,89,102,-0.63,"GIRPercentageLess75yards",2009
108,108,"Brendon de Jonge",90,87.25,178,204,-0.54,"GIRPercentageLess75yards",2009
110,110,"Jeff Overton",92,87.24,171,196,-0.6,"GIRPercentageLess75yards",2009
111,111,"Brian Bateman",55,87.23,82,94,-0.48,"GIRPercentageLess75yards",2009
112,112,"Camilo Villegas",76,87.12,142,163,-0.65,"GIRPercentageLess75yards",2009
113,113,"Lucas Glover",93,87.1,162,186,-0.58,"GIRPercentageLess75yards",2009
113,113,"Patrick Sheehan",51,87.1,54,62,-0.72,"GIRPercentageLess75yards",2009
115,115,"John Rollins",92,87.07,202,232,-0.57,"GIRPercentageLess75yards",2009
115,115,"Vijay Singh",71,87.07,128,147,-0.56,"GIRPercentageLess75yards",2009
117,117,"Ryan Moore",89,87.06,175,201,-0.59,"GIRPercentageLess75yards",2009
118,118,"Bo Van Pelt",100,87.04,188,216,-0.66,"GIRPercentageLess75yards",2009
119,119,"Steve Marino",98,87.03,161,185,-0.65,"GIRPercentageLess75yards",2009
120,120,"Jimmy Walker",74,87.01,134,154,-0.74,"GIRPercentageLess75yards",2009
121,121,"Tom Lehman",55,86.96,40,46,-0.45,"GIRPercentageLess75yards",2009
122,122,"John Merrick",91,86.93,133,153,-0.6,"GIRPercentageLess75yards",2009
123,123,"Steve Flesch",77,86.89,106,122,-0.61,"GIRPercentageLess75yards",2009
124,124,"Padraig Harrington",66,86.84,99,114,-0.67,"GIRPercentageLess75yards",2009
125,125,"Brian Vranesh",51,86.79,92,106,-0.62,"GIRPercentageLess75yards",2009
126,126,"Harrison Frazar",93,86.76,190,219,-0.68,"GIRPercentageLess75yards",2009
127,127,"Scott Piercy",85,86.75,203,234,-0.66,"GIRPercentageLess75yards",2009
128,128,"Tommy Armour III",58,86.73,85,98,-0.6,"GIRPercentageLess75yards",2009
129,129,"George McNeill",82,86.71,150,173,-0.69,"GIRPercentageLess75yards",2009
130,130,"Chad Campbell",90,86.67,143,165,-0.59,"GIRPercentageLess75yards",2009
130,130,"Paul Goydos",79,86.67,117,135,-0.54,"GIRPercentageLess75yards",2009
132,132,"Ernie Els",70,86.62,123,142,-0.59,"GIRPercentageLess75yards",2009
133,133,"Nicholas Thompson",96,86.61,220,254,-0.61,"GIRPercentageLess75yards",2009
134,134,"Marc Turnesa",77,86.55,103,119,-0.49,"GIRPercentageLess75yards",2009
135,135,"Kevin Streelman",97,86.51,186,215,-0.62,"GIRPercentageLess75yards",2009
136,136,"Dustin Johnson",85,86.29,170,197,-0.64,"GIRPercentageLess75yards",2009
137,137,"Rich Beem",77,86.26,113,131,-0.65,"GIRPercentageLess75yards",2009
138,138,"Jeff Klauk",97,86.25,138,160,-0.53,"GIRPercentageLess75yards",2009
138,138,"Pat Perez",74,86.25,138,160,-0.67,"GIRPercentageLess75yards",2009
140,140,"Robert Allenby",71,86.21,100,116,-0.63,"GIRPercentageLess75yards",2009
141,141,"Stuart Appleby",79,86.18,131,152,-0.54,"GIRPercentageLess75yards",2009
142,142,"Matt Kuchar",82,86.11,124,144,-0.66,"GIRPercentageLess75yards",2009
143,143,"Ken Duke",87,86.09,130,151,-0.57,"GIRPercentageLess75yards",2009
144,144,"Geoff Ogilvy",78,86.08,136,158,-0.7,"GIRPercentageLess75yards",2009
145,145,"Stewart Cink",79,86.05,111,129,-0.59,"GIRPercentageLess75yards",2009
146,146,"Cliff Kresge",78,85.96,98,114,-0.6,"GIRPercentageLess75yards",2009
147,147,"Anthony Kim",76,85.93,171,199,-0.67,"GIRPercentageLess75yards",2009
148,148,"Jeff Maggert",79,85.88,152,177,-0.51,"GIRPercentageLess75yards",2009
148,148,"Brett Quigley",92,85.88,146,170,-0.66,"GIRPercentageLess75yards",2009
150,150,"Kevin Stadler",65,85.71,102,119,-0.62,"GIRPercentageLess75yards",2009
151,151,"Angel Cabrera",55,85.57,83,97,-0.66,"GIRPercentageLess75yards",2009
152,152,"Gary Woodland",53,85.32,93,109,-0.54,"GIRPercentageLess75yards",2009
153,153,"Eric Axley",71,85.27,110,129,-0.51,"GIRPercentageLess75yards",2009
154,154,"Scott McCarron",91,85.19,161,189,-0.68,"GIRPercentageLess75yards",2009
154,154,"Leif Olson",51,85.19,92,108,-0.61,"GIRPercentageLess75yards",2009
156,156,"Fred Couples",54,85.15,86,101,-0.71,"GIRPercentageLess75yards",2009
157,157,"Cameron Beckman",87,85.14,126,148,-0.66,"GIRPercentageLess75yards",2009
158,158,"Jeff Quinney",78,85.11,120,141,-0.62,"GIRPercentageLess75yards",2009
159,159,"Casey Wittenberg",71,85.07,114,134,-0.47,"GIRPercentageLess75yards",2009
160,160,"Michael Letzig",96,85.04,199,234,-0.62,"GIRPercentageLess75yards",2009
161,161,"Matt Bettencourt",98,84.98,198,233,-0.62,"GIRPercentageLess75yards",2009
162,162,"Jason Dufner",90,84.94,141,166,-0.62,"GIRPercentageLess75yards",2009
163,163,"Glen Day",79,84.87,101,119,-0.5,"GIRPercentageLess75yards",2009
164,164,"Billy Mayfair",83,84.81,134,158,-0.6,"GIRPercentageLess75yards",2009
165,165,"Andres Romero",58,84.8,145,171,-0.54,"GIRPercentageLess75yards",2009
166,166,"James Nitties",86,84.75,150,177,-0.58,"GIRPercentageLess75yards",2009
167,167,"Peter Lonard",86,84.25,107,127,-0.47,"GIRPercentageLess75yards",2009
168,168,"Matt Jones",56,84.21,112,133,-0.71,"GIRPercentageLess75yards",2009
169,169,"Greg Kraft",51,83.87,52,62,-0.46,"GIRPercentageLess75yards",2009
170,170,"Corey Pavin",73,83.82,57,68,-0.51,"GIRPercentageLess75yards",2009
171,171,"Steve Elkington",70,83.8,119,142,-0.61,"GIRPercentageLess75yards",2009
172,172,"Derek Fathauer",63,83.78,93,111,-0.56,"GIRPercentageLess75yards",2009
173,173,"Aaron Baddeley",66,83.57,117,140,-0.71,"GIRPercentageLess75yards",2009
174,174,"Ted Purdy",101,83.48,192,230,-0.63,"GIRPercentageLess75yards",2009
175,175,"Sergio Garcia",59,83.47,101,121,-0.62,"GIRPercentageLess75yards",2009
176,176,"Phil Mickelson",66,83.33,125,150,-0.73,"GIRPercentageLess75yards",2009
177,177,"Mike Weir",85,83.04,93,112,-0.77,"GIRPercentageLess75yards",2009
178,178,"David Mathis",82,82.81,106,128,-0.56,"GIRPercentageLess75yards",2009
179,179,"Mark Brooks",55,82.46,47,57,-0.51,"GIRPercentageLess75yards",2009
180,180,"Ryuji Imada",85,82.14,138,168,-0.59,"GIRPercentageLess75yards",2009
181,181,"Brad Faxon",59,81.82,72,88,-0.58,"GIRPercentageLess75yards",2009
182,182,"Jason Gore",74,80.65,125,155,-0.57,"GIRPercentageLess75yards",2009
183,183,"Joe Durant",62,80.37,86,107,-0.55,"GIRPercentageLess75yards",2009
184,184,"Richard Johnson",85,80.19,85,106,-0.53,"GIRPercentageLess75yards",2009
