"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2009","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2009","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2009","AverageApproachDistanceBogeyorWorse_ROUNDS_2009","AverageApproachDistanceBogeyorWorse_AVGYARDS_2009","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2009","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2009","stat_name","year"
1,1,"Matt Jones",56,147.3,588654,111,"AverageApproachDistanceBogeyorWorse",2009
2,2,"Brad Adamonis",70,151.2,990672,182,"AverageApproachDistanceBogeyorWorse",2009
3,3,"Rod Pampling",72,152.4,993224,181,"AverageApproachDistanceBogeyorWorse",2009
4,4,"Brandt Snedeker",81,153,914278,166,"AverageApproachDistanceBogeyorWorse",2009
5,5,"Jim Furyk",86,153.5,790353,143,"AverageApproachDistanceBogeyorWorse",2009
6,6,"Daniel Chopra",89,153.8,1495393,270,"AverageApproachDistanceBogeyorWorse",2009
7,7,"Bill Lunde",83,153.9,1158079,209,"AverageApproachDistanceBogeyorWorse",2009
7,7,"Bryce Molder",69,153.9,770193,139,"AverageApproachDistanceBogeyorWorse",2009
9,9,"Michael Letzig",96,154.3,1388359,250,"AverageApproachDistanceBogeyorWorse",2009
9,9,"Ryan Palmer",78,154.3,1172221,211,"AverageApproachDistanceBogeyorWorse",2009
11,11,"Harrison Frazar",93,154.5,1379492,248,"AverageApproachDistanceBogeyorWorse",2009
12,12,"Ryuji Imada",85,154.7,1125196,202,"AverageApproachDistanceBogeyorWorse",2009
13,13,"Casey Wittenberg",71,155,820447,147,"AverageApproachDistanceBogeyorWorse",2009
14,14,"Anthony Kim",76,155.8,1020647,182,"AverageApproachDistanceBogeyorWorse",2009
14,14,"Brett Quigley",92,155.8,1267289,226,"AverageApproachDistanceBogeyorWorse",2009
16,16,"KJ Choi",65,156.4,760015,135,"AverageApproachDistanceBogeyorWorse",2009
16,16,"Bubba Watson",73,156.4,1058802,188,"AverageApproachDistanceBogeyorWorse",2009
18,18,"Aaron Baddeley",66,156.7,1026639,182,"AverageApproachDistanceBogeyorWorse",2009
19,19,"Todd Hamilton",83,156.8,1123294,199,"AverageApproachDistanceBogeyorWorse",2009
20,20,"Dustin Johnson",85,157.1,1012565,179,"AverageApproachDistanceBogeyorWorse",2009
20,20,"Steve Lowery",83,157.1,1368750,242,"AverageApproachDistanceBogeyorWorse",2009
22,22,"Tim Clark",81,157.2,803754,142,"AverageApproachDistanceBogeyorWorse",2009
22,22,"Freddie Jacobson",83,157.2,1154460,204,"AverageApproachDistanceBogeyorWorse",2009
22,22,"Jimmy Walker",74,157.2,995790,176,"AverageApproachDistanceBogeyorWorse",2009
22,22,"Matt Weibring",65,157.2,922705,163,"AverageApproachDistanceBogeyorWorse",2009
26,26,"John Merrick",91,157.3,1154971,204,"AverageApproachDistanceBogeyorWorse",2009
27,27,"Colt Knost",71,157.4,1008318,178,"AverageApproachDistanceBogeyorWorse",2009
27,27,"Charles Warren",63,157.4,867035,153,"AverageApproachDistanceBogeyorWorse",2009
29,29,"Jay Williamson",69,157.6,918884,162,"AverageApproachDistanceBogeyorWorse",2009
30,30,"Kevin Stadler",65,157.7,845767,149,"AverageApproachDistanceBogeyorWorse",2009
30,30,"Gary Woodland",53,157.7,863014,152,"AverageApproachDistanceBogeyorWorse",2009
32,32,"Marc Leishman",91,157.8,1431664,252,"AverageApproachDistanceBogeyorWorse",2009
33,33,"Pat Perez",74,157.9,1045863,184,"AverageApproachDistanceBogeyorWorse",2009
34,34,"Retief Goosen",74,158.1,950777,167,"AverageApproachDistanceBogeyorWorse",2009
34,34,"Will Ma Kenzie",69,158.1,1126624,198,"AverageApproachDistanceBogeyorWorse",2009
34,34,"Rocco Mediate",79,158.1,1161011,204,"AverageApproachDistanceBogeyorWorse",2009
37,37,"Kris Blanks",60,158.2,825571,145,"AverageApproachDistanceBogeyorWorse",2009
37,37,"Jeff Quinney",78,158.2,1229881,216,"AverageApproachDistanceBogeyorWorse",2009
39,39,"Fred Couples",54,158.4,781192,137,"AverageApproachDistanceBogeyorWorse",2009
39,39,"Parker McLachlin",71,158.4,1351719,237,"AverageApproachDistanceBogeyorWorse",2009
39,39,"Leif Olson",51,158.4,935188,164,"AverageApproachDistanceBogeyorWorse",2009
42,42,"Jason Day",61,158.5,793126,139,"AverageApproachDistanceBogeyorWorse",2009
42,42,"Troy Matteson",95,158.5,1357672,238,"AverageApproachDistanceBogeyorWorse",2009
42,42,"Scott Sterling",51,158.5,587605,103,"AverageApproachDistanceBogeyorWorse",2009
45,45,"Brian Bateman",55,158.6,930537,163,"AverageApproachDistanceBogeyorWorse",2009
46,46,"Geoff Ogilvy",78,158.7,891530,156,"AverageApproachDistanceBogeyorWorse",2009
47,47,"Steve Marino",98,158.8,1177361,206,"AverageApproachDistanceBogeyorWorse",2009
48,48,"Patrick Sheehan",51,159,549361,96,"AverageApproachDistanceBogeyorWorse",2009
49,49,"Eric Axley",71,159.1,1351879,236,"AverageApproachDistanceBogeyorWorse",2009
49,49,"Darron Stiles",52,159.1,767529,134,"AverageApproachDistanceBogeyorWorse",2009
51,51,"Jason Gore",74,159.2,1180387,206,"AverageApproachDistanceBogeyorWorse",2009
52,52,"JJ Henry",97,159.4,1279667,223,"AverageApproachDistanceBogeyorWorse",2009
53,53,"Matt Bettencourt",98,159.5,1780361,310,"AverageApproachDistanceBogeyorWorse",2009
53,53,"Ian Poulter",59,159.5,637416,111,"AverageApproachDistanceBogeyorWorse",2009
53,53,"Webb Simpson",94,159.5,1447131,252,"AverageApproachDistanceBogeyorWorse",2009
53,53,"Mike Weir",85,159.5,1068179,186,"AverageApproachDistanceBogeyorWorse",2009
57,57,"JB Holmes",74,159.6,1304201,227,"AverageApproachDistanceBogeyorWorse",2009
57,57,"Aron Price",89,159.6,1361998,237,"AverageApproachDistanceBogeyorWorse",2009
59,59,"Chez Reavie",81,159.8,1098705,191,"AverageApproachDistanceBogeyorWorse",2009
59,59,"Andres Romero",58,159.8,759406,132,"AverageApproachDistanceBogeyorWorse",2009
59,59,"Brendon Todd",53,159.8,1006845,175,"AverageApproachDistanceBogeyorWorse",2009
62,62,"Glen Day",79,159.9,1116513,194,"AverageApproachDistanceBogeyorWorse",2009
63,63,"Luke Donald",79,160,893010,155,"AverageApproachDistanceBogeyorWorse",2009
64,64,"Kevin Sutherland",96,160.1,1118059,194,"AverageApproachDistanceBogeyorWorse",2009
65,65,"David Duval",56,160.2,951689,165,"AverageApproachDistanceBogeyorWorse",2009
65,65,"Lee Janzen",74,160.2,1038413,180,"AverageApproachDistanceBogeyorWorse",2009
67,67,"Brian Davis",103,160.3,1558257,270,"AverageApproachDistanceBogeyorWorse",2009
68,68,"Ben Crane",93,160.4,1201111,208,"AverageApproachDistanceBogeyorWorse",2009
68,68,"Chris DiMarco",97,160.4,1362537,236,"AverageApproachDistanceBogeyorWorse",2009
70,70,"Camilo Villegas",76,160.5,912645,158,"AverageApproachDistanceBogeyorWorse",2009
71,71,"Alex Cejka",82,160.6,1231247,213,"AverageApproachDistanceBogeyorWorse",2009
72,72,"Carl Pettersson",86,160.7,1319316,228,"AverageApproachDistanceBogeyorWorse",2009
72,72,"Adam Scott",53,160.7,844710,146,"AverageApproachDistanceBogeyorWorse",2009
74,74,"Stewart Cink",79,160.8,989852,171,"AverageApproachDistanceBogeyorWorse",2009
74,74,"Bob Heintz",59,160.8,770096,133,"AverageApproachDistanceBogeyorWorse",2009
76,76,"Michael Allen",73,160.9,955809,165,"AverageApproachDistanceBogeyorWorse",2009
77,77,"Mark Brooks",55,161,660790,114,"AverageApproachDistanceBogeyorWorse",2009
77,77,"Justin Rose",71,161,1003005,173,"AverageApproachDistanceBogeyorWorse",2009
79,79,"Ernie Els",70,161.2,841598,145,"AverageApproachDistanceBogeyorWorse",2009
79,79,"Rick Price",54,161.2,841259,145,"AverageApproachDistanceBogeyorWorse",2009
81,81,"Joe Durant",62,161.3,865479,149,"AverageApproachDistanceBogeyorWorse",2009
81,81,"Bill Haas",91,161.3,1364620,235,"AverageApproachDistanceBogeyorWorse",2009
81,81,"Phil Mickelson",66,161.3,807385,139,"AverageApproachDistanceBogeyorWorse",2009
81,81,"Sean OHair",80,161.3,940516,162,"AverageApproachDistanceBogeyorWorse",2009
85,85,"Kevin Streelman",97,161.4,1557576,268,"AverageApproachDistanceBogeyorWorse",2009
86,86,"Brian Vranesh",51,161.5,825336,142,"AverageApproachDistanceBogeyorWorse",2009
87,87,"Woody Austin",84,161.6,1250477,215,"AverageApproachDistanceBogeyorWorse",2009
87,87,"Steve Flesch",77,161.6,1081768,186,"AverageApproachDistanceBogeyorWorse",2009
87,87,"Robert Garrigus",83,161.6,1116853,192,"AverageApproachDistanceBogeyorWorse",2009
87,87,"Matt Kuchar",82,161.6,994916,171,"AverageApproachDistanceBogeyorWorse",2009
87,87,"DJ Trahan",96,161.6,1251008,215,"AverageApproachDistanceBogeyorWorse",2009
87,87,"YE Yang",83,161.6,1210383,208,"AverageApproachDistanceBogeyorWorse",2009
93,93,"Briny Baird",89,161.8,1118626,192,"AverageApproachDistanceBogeyorWorse",2009
93,93,"Kent Jones",73,161.8,1141318,196,"AverageApproachDistanceBogeyorWorse",2009
93,93,"Peter Tomasulo",61,161.8,943401,162,"AverageApproachDistanceBogeyorWorse",2009
96,96,"Angel Cabrera",55,161.9,705446,121,"AverageApproachDistanceBogeyorWorse",2009
96,96,"Charley Hoffman",97,161.9,1375562,236,"AverageApproachDistanceBogeyorWorse",2009
96,96,"James Nitties",86,161.9,1393066,239,"AverageApproachDistanceBogeyorWorse",2009
96,96,"Chris Stroud",88,161.9,1375677,236,"AverageApproachDistanceBogeyorWorse",2009
100,100,"Sergio Garcia",59,162,711352,122,"AverageApproachDistanceBogeyorWorse",2009
100,100,"Peter Lonard",86,162,1534212,263,"AverageApproachDistanceBogeyorWorse",2009
102,102,"Mark Calcavecchia",72,162.1,1155694,198,"AverageApproachDistanceBogeyorWorse",2009
102,102,"Tim Herron",87,162.1,1447074,248,"AverageApproachDistanceBogeyorWorse",2009
102,102,"Scott Verplank",88,162.1,1207842,207,"AverageApproachDistanceBogeyorWorse",2009
105,105,"David Mathis",82,162.2,1237619,212,"AverageApproachDistanceBogeyorWorse",2009
105,105,"John Rollins",92,162.2,1430511,245,"AverageApproachDistanceBogeyorWorse",2009
107,107,"Rory Sabbatini",81,162.3,1087036,186,"AverageApproachDistanceBogeyorWorse",2009
108,108,"Jason Bohn",88,162.4,1344327,230,"AverageApproachDistanceBogeyorWorse",2009
108,108,"George McNeill",82,162.4,1250778,214,"AverageApproachDistanceBogeyorWorse",2009
110,110,"Cameron Beckman",87,162.5,1246193,213,"AverageApproachDistanceBogeyorWorse",2009
110,110,"Cliff Kresge",78,162.5,1275416,218,"AverageApproachDistanceBogeyorWorse",2009
110,110,"Billy Mayfair",83,162.5,1340047,229,"AverageApproachDistanceBogeyorWorse",2009
113,113,"Spencer Levin",75,162.6,971467,166,"AverageApproachDistanceBogeyorWorse",2009
113,113,"Joe Ogilvie",85,162.6,1369848,234,"AverageApproachDistanceBogeyorWorse",2009
113,113,"Jeff Overton",92,162.6,1439704,246,"AverageApproachDistanceBogeyorWorse",2009
116,116,"Martin Laird",72,162.8,1189513,203,"AverageApproachDistanceBogeyorWorse",2009
116,116,"DA Points",99,162.8,1500418,256,"AverageApproachDistanceBogeyorWorse",2009
116,116,"Nicholas Thompson",96,162.8,1623724,277,"AverageApproachDistanceBogeyorWorse",2009
116,116,"Dean Wilson",81,162.8,1266086,216,"AverageApproachDistanceBogeyorWorse",2009
120,120,"Greg Chalmers",85,162.9,1061570,181,"AverageApproachDistanceBogeyorWorse",2009
120,120,"Ken Duke",87,162.9,1260989,215,"AverageApproachDistanceBogeyorWorse",2009
122,122,"Tommy Armour III",58,163,886033,151,"AverageApproachDistanceBogeyorWorse",2009
122,122,"Kevin Na",91,163,1185351,202,"AverageApproachDistanceBogeyorWorse",2009
122,122,"Kenny Perry",92,163,1068145,182,"AverageApproachDistanceBogeyorWorse",2009
125,125,"Chad Campbell",90,163.1,1045257,178,"AverageApproachDistanceBogeyorWorse",2009
125,125,"Justin Leonard",95,163.1,1062536,181,"AverageApproachDistanceBogeyorWorse",2009
127,127,"Zach Johnson",94,163.2,1086830,185,"AverageApproachDistanceBogeyorWorse",2009
127,127,"John Mallinger",90,163.2,1180758,201,"AverageApproachDistanceBogeyorWorse",2009
129,129,"Jarrod Lyle",65,163.3,799561,136,"AverageApproachDistanceBogeyorWorse",2009
130,130,"Brad Faxon",59,163.4,1187942,202,"AverageApproachDistanceBogeyorWorse",2009
130,130,"Greg Owen",97,163.4,1317674,224,"AverageApproachDistanceBogeyorWorse",2009
130,130,"Vaughn Taylor",88,163.4,1411502,240,"AverageApproachDistanceBogeyorWorse",2009
133,133,"Jonathan Byrd",89,163.5,1353581,230,"AverageApproachDistanceBogeyorWorse",2009
