"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2009","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2009","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2009","AverageApproachDistanceBogeyorWorse_ROUNDS_2009","AverageApproachDistanceBogeyorWorse_AVGYARDS_2009","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2009","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2009","stat_name","year"
134,134,"Vijay Singh",71,163.6,930537,158,"AverageApproachDistanceBogeyorWorse",2009
134,134,"David Toms",98,163.6,1160586,197,"AverageApproachDistanceBogeyorWorse",2009
136,136,"Scott McCarron",91,163.7,1172879,199,"AverageApproachDistanceBogeyorWorse",2009
137,137,"Lucas Glover",93,163.8,1320629,224,"AverageApproachDistanceBogeyorWorse",2009
137,137,"Tim Petrovic",97,163.8,1238620,210,"AverageApproachDistanceBogeyorWorse",2009
137,137,"Heath Slocum",95,163.8,1433185,243,"AverageApproachDistanceBogeyorWorse",2009
140,140,"Ted Purdy",101,163.9,1663510,282,"AverageApproachDistanceBogeyorWorse",2009
141,141,"Ryan Moore",89,164.1,1228843,208,"AverageApproachDistanceBogeyorWorse",2009
141,141,"Mark Wilson",99,164.1,1370483,232,"AverageApproachDistanceBogeyorWorse",2009
143,143,"Scott Piercy",85,164.2,1365177,231,"AverageApproachDistanceBogeyorWorse",2009
143,143,"Tag Ridings",50,164.2,673780,114,"AverageApproachDistanceBogeyorWorse",2009
143,143,"Kirk Triplett",60,164.2,981283,166,"AverageApproachDistanceBogeyorWorse",2009
146,146,"Rich Beem",77,164.3,1005652,170,"AverageApproachDistanceBogeyorWorse",2009
146,146,"Jeff Klauk",97,164.3,1390266,235,"AverageApproachDistanceBogeyorWorse",2009
148,148,"Jeff Maggert",79,164.4,1284673,217,"AverageApproachDistanceBogeyorWorse",2009
149,149,"Greg Kraft",51,164.6,841382,142,"AverageApproachDistanceBogeyorWorse",2009
150,150,"Stephen Ames",77,164.8,949515,160,"AverageApproachDistanceBogeyorWorse",2009
150,150,"Nick OHern",90,164.8,1381947,233,"AverageApproachDistanceBogeyorWorse",2009
152,152,"Davis Love III",89,164.9,1347820,227,"AverageApproachDistanceBogeyorWorse",2009
153,153,"Nathan Green",104,165.2,1611682,271,"AverageApproachDistanceBogeyorWorse",2009
154,154,"Brian Gay",96,165.4,1143210,192,"AverageApproachDistanceBogeyorWorse",2009
155,155,"Charles Howell III",99,165.5,1328375,223,"AverageApproachDistanceBogeyorWorse",2009
155,155,"John Senden",100,165.5,1382413,232,"AverageApproachDistanceBogeyorWorse",2009
155,155,"Johnson Wagner",81,165.5,1328496,223,"AverageApproachDistanceBogeyorWorse",2009
158,158,"Ricky Barnes",67,165.6,1013321,170,"AverageApproachDistanceBogeyorWorse",2009
159,159,"Brendon de Jonge",90,165.7,1491403,250,"AverageApproachDistanceBogeyorWorse",2009
160,160,"Padraig Harrington",66,165.8,734217,123,"AverageApproachDistanceBogeyorWorse",2009
160,160,"Boo Weekley",79,165.8,1181937,198,"AverageApproachDistanceBogeyorWorse",2009
160,160,"Charlie Wi",92,165.8,1337334,224,"AverageApproachDistanceBogeyorWorse",2009
163,163,"Jason Dufner",90,166,1296546,217,"AverageApproachDistanceBogeyorWorse",2009
163,163,"Paul Goydos",79,166,1141652,191,"AverageApproachDistanceBogeyorWorse",2009
163,163,"Richard Johnson",85,166,1308577,219,"AverageApproachDistanceBogeyorWorse",2009
166,166,"Bob Estes",78,166.2,1088684,182,"AverageApproachDistanceBogeyorWorse",2009
166,166,"Nick Watney",86,166.2,1106716,185,"AverageApproachDistanceBogeyorWorse",2009
168,168,"Bart Bryant",58,166.4,1048382,175,"AverageApproachDistanceBogeyorWorse",2009
169,169,"Ben Curtis",63,166.5,821069,137,"AverageApproachDistanceBogeyorWorse",2009
170,170,"Robert Allenby",71,166.6,953544,159,"AverageApproachDistanceBogeyorWorse",2009
171,171,"Bo Van Pelt",100,166.7,1362611,227,"AverageApproachDistanceBogeyorWorse",2009
172,172,"Chris Riley",77,166.8,1014731,169,"AverageApproachDistanceBogeyorWorse",2009
173,173,"Tiger Woods",64,167,517040,86,"AverageApproachDistanceBogeyorWorse",2009
174,174,"Hunter Mahan",94,167.1,1269041,211,"AverageApproachDistanceBogeyorWorse",2009
175,175,"Derek Fathauer",63,167.3,1156079,192,"AverageApproachDistanceBogeyorWorse",2009
176,176,"Stuart Appleby",79,168,1245767,206,"AverageApproachDistanceBogeyorWorse",2009
176,176,"Mathew Goggin",76,168,1130745,187,"AverageApproachDistanceBogeyorWorse",2009
178,178,"Corey Pavin",73,168.3,1005834,166,"AverageApproachDistanceBogeyorWorse",2009
179,179,"Tom Pernice Jr",82,169,1241334,204,"AverageApproachDistanceBogeyorWorse",2009
180,180,"Marc Turnesa",77,169.6,1550825,254,"AverageApproachDistanceBogeyorWorse",2009
181,181,"Jerry Kelly",90,170.1,1285927,210,"AverageApproachDistanceBogeyorWorse",2009
182,182,"Steve Elkington",70,170.2,1010752,165,"AverageApproachDistanceBogeyorWorse",2009
183,183,"Steve Stricker",81,170.6,829200,135,"AverageApproachDistanceBogeyorWorse",2009
184,184,"Tom Lehman",55,171.6,574460,93,"AverageApproachDistanceBogeyorWorse",2009
