"Back9Round4ScoringAverage_RANKTHISWEEK_2009","Back9Round4ScoringAverage_RANKLASTWEEK_2009","Back9Round4ScoringAverage_PLAYERNAME_2009","Back9Round4ScoringAverage__2009","Back9Round4ScoringAverage_AVG_2009","Back9Round4ScoringAverage_TOTALSTROKES_2009","Back9Round4ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Justin Rose",NA,34.07,477,14,"Back9Round4ScoringAverage",2009
2,2,"Brian Vranesh",NA,34.2,171,5,"Back9Round4ScoringAverage",2009
3,3,"Jason Day",NA,34.23,445,13,"Back9Round4ScoringAverage",2009
4,4,"Dustin Johnson",NA,34.24,582,17,"Back9Round4ScoringAverage",2009
5,5,"Camilo Villegas",NA,34.29,583,17,"Back9Round4ScoringAverage",2009
6,6,"Greg Owen",NA,34.39,619,18,"Back9Round4ScoringAverage",2009
7,7,"Andres Romero",NA,34.4,344,10,"Back9Round4ScoringAverage",2009
7,7,"Matt Weibring",NA,34.4,344,10,"Back9Round4ScoringAverage",2009
7,7,"Tiger Woods",NA,34.4,516,15,"Back9Round4ScoringAverage",2009
10,10,"Ben Crane",NA,34.42,654,19,"Back9Round4ScoringAverage",2009
11,11,"Angel Cabrera",NA,34.45,379,11,"Back9Round4ScoringAverage",2009
12,12,"Greg Chalmers",NA,34.5,552,16,"Back9Round4ScoringAverage",2009
13,13,"Tim Clark",NA,34.53,587,17,"Back9Round4ScoringAverage",2009
14,14,"Tim Petrovic",NA,34.56,553,16,"Back9Round4ScoringAverage",2009
14,14,"Rory Sabbatini",NA,34.56,553,16,"Back9Round4ScoringAverage",2009
16,16,"Mathew Goggin",NA,34.58,415,12,"Back9Round4ScoringAverage",2009
17,17,"Cliff Kresge",NA,34.6,346,10,"Back9Round4ScoringAverage",2009
18,18,"Joe Ogilvie",NA,34.62,450,13,"Back9Round4ScoringAverage",2009
19,19,"Harrison Frazar",NA,34.67,624,18,"Back9Round4ScoringAverage",2009
19,19,"Steve Stricker",NA,34.67,624,18,"Back9Round4ScoringAverage",2009
