"GIRPutting2025_RANKTHISWEEK_2005","GIRPutting2025_RANKLASTWEEK_2005","GIRPutting2025_PLAYERNAME_2005","GIRPutting2025_ROUNDS_2005","GIRPutting2025_Pct_2005","GIRPutting2025_ATTEMPTS_2005","GIRPutting2025_PUTTSMADE_2005","stat_name","year"
1,1,"Brad Faxon",75,27.42,62,17,"GIRPutting2025",2005
2,2,"Richard Johnson",50,22.22,63,14,"GIRPutting2025",2005
2,2,"Corey Pavin",77,22.22,90,20,"GIRPutting2025",2005
4,4,"Dan Forsman",52,21.31,61,13,"GIRPutting2025",2005
5,5,"Arron Oberholser",65,20.31,64,13,"GIRPutting2025",2005
6,6,"Scott McCarron",78,20.29,69,14,"GIRPutting2025",2005
7,7,"Todd Fischer",99,20,100,20,"GIRPutting2025",2005
8,8,"Matt Gogel",78,19.74,76,15,"GIRPutting2025",2005
9,9,"Ben Crane",78,19.48,77,15,"GIRPutting2025",2005
10,10,"John Elliott",58,19.05,63,12,"GIRPutting2025",2005
11,11,"Patrick Sheehan",114,18.6,129,24,"GIRPutting2025",2005
12,12,"Glen Day",80,18.48,92,17,"GIRPutting2025",2005
13,13,"Len Mattiace",86,18.39,87,16,"GIRPutting2025",2005
14,14,"Frank Lickliter II",100,18.37,98,18,"GIRPutting2025",2005
15,15,"Phil Mickelson",81,18.33,60,11,"GIRPutting2025",2005
16,16,"Chad Campbell",95,18.28,93,17,"GIRPutting2025",2005
17,17,"Aaron Baddeley",84,17.98,89,16,"GIRPutting2025",2005
18,18,"Jonathan Byrd",103,17.89,123,22,"GIRPutting2025",2005
19,19,"Retief Goosen",71,17.54,57,10,"GIRPutting2025",2005
20,20,"Pat Perez",89,17.28,81,14,"GIRPutting2025",2005
21,21,"Peter Lonard",85,16.87,83,14,"GIRPutting2025",2005
22,22,"Mike Weir",71,16.67,48,8,"GIRPutting2025",2005
23,23,"Tiger Woods",76,16.46,79,13,"GIRPutting2025",2005
24,24,"Steve Stricker",62,16.13,62,10,"GIRPutting2025",2005
25,25,"Lee Janzen",75,16.07,56,9,"GIRPutting2025",2005
26,26,"Thomas Levet",54,15.91,44,7,"GIRPutting2025",2005
27,27,"Vaughn Taylor",99,15.67,134,21,"GIRPutting2025",2005
28,28,"John Cook",72,15.58,77,12,"GIRPutting2025",2005
29,29,"Daniel Chopra",108,15.53,103,16,"GIRPutting2025",2005
30,30,"Bob Estes",92,15.46,97,15,"GIRPutting2025",2005
31,31,"Stuart Appleby",84,15.38,91,14,"GIRPutting2025",2005
31,31,"Jeff Hart",63,15.38,65,10,"GIRPutting2025",2005
31,31,"Hunter Mahan",103,15.38,130,20,"GIRPutting2025",2005
34,34,"Steve Flesch",90,15.28,72,11,"GIRPutting2025",2005
35,35,"Kevin Stadler",96,15.24,105,16,"GIRPutting2025",2005
36,36,"Ian Poulter",62,15.22,46,7,"GIRPutting2025",2005
37,37,"Brenden Pappas",51,15.15,66,10,"GIRPutting2025",2005
38,38,"Tom Pernice Jr",111,15.13,119,18,"GIRPutting2025",2005
39,39,"KJ Choi",78,15.07,73,11,"GIRPutting2025",2005
40,40,"Jason Allred",75,15,80,12,"GIRPutting2025",2005
40,40,"Gavin Coles",70,15,80,12,"GIRPutting2025",2005
40,40,"David Toms",87,15,100,15,"GIRPutting2025",2005
43,43,"Andrew Magee",82,14.86,74,11,"GIRPutting2025",2005
44,44,"Jeff Brehaut",71,14.81,81,12,"GIRPutting2025",2005
45,45,"Freddie Jacobson",72,14.75,61,9,"GIRPutting2025",2005
46,46,"Bob Tway",87,14.74,95,14,"GIRPutting2025",2005
47,47,"Chris Smith",93,14.66,116,17,"GIRPutting2025",2005
48,48,"Danny Briggs",70,14.61,89,13,"GIRPutting2025",2005
49,49,"Tom Byrum",83,14.52,124,18,"GIRPutting2025",2005
50,50,"Craig Barlow",81,14.43,97,14,"GIRPutting2025",2005
