"AccuracyRating_RANKTHISWEEK_2011","AccuracyRating_RANKLASTWEEK_2011","AccuracyRating_PLAYERNAME_2011","AccuracyRating_EVENTS_2011","AccuracyRating_RATING_2011","stat_name","year"
1,1,"Tim Clark",2,9,"AccuracyRating",2011
1,1,"Omar Uresti",1,9,"AccuracyRating",2011
3,3,"Jose Maria Olazabal",1,8.2,"AccuracyRating",2011
4,4,"Joe Durant",10,8,"AccuracyRating",2011
5,5,"Mark Calcavecchia",2,7.8,"AccuracyRating",2011
5,5,"Chad Campbell",18,7.8,"AccuracyRating",2011
5,5,"Jim Furyk",14,7.8,"AccuracyRating",2011
5,5,"Justin Hicks",3,7.8,"AccuracyRating",2011
5,5,"Kenny Perry",5,7.8,"AccuracyRating",2011
10,10,"Brian Gay",16,7.7,"AccuracyRating",2011
10,10,"Jason Gore",2,7.7,"AccuracyRating",2011
10,10,"Paul Goydos",14,7.7,"AccuracyRating",2011
10,10,"Todd Hamilton",3,7.7,"AccuracyRating",2011
10,10,"Rory McIlroy",4,7.7,"AccuracyRating",2011
10,10,"Lee Westwood",5,7.7,"AccuracyRating",2011
16,16,"Will Claxton",1,7.6,"AccuracyRating",2011
16,16,"Luke Donald",12,7.6,"AccuracyRating",2011
16,16,"Jason Dufner",14,7.6,"AccuracyRating",2011
16,16,"Anders Hansen",2,7.6,"AccuracyRating",2011
16,16,"Brandt Jobe",18,7.6,"AccuracyRating",2011
16,16,"Francesco Molinari",4,7.6,"AccuracyRating",2011
16,16,"Heath Slocum",13,7.6,"AccuracyRating",2011
16,16,"Charles Warren",3,7.6,"AccuracyRating",2011
24,24,"Michael Allen",2,7.5,"AccuracyRating",2011
24,24,"Stephen Ames",11,7.5,"AccuracyRating",2011
24,24,"Davis Love III",10,7.5,"AccuracyRating",2011
24,24,"Nick OHern",14,7.5,"AccuracyRating",2011
24,24,"David Toms",13,7.5,"AccuracyRating",2011
29,29,"Notah Begay III",1,7.4,"AccuracyRating",2011
29,29,"Paul Casey",6,7.4,"AccuracyRating",2011
29,29,"Bud Cauley",6,7.4,"AccuracyRating",2011
29,29,"Alex Cejka",9,7.4,"AccuracyRating",2011
29,29,"Marco Dawson",2,7.4,"AccuracyRating",2011
29,29,"Robert Gamez",2,7.4,"AccuracyRating",2011
29,29,"Tom Gillis",9,7.4,"AccuracyRating",2011
29,29,"Adam Hadwin",4,7.4,"AccuracyRating",2011
29,29,"Zach Johnson",14,7.4,"AccuracyRating",2011
29,29,"David Mathis",14,7.4,"AccuracyRating",2011
29,29,"Louis Oosthuizen",6,7.4,"AccuracyRating",2011
29,29,"Chez Reavie",16,7.4,"AccuracyRating",2011
29,29,"John Rollins",14,7.4,"AccuracyRating",2011
29,29,"Kyle Stanley",17,7.4,"AccuracyRating",2011
29,29,"Boo Weekley",10,7.4,"AccuracyRating",2011
44,44,"Briny Baird",10,7.3,"AccuracyRating",2011
44,44,"Kris Blanks",16,7.3,"AccuracyRating",2011
44,44,"Robert Damron",2,7.3,"AccuracyRating",2011
44,44,"Rickie Fowler",14,7.3,"AccuracyRating",2011
44,44,"Dustin Johnson",12,7.3,"AccuracyRating",2011
44,44,"KT Kim",3,7.3,"AccuracyRating",2011
44,44,"Matt Kuchar",17,7.3,"AccuracyRating",2011
44,44,"Alex Prugh",10,7.3,"AccuracyRating",2011
44,44,"Justin Rose",14,7.3,"AccuracyRating",2011
44,44,"Adam Scott",9,7.3,"AccuracyRating",2011
44,44,"Webb Simpson",20,7.3,"AccuracyRating",2011
44,44,"Scott Stallings",11,7.3,"AccuracyRating",2011
44,44,"Scott Verplank",7,7.3,"AccuracyRating",2011
44,44,"Brett Wetterich",5,7.3,"AccuracyRating",2011
44,44,"Mark Wilson",15,7.3,"AccuracyRating",2011
59,59,"Robert Allenby",15,7.2,"AccuracyRating",2011
59,59,"Jason Bohn",14,7.2,"AccuracyRating",2011
59,59,"Tom Byrum",1,7.2,"AccuracyRating",2011
59,59,"KJ Choi",13,7.2,"AccuracyRating",2011
59,59,"Ben Curtis",10,7.2,"AccuracyRating",2011
59,59,"Brendon de Jonge",19,7.2,"AccuracyRating",2011
59,59,"Simon Dyson",1,7.2,"AccuracyRating",2011
59,59,"Ernie Els",13,7.2,"AccuracyRating",2011
59,59,"Matt Every",2,7.2,"AccuracyRating",2011
59,59,"Hiroyuki Fujita",2,7.2,"AccuracyRating",2011
59,59,"Lucas Glover",13,7.2,"AccuracyRating",2011
59,59,"Peter Hanson",4,7.2,"AccuracyRating",2011
59,59,"David Hearn",15,7.2,"AccuracyRating",2011
59,59,"Sung Kang",8,7.2,"AccuracyRating",2011
59,59,"Chris Kirk",14,7.2,"AccuracyRating",2011
59,59,"Spencer Levin",22,7.2,"AccuracyRating",2011
59,59,"Graeme McDowell",7,7.2,"AccuracyRating",2011
59,59,"Dustin Risdon",1,7.2,"AccuracyRating",2011
59,59,"John Senden",18,7.2,"AccuracyRating",2011
59,59,"Kevin Stadler",14,7.2,"AccuracyRating",2011
59,59,"Brendan Steele",15,7.2,"AccuracyRating",2011
59,59,"Kirk Triplett",4,7.2,"AccuracyRating",2011
81,81,"Woody Austin",10,7.1,"AccuracyRating",2011
81,81,"Ricky Barnes",13,7.1,"AccuracyRating",2011
81,81,"Shane Bertsch",10,7.1,"AccuracyRating",2011
81,81,"Fred Couples",3,7.1,"AccuracyRating",2011
81,81,"Ben Crane",13,7.1,"AccuracyRating",2011
81,81,"Brian Davis",20,7.1,"AccuracyRating",2011
