"Back9Par5ScoringAverage_RANKTHISWEEK_2016","Back9Par5ScoringAverage_RANKLASTWEEK_2016","Back9Par5ScoringAverage_PLAYERNAME_2016","Back9Par5ScoringAverage_ROUNDS_2016","Back9Par5ScoringAverage_AVG_2016","Back9Par5ScoringAverage_TOTALSTROKES_2016","Back9Par5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Adam Scott",39,4.41,282,64,"Back9Par5ScoringAverage",2016
2,2,"Ryan Palmer",46,4.48,363,81,"Back9Par5ScoringAverage",2016
2,4,"Gary Woodland",45,4.48,367,82,"Back9Par5ScoringAverage",2016
4,5,"Kyle Reifers",63,4.49,507,113,"Back9Par5ScoringAverage",2016
5,5,"Charles Howell III",63,4.5,491,109,"Back9Par5ScoringAverage",2016
5,2,"Rory McIlroy",37,4.5,261,58,"Back9Par5ScoringAverage",2016
7,7,"Jason Day",36,4.53,249,55,"Back9Par5ScoringAverage",2016
8,7,"Jim Herman",55,4.55,432,95,"Back9Par5ScoringAverage",2016
8,9,"Si Woo Kim",63,4.55,491,108,"Back9Par5ScoringAverage",2016
10,10,"John Huh",51,4.56,406,89,"Back9Par5ScoringAverage",2016
11,20,"Bill Haas",42,4.57,320,70,"Back9Par5ScoringAverage",2016
11,12,"Patton Kizzire",57,4.57,416,91,"Back9Par5ScoringAverage",2016
11,12,"Matt Kuchar",46,4.57,315,69,"Back9Par5ScoringAverage",2016
11,12,"Andrew Loupe",50,4.57,430,94,"Back9Par5ScoringAverage",2016
11,27,"Justin Rose",35,4.57,297,65,"Back9Par5ScoringAverage",2016
11,12,"Jordan Spieth",34,4.57,279,61,"Back9Par5ScoringAverage",2016
11,27,"Brendan Steele",48,4.57,402,88,"Back9Par5ScoringAverage",2016
18,20,"Matthew Fitzpatrick",23,4.58,165,36,"Back9Par5ScoringAverage",2016
18,20,"Zach Johnson",42,4.58,293,64,"Back9Par5ScoringAverage",2016
18,12,"Ben Martin",48,4.58,389,85,"Back9Par5ScoringAverage",2016
21,27,"Harold Varner III",58,4.59,454,99,"Back9Par5ScoringAverage",2016
21,20,"Boo Weekley",53,4.59,418,91,"Back9Par5ScoringAverage",2016
23,27,"Brendon de Jonge",55,4.6,437,95,"Back9Par5ScoringAverage",2016
23,12,"Lucas Glover",53,4.6,432,94,"Back9Par5ScoringAverage",2016
23,27,"Dustin Johnson",37,4.6,299,65,"Back9Par5ScoringAverage",2016
23,20,"Jason Kokrak",52,4.6,432,94,"Back9Par5ScoringAverage",2016
23,27,"Hideki Matsuyama",40,4.6,336,73,"Back9Par5ScoringAverage",2016
23,10,"Francesco Molinari",36,4.6,276,60,"Back9Par5ScoringAverage",2016
23,12,"Michael Thompson",46,4.6,368,80,"Back9Par5ScoringAverage",2016
23,27,"Jimmy Walker",43,4.6,336,73,"Back9Par5ScoringAverage",2016
31,26,"Byeong Hun An",23,4.61,175,38,"Back9Par5ScoringAverage",2016
31,35,"Roberto Castro",55,4.61,461,100,"Back9Par5ScoringAverage",2016
31,12,"Harris English",51,4.61,424,92,"Back9Par5ScoringAverage",2016
31,20,"Tony Finau",49,4.61,406,88,"Back9Par5ScoringAverage",2016
31,36,"Rickie Fowler",42,4.61,341,74,"Back9Par5ScoringAverage",2016
31,48,"Jhonattan Vegas",49,4.61,433,94,"Back9Par5ScoringAverage",2016
37,27,"Chad Campbell",54,4.62,430,93,"Back9Par5ScoringAverage",2016
37,36,"Paul Casey",39,4.62,305,66,"Back9Par5ScoringAverage",2016
37,36,"JB Holmes",39,4.62,337,73,"Back9Par5ScoringAverage",2016
37,36,"Luke List",51,4.62,416,90,"Back9Par5ScoringAverage",2016
37,36,"Graeme McDowell",33,4.62,208,45,"Back9Par5ScoringAverage",2016
37,42,"John Senden",48,4.62,388,84,"Back9Par5ScoringAverage",2016
43,42,"Stewart Cink",45,4.63,352,76,"Back9Par5ScoringAverage",2016
43,48,"Colt Knost",56,4.63,454,98,"Back9Par5ScoringAverage",2016
43,42,"Charl Schwartzel",29,4.63,241,52,"Back9Par5ScoringAverage",2016
46,48,"Alex Cejka",47,4.64,390,84,"Back9Par5ScoringAverage",2016
46,42,"Peter Malnati",53,4.64,436,94,"Back9Par5ScoringAverage",2016
46,59,"William McGirt",54,4.64,450,97,"Back9Par5ScoringAverage",2016
46,48,"Seung Yul Noh",54,4.64,422,91,"Back9Par5ScoringAverage",2016
46,48,"Chez Reavie",56,4.64,455,98,"Back9Par5ScoringAverage",2016
