"Scramblingfrom_RANKTHISWEEK_2006","Scramblingfrom_RANKLASTWEEK_2006","Scramblingfrom_PLAYERNAME_2006","Scramblingfrom_ROUNDS_2006","Scramblingfrom_Pct_2006","Scramblingfrom_SUCCESSES_2006","Scramblingfrom_ATTEMPTS_2006","stat_name","year"
34,34,"Will Ma Kenzie",91,88.79,95,107,"Scramblingfrom",2006
36,36,"Vijay Singh",103,88.71,110,124,"Scramblingfrom",2006
37,37,"Skip Kendall",72,88.61,70,79,"Scramblingfrom",2006
38,38,"Vaughn Taylor",88,88.6,101,114,"Scramblingfrom",2006
39,39,"Sergio Garcia",59,88.46,46,52,"Scramblingfrom",2006
40,40,"Jesper Parnevik",84,88.37,76,86,"Scramblingfrom",2006
41,41,"JB Holmes",81,88.3,83,94,"Scramblingfrom",2006
42,42,"Robert Damron",91,88.18,97,110,"Scramblingfrom",2006
43,43,"Brent Geiberger",99,88.1,111,126,"Scramblingfrom",2006
44,44,"Eric Axley",91,88.07,96,109,"Scramblingfrom",2006
45,45,"Mike Weir",88,88.04,81,92,"Scramblingfrom",2006
46,46,"Duffy Waldorf",96,88.03,103,117,"Scramblingfrom",2006
47,47,"DJ Trahan",92,88,88,100,"Scramblingfrom",2006
48,48,"Tjaart van der Walt",60,87.95,73,83,"Scramblingfrom",2006
49,49,"Kevin Sutherland",100,87.88,87,99,"Scramblingfrom",2006
50,50,"Paul Goydos",72,87.85,94,107,"Scramblingfrom",2006
51,51,"Todd Fischer",101,87.8,108,123,"Scramblingfrom",2006
52,52,"Arron Oberholser",82,87.69,57,65,"Scramblingfrom",2006
53,53,"Carlos Franco",86,87.64,78,89,"Scramblingfrom",2006
54,54,"Scott Verplank",88,87.61,99,113,"Scramblingfrom",2006
55,55,"Jason Bohn",104,87.4,111,127,"Scramblingfrom",2006
56,56,"Steve Jones",83,87.37,83,95,"Scramblingfrom",2006
57,57,"Harrison Frazar",95,87.29,103,118,"Scramblingfrom",2006
58,58,"Bart Bryant",87,87.27,96,110,"Scramblingfrom",2006
59,59,"Hidemichi Tanaka",74,87.25,89,102,"Scramblingfrom",2006
60,60,"Shane Bertsch",104,87.12,115,132,"Scramblingfrom",2006
61,61,"Bo Van Pelt",102,87.07,101,116,"Scramblingfrom",2006
62,62,"Brian Bateman",69,87.01,67,77,"Scramblingfrom",2006
63,63,"Jim Furyk",89,86.75,72,83,"Scramblingfrom",2006
64,64,"Bernhard Langer",77,86.67,65,75,"Scramblingfrom",2006
65,65,"Peter Lonard",77,86.6,84,97,"Scramblingfrom",2006
66,66,"Ryan Hietala",61,86.57,58,67,"Scramblingfrom",2006
67,67,"Justin Rose",98,86.51,109,126,"Scramblingfrom",2006
68,68,"Tim Petrovic",95,86.44,102,118,"Scramblingfrom",2006
69,69,"Ben Crane",85,86.42,70,81,"Scramblingfrom",2006
70,70,"Billy Mayfair",94,86.41,89,103,"Scramblingfrom",2006
71,71,"Bob Tway",81,86.27,88,102,"Scramblingfrom",2006
72,72,"Ted Purdy",103,86.21,100,116,"Scramblingfrom",2006
73,73,"Retief Goosen",68,86.11,62,72,"Scramblingfrom",2006
74,74,"Fred Funk",106,86.07,105,122,"Scramblingfrom",2006
75,75,"Tag Ridings",103,86.03,117,136,"Scramblingfrom",2006
76,76,"Brian Gay",107,86,129,150,"Scramblingfrom",2006
77,77,"Briny Baird",81,85.71,78,91,"Scramblingfrom",2006
77,77,"Craig Barlow",77,85.71,54,63,"Scramblingfrom",2006
77,77,"Chad Campbell",91,85.71,72,84,"Scramblingfrom",2006
77,77,"Fred Couples",52,85.71,30,35,"Scramblingfrom",2006
77,77,"Mark OMeara",52,85.71,36,42,"Scramblingfrom",2006
82,82,"Sean OHair",100,85.59,101,118,"Scramblingfrom",2006
83,83,"Michael Allen",84,85.57,83,97,"Scramblingfrom",2006
83,83,"Ron Whittaker",81,85.57,83,97,"Scramblingfrom",2006
85,85,"Ben Curtis",86,85.54,71,83,"Scramblingfrom",2006
86,86,"Steve Flesch",119,85.52,124,145,"Scramblingfrom",2006
87,87,"Jerry Smith",94,85.45,94,110,"Scramblingfrom",2006
88,88,"Chris DiMarco",83,85.42,82,96,"Scramblingfrom",2006
89,89,"JP Hayes",55,85.33,64,75,"Scramblingfrom",2006
90,90,"Mark Brooks",90,85.25,104,122,"Scramblingfrom",2006
91,91,"Stuart Appleby",83,85.23,75,88,"Scramblingfrom",2006
92,92,"Ryuji Imada",105,85.19,92,108,"Scramblingfrom",2006
93,93,"Jonathan Kaye",95,85.16,109,128,"Scramblingfrom",2006
94,94,"Shaun Micheel",96,85.11,80,94,"Scramblingfrom",2006
95,95,"Brandt Jobe",91,85.06,74,87,"Scramblingfrom",2006
96,96,"Doug Barron",74,85,102,120,"Scramblingfrom",2006
96,96,"Mathew Goggin",72,85,68,80,"Scramblingfrom",2006
96,96,"Troy Matteson",101,85,102,120,"Scramblingfrom",2006
96,96,"Larry Mize",53,85,51,60,"Scramblingfrom",2006
100,100,"Charles Howell III",96,84.95,79,93,"Scramblingfrom",2006
101,101,"Kris Cox",83,84.88,73,86,"Scramblingfrom",2006
101,101,"Todd Hamilton",72,84.88,73,86,"Scramblingfrom",2006
103,103,"Jeff Sluman",101,84.8,106,125,"Scramblingfrom",2006
104,104,"Aaron Baddeley",78,84.76,89,105,"Scramblingfrom",2006
105,105,"Richard Johnson",94,84.62,77,91,"Scramblingfrom",2006
106,106,"Nathan Green",108,84.56,126,149,"Scramblingfrom",2006
107,107,"Kent Jones",103,84.54,82,97,"Scramblingfrom",2006
107,107,"Stephen Leaney",84,84.54,82,97,"Scramblingfrom",2006
109,109,"Greg Chalmers",71,84.42,65,77,"Scramblingfrom",2006
110,110,"Scott Gutschewski",53,84.38,54,64,"Scramblingfrom",2006
110,110,"Ryan Moore",68,84.38,81,96,"Scramblingfrom",2006
112,112,"Marco Dawson",87,84.31,86,102,"Scramblingfrom",2006
113,113,"Brett Wetterich",82,84.27,75,89,"Scramblingfrom",2006
114,114,"Trevor Immelman",86,84.21,64,76,"Scramblingfrom",2006
115,115,"James Driscoll",80,84.15,69,82,"Scramblingfrom",2006
116,116,"Brian Davis",92,84.11,90,107,"Scramblingfrom",2006
117,117,"David Branshaw",98,83.96,89,106,"Scramblingfrom",2006
118,118,"Charles Warren",93,83.9,99,118,"Scramblingfrom",2006
119,119,"David Howell",52,83.87,26,31,"Scramblingfrom",2006
120,120,"Robert Gamez",94,83.85,109,130,"Scramblingfrom",2006
121,121,"Chris Smith",67,83.82,57,68,"Scramblingfrom",2006
122,122,"Jerry Kelly",100,83.81,88,105,"Scramblingfrom",2006
122,122,"Joey Sindelar",90,83.81,88,105,"Scramblingfrom",2006
124,124,"Charley Hoffman",100,83.76,98,117,"Scramblingfrom",2006
125,125,"Henrik Bjornstad",97,83.74,103,123,"Scramblingfrom",2006
126,126,"Steve Elkington",52,83.64,46,55,"Scramblingfrom",2006
127,127,"Nick Watney",97,83.58,112,134,"Scramblingfrom",2006
128,128,"Ryan Palmer",101,83.57,117,140,"Scramblingfrom",2006
129,129,"Jeff Maggert",81,83.51,81,97,"Scramblingfrom",2006
130,130,"JL Lewis",57,83.33,65,78,"Scramblingfrom",2006
130,130,"Steve Lowery",99,83.33,95,114,"Scramblingfrom",2006
130,130,"Jimmy Walker",60,83.33,60,72,"Scramblingfrom",2006
133,133,"Woody Austin",107,83.23,129,155,"Scramblingfrom",2006
134,134,"Rich Beem",85,82.93,68,82,"Scramblingfrom",2006
134,134,"Matt Hansen",68,82.93,68,82,"Scramblingfrom",2006
136,136,"Daniel Chopra",110,82.91,97,117,"Scramblingfrom",2006
137,137,"Hunter Mahan",98,82.86,116,140,"Scramblingfrom",2006
138,138,"Chris Riley",86,82.83,82,99,"Scramblingfrom",2006
139,139,"Joe Durant",101,82.64,119,144,"Scramblingfrom",2006
139,139,"Joe Ogilvie",95,82.64,100,121,"Scramblingfrom",2006
141,141,"Mathias Gronberg",92,82.61,95,115,"Scramblingfrom",2006
142,142,"Jonathan Byrd",66,82.54,52,63,"Scramblingfrom",2006
143,143,"Jeff Gove",91,82.35,70,85,"Scramblingfrom",2006
143,143,"Jon Mills",68,82.35,56,68,"Scramblingfrom",2006
145,145,"Lee Janzen",79,82.22,74,90,"Scramblingfrom",2006
146,146,"Mark Calcavecchia",94,82.11,101,123,"Scramblingfrom",2006
146,146,"Stewart Cink",93,82.11,78,95,"Scramblingfrom",2006
148,148,"Bubba Watson",83,82,82,100,"Scramblingfrom",2006
149,149,"John Huston",74,81.93,68,83,"Scramblingfrom",2006
150,150,"Stephen Ames",63,81.82,45,55,"Scramblingfrom",2006
150,150,"Pat Perez",50,81.82,54,66,"Scramblingfrom",2006
152,152,"Phil Mickelson",74,81.69,58,71,"Scramblingfrom",2006
152,152,"Geoff Ogilvy",76,81.69,58,71,"Scramblingfrom",2006
154,154,"Ian Leggatt",80,81.65,89,109,"Scramblingfrom",2006
155,155,"Jason Gore",86,81.63,80,98,"Scramblingfrom",2006
156,156,"Alex Aragon",63,81.61,71,87,"Scramblingfrom",2006
157,157,"Danny Ellis",68,81.58,62,76,"Scramblingfrom",2006
158,158,"Tim Clark",80,81.52,75,92,"Scramblingfrom",2006
159,159,"Lucas Glover",105,81.51,97,119,"Scramblingfrom",2006
160,160,"Tim Herron",82,81.48,66,81,"Scramblingfrom",2006
161,161,"Kirk Triplett",58,81.43,57,70,"Scramblingfrom",2006
162,162,"Greg Kraft",79,81.42,92,113,"Scramblingfrom",2006
163,163,"David Duval",71,81.25,65,80,"Scramblingfrom",2006
164,164,"David Toms",76,80.95,68,84,"Scramblingfrom",2006
165,165,"Bob May",65,80.9,72,89,"Scramblingfrom",2006
166,166,"Bob Estes",85,80.81,80,99,"Scramblingfrom",2006
167,167,"Alex Cejka",93,80.67,96,119,"Scramblingfrom",2006
168,168,"Rory Sabbatini",84,80.46,70,87,"Scramblingfrom",2006
169,169,"Arjun Atwal",97,80.33,98,122,"Scramblingfrom",2006
169,169,"John Daly",51,80.33,49,61,"Scramblingfrom",2006
171,171,"Vance Veazey",59,80.26,61,76,"Scramblingfrom",2006
172,172,"Zach Johnson",98,80.2,81,101,"Scramblingfrom",2006
172,172,"Nicholas Thompson",96,80.2,81,101,"Scramblingfrom",2006
174,174,"KJ Choi",93,80.18,89,111,"Scramblingfrom",2006
175,175,"Brad Faxon",78,80,88,110,"Scramblingfrom",2006
175,175,"Len Mattiace",59,80,52,65,"Scramblingfrom",2006
177,177,"David McKenzie",82,79.52,66,83,"Scramblingfrom",2006
178,178,"Chris Couch",75,79.49,62,78,"Scramblingfrom",2006
179,179,"Roger Tambellini",64,79.1,53,67,"Scramblingfrom",2006
180,180,"Tom Lehman",70,78.95,45,57,"Scramblingfrom",2006
181,181,"Paul Stankowski",70,78.89,71,90,"Scramblingfrom",2006
182,182,"Billy Andrade",78,78.75,63,80,"Scramblingfrom",2006
183,183,"Heath Slocum",96,78.51,95,121,"Scramblingfrom",2006
184,184,"John Rollins",93,78.26,72,92,"Scramblingfrom",2006
184,184,"Mike Sposa",68,78.26,54,69,"Scramblingfrom",2006
186,186,"Davis Love III",85,78.05,64,82,"Scramblingfrom",2006
187,187,"Ernie Els",69,77.78,49,63,"Scramblingfrom",2006
188,188,"Bubba Dickerson",98,76.67,92,120,"Scramblingfrom",2006
188,188,"Wes Short Jr",96,76.67,92,120,"Scramblingfrom",2006
190,190,"Robert Garrigus",85,76.52,88,115,"Scramblingfrom",2006
191,191,"Adam Scott",70,76.12,51,67,"Scramblingfrom",2006
192,192,"Freddie Jacobson",56,76,57,75,"Scramblingfrom",2006
193,193,"Daisuke Maruyama",83,74.74,71,95,"Scramblingfrom",2006
194,194,"Kenny Perry",73,74.12,63,85,"Scramblingfrom",2006
195,195,"Thomas Levet",53,73.85,48,65,"Scramblingfrom",2006
196,196,"Michael Connell",51,71.43,35,49,"Scramblingfrom",2006
