"Scramblingfrom_RANKTHISWEEK_2006","Scramblingfrom_RANKLASTWEEK_2006","Scramblingfrom_PLAYERNAME_2006","Scramblingfrom_ROUNDS_2006","Scramblingfrom_Pct_2006","Scramblingfrom_SUCCESSES_2006","Scramblingfrom_ATTEMPTS_2006","stat_name","year"
1,1,"Padraig Harrington",54,98.33,59,60,"Scramblingfrom",2006
2,2,"Luke Donald",66,94.34,50,53,"Scramblingfrom",2006
3,3,"Camilo Villegas",95,93.58,102,109,"Scramblingfrom",2006
4,4,"Corey Pavin",74,93.55,87,93,"Scramblingfrom",2006
5,5,"JJ Henry",96,93.33,70,75,"Scramblingfrom",2006
6,6,"Ian Poulter",53,92.31,60,65,"Scramblingfrom",2006
7,7,"Dean Wilson",115,92.11,105,114,"Scramblingfrom",2006
8,8,"Bill Haas",99,91.94,114,124,"Scramblingfrom",2006
9,9,"Jose Maria Olazabal",62,91.84,45,49,"Scramblingfrom",2006
10,10,"Justin Leonard",83,91.75,89,97,"Scramblingfrom",2006
11,11,"John Cook",67,91.67,77,84,"Scramblingfrom",2006
12,12,"John Engler Jr",69,90.79,69,76,"Scramblingfrom",2006
13,13,"Patrick Sheehan",104,90.73,137,151,"Scramblingfrom",2006
14,14,"Olin Browne",108,90.55,115,127,"Scramblingfrom",2006
15,15,"Steve Stricker",64,90.54,67,74,"Scramblingfrom",2006
16,16,"Paul Azinger",87,90.48,114,126,"Scramblingfrom",2006
17,17,"Brett Quigley",109,90.43,85,94,"Scramblingfrom",2006
18,18,"Jeff Overton",95,90.4,113,125,"Scramblingfrom",2006
19,19,"DA Points",82,90.38,94,104,"Scramblingfrom",2006
20,20,"Tom Pernice Jr",108,90.27,102,113,"Scramblingfrom",2006
21,21,"Dudley Hart",83,90.2,92,102,"Scramblingfrom",2006
21,21,"Tiger Woods",55,90.2,46,51,"Scramblingfrom",2006
23,23,"Tommy Armour III",65,90.14,64,71,"Scramblingfrom",2006
24,24,"Mark Wilson",79,90,72,80,"Scramblingfrom",2006
25,25,"John Senden",96,89.89,80,89,"Scramblingfrom",2006
25,25,"Omar Uresti",61,89.89,80,89,"Scramblingfrom",2006
27,27,"Rod Pampling",89,89.87,71,79,"Scramblingfrom",2006
28,28,"Carl Pettersson",95,89.81,97,108,"Scramblingfrom",2006
29,29,"Jeff Brehaut",100,89.69,87,97,"Scramblingfrom",2006
30,30,"Shigeki Maruyama",94,89.15,115,129,"Scramblingfrom",2006
31,31,"Robert Allenby",79,88.89,72,81,"Scramblingfrom",2006
31,31,"Greg Owen",79,88.89,72,81,"Scramblingfrom",2006
31,31,"Jason Schultz",77,88.89,64,72,"Scramblingfrom",2006
34,34,"Frank Lickliter II",99,88.79,95,107,"Scramblingfrom",2006
