"ProximitytoHoleARG_RANKTHISWEEK_2016","ProximitytoHoleARG_RANKLASTWEEK_2016","ProximitytoHoleARG_PLAYERNAME_2016","ProximitytoHoleARG_ROUNDS_2016","ProximitytoHoleARG_AVGDTP_2016","ProximitytoHoleARG_TOTALDISTANCEFEET_2016","ProximitytoHoleARG_OFSHOTS_2016","ProximitytoHoleARG_SCRAMBLINGRANK_2016","stat_name","year"
1,1,"Padraig Harrington",38,NA,1427.917,247,49,"ProximitytoHoleARG",2016
2,2,"Jordan Spieth",34,NA,942.333,161,51,"ProximitytoHoleARG",2016
3,4,"Billy Hurley III",22,NA,732.5,123,60,"ProximitytoHoleARG",2016
4,6,"Aaron Baddeley",51,NA,1679.583,280,7,"ProximitytoHoleARG",2016
4,4,"Luke Donald",49,NA,1378.667,229,8,"ProximitytoHoleARG",2016
6,7,"Luke List",51,NA,1934.167,313,48,"ProximitytoHoleARG",2016
6,7,"Brandt Snedeker",47,NA,1532.5,248,14,"ProximitytoHoleARG",2016
6,2,"David Toms",38,NA,1297,210,10,"ProximitytoHoleARG",2016
9,10,"Brian Gay",22,NA,974.25,155,47,"ProximitytoHoleARG",2016
10,7,"Scott Langley",41,NA,1517.667,239,42,"ProximitytoHoleARG",2016
11,12,"Patrick Reed",53,NA,1736.167,269,3,"ProximitytoHoleARG",2016
12,12,"Zac Blair",56,NA,2043,316,13,"ProximitytoHoleARG",2016
12,12,"Chad Campbell",54,NA,2014.333,308,52,"ProximitytoHoleARG",2016
12,17,"Branden Grace",31,NA,876.25,135,34,"ProximitytoHoleARG",2016
12,17,"Matt Kuchar",46,NA,1366.667,210,33,"ProximitytoHoleARG",2016
12,17,"Justin Leonard",28,NA,1124,173,18,"ProximitytoHoleARG",2016
12,12,"Ian Poulter",37,NA,1282.417,198,36,"ProximitytoHoleARG",2016
12,17,"DJ Trahan",23,NA,557.917,86,146,"ProximitytoHoleARG",2016
12,11,"Tim Wilkinson",40,NA,1138.333,176,1,"ProximitytoHoleARG",2016
20,21,"Rickie Fowler",42,NA,1421.167,215,19,"ProximitytoHoleARG",2016
20,21,"Dustin Johnson",37,NA,940.5,142,105,"ProximitytoHoleARG",2016
20,21,"Si Woo Kim",63,NA,2741.667,414,30,"ProximitytoHoleARG",2016
20,21,"Chris Kirk",51,NA,1777.5,271,27,"ProximitytoHoleARG",2016
20,21,"Jamie Lovemark",57,NA,2436.667,368,6,"ProximitytoHoleARG",2016
20,21,"Andres Romero",22,NA,729,111,35,"ProximitytoHoleARG",2016
20,28,"Vaughn Taylor",30,NA,1168.083,177,178,"ProximitytoHoleARG",2016
27,28,"Sung Kang",51,NA,2111.333,315,74,"ProximitytoHoleARG",2016
27,28,"Marc Leishman",41,NA,1247.333,188,22,"ProximitytoHoleARG",2016
27,44,"Vijay Singh",42,NA,1998.667,298,138,"ProximitytoHoleARG",2016
27,33,"Brian Stuard",24,NA,853.75,128,4,"ProximitytoHoleARG",2016
31,33,"Jon Curran",55,NA,1858.583,275,38,"ProximitytoHoleARG",2016
31,33,"Jamie Donaldson",28,NA,1039.083,154,64,"ProximitytoHoleARG",2016
31,55,"Lucas Glover",53,NA,2017.083,298,37,"ProximitytoHoleARG",2016
31,33,"Billy Horschel",45,NA,1660.5,246,172,"ProximitytoHoleARG",2016
31,33,"John Huh",51,NA,2098.667,312,65,"ProximitytoHoleARG",2016
31,33,"Freddie Jacobson",54,NA,1892.5,282,15,"ProximitytoHoleARG",2016
31,33,"Zach Johnson",42,NA,1402.083,207,107,"ProximitytoHoleARG",2016
31,33,"Phil Mickelson",37,NA,1452.667,214,9,"ProximitytoHoleARG",2016
31,33,"Bryce Molder",50,NA,1949.583,288,11,"ProximitytoHoleARG",2016
31,21,"Webb Simpson",34,NA,1411.417,209,66,"ProximitytoHoleARG",2016
31,33,"Bubba Watson",30,NA,683.167,101,141,"ProximitytoHoleARG",2016
31,33,"Steve Wheatcroft",53,NA,2240,331,75,"ProximitytoHoleARG",2016
43,44,"Stuart Appleby",39,NA,1778.417,259,24,"ProximitytoHoleARG",2016
43,44,"Jason Day",36,NA,1134.083,166,60,"ProximitytoHoleARG",2016
43,28,"Derek Ernst",36,NA,1163.5,171,63,"ProximitytoHoleARG",2016
43,44,"Charley Hoffman",49,NA,1925.75,281,83,"ProximitytoHoleARG",2016
43,44,"Jerry Kelly",44,NA,1390.75,204,2,"ProximitytoHoleARG",2016
43,55,"Francesco Molinari",36,NA,1700.333,250,70,"ProximitytoHoleARG",2016
43,64,"Sean OHair",45,NA,2001.5,292,25,"ProximitytoHoleARG",2016
43,44,"Rob Oppenheim",37,NA,1291.75,188,111,"ProximitytoHoleARG",2016
43,44,"Martin Piller",37,NA,1262.917,184,94,"ProximitytoHoleARG",2016
52,55,"KJ Choi",47,NA,1869.75,270,16,"ProximitytoHoleARG",2016
52,55,"Tom Hoge",47,NA,1832.833,264,41,"ProximitytoHoleARG",2016
52,44,"David Lingmerth",54,NA,1788.583,260,116,"ProximitytoHoleARG",2016
52,88,"Hideki Matsuyama",40,NA,1206.083,175,85,"ProximitytoHoleARG",2016
56,64,"Ricky Barnes",57,NA,2209.333,317,69,"ProximitytoHoleARG",2016
56,55,"Kevin Chappell",49,NA,2090.5,299,39,"ProximitytoHoleARG",2016
56,64,"Chad Collins",45,NA,2038.75,291,99,"ProximitytoHoleARG",2016
56,55,"Retief Goosen",37,NA,1755.25,251,44,"ProximitytoHoleARG",2016
56,81,"David Hearn",55,NA,1899.333,270,55,"ProximitytoHoleARG",2016
56,55,"Patton Kizzire",57,NA,2136.167,306,40,"ProximitytoHoleARG",2016
56,64,"Jason Kokrak",52,NA,2091.167,298,78,"ProximitytoHoleARG",2016
56,64,"Lucas Lee",22,NA,814.75,117,86,"ProximitytoHoleARG",2016
56,64,"Kevin Na",52,NA,1580.25,225,46,"ProximitytoHoleARG",2016
56,64,"Dicky Pride",33,NA,1285.583,184,70,"ProximitytoHoleARG",2016
56,64,"Chez Reavie",56,NA,2270.417,326,5,"ProximitytoHoleARG",2016
56,81,"Justin Rose",35,NA,1354.333,193,77,"ProximitytoHoleARG",2016
56,64,"Shawn Stefani",45,NA,1907.25,274,143,"ProximitytoHoleARG",2016
56,64,"Steve Stricker",25,NA,1090.917,155,26,"ProximitytoHoleARG",2016
56,55,"Tyrone Van Aswegen",67,NA,2588.167,371,97,"ProximitytoHoleARG",2016
56,64,"Jimmy Walker",43,NA,1594,227,135,"ProximitytoHoleARG",2016
72,81,"Shane Bertsch",30,NA,871.583,123,67,"ProximitytoHoleARG",2016
72,12,"Paul Casey",39,NA,1113.5,158,120,"ProximitytoHoleARG",2016
72,64,"Bill Haas",42,NA,1289.083,183,29,"ProximitytoHoleARG",2016
72,44,"Charles Howell III",63,NA,2447.167,347,21,"ProximitytoHoleARG",2016
72,64,"Peter Malnati",53,NA,2184.667,309,53,"ProximitytoHoleARG",2016
72,81,"Troy Merritt",41,NA,1688.25,237,101,"ProximitytoHoleARG",2016
72,81,"Bernd Wiesberger",23,NA,501.25,71,164,"ProximitytoHoleARG",2016
72,97,"Mark Wilson",42,NA,1698.167,240,59,"ProximitytoHoleARG",2016
80,81,"Roberto Castro",55,NA,2305.417,320,86,"ProximitytoHoleARG",2016
80,88,"Alex Cejka",47,NA,1527.083,212,12,"ProximitytoHoleARG",2016
80,55,"Ernie Els",34,NA,1741.25,242,145,"ProximitytoHoleARG",2016
80,97,"Harris English",51,NA,1779.25,249,79,"ProximitytoHoleARG",2016
80,88,"Luke Guthrie",31,NA,1029.833,143,117,"ProximitytoHoleARG",2016
80,81,"Brian Harman",60,NA,2580.333,358,106,"ProximitytoHoleARG",2016
80,97,"Jeff Overton",51,NA,2385.917,331,23,"ProximitytoHoleARG",2016
80,88,"Carl Pettersson",31,NA,1661.167,231,119,"ProximitytoHoleARG",2016
80,125,"DA Points",32,NA,1080.083,150,113,"ProximitytoHoleARG",2016
80,88,"Darron Stiles",28,NA,746.167,104,203,"ProximitytoHoleARG",2016
80,117,"Brendon Todd",43,NA,1990.25,278,28,"ProximitytoHoleARG",2016
91,64,"Tyler Aldridge",53,NA,2076.25,288,129,"ProximitytoHoleARG",2016
91,88,"Erik Compton",45,NA,1830.75,252,177,"ProximitytoHoleARG",2016
91,64,"Fabian Gomez",49,NA,2107.25,290,101,"ProximitytoHoleARG",2016
91,97,"Smylie Kaufman",57,NA,2146.583,297,100,"ProximitytoHoleARG",2016
91,97,"Seung Yul Noh",54,NA,2219.5,305,161,"ProximitytoHoleARG",2016
91,97,"Wes Roach",33,NA,1106.417,153,123,"ProximitytoHoleARG",2016
91,109,"Adam Scott",39,NA,1076.333,149,110,"ProximitytoHoleARG",2016
91,44,"Cameron Smith",45,NA,1339.5,185,125,"ProximitytoHoleARG",2016
91,97,"Camilo Villegas",50,NA,2311.417,319,58,"ProximitytoHoleARG",2016
100,117,"James Hahn",45,NA,1982.75,270,139,"ProximitytoHoleARG",2016
100,88,"Hiroshi Iwata",51,NA,2112.583,289,111,"ProximitytoHoleARG",2016
100,109,"Russell Knox",48,NA,1401,190,20,"ProximitytoHoleARG",2016
100,97,"Will Ma Kenzie",54,NA,1974.667,270,181,"ProximitytoHoleARG",2016
100,97,"Rory McIlroy",37,NA,1270.75,174,89,"ProximitytoHoleARG",2016
100,64,"Patrick Rodgers",49,NA,1957.5,267,92,"ProximitytoHoleARG",2016
100,64,"Gary Woodland",45,NA,1772.5,241,151,"ProximitytoHoleARG",2016
107,44,"Byeong Hun An",23,NA,690.167,93,148,"ProximitytoHoleARG",2016
107,125,"Tony Finau",49,NA,2172.833,292,84,"ProximitytoHoleARG",2016
107,28,"Robert Garrigus",34,NA,1256.583,170,190,"ProximitytoHoleARG",2016
107,117,"Russell Henley",42,NA,1903,256,32,"ProximitytoHoleARG",2016
107,88,"Matt Jones",45,NA,1660.167,224,169,"ProximitytoHoleARG",2016
107,125,"Michael Kim",62,NA,2770.417,372,91,"ProximitytoHoleARG",2016
107,97,"Spencer Levin",62,NA,2439.833,328,76,"ProximitytoHoleARG",2016
107,117,"Kyle Reifers",63,NA,2484.167,336,195,"ProximitytoHoleARG",2016
107,97,"Scott Stallings",46,NA,2083.5,282,136,"ProximitytoHoleARG",2016
107,144,"Brendan Steele",48,NA,2003.083,269,153,"ProximitytoHoleARG",2016
107,109,"Harold Varner III",58,NA,2690.583,364,133,"ProximitytoHoleARG",2016
118,125,"Abraham Ancer",26,NA,895.583,119,155,"ProximitytoHoleARG",2016
118,117,"Daniel Berger",52,NA,1979,264,108,"ProximitytoHoleARG",2016
118,125,"Keegan Bradley",40,NA,1382,185,186,"ProximitytoHoleARG",2016
118,144,"Ben Crane",48,NA,2030.75,272,131,"ProximitytoHoleARG",2016
118,125,"Ken Duke",26,NA,1170.5,156,183,"ProximitytoHoleARG",2016
118,125,"Brice Garnett",29,NA,761.083,101,98,"ProximitytoHoleARG",2016
118,97,"JB Holmes",39,NA,1703,227,56,"ProximitytoHoleARG",2016
118,109,"Danny Lee",53,NA,2030.25,270,57,"ProximitytoHoleARG",2016
118,88,"Andrew Loupe",50,NA,2522,336,193,"ProximitytoHoleARG",2016
118,125,"George McNeill",33,NA,1714.5,229,184,"ProximitytoHoleARG",2016
118,144,"Ryan Moore",40,NA,1438,192,124,"ProximitytoHoleARG",2016
118,109,"Geoff Ogilvy",37,NA,1712.583,228,172,"ProximitytoHoleARG",2016
118,125,"Andy Sullivan",25,NA,934.083,125,159,"ProximitytoHoleARG",2016
118,125,"Justin Thomas",53,NA,1977.333,264,134,"ProximitytoHoleARG",2016
118,109,"Michael Thompson",46,NA,1521.583,204,166,"ProximitytoHoleARG",2016
118,125,"Will Wilcox",47,NA,2392.167,320,88,"ProximitytoHoleARG",2016
134,125,"Blayne Barber",44,NA,1970.083,261,157,"ProximitytoHoleARG",2016
134,144,"Scott Brown",59,NA,2331.667,308,108,"ProximitytoHoleARG",2016
134,117,"Bronson Burgoon",53,NA,2147,283,103,"ProximitytoHoleARG",2016
134,117,"Jim Herman",55,NA,2037.167,268,67,"ProximitytoHoleARG",2016
134,125,"Mark Hubbard",73,NA,3323.917,439,43,"ProximitytoHoleARG",2016
134,155,"Colt Knost",56,NA,2171.75,286,17,"ProximitytoHoleARG",2016
134,151,"DH Lee",35,NA,1478.083,195,201,"ProximitytoHoleARG",2016
134,144,"Charl Schwartzel",29,NA,1065.5,140,31,"ProximitytoHoleARG",2016
134,125,"Kyle Stanley",57,NA,2465.083,326,182,"ProximitytoHoleARG",2016
134,144,"Nick Taylor",57,NA,2391.083,317,54,"ProximitytoHoleARG",2016
144,160,"Jason Bohn",37,NA,1539.75,201,115,"ProximitytoHoleARG",2016
144,151,"Jason Dufner",53,NA,1899.833,248,156,"ProximitytoHoleARG",2016
144,117,"Adam Hadwin",53,NA,2605.417,340,140,"ProximitytoHoleARG",2016
144,125,"Whee Kim",54,NA,2551.917,333,117,"ProximitytoHoleARG",2016
144,125,"William McGirt",54,NA,2605.25,341,50,"ProximitytoHoleARG",2016
144,125,"Sam Saunders",40,NA,1579.25,207,144,"ProximitytoHoleARG",2016
144,160,"Robert Streb",51,NA,1805,236,149,"ProximitytoHoleARG",2016
151,167,"Steven Bowditch",40,NA,1749.083,226,206,"ProximitytoHoleARG",2016
151,155,"Stewart Cink",45,NA,1600.167,207,193,"ProximitytoHoleARG",2016
151,151,"Jason Gore",51,NA,1920.667,249,72,"ProximitytoHoleARG",2016
151,160,"Morgan Hoffmann",43,NA,2000.333,257,114,"ProximitytoHoleARG",2016
151,155,"Brooks Koepka",39,NA,1611.417,208,154,"ProximitytoHoleARG",2016
151,144,"Shane Lowry",35,NA,1123.583,145,196,"ProximitytoHoleARG",2016
151,155,"Graeme McDowell",33,NA,1257.5,162,62,"ProximitytoHoleARG",2016
151,125,"Brett Stegmaier",57,NA,2594.833,334,127,"ProximitytoHoleARG",2016
