"ProximitytoHoleARG_RANKTHISWEEK_2016","ProximitytoHoleARG_RANKLASTWEEK_2016","ProximitytoHoleARG_PLAYERNAME_2016","ProximitytoHoleARG_ROUNDS_2016","ProximitytoHoleARG_AVGDTP_2016","ProximitytoHoleARG_TOTALDISTANCEFEET_2016","ProximitytoHoleARG_OFSHOTS_2016","ProximitytoHoleARG_SCRAMBLINGRANK_2016","stat_name","year"
151,160,"Kevin Streelman",46,NA,1521.083,197,170,"ProximitytoHoleARG",2016
151,167,"Johnson Wagner",44,NA,1818.75,234,122,"ProximitytoHoleARG",2016
161,167,"Robert Allenby",35,NA,1541.25,196,200,"ProximitytoHoleARG",2016
161,160,"Charlie Beljan",26,NA,1078.083,138,171,"ProximitytoHoleARG",2016
161,160,"Miguel Angel Carballo",24,NA,863.833,110,179,"ProximitytoHoleARG",2016
161,167,"Kevin Kisner",49,NA,1778.417,228,163,"ProximitytoHoleARG",2016
161,167,"Martin Laird",46,NA,2097.833,268,95,"ProximitytoHoleARG",2016
161,180,"Henrik Norlander",41,NA,1376.25,175,73,"ProximitytoHoleARG",2016
161,109,"Henrik Stenson",30,NA,999.833,128,162,"ProximitytoHoleARG",2016
161,155,"Chris Stroud",52,NA,2364.333,302,146,"ProximitytoHoleARG",2016
161,180,"Cameron Tringale",47,NA,2250.75,287,82,"ProximitytoHoleARG",2016
161,151,"Boo Weekley",53,NA,2312,296,141,"ProximitytoHoleARG",2016
171,167,"Sergio Garcia",28,NA,703.667,89,126,"ProximitytoHoleARG",2016
171,125,"Davis Love III",40,NA,1833.417,232,175,"ProximitytoHoleARG",2016
171,167,"Hunter Mahan",43,NA,1935.583,244,152,"ProximitytoHoleARG",2016
171,167,"Ryan Palmer",46,NA,2449,310,128,"ProximitytoHoleARG",2016
171,167,"Rory Sabbatini",40,NA,1605.917,203,137,"ProximitytoHoleARG",2016
176,160,"Derek Fathauer",58,NA,2727,341,120,"ProximitytoHoleARG",2016
176,180,"Greg Owen",56,NA,2259.5,282,202,"ProximitytoHoleARG",2016
176,178,"John Senden",48,NA,2233.583,279,104,"ProximitytoHoleARG",2016
179,167,"Thomas Aiken",42,NA,1399.167,173,79,"ProximitytoHoleARG",2016
179,180,"Matt Every",34,NA,1810.667,223,199,"ProximitytoHoleARG",2016
179,180,"Andrew Landry",24,NA,753,93,45,"ProximitytoHoleARG",2016
179,180,"Ben Martin",48,NA,2245.083,278,167,"ProximitytoHoleARG",2016
179,178,"Carlos Ortiz",47,NA,2125.75,264,205,"ProximitytoHoleARG",2016
179,167,"Dawie van der Walt",48,NA,1886.917,233,192,"ProximitytoHoleARG",2016
185,191,"Anirban Lahiri",44,NA,1826.583,221,93,"ProximitytoHoleARG",2016
185,188,"Scott Piercy",45,NA,1684.583,205,158,"ProximitytoHoleARG",2016
185,191,"Ollie Schniederjans",23,NA,1192.667,145,197,"ProximitytoHoleARG",2016
185,191,"Daniel Summerhays",55,NA,2866.083,346,90,"ProximitytoHoleARG",2016
185,188,"Hudson Swafford",52,NA,2246.5,272,130,"ProximitytoHoleARG",2016
185,180,"Jhonattan Vegas",49,NA,2176.833,263,96,"ProximitytoHoleARG",2016
191,187,"Graham DeLaet",50,NA,2351.583,283,185,"ProximitytoHoleARG",2016
191,196,"Andres Gonzales",46,NA,2065.417,249,172,"ProximitytoHoleARG",2016
191,191,"Chesson Hadley",51,NA,2397.75,288,150,"ProximitytoHoleARG",2016
191,188,"JJ Henry",44,NA,2252.333,271,191,"ProximitytoHoleARG",2016
195,200,"Jonas Blixt",46,NA,2551.917,304,81,"ProximitytoHoleARG",2016
195,196,"Rhein Gibson",36,NA,1658.583,197,165,"ProximitytoHoleARG",2016
195,200,"Steve Marino",40,NA,1712.667,204,188,"ProximitytoHoleARG",2016
195,196,"Louis Oosthuizen",25,NA,537.75,64,203,"ProximitytoHoleARG",2016
195,200,"Scott Pinckney",53,NA,2351.917,279,189,"ProximitytoHoleARG",2016
200,199,"Matthew Fitzpatrick",23,NA,819.667,96,159,"ProximitytoHoleARG",2016
201,206,"Angel Cabrera",42,NA,2210.583,258,168,"ProximitytoHoleARG",2016
202,191,"Emiliano Grillo",47,NA,2101.75,243,187,"ProximitytoHoleARG",2016
203,200,"Kelly Kraft",35,NA,1176.75,135,198,"ProximitytoHoleARG",2016
203,205,"Cameron Percy",22,NA,727,83,175,"ProximitytoHoleARG",2016
205,200,"Brendon de Jonge",55,NA,2397.417,272,132,"ProximitytoHoleARG",2016
206,207,"Justin Hicks",26,NA,1354.333,147,207,"ProximitytoHoleARG",2016
207,208,"Pat Perez",28,NA,1111.25,119,180,"ProximitytoHoleARG",2016
