"Last5EventsShortGame_RANKTHISWEEK_2012","Last5EventsShortGame_RANKLASTWEEK_2012","Last5EventsShortGame_PLAYERNAME_2012","Last5EventsShortGame_EVENTS_2012","Last5EventsShortGame_RATING_2012","stat_name","year"
1,1,"Jason Dufner",1,9.3,"Last5EventsShortGame",2012
2,2,"Patrick Cantlay",1,8.8,"Last5EventsShortGame",2012
2,2,"Jarrod Lyle",2,8.8,"Last5EventsShortGame",2012
4,4,"Glen Day",1,8.7,"Last5EventsShortGame",2012
5,5,"Duffy Waldorf",2,8.6,"Last5EventsShortGame",2012
6,6,"Charles Howell III",3,8.5,"Last5EventsShortGame",2012
7,7,"Zack Miller",2,8.2,"Last5EventsShortGame",2012
8,8,"Albin Choi",1,8.1,"Last5EventsShortGame",2012
9,9,"Woody Austin",2,8,"Last5EventsShortGame",2012
9,9,"Darren Clarke",1,8,"Last5EventsShortGame",2012
9,9,"Len Mattiace",1,8,"Last5EventsShortGame",2012
9,9,"Jesper Parnevik",1,8,"Last5EventsShortGame",2012
13,13,"Greg Chalmers",3,7.9,"Last5EventsShortGame",2012
13,13,"Jonathan Randolph",1,7.9,"Last5EventsShortGame",2012
13,13,"Vijay Singh",4,7.9,"Last5EventsShortGame",2012
16,16,"Jim Furyk",2,7.8,"Last5EventsShortGame",2012
16,16,"Lee Janzen",2,7.8,"Last5EventsShortGame",2012
16,16,"Andres Romero",1,7.8,"Last5EventsShortGame",2012
19,19,"Steven Bowditch",1,7.7,"Last5EventsShortGame",2012
19,19,"Erik Compton",1,7.7,"Last5EventsShortGame",2012
19,19,"Paul Goydos",2,7.7,"Last5EventsShortGame",2012
19,19,"Nick OHern",2,7.7,"Last5EventsShortGame",2012
19,19,"Omar Uresti",2,7.7,"Last5EventsShortGame",2012
24,24,"Jason Bohn",2,7.6,"Last5EventsShortGame",2012
24,24,"Alex Cejka",1,7.6,"Last5EventsShortGame",2012
24,24,"Jerry Kelly",2,7.6,"Last5EventsShortGame",2012
24,24,"Justin Leonard",3,7.6,"Last5EventsShortGame",2012
24,24,"Bill Lunde",3,7.6,"Last5EventsShortGame",2012
24,24,"John Mallinger",2,7.6,"Last5EventsShortGame",2012
24,24,"Corey Pavin",2,7.6,"Last5EventsShortGame",2012
24,24,"Ted Potter Jr",2,7.6,"Last5EventsShortGame",2012
32,32,"Robert Damron",1,7.5,"Last5EventsShortGame",2012
32,32,"Brett Quigley",1,7.5,"Last5EventsShortGame",2012
34,34,"Martin Kaymer",1,7.4,"Last5EventsShortGame",2012
34,34,"Russell Knox",4,7.4,"Last5EventsShortGame",2012
34,34,"Steve Wheatcroft",1,7.4,"Last5EventsShortGame",2012
37,37,"Mark Anderson",3,7.3,"Last5EventsShortGame",2012
37,37,"Jamie Donaldson",1,7.3,"Last5EventsShortGame",2012
37,37,"Pat Perez",2,7.3,"Last5EventsShortGame",2012
40,40,"Eric Axley",1,7.2,"Last5EventsShortGame",2012
40,40,"Ricky Barnes",1,7.2,"Last5EventsShortGame",2012
40,40,"Rich Beem",1,7.2,"Last5EventsShortGame",2012
40,40,"Hunter Haas",3,7.2,"Last5EventsShortGame",2012
40,40,"Adam Hadwin",1,7.2,"Last5EventsShortGame",2012
40,40,"Rory McIlroy",2,7.2,"Last5EventsShortGame",2012
40,40,"Jeff Quinney",1,7.2,"Last5EventsShortGame",2012
40,40,"Patrick Sheehan",1,7.2,"Last5EventsShortGame",2012
40,40,"Brandt Snedeker",2,7.2,"Last5EventsShortGame",2012
40,40,"Tadahiro Takayama",1,7.2,"Last5EventsShortGame",2012
50,50,"Stephen Gangluff",1,7.1,"Last5EventsShortGame",2012
50,50,"Retief Goosen",2,7.1,"Last5EventsShortGame",2012
50,50,"Ryuji Imada",2,7.1,"Last5EventsShortGame",2012
50,50,"Kevin Na",3,7.1,"Last5EventsShortGame",2012
50,50,"Tim Petrovic",1,7.1,"Last5EventsShortGame",2012
50,50,"Kyle Reifers",2,7.1,"Last5EventsShortGame",2012
50,50,"Gene Sauers",1,7.1,"Last5EventsShortGame",2012
50,50,"Paul Stankowski",2,7.1,"Last5EventsShortGame",2012
50,50,"Vaughn Taylor",3,7.1,"Last5EventsShortGame",2012
50,50,"Josh Teater",4,7.1,"Last5EventsShortGame",2012
60,60,"Thomas Bjorn",1,7,"Last5EventsShortGame",2012
60,60,"Michael Bradley",1,7,"Last5EventsShortGame",2012
60,60,"Sergio Garcia",3,7,"Last5EventsShortGame",2012
60,60,"Billy Hurley III",1,7,"Last5EventsShortGame",2012
60,60,"Paul Lawrie",1,7,"Last5EventsShortGame",2012
60,60,"Phil Mickelson",3,7,"Last5EventsShortGame",2012
60,60,"Chris Riley",3,7,"Last5EventsShortGame",2012
60,60,"Michael Thompson",2,7,"Last5EventsShortGame",2012
60,60,"Camilo Villegas",4,7,"Last5EventsShortGame",2012
69,69,"Jonas Blixt",4,6.9,"Last5EventsShortGame",2012
69,69,"Jonathan Byrd",2,6.9,"Last5EventsShortGame",2012
69,69,"KJ Choi",1,6.9,"Last5EventsShortGame",2012
