"Front9Round4ScoringAverage_RANKTHISWEEK_2015","Front9Round4ScoringAverage_RANKLASTWEEK_2015","Front9Round4ScoringAverage_PLAYERNAME_2015","Front9Round4ScoringAverage__2015","Front9Round4ScoringAverage_AVG_2015","Front9Round4ScoringAverage_TOTALSTROKES_2015","Front9Round4ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Will Wilcox",NA,33.64,370,11,"Front9Round4ScoringAverage",2015
2,2,"Bubba Watson",NA,33.94,543,16,"Front9Round4ScoringAverage",2015
3,3,"Rory Sabbatini",NA,34,510,15,"Front9Round4ScoringAverage",2015
4,4,"James Hahn",NA,34.05,647,19,"Front9Round4ScoringAverage",2015
5,5,"Steven Alker",NA,34.13,273,8,"Front9Round4ScoringAverage",2015
6,6,"Blayne Barber",NA,34.18,376,11,"Front9Round4ScoringAverage",2015
6,6,"Jason Day",NA,34.18,581,17,"Front9Round4ScoringAverage",2015
8,8,"Jordan Spieth",NA,34.2,684,20,"Front9Round4ScoringAverage",2015
8,8,"Boo Weekley",NA,34.2,513,15,"Front9Round4ScoringAverage",2015
10,10,"Chez Reavie",NA,34.25,274,8,"Front9Round4ScoringAverage",2015
11,11,"Colt Knost",NA,34.31,549,16,"Front9Round4ScoringAverage",2015
12,12,"Robert Streb",NA,34.32,858,25,"Front9Round4ScoringAverage",2015
13,13,"Ryan Palmer",NA,34.35,584,17,"Front9Round4ScoringAverage",2015
14,14,"Whee Kim",NA,34.36,378,11,"Front9Round4ScoringAverage",2015
14,14,"Scott Stallings",NA,34.36,378,11,"Front9Round4ScoringAverage",2015
16,16,"Tom Hoge",NA,34.38,447,13,"Front9Round4ScoringAverage",2015
17,17,"Paul Casey",NA,34.39,619,18,"Front9Round4ScoringAverage",2015
18,18,"Kyle Reifers",NA,34.4,516,15,"Front9Round4ScoringAverage",2015
19,19,"David Lingmerth",NA,34.41,585,17,"Front9Round4ScoringAverage",2015
20,20,"Francesco Molinari",NA,34.42,413,12,"Front9Round4ScoringAverage",2015
21,21,"Kevin Kisner",NA,34.43,723,21,"Front9Round4ScoringAverage",2015
22,22,"Greg Owen",NA,34.44,310,9,"Front9Round4ScoringAverage",2015
23,23,"Mark Wilson",NA,34.47,517,15,"Front9Round4ScoringAverage",2015
