"TenthTeeLatePar4ScoringAverage_RANKTHISWEEK_2005","TenthTeeLatePar4ScoringAverage_RANKLASTWEEK_2005","TenthTeeLatePar4ScoringAverage_PLAYERNAME_2005","TenthTeeLatePar4ScoringAverage_ROUNDS_2005","TenthTeeLatePar4ScoringAverage_AVG_2005","TenthTeeLatePar4ScoringAverage_TOTALSTROKES_2005","TenthTeeLatePar4ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Luke Donald",67,3.88,167,43,"TenthTeeLatePar4ScoringAverage",2005
2,2,"Sean OHair",103,3.9,308,79,"TenthTeeLatePar4ScoringAverage",2005
3,3,"Marco Dawson",82,3.91,563,144,"TenthTeeLatePar4ScoringAverage",2005
4,4,"Kirk Triplett",55,3.92,294,75,"TenthTeeLatePar4ScoringAverage",2005
5,5,"Brandt Jobe",96,3.93,421,107,"TenthTeeLatePar4ScoringAverage",2005
5,5,"Vijay Singh",111,3.93,346,88,"TenthTeeLatePar4ScoringAverage",2005
7,7,"Olin Browne",99,3.94,823,209,"TenthTeeLatePar4ScoringAverage",2005
7,7,"Sergio Garcia",73,3.94,303,77,"TenthTeeLatePar4ScoringAverage",2005
7,7,"Scott Gutschewski",86,3.94,414,105,"TenthTeeLatePar4ScoringAverage",2005
7,7,"Kenny Perry",82,3.94,347,88,"TenthTeeLatePar4ScoringAverage",2005
11,11,"Billy Mayfair",114,3.95,754,191,"TenthTeeLatePar4ScoringAverage",2005
11,11,"Phil Mickelson",81,3.95,387,98,"TenthTeeLatePar4ScoringAverage",2005
11,11,"Joey Snyder III",102,3.95,660,167,"TenthTeeLatePar4ScoringAverage",2005
14,14,"Jeff Brehaut",71,3.96,535,135,"TenthTeeLatePar4ScoringAverage",2005
14,14,"Bob Estes",92,3.96,720,182,"TenthTeeLatePar4ScoringAverage",2005
14,14,"Brian Gay",101,3.96,777,196,"TenthTeeLatePar4ScoringAverage",2005
14,14,"Richard Johnson",50,3.96,424,107,"TenthTeeLatePar4ScoringAverage",2005
14,14,"Brett Quigley",96,3.96,586,148,"TenthTeeLatePar4ScoringAverage",2005
19,19,"Stewart Cink",98,3.97,429,108,"TenthTeeLatePar4ScoringAverage",2005
19,19,"Thomas Levet",54,3.97,302,76,"TenthTeeLatePar4ScoringAverage",2005
19,19,"Steve Stricker",62,3.97,437,110,"TenthTeeLatePar4ScoringAverage",2005
22,22,"KJ Choi",78,3.98,346,87,"TenthTeeLatePar4ScoringAverage",2005
22,22,"Brian Davis",75,3.98,573,144,"TenthTeeLatePar4ScoringAverage",2005
22,22,"Jim Furyk",94,3.98,525,132,"TenthTeeLatePar4ScoringAverage",2005
22,22,"David Hearn",68,3.98,577,145,"TenthTeeLatePar4ScoringAverage",2005
22,22,"John Huston",90,3.98,792,199,"TenthTeeLatePar4ScoringAverage",2005
22,22,"Carl Pettersson",109,3.98,840,211,"TenthTeeLatePar4ScoringAverage",2005
22,22,"Vaughn Taylor",99,3.98,820,206,"TenthTeeLatePar4ScoringAverage",2005
29,29,"Mark Calcavecchia",92,3.99,638,160,"TenthTeeLatePar4ScoringAverage",2005
29,29,"Joe Durant",81,3.99,659,165,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Arjun Atwal",65,4,260,65,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Jonathan Byrd",103,4,815,204,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Tim Clark",92,4,484,121,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Gavin Coles",70,4,648,162,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Tim Herron",100,4,428,107,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Freddie Jacobson",72,4,564,141,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Stephen Leaney",89,4,452,113,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Jose Maria Olazabal",55,4,344,86,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Brenden Pappas",51,4,220,55,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Scott Verplank",87,4,380,95,"TenthTeeLatePar4ScoringAverage",2005
31,31,"Nick Watney",91,4,825,206,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Robert Allenby",95,4.01,597,149,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Paul Azinger",66,4.01,297,74,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Briny Baird",98,4.01,501,125,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Jason Bohn",91,4.01,835,208,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Retief Goosen",71,4.01,305,76,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Zach Johnson",96,4.01,513,128,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Jerry Kelly",101,4.01,633,158,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Justin Leonard",78,4.01,573,143,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Joey Sindelar",104,4.01,1027,256,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Jeff Sluman",94,4.01,598,149,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Hidemichi Tanaka",106,4.01,806,201,"TenthTeeLatePar4ScoringAverage",2005
42,42,"Mark Wilson",74,4.01,645,161,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Fred Funk",102,4.02,486,121,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Tom Gillis",77,4.02,748,186,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Matt Gogel",78,4.02,675,168,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Lee Janzen",75,4.02,434,108,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Jeff Maggert",79,4.02,695,173,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Phillip Price",77,4.02,478,119,"TenthTeeLatePar4ScoringAverage",2005
54,54,"Chris Riley",67,4.02,563,140,"TenthTeeLatePar4ScoringAverage",2005
54,54,"John Senden",101,4.02,708,176,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Billy Andrade",83,4.03,468,116,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Tommy Armour III",103,4.03,834,207,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Justin Bolli",65,4.03,512,127,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Harrison Frazar",105,4.03,706,175,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Brent Geiberger",61,4.03,745,185,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Lucas Glover",88,4.03,447,111,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Dudley Hart",84,4.03,468,116,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Jonathan Kaye",77,4.03,592,147,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Frank Lickliter II",100,4.03,769,191,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Greg Owen",84,4.03,883,219,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Rod Pampling",89,4.03,447,111,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Tom Pernice Jr",111,4.03,636,158,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Rory Sabbatini",81,4.03,395,98,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Darron Stiles",78,4.03,645,160,"TenthTeeLatePar4ScoringAverage",2005
62,62,"Kevin Sutherland",89,4.03,681,169,"TenthTeeLatePar4ScoringAverage",2005
