"ConsecutivePar5Birdies_RANKTHISWEEK_2012","ConsecutivePar5Birdies_RANKLASTWEEK_2012","ConsecutivePar5Birdies_PLAYERNAME_2012","ConsecutivePar5Birdies_EVENTS_2012","ConsecutivePar5Birdies_NUMBEROFHOLES_2012","stat_name","year"
1,1,"Rory Sabbatini",29,13,"ConsecutivePar5Birdies",2012
2,2,"Bobby Gates",29,12,"ConsecutivePar5Birdies",2012
3,3,"Ben Crane",23,11,"ConsecutivePar5Birdies",2012
3,3,"Chris Kirk",27,11,"ConsecutivePar5Birdies",2012
3,3,"Kyle Stanley",27,11,"ConsecutivePar5Birdies",2012
6,6,"Pat Perez",23,10,"ConsecutivePar5Birdies",2012
6,6,"Charl Schwartzel",16,10,"ConsecutivePar5Birdies",2012
6,6,"Chris Stroud",28,10,"ConsecutivePar5Birdies",2012
9,9,"KJ Choi",21,9,"ConsecutivePar5Birdies",2012
9,9,"Graham DeLaet",23,9,"ConsecutivePar5Birdies",2012
9,9,"Russell Knox",23,9,"ConsecutivePar5Birdies",2012
9,9,"John Merrick",26,9,"ConsecutivePar5Birdies",2012
9,9,"Brett Quigley",1,9,"ConsecutivePar5Birdies",2012
9,9,"Patrick Reed",12,9,"ConsecutivePar5Birdies",2012
9,9,"Andres Romero",22,9,"ConsecutivePar5Birdies",2012
9,9,"John Senden",22,9,"ConsecutivePar5Birdies",2012
9,9,"Boo Weekley",25,9,"ConsecutivePar5Birdies",2012
18,18,"Mark Anderson",25,8,"ConsecutivePar5Birdies",2012
18,18,"Aaron Baddeley",22,8,"ConsecutivePar5Birdies",2012
18,18,"Sangmoon Bae",25,8,"ConsecutivePar5Birdies",2012
18,18,"Ricky Barnes",28,8,"ConsecutivePar5Birdies",2012
18,18,"Matt Bettencourt",31,8,"ConsecutivePar5Birdies",2012
18,18,"Tommy Biershenk",27,8,"ConsecutivePar5Birdies",2012
18,18,"Keegan Bradley",25,8,"ConsecutivePar5Birdies",2012
18,18,"Roberto Castro",27,8,"ConsecutivePar5Birdies",2012
18,18,"Ben Curtis",19,8,"ConsecutivePar5Birdies",2012
18,18,"Ernie Els",22,8,"ConsecutivePar5Birdies",2012
18,18,"Harris English",27,8,"ConsecutivePar5Birdies",2012
18,18,"Robert Garrigus",26,8,"ConsecutivePar5Birdies",2012
18,18,"JB Holmes",25,8,"ConsecutivePar5Birdies",2012
18,18,"Charles Howell III",29,8,"ConsecutivePar5Birdies",2012
18,18,"John Huh",28,8,"ConsecutivePar5Birdies",2012
18,18,"Martin Laird",22,8,"ConsecutivePar5Birdies",2012
18,18,"John Mallinger",25,8,"ConsecutivePar5Birdies",2012
18,18,"Troy Matteson",32,8,"ConsecutivePar5Birdies",2012
18,18,"Billy Mayfair",28,8,"ConsecutivePar5Birdies",2012
18,18,"Rory McIlroy",16,8,"ConsecutivePar5Birdies",2012
18,18,"George McNeill",25,8,"ConsecutivePar5Birdies",2012
18,18,"Sean OHair",24,8,"ConsecutivePar5Birdies",2012
18,18,"Heath Slocum",29,8,"ConsecutivePar5Birdies",2012
18,18,"Steve Stricker",19,8,"ConsecutivePar5Birdies",2012
18,18,"Michael Thompson",25,8,"ConsecutivePar5Birdies",2012
18,18,"Duffy Waldorf",11,8,"ConsecutivePar5Birdies",2012
18,18,"Mark Wilson",25,8,"ConsecutivePar5Birdies",2012
18,18,"Gary Woodland",22,8,"ConsecutivePar5Birdies",2012
