"LateLowestRound_RANKTHISWEEK_2007","LateLowestRound_RANKLASTWEEK_2007","LateLowestRound_PLAYERNAME_2007","LateLowestRound__2007","LateLowestRound_LOWRND_2007","stat_name","year"
1,1,"Mark Hensby",NA,61,"LateLowestRound",2007
1,1,"Jesper Parnevik",NA,61,"LateLowestRound",2007
3,3,"Woody Austin",NA,62,"LateLowestRound",2007
3,3,"Brent Geiberger",NA,62,"LateLowestRound",2007
3,3,"Hunter Mahan",NA,62,"LateLowestRound",2007
6,6,"Michael Allen",NA,63,"LateLowestRound",2007
6,6,"Robert Allenby",NA,63,"LateLowestRound",2007
6,6,"Mark Calcavecchia",NA,63,"LateLowestRound",2007
6,6,"Jason Gore",NA,63,"LateLowestRound",2007
6,6,"Paul Goydos",NA,63,"LateLowestRound",2007
6,6,"Nathan Green",NA,63,"LateLowestRound",2007
6,6,"Charles Howell III",NA,63,"LateLowestRound",2007
6,6,"Bernhard Langer",NA,63,"LateLowestRound",2007
6,6,"Bob May",NA,63,"LateLowestRound",2007
6,6,"Ryan Moore",NA,63,"LateLowestRound",2007
6,6,"Kevin Na",NA,63,"LateLowestRound",2007
6,6,"Joe Ogilvie",NA,63,"LateLowestRound",2007
6,6,"Kenny Perry",NA,63,"LateLowestRound",2007
6,6,"John Rollins",NA,63,"LateLowestRound",2007
6,6,"Rory Sabbatini",NA,63,"LateLowestRound",2007
6,6,"Brandt Snedeker",NA,63,"LateLowestRound",2007
6,6,"Bob Tway",NA,63,"LateLowestRound",2007
6,6,"Camilo Villegas",NA,63,"LateLowestRound",2007
6,6,"Tiger Woods",NA,63,"LateLowestRound",2007
25,25,"Stephen Ames",NA,64,"LateLowestRound",2007
25,25,"Tommy Armour III",NA,64,"LateLowestRound",2007
25,25,"Ryan Armour",NA,64,"LateLowestRound",2007
25,25,"Aaron Baddeley",NA,64,"LateLowestRound",2007
25,25,"Cameron Beckman",NA,64,"LateLowestRound",2007
25,25,"Rich Beem",NA,64,"LateLowestRound",2007
25,25,"Bart Bryant",NA,64,"LateLowestRound",2007
25,25,"KJ Choi",NA,64,"LateLowestRound",2007
25,25,"Daniel Chopra",NA,64,"LateLowestRound",2007
25,25,"Ben Curtis",NA,64,"LateLowestRound",2007
25,25,"Jason Dufner",NA,64,"LateLowestRound",2007
25,25,"Bob Estes",NA,64,"LateLowestRound",2007
25,25,"Fred Funk",NA,64,"LateLowestRound",2007
