"3PuttAvoidanceRound1_RANKTHISWEEK_2016","3PuttAvoidanceRound1_RANKLASTWEEK_2016","3PuttAvoidanceRound1_PLAYERNAME_2016","3PuttAvoidanceRound1__2016","3PuttAvoidanceRound1_Pct_2016","3PuttAvoidanceRound1_TOTAL3PUTTS_2016","3PuttAvoidanceRound1_TOTALHOLES_2016","stat_name","year"
1,1,"Camilo Villegas",NA,0.35,1,288,"3PuttAvoidanceRound1",2016
1,1,"Steve Wheatcroft",NA,0.35,1,288,"3PuttAvoidanceRound1",2016
3,3,"Ryan Palmer",NA,0.46,1,216,"3PuttAvoidanceRound1",2016
4,5,"Retief Goosen",NA,0.56,1,180,"3PuttAvoidanceRound1",2016
5,6,"Chesson Hadley",NA,0.69,2,288,"3PuttAvoidanceRound1",2016
6,8,"KJ Choi",NA,0.79,2,252,"3PuttAvoidanceRound1",2016
7,10,"Spencer Levin",NA,0.88,3,342,"3PuttAvoidanceRound1",2016
8,12,"Hiroshi Iwata",NA,0.93,3,324,"3PuttAvoidanceRound1",2016
8,10,"Jerry Kelly",NA,0.93,2,216,"3PuttAvoidanceRound1",2016
8,4,"Gary Woodland",NA,0.93,2,216,"3PuttAvoidanceRound1",2016
11,13,"Rickie Fowler",NA,1.01,2,198,"3PuttAvoidanceRound1",2016
12,6,"Adam Hadwin",NA,1.04,3,288,"3PuttAvoidanceRound1",2016
13,8,"Harris English",NA,1.11,3,270,"3PuttAvoidanceRound1",2016
13,13,"Louis Oosthuizen",NA,1.11,1,90,"3PuttAvoidanceRound1",2016
13,15,"Sam Saunders",NA,1.11,3,270,"3PuttAvoidanceRound1",2016
16,15,"Troy Merritt",NA,1.19,3,252,"3PuttAvoidanceRound1",2016
17,18,"Kevin Kisner",NA,1.28,3,234,"3PuttAvoidanceRound1",2016
17,18,"Henrik Norlander",NA,1.28,3,234,"3PuttAvoidanceRound1",2016
19,18,"Branden Grace",NA,1.39,2,144,"3PuttAvoidanceRound1",2016
19,18,"Steve Stricker",NA,1.39,2,144,"3PuttAvoidanceRound1",2016
21,17,"Si Woo Kim",NA,1.46,5,342,"3PuttAvoidanceRound1",2016
21,27,"Peter Malnati",NA,1.46,5,342,"3PuttAvoidanceRound1",2016
23,29,"Patton Kizzire",NA,1.48,4,270,"3PuttAvoidanceRound1",2016
23,29,"Colt Knost",NA,1.48,4,270,"3PuttAvoidanceRound1",2016
23,29,"Daniel Summerhays",NA,1.48,4,270,"3PuttAvoidanceRound1",2016
26,25,"Billy Horschel",NA,1.52,3,198,"3PuttAvoidanceRound1",2016
26,25,"Jimmy Walker",NA,1.52,3,198,"3PuttAvoidanceRound1",2016
28,33,"Ricky Barnes",NA,1.54,5,324,"3PuttAvoidanceRound1",2016
28,27,"Jon Curran",NA,1.54,5,324,"3PuttAvoidanceRound1",2016
28,33,"Brian Harman",NA,1.54,5,324,"3PuttAvoidanceRound1",2016
31,29,"Russell Henley",NA,1.59,4,252,"3PuttAvoidanceRound1",2016
31,37,"Brendan Steele",NA,1.59,4,252,"3PuttAvoidanceRound1",2016
31,37,"Jhonattan Vegas",NA,1.59,4,252,"3PuttAvoidanceRound1",2016
34,41,"Charles Howell III",NA,1.63,5,306,"3PuttAvoidanceRound1",2016
34,41,"Jason Kokrak",NA,1.63,5,306,"3PuttAvoidanceRound1",2016
36,36,"Graeme McDowell",NA,1.67,3,180,"3PuttAvoidanceRound1",2016
36,44,"Francesco Molinari",NA,1.67,3,180,"3PuttAvoidanceRound1",2016
38,18,"DH Lee",NA,1.71,4,234,"3PuttAvoidanceRound1",2016
39,44,"Brendon de Jonge",NA,1.75,6,342,"3PuttAvoidanceRound1",2016
39,44,"Kyle Reifers",NA,1.75,6,342,"3PuttAvoidanceRound1",2016
41,44,"Aaron Baddeley",NA,1.85,5,270,"3PuttAvoidanceRound1",2016
41,44,"Matthew Fitzpatrick",NA,1.85,2,108,"3PuttAvoidanceRound1",2016
41,33,"Michael Kim",NA,1.85,6,324,"3PuttAvoidanceRound1",2016
41,52,"Danny Lee",NA,1.85,5,270,"3PuttAvoidanceRound1",2016
41,44,"Carl Pettersson",NA,1.85,4,216,"3PuttAvoidanceRound1",2016
41,18,"Justin Rose",NA,1.85,3,162,"3PuttAvoidanceRound1",2016
41,44,"Bernd Wiesberger",NA,1.85,2,108,"3PuttAvoidanceRound1",2016
48,41,"Scott Brown",NA,1.96,6,306,"3PuttAvoidanceRound1",2016
49,52,"Stewart Cink",NA,1.98,5,252,"3PuttAvoidanceRound1",2016
49,37,"Ben Martin",NA,1.98,5,252,"3PuttAvoidanceRound1",2016
49,61,"Sean OHair",NA,1.98,5,252,"3PuttAvoidanceRound1",2016
49,61,"Justin Thomas",NA,1.98,5,252,"3PuttAvoidanceRound1",2016
49,37,"Johnson Wagner",NA,1.98,5,252,"3PuttAvoidanceRound1",2016
54,54,"Matt Kuchar",NA,2.02,4,198,"3PuttAvoidanceRound1",2016
54,54,"Marc Leishman",NA,2.02,4,198,"3PuttAvoidanceRound1",2016
54,54,"Scott Piercy",NA,2.02,4,198,"3PuttAvoidanceRound1",2016
54,68,"David Toms",NA,2.02,4,198,"3PuttAvoidanceRound1",2016
58,44,"Blayne Barber",NA,2.08,6,288,"3PuttAvoidanceRound1",2016
58,68,"Roberto Castro",NA,2.08,6,288,"3PuttAvoidanceRound1",2016
58,57,"Billy Hurley III",NA,2.08,3,144,"3PuttAvoidanceRound1",2016
58,57,"Freddie Jacobson",NA,2.08,6,288,"3PuttAvoidanceRound1",2016
58,68,"Andrew Loupe",NA,2.08,6,288,"3PuttAvoidanceRound1",2016
58,57,"Jordan Spieth",NA,2.08,3,144,"3PuttAvoidanceRound1",2016
64,18,"Thomas Aiken",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,77,"Angel Cabrera",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,77,"Luke Donald",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,61,"Charley Hoffman",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,77,"George McNeill",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,77,"Patrick Reed",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,61,"Brandt Snedeker",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
64,77,"Mark Wilson",NA,2.14,5,234,"3PuttAvoidanceRound1",2016
72,93,"Paul Casey",NA,2.22,4,180,"3PuttAvoidanceRound1",2016
72,68,"Smylie Kaufman",NA,2.22,6,270,"3PuttAvoidanceRound1",2016
72,68,"Darron Stiles",NA,2.22,4,180,"3PuttAvoidanceRound1",2016
75,88,"Bronson Burgoon",NA,2.29,7,306,"3PuttAvoidanceRound1",2016
75,88,"Jamie Lovemark",NA,2.29,7,306,"3PuttAvoidanceRound1",2016
75,88,"Carlos Ortiz",NA,2.29,7,306,"3PuttAvoidanceRound1",2016
75,57,"Kyle Stanley",NA,2.29,7,306,"3PuttAvoidanceRound1",2016
75,88,"Nick Taylor",NA,2.29,7,306,"3PuttAvoidanceRound1",2016
80,96,"Martin Piller",NA,2.31,5,216,"3PuttAvoidanceRound1",2016
81,97,"Daniel Berger",NA,2.38,6,252,"3PuttAvoidanceRound1",2016
81,97,"Graham DeLaet",NA,2.38,6,252,"3PuttAvoidanceRound1",2016
81,61,"JJ Henry",NA,2.38,6,252,"3PuttAvoidanceRound1",2016
81,97,"Steve Marino",NA,2.38,6,252,"3PuttAvoidanceRound1",2016
81,61,"Michael Thompson",NA,2.38,6,252,"3PuttAvoidanceRound1",2016
86,68,"Chad Collins",NA,2.43,7,288,"3PuttAvoidanceRound1",2016
86,101,"Ben Crane",NA,2.43,7,288,"3PuttAvoidanceRound1",2016
86,88,"Bryce Molder",NA,2.43,7,288,"3PuttAvoidanceRound1",2016
86,101,"Dawie van der Walt",NA,2.43,7,288,"3PuttAvoidanceRound1",2016
90,93,"Shane Bertsch",NA,2.47,4,162,"3PuttAvoidanceRound1",2016
90,76,"Chad Campbell",NA,2.47,8,324,"3PuttAvoidanceRound1",2016
90,103,"Brendon Todd",NA,2.47,8,324,"3PuttAvoidanceRound1",2016
93,83,"Mark Hubbard",NA,2.5,9,360,"3PuttAvoidanceRound1",2016
94,107,"Hideki Matsuyama",NA,2.53,5,198,"3PuttAvoidanceRound1",2016
94,68,"Vaughn Taylor",NA,2.53,5,198,"3PuttAvoidanceRound1",2016
96,77,"Stuart Appleby",NA,2.56,6,234,"3PuttAvoidanceRound1",2016
96,107,"Martin Laird",NA,2.56,6,234,"3PuttAvoidanceRound1",2016
98,107,"Alex Cejka",NA,2.59,7,270,"3PuttAvoidanceRound1",2016
98,107,"Erik Compton",NA,2.59,7,270,"3PuttAvoidanceRound1",2016
98,85,"Tony Finau",NA,2.59,7,270,"3PuttAvoidanceRound1",2016
98,107,"Kevin Streelman",NA,2.59,7,270,"3PuttAvoidanceRound1",2016
102,103,"Hudson Swafford",NA,2.61,8,306,"3PuttAvoidanceRound1",2016
103,117,"Jonas Blixt",NA,2.78,8,288,"3PuttAvoidanceRound1",2016
103,61,"Steven Bowditch",NA,2.78,7,252,"3PuttAvoidanceRound1",2016
103,107,"Brian Gay",NA,2.78,4,144,"3PuttAvoidanceRound1",2016
103,116,"David Hearn",NA,2.78,9,324,"3PuttAvoidanceRound1",2016
103,107,"Dustin Johnson",NA,2.78,4,144,"3PuttAvoidanceRound1",2016
103,97,"Matt Jones",NA,2.78,7,252,"3PuttAvoidanceRound1",2016
103,103,"Whee Kim",NA,2.78,9,324,"3PuttAvoidanceRound1",2016
103,107,"Justin Leonard",NA,2.78,4,144,"3PuttAvoidanceRound1",2016
103,85,"Rory McIlroy",NA,2.78,4,144,"3PuttAvoidanceRound1",2016
103,93,"Ryan Moore",NA,2.78,5,180,"3PuttAvoidanceRound1",2016
103,117,"Shawn Stefani",NA,2.78,8,288,"3PuttAvoidanceRound1",2016
103,83,"Tyrone Van Aswegen",NA,2.78,10,360,"3PuttAvoidanceRound1",2016
115,124,"Chris Stroud",NA,2.94,9,306,"3PuttAvoidanceRound1",2016
116,85,"Morgan Hoffmann",NA,2.96,8,270,"3PuttAvoidanceRound1",2016
117,119,"Kevin Na",NA,2.99,7,234,"3PuttAvoidanceRound1",2016
118,68,"Jason Bohn",NA,3.03,6,198,"3PuttAvoidanceRound1",2016
118,137,"Padraig Harrington",NA,3.03,6,198,"3PuttAvoidanceRound1",2016
118,120,"Zach Johnson",NA,3.03,6,198,"3PuttAvoidanceRound1",2016
118,107,"Rob Oppenheim",NA,3.03,6,198,"3PuttAvoidanceRound1",2016
118,137,"Tim Wilkinson",NA,3.03,6,198,"3PuttAvoidanceRound1",2016
123,103,"Tyler Aldridge",NA,3.09,10,324,"3PuttAvoidanceRound1",2016
123,134,"Derek Fathauer",NA,3.09,10,324,"3PuttAvoidanceRound1",2016
123,122,"Brice Garnett",NA,3.09,5,162,"3PuttAvoidanceRound1",2016
126,137,"Sung Kang",NA,3.13,9,288,"3PuttAvoidanceRound1",2016
126,124,"Chez Reavie",NA,3.13,9,288,"3PuttAvoidanceRound1",2016
126,137,"Will Wilcox",NA,3.13,9,288,"3PuttAvoidanceRound1",2016
129,127,"Keegan Bradley",NA,3.17,8,252,"3PuttAvoidanceRound1",2016
129,143,"Kevin Chappell",NA,3.17,8,252,"3PuttAvoidanceRound1",2016
129,156,"Jamie Donaldson",NA,3.17,4,126,"3PuttAvoidanceRound1",2016
129,127,"Sergio Garcia",NA,3.17,4,126,"3PuttAvoidanceRound1",2016
129,143,"Hunter Mahan",NA,3.17,8,252,"3PuttAvoidanceRound1",2016
129,127,"Cameron Percy",NA,3.17,4,126,"3PuttAvoidanceRound1",2016
129,127,"Rory Sabbatini",NA,3.17,8,252,"3PuttAvoidanceRound1",2016
129,127,"Charl Schwartzel",NA,3.17,4,126,"3PuttAvoidanceRound1",2016
129,143,"Cameron Smith",NA,3.17,8,252,"3PuttAvoidanceRound1",2016
138,120,"Derek Ernst",NA,3.24,7,216,"3PuttAvoidanceRound1",2016
138,150,"Anirban Lahiri",NA,3.24,7,216,"3PuttAvoidanceRound1",2016
140,148,"Scott Stallings",NA,3.27,10,306,"3PuttAvoidanceRound1",2016
141,153,"Jason Gore",NA,3.33,9,270,"3PuttAvoidanceRound1",2016
141,153,"James Hahn",NA,3.33,9,270,"3PuttAvoidanceRound1",2016
141,127,"Tom Hoge",NA,3.33,9,270,"3PuttAvoidanceRound1",2016
141,122,"Webb Simpson",NA,3.33,6,180,"3PuttAvoidanceRound1",2016
145,134,"Zac Blair",NA,3.4,11,324,"3PuttAvoidanceRound1",2016
145,134,"Harold Varner III",NA,3.4,11,324,"3PuttAvoidanceRound1",2016
147,143,"Rhein Gibson",NA,3.42,8,234,"3PuttAvoidanceRound1",2016
147,133,"Scott Langley",NA,3.42,8,234,"3PuttAvoidanceRound1",2016
149,148,"Andres Romero",NA,3.47,5,144,"3PuttAvoidanceRound1",2016
150,150,"Abraham Ancer",NA,3.54,7,198,"3PuttAvoidanceRound1",2016
150,150,"Luke Guthrie",NA,3.54,7,198,"3PuttAvoidanceRound1",2016
150,137,"Bill Haas",NA,3.54,7,198,"3PuttAvoidanceRound1",2016
150,162,"DA Points",NA,3.54,7,198,"3PuttAvoidanceRound1",2016
154,161,"Fabian Gomez",NA,3.57,9,252,"3PuttAvoidanceRound1",2016
154,153,"Chris Kirk",NA,3.57,9,252,"3PuttAvoidanceRound1",2016
154,143,"Geoff Ogilvy",NA,3.57,9,252,"3PuttAvoidanceRound1",2016
157,124,"Boo Weekley",NA,3.59,11,306,"3PuttAvoidanceRound1",2016
158,171,"Emiliano Grillo",NA,3.7,8,216,"3PuttAvoidanceRound1",2016
158,171,"Kelly Kraft",NA,3.7,8,216,"3PuttAvoidanceRound1",2016
158,165,"William McGirt",NA,3.7,10,270,"3PuttAvoidanceRound1",2016
161,173,"Lucas Glover",NA,3.82,11,288,"3PuttAvoidanceRound1",2016
161,159,"John Huh",NA,3.82,11,288,"3PuttAvoidanceRound1",2016
163,156,"Vijay Singh",NA,3.85,9,234,"3PuttAvoidanceRound1",2016
164,179,"Phil Mickelson",NA,3.89,7,180,"3PuttAvoidanceRound1",2016
164,179,"Ian Poulter",NA,3.89,7,180,"3PuttAvoidanceRound1",2016
166,164,"Seung Yul Noh",NA,3.92,12,306,"3PuttAvoidanceRound1",2016
167,165,"Jason Dufner",NA,3.97,10,252,"3PuttAvoidanceRound1",2016
167,176,"David Lingmerth",NA,3.97,10,252,"3PuttAvoidanceRound1",2016
167,165,"DJ Trahan",NA,3.97,5,126,"3PuttAvoidanceRound1",2016
167,176,"Cameron Tringale",NA,3.97,10,252,"3PuttAvoidanceRound1",2016
171,162,"Robert Garrigus",NA,4.04,8,198,"3PuttAvoidanceRound1",2016
171,137,"Davis Love III",NA,4.04,8,198,"3PuttAvoidanceRound1",2016
173,183,"John Senden",NA,4.07,11,270,"3PuttAvoidanceRound1",2016
173,165,"Robert Streb",NA,4.07,11,270,"3PuttAvoidanceRound1",2016
175,170,"Brett Stegmaier",NA,4.09,14,342,"3PuttAvoidanceRound1",2016
176,174,"Wes Roach",NA,4.17,9,216,"3PuttAvoidanceRound1",2016
176,165,"Henrik Stenson",NA,4.17,6,144,"3PuttAvoidanceRound1",2016
178,176,"Russell Knox",NA,4.27,10,234,"3PuttAvoidanceRound1",2016
179,190,"JB Holmes",NA,4.32,7,162,"3PuttAvoidanceRound1",2016
179,179,"Andrew Landry",NA,4.32,7,162,"3PuttAvoidanceRound1",2016
179,179,"Lucas Lee",NA,4.32,7,162,"3PuttAvoidanceRound1",2016
179,174,"Shane Lowry",NA,4.32,7,162,"3PuttAvoidanceRound1",2016
179,186,"Greg Owen",NA,4.32,14,324,"3PuttAvoidanceRound1",2016
184,156,"Justin Hicks",NA,4.44,8,180,"3PuttAvoidanceRound1",2016
184,184,"Brooks Koepka",NA,4.44,8,180,"3PuttAvoidanceRound1",2016
186,197,"Byeong Hun An",NA,4.63,5,108,"3PuttAvoidanceRound1",2016
186,187,"Andy Sullivan",NA,4.63,5,108,"3PuttAvoidanceRound1",2016
188,188,"Dicky Pride",NA,4.7,11,234,"3PuttAvoidanceRound1",2016
189,189,"Bubba Watson",NA,4.76,6,126,"3PuttAvoidanceRound1",2016
190,190,"Jason Day",NA,4.86,7,144,"3PuttAvoidanceRound1",2016
191,196,"Andres Gonzales",NA,4.9,15,306,"3PuttAvoidanceRound1",2016
191,190,"Luke List",NA,4.9,15,306,"3PuttAvoidanceRound1",2016
191,159,"Will Ma Kenzie",NA,4.9,15,306,"3PuttAvoidanceRound1",2016
191,185,"Jeff Overton",NA,4.9,15,306,"3PuttAvoidanceRound1",2016
195,194,"Scott Pinckney",NA,4.94,16,324,"3PuttAvoidanceRound1",2016
196,197,"Robert Allenby",NA,5.56,16,288,"3PuttAvoidanceRound1",2016
196,197,"Miguel Angel Carballo",NA,5.56,11,198,"3PuttAvoidanceRound1",2016
196,197,"Ken Duke",NA,5.56,9,162,"3PuttAvoidanceRound1",2016
196,195,"Ernie Els",NA,5.56,10,180,"3PuttAvoidanceRound1",2016
196,197,"Matt Every",NA,5.56,13,234,"3PuttAvoidanceRound1",2016
196,197,"Jim Herman",NA,5.56,17,306,"3PuttAvoidanceRound1",2016
196,190,"Adam Scott",NA,5.56,9,162,"3PuttAvoidanceRound1",2016
196,197,"Brian Stuard",NA,5.56,8,144,"3PuttAvoidanceRound1",2016
204,204,"Charlie Beljan",NA,5.98,14,234,"3PuttAvoidanceRound1",2016
205,205,"Pat Perez",NA,6.06,12,198,"3PuttAvoidanceRound1",2016
206,206,"Patrick Rodgers",NA,6.25,18,288,"3PuttAvoidanceRound1",2016
