"FirstTeeLatePar4ScoringAverage_RANKTHISWEEK_2006","FirstTeeLatePar4ScoringAverage_RANKLASTWEEK_2006","FirstTeeLatePar4ScoringAverage_PLAYERNAME_2006","FirstTeeLatePar4ScoringAverage_ROUNDS_2006","FirstTeeLatePar4ScoringAverage_AVG_2006","FirstTeeLatePar4ScoringAverage_TOTALSTROKES_2006","FirstTeeLatePar4ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,3.94,1485,377,"FirstTeeLatePar4ScoringAverage",2006
2,2,"Frank Lickliter II",99,3.97,1460,368,"FirstTeeLatePar4ScoringAverage",2006
2,2,"Brett Quigley",109,3.97,1855,467,"FirstTeeLatePar4ScoringAverage",2006
4,4,"Woody Austin",107,3.98,1250,314,"FirstTeeLatePar4ScoringAverage",2006
4,4,"Jim Furyk",89,3.98,2274,571,"FirstTeeLatePar4ScoringAverage",2006
4,4,"Jerry Kelly",100,3.98,1593,400,"FirstTeeLatePar4ScoringAverage",2006
7,7,"Doug Barron",74,3.99,798,200,"FirstTeeLatePar4ScoringAverage",2006
7,7,"Brian Bateman",69,3.99,849,213,"FirstTeeLatePar4ScoringAverage",2006
7,7,"Shane Bertsch",104,3.99,1185,297,"FirstTeeLatePar4ScoringAverage",2006
7,7,"Steve Stricker",64,3.99,1250,313,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Alex Cejka",93,4,1107,277,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Joe Durant",101,4,1424,356,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Robert Gamez",94,4,1016,254,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Scott Gutschewski",53,4,827,207,"FirstTeeLatePar4ScoringAverage",2006
11,11,"JP Hayes",55,4,764,191,"FirstTeeLatePar4ScoringAverage",2006
11,11,"David McKenzie",82,4,776,194,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Joey Sindelar",90,4,972,243,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Heath Slocum",96,4,1057,264,"FirstTeeLatePar4ScoringAverage",2006
11,11,"Tjaart van der Walt",60,4,512,128,"FirstTeeLatePar4ScoringAverage",2006
20,20,"David Branshaw",98,4.01,1042,260,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Luke Donald",66,4.01,1527,381,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Steve Flesch",119,4.01,1450,362,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Trevor Immelman",86,4.01,1815,453,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Ryan Palmer",101,4.01,1228,306,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Paul Stankowski",70,4.01,946,236,"FirstTeeLatePar4ScoringAverage",2006
20,20,"David Toms",76,4.01,1568,391,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Scott Verplank",88,4.01,1425,355,"FirstTeeLatePar4ScoringAverage",2006
20,20,"Camilo Villegas",95,4.01,1599,399,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Jonathan Byrd",66,4.02,913,227,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Zach Johnson",98,4.02,1584,394,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Richard Johnson",94,4.02,1518,378,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Phil Mickelson",74,4.02,1407,350,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Kenny Perry",73,4.02,1155,287,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Ian Poulter",53,4.02,1020,254,"FirstTeeLatePar4ScoringAverage",2006
29,29,"John Senden",96,4.02,1101,274,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Vijay Singh",103,4.02,2361,588,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Vaughn Taylor",88,4.02,1163,289,"FirstTeeLatePar4ScoringAverage",2006
29,29,"Nick Watney",97,4.02,1426,355,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Ernie Els",69,4.03,1573,390,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Bob Estes",85,4.03,1209,300,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Harrison Frazar",95,4.03,1354,336,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Brent Geiberger",99,4.03,769,191,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Nathan Green",108,4.03,1501,372,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Bill Haas",99,4.03,1045,259,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Jonathan Kaye",95,4.03,1194,296,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Stephen Leaney",84,4.03,1164,289,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Bob May",65,4.03,706,175,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Billy Mayfair",94,4.03,1279,317,"FirstTeeLatePar4ScoringAverage",2006
39,39,"Larry Mize",53,4.03,451,112,"FirstTeeLatePar4ScoringAverage",2006
