"PuttsmadeDistance_RANKTHISWEEK_2010","PuttsmadeDistance_RANKLASTWEEK_2010","PuttsmadeDistance_PLAYERNAME_2010","PuttsmadeDistance_EVENTS_2010","PuttsmadeDistance_DISTANCEININCHES_2010","stat_name","year"
1,1,"Troy Merritt",29,56,"PuttsmadeDistance",2010
2,2,"Stephen Ames",23,55,"PuttsmadeDistance",2010
2,2,"Ben Crane",24,55,"PuttsmadeDistance",2010
2,2,"Geoff Ogilvy",19,55,"PuttsmadeDistance",2010
2,2,"Charlie Wi",27,55,"PuttsmadeDistance",2010
6,6,"Paul Casey",17,54,"PuttsmadeDistance",2010
6,6,"Tom Gillis",27,54,"PuttsmadeDistance",2010
6,6,"Kevin Na",26,54,"PuttsmadeDistance",2010
6,6,"Jeff Overton",26,54,"PuttsmadeDistance",2010
6,6,"Andres Romero",21,54,"PuttsmadeDistance",2010
11,11,"Aaron Baddeley",26,53,"PuttsmadeDistance",2010
11,11,"Greg Chalmers",27,53,"PuttsmadeDistance",2010
11,11,"KJ Choi",22,53,"PuttsmadeDistance",2010
11,11,"Chad Collins",26,53,"PuttsmadeDistance",2010
11,11,"Michael Connell",25,53,"PuttsmadeDistance",2010
11,11,"Chris Couch",23,53,"PuttsmadeDistance",2010
11,11,"Jason Day",24,53,"PuttsmadeDistance",2010
11,11,"Matt Every",18,53,"PuttsmadeDistance",2010
11,11,"Brad Faxon",23,53,"PuttsmadeDistance",2010
11,11,"Zach Johnson",25,53,"PuttsmadeDistance",2010
11,11,"Richard Johnson",27,53,"PuttsmadeDistance",2010
11,11,"Shaun Micheel",21,53,"PuttsmadeDistance",2010
11,11,"Bryce Molder",26,53,"PuttsmadeDistance",2010
11,11,"Ryan Palmer",27,53,"PuttsmadeDistance",2010
11,11,"Carl Pettersson",29,53,"PuttsmadeDistance",2010
11,11,"Scott Piercy",28,53,"PuttsmadeDistance",2010
11,11,"Steve Stricker",19,53,"PuttsmadeDistance",2010
11,11,"Chris Tidland",24,53,"PuttsmadeDistance",2010
11,11,"Dean Wilson",18,53,"PuttsmadeDistance",2010
30,30,"Blake Adams",26,52,"PuttsmadeDistance",2010
30,30,"Robert Allenby",22,52,"PuttsmadeDistance",2010
30,30,"Matt Bettencourt",32,52,"PuttsmadeDistance",2010
30,30,"Luke Donald",20,52,"PuttsmadeDistance",2010
30,30,"David Duval",24,52,"PuttsmadeDistance",2010
30,30,"Robert Garrigus",22,52,"PuttsmadeDistance",2010
30,30,"Nathan Green",27,52,"PuttsmadeDistance",2010
30,30,"Freddie Jacobson",24,52,"PuttsmadeDistance",2010
30,30,"Dustin Johnson",23,52,"PuttsmadeDistance",2010
30,30,"Matt Kuchar",26,52,"PuttsmadeDistance",2010
30,30,"Derek Lamely",28,52,"PuttsmadeDistance",2010
30,30,"George McNeill",28,52,"PuttsmadeDistance",2010
30,30,"James Nitties",30,52,"PuttsmadeDistance",2010
30,30,"DA Points",29,52,"PuttsmadeDistance",2010
30,30,"Jeff Quinney",29,52,"PuttsmadeDistance",2010
30,30,"Paul Stankowski",18,52,"PuttsmadeDistance",2010
30,30,"Brian Stuard",28,52,"PuttsmadeDistance",2010
30,30,"Steve Wheatcroft",27,52,"PuttsmadeDistance",2010
48,48,"Woody Austin",29,51,"PuttsmadeDistance",2010
48,48,"Mark Calcavecchia",16,51,"PuttsmadeDistance",2010
48,48,"Stewart Cink",23,51,"PuttsmadeDistance",2010
48,48,"Tim Clark",24,51,"PuttsmadeDistance",2010
48,48,"Brent Delahoussaye",21,51,"PuttsmadeDistance",2010
48,48,"Martin Flores",26,51,"PuttsmadeDistance",2010
48,48,"Brian Gay",30,51,"PuttsmadeDistance",2010
48,48,"Retief Goosen",19,51,"PuttsmadeDistance",2010
48,48,"JP Hayes",25,51,"PuttsmadeDistance",2010
48,48,"Steve Marino",24,51,"PuttsmadeDistance",2010
48,48,"Joe Ogilvie",32,51,"PuttsmadeDistance",2010
48,48,"Pat Perez",27,51,"PuttsmadeDistance",2010
48,48,"Ian Poulter",15,51,"PuttsmadeDistance",2010
48,48,"Aron Price",22,51,"PuttsmadeDistance",2010
48,48,"Justin Rose",22,51,"PuttsmadeDistance",2010
48,48,"Rory Sabbatini",26,51,"PuttsmadeDistance",2010
48,48,"Brandt Snedeker",26,51,"PuttsmadeDistance",2010
48,48,"David Toms",25,51,"PuttsmadeDistance",2010
48,48,"Boo Weekley",27,51,"PuttsmadeDistance",2010
48,48,"YE Yang",21,51,"PuttsmadeDistance",2010
68,68,"Rich Barcelo",25,50,"PuttsmadeDistance",2010
68,68,"Jason Bohn",25,50,"PuttsmadeDistance",2010
68,68,"Daniel Chopra",28,50,"PuttsmadeDistance",2010
68,68,"John Daly",20,50,"PuttsmadeDistance",2010
68,68,"Brian Davis",32,50,"PuttsmadeDistance",2010
68,68,"James Driscoll",26,50,"PuttsmadeDistance",2010
68,68,"Lucas Glover",23,50,"PuttsmadeDistance",2010
68,68,"Paul Goydos",25,50,"PuttsmadeDistance",2010
68,68,"Tim Herron",24,50,"PuttsmadeDistance",2010
68,68,"Charley Hoffman",24,50,"PuttsmadeDistance",2010
68,68,"Ryuji Imada",28,50,"PuttsmadeDistance",2010
68,68,"Matt Jones",27,50,"PuttsmadeDistance",2010
68,68,"Justin Leonard",27,50,"PuttsmadeDistance",2010
68,68,"Michael Letzig",27,50,"PuttsmadeDistance",2010
68,68,"Bill Lunde",28,50,"PuttsmadeDistance",2010
68,68,"David Lutterus",25,50,"PuttsmadeDistance",2010
68,68,"Rory McIlroy",16,50,"PuttsmadeDistance",2010
68,68,"Sean OHair",25,50,"PuttsmadeDistance",2010
68,68,"Brett Quigley",29,50,"PuttsmadeDistance",2010
68,68,"Michael Sim",20,50,"PuttsmadeDistance",2010
68,68,"Kevin Streelman",28,50,"PuttsmadeDistance",2010
68,68,"Bo Van Pelt",28,50,"PuttsmadeDistance",2010
68,68,"Scott Verplank",22,50,"PuttsmadeDistance",2010
68,68,"Johnson Wagner",28,50,"PuttsmadeDistance",2010
68,68,"Nick Watney",24,50,"PuttsmadeDistance",2010
93,93,"Stuart Appleby",31,49,"PuttsmadeDistance",2010
93,93,"Cameron Beckman",25,49,"PuttsmadeDistance",2010
93,93,"Michael Bradley",24,49,"PuttsmadeDistance",2010
93,93,"Graham DeLaet",28,49,"PuttsmadeDistance",2010
93,93,"Bob Estes",26,49,"PuttsmadeDistance",2010
93,93,"Steve Flesch",25,49,"PuttsmadeDistance",2010
93,93,"Rickie Fowler",28,49,"PuttsmadeDistance",2010
93,93,"Mathew Goggin",28,49,"PuttsmadeDistance",2010
93,93,"Mathias Gronberg",22,49,"PuttsmadeDistance",2010
93,93,"JB Holmes",26,49,"PuttsmadeDistance",2010
93,93,"Trevor Immelman",19,49,"PuttsmadeDistance",2010
93,93,"Skip Kendall",18,49,"PuttsmadeDistance",2010
93,93,"Jeff Maggert",28,49,"PuttsmadeDistance",2010
93,93,"Hunter Mahan",25,49,"PuttsmadeDistance",2010
93,93,"Scott McCarron",29,49,"PuttsmadeDistance",2010
93,93,"Ryan Moore",24,49,"PuttsmadeDistance",2010
93,93,"Brenden Pappas",24,49,"PuttsmadeDistance",2010
93,93,"John Rollins",26,49,"PuttsmadeDistance",2010
93,93,"Webb Simpson",31,49,"PuttsmadeDistance",2010
93,93,"Chris Stroud",27,49,"PuttsmadeDistance",2010
93,93,"Vaughn Taylor",26,49,"PuttsmadeDistance",2010
93,93,"Jerod Turner",21,49,"PuttsmadeDistance",2010
93,93,"Jimmy Walker",27,49,"PuttsmadeDistance",2010
93,93,"Brett Wetterich",16,49,"PuttsmadeDistance",2010
93,93,"Jay Williamson",24,49,"PuttsmadeDistance",2010
93,93,"Garrett Willis",24,49,"PuttsmadeDistance",2010
93,93,"Mark Wilson",28,49,"PuttsmadeDistance",2010
120,120,"Jonathan Byrd",26,48,"PuttsmadeDistance",2010
120,120,"Brendon de Jonge",32,48,"PuttsmadeDistance",2010
120,120,"Chris DiMarco",25,48,"PuttsmadeDistance",2010
120,120,"Joe Durant",19,48,"PuttsmadeDistance",2010
120,120,"Steve Elkington",22,48,"PuttsmadeDistance",2010
120,120,"Ernie Els",20,48,"PuttsmadeDistance",2010
120,120,"Lee Janzen",26,48,"PuttsmadeDistance",2010
120,120,"Greg Kraft",22,48,"PuttsmadeDistance",2010
120,120,"Will Ma Kenzie",23,48,"PuttsmadeDistance",2010
120,120,"John Mallinger",29,48,"PuttsmadeDistance",2010
120,120,"Phil Mickelson",20,48,"PuttsmadeDistance",2010
120,120,"Tom Pernice Jr",22,48,"PuttsmadeDistance",2010
120,120,"Kenny Perry",20,48,"PuttsmadeDistance",2010
