"BestRoundsin60sStreak_RANKTHISWEEK_2016","BestRoundsin60sStreak_RANKLASTWEEK_2016","BestRoundsin60sStreak_PLAYERNAME_2016","BestRoundsin60sStreak__2016","BestRoundsin60sStreak_CAREERBESTSTREAK_2016","BestRoundsin60sStreak_BESTYTDSTREAK_2016","BestRoundsin60sStreak_CURRENTSTREAK_2016","stat_name","year"
1,1,"Bob Estes",NA,17,NA,NA,"BestRoundsin60sStreak",2016
2,2,"Charles Howell III",NA,16,10,NA,"BestRoundsin60sStreak",2016
3,3,"Chris DiMarco",NA,14,NA,NA,"BestRoundsin60sStreak",2016
3,3,"Scott Hoch",NA,14,NA,NA,"BestRoundsin60sStreak",2016
3,3,"Johnson Wagner",NA,14,7,NA,"BestRoundsin60sStreak",2016
3,3,"Tiger Woods",NA,14,NA,NA,"BestRoundsin60sStreak",2016
7,7,"Brendon de Jonge",NA,13,4,NA,"BestRoundsin60sStreak",2016
7,7,"Harrison Frazar",NA,13,NA,NA,"BestRoundsin60sStreak",2016
7,7,"Chris Kirk",NA,13,2,NA,"BestRoundsin60sStreak",2016
7,7,"Davis Love III",NA,13,2,NA,"BestRoundsin60sStreak",2016
7,7,"Scott Piercy",NA,13,7,NA,"BestRoundsin60sStreak",2016
7,7,"Webb Simpson",NA,13,4,NA,"BestRoundsin60sStreak",2016
13,13,"Briny Baird",NA,12,NA,NA,"BestRoundsin60sStreak",2016
13,13,"Joe Durant",NA,12,NA,NA,"BestRoundsin60sStreak",2016
13,13,"Billy Horschel",NA,12,2,NA,"BestRoundsin60sStreak",2016
13,13,"Shigeki Maruyama",NA,12,NA,NA,"BestRoundsin60sStreak",2016
13,13,"Mark OMeara",NA,12,NA,NA,"BestRoundsin60sStreak",2016
13,13,"Tim Petrovic",NA,12,1,NA,"BestRoundsin60sStreak",2016
13,13,"Chris Riley",NA,12,1,NA,"BestRoundsin60sStreak",2016
13,13,"Kevin Sutherland",NA,12,NA,NA,"BestRoundsin60sStreak",2016
13,13,"David Toms",NA,12,4,NA,"BestRoundsin60sStreak",2016
22,22,"Brian Bateman",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Steven Bowditch",NA,11,3,NA,"BestRoundsin60sStreak",2016
22,22,"Jonathan Byrd",NA,11,2,NA,"BestRoundsin60sStreak",2016
22,22,"Ben Crane",NA,11,3,NA,"BestRoundsin60sStreak",2016
22,22,"Jason Day",NA,11,4,NA,"BestRoundsin60sStreak",2016
22,22,"David Edwards",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Jim Furyk",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"JP Hayes",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Jerry Kelly",NA,11,6,NA,"BestRoundsin60sStreak",2016
22,22,"Bernhard Langer",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Jamie Lovemark",NA,11,11,NA,"BestRoundsin60sStreak",2016
22,22,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Rory McIlroy",NA,11,5,NA,"BestRoundsin60sStreak",2016
22,22,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"Kenny Perry",NA,11,NA,NA,"BestRoundsin60sStreak",2016
22,22,"John Senden",NA,11,3,NA,"BestRoundsin60sStreak",2016
22,22,"Scott Verplank",NA,11,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Woody Austin",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Chad Campbell",NA,10,6,NA,"BestRoundsin60sStreak",2016
40,40,"Fred Couples",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Brian Davis",NA,10,2,NA,"BestRoundsin60sStreak",2016
40,40,"Steve Flesch",NA,10,1,NA,"BestRoundsin60sStreak",2016
40,40,"Carlos Franco",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"David Frost",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Fred Funk",NA,10,1,NA,"BestRoundsin60sStreak",2016
40,40,"Robert Gamez",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Lucas Glover",NA,10,3,NA,"BestRoundsin60sStreak",2016
40,40,"Retief Goosen",NA,10,2,NA,"BestRoundsin60sStreak",2016
40,40,"Zach Johnson",NA,10,3,NA,"BestRoundsin60sStreak",2016
40,40,"Matt Kuchar",NA,10,5,NA,"BestRoundsin60sStreak",2016
40,40,"Rocco Mediate",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Corey Pavin",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"David Peoples",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Tom Pernice Jr",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Carl Pettersson",NA,10,2,NA,"BestRoundsin60sStreak",2016
40,40,"Mike Reid",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Loren Roberts",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Gene Sauers",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Tom Sieckmann",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Joey Sindelar",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Chris Smith",NA,10,NA,NA,"BestRoundsin60sStreak",2016
40,40,"Brandt Snedeker",NA,10,6,NA,"BestRoundsin60sStreak",2016
40,40,"Kevin Streelman",NA,10,6,NA,"BestRoundsin60sStreak",2016
40,40,"Jhonattan Vegas",NA,10,3,NA,"BestRoundsin60sStreak",2016
40,40,"Grant Waite",NA,10,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Billy Andrade",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Stuart Appleby",NA,9,1,NA,"BestRoundsin60sStreak",2016
68,68,"Tommy Armour III",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Aaron Baddeley",NA,9,3,NA,"BestRoundsin60sStreak",2016
68,68,"Cameron Beckman",NA,9,2,NA,"BestRoundsin60sStreak",2016
68,68,"Notah Begay III",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Bart Bryant",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Brad Bryant",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Mark Calcavecchia",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Bud Cauley",NA,9,3,NA,"BestRoundsin60sStreak",2016
68,68,"KJ Choi",NA,9,4,NA,"BestRoundsin60sStreak",2016
68,68,"Stewart Cink",NA,9,5,NA,"BestRoundsin60sStreak",2016
68,68,"Lennie Clements",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Jason Dufner",NA,9,9,NA,"BestRoundsin60sStreak",2016
68,68,"Ernie Els",NA,9,1,NA,"BestRoundsin60sStreak",2016
68,68,"Rickie Fowler",NA,9,6,NA,"BestRoundsin60sStreak",2016
68,68,"Sergio Garcia",NA,9,4,NA,"BestRoundsin60sStreak",2016
68,68,"Brian Gay",NA,9,2,NA,"BestRoundsin60sStreak",2016
68,68,"Paul Goydos",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Jay Haas",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Bill Haas",NA,9,4,NA,"BestRoundsin60sStreak",2016
68,68,"Padraig Harrington",NA,9,4,NA,"BestRoundsin60sStreak",2016
68,68,"Justin Hicks",NA,9,1,NA,"BestRoundsin60sStreak",2016
68,68,"John Huston",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Tom Lehman",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Justin Leonard",NA,9,3,NA,"BestRoundsin60sStreak",2016
68,68,"Steve Marino",NA,9,2,NA,"BestRoundsin60sStreak",2016
68,68,"Troy Matteson",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Blaine McCallister",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Phil Mickelson",NA,9,5,NA,"BestRoundsin60sStreak",2016
68,68,"Francesco Molinari",NA,9,3,NA,"BestRoundsin60sStreak",2016
68,68,"Gil Morgan",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Kevin Na",NA,9,8,NA,"BestRoundsin60sStreak",2016
68,68,"Greg Norman",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Jesper Parnevik",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Chris Perry",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Heath Slocum",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Jeff Sluman",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Steve Stricker",NA,9,3,NA,"BestRoundsin60sStreak",2016
68,68,"Hal Sutton",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Nicholas Thompson",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Brendon Todd",NA,9,3,NA,"BestRoundsin60sStreak",2016
68,68,"Kirk Triplett",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Bob Tway",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Mike Weir",NA,9,NA,NA,"BestRoundsin60sStreak",2016
68,68,"Mark Wilson",NA,9,3,NA,"BestRoundsin60sStreak",2016
114,114,"John Adams",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Robert Allenby",NA,8,1,NA,"BestRoundsin60sStreak",2016
114,114,"Paul Azinger",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Ian Baker Finch",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Andy Bean",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Matt Bettencourt",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Jason Bohn",NA,8,5,NA,"BestRoundsin60sStreak",2016
114,114,"Keegan Bradley",NA,8,2,NA,"BestRoundsin60sStreak",2016
114,114,"Rex Caldwell",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Jim Carter",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Bobby Clampett",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Tim Clark",NA,8,4,NA,"BestRoundsin60sStreak",2016
114,114,"Russ Cochran",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Chad Collins",NA,8,3,NA,"BestRoundsin60sStreak",2016
114,114,"John Cook",NA,8,NA,NA,"BestRoundsin60sStreak",2016
114,114,"Ken Duke",NA,8,1,NA,"BestRoundsin60sStreak",2016
