"Par5EagleLeaders_RANKTHISWEEK_2007","Par5EagleLeaders_RANKLASTWEEK_2007","Par5EagleLeaders_PLAYERNAME_2007","Par5EagleLeaders_ROUNDS_2007","Par5EagleLeaders_TOTAL_2007","Par5EagleLeaders_TOTALPAR5HOLES_2007","Par5EagleLeaders_TOTALHOLEOUTS_2007","stat_name","year"
1,1,"Sean OHair",98,15,303,3,"Par5EagleLeaders",2007
1,1,"Charles Warren",101,15,325,5,"Par5EagleLeaders",2007
3,3,"Bill Haas",93,13,300,1,"Par5EagleLeaders",2007
4,4,"Will Ma Kenzie",100,12,312,4,"Par5EagleLeaders",2007
5,5,"Steve Flesch",100,11,310,4,"Par5EagleLeaders",2007
5,5,"Robert Garrigus",95,11,313,1,"Par5EagleLeaders",2007
5,5,"Rod Pampling",92,11,264,2,"Par5EagleLeaders",2007
5,5,"Vijay Singh",102,11,295,NA,"Par5EagleLeaders",2007
5,5,"Chris Tidland",59,11,195,NA,"Par5EagleLeaders",2007
5,5,"Brett Wetterich",88,11,261,1,"Par5EagleLeaders",2007
11,11,"Eric Axley",107,10,341,3,"Par5EagleLeaders",2007
11,11,"Harrison Frazar",88,10,285,NA,"Par5EagleLeaders",2007
11,11,"Nathan Green",103,10,320,2,"Par5EagleLeaders",2007
11,11,"Mathias Gronberg",95,10,314,2,"Par5EagleLeaders",2007
11,11,"Daisuke Maruyama",86,10,270,1,"Par5EagleLeaders",2007
11,11,"Phil Mickelson",73,10,216,3,"Par5EagleLeaders",2007
11,11,"Greg Owen",81,10,267,2,"Par5EagleLeaders",2007
11,11,"Pat Perez",84,10,228,2,"Par5EagleLeaders",2007
11,11,"Tiger Woods",63,10,176,1,"Par5EagleLeaders",2007
20,20,"Michael Allen",74,9,240,1,"Par5EagleLeaders",2007
20,20,"Rich Beem",89,9,277,NA,"Par5EagleLeaders",2007
20,20,"Chris DiMarco",79,9,235,3,"Par5EagleLeaders",2007
20,20,"Jason Dufner",100,9,319,2,"Par5EagleLeaders",2007
20,20,"Jeff Gove",103,9,341,3,"Par5EagleLeaders",2007
20,20,"John Rollins",102,9,307,2,"Par5EagleLeaders",2007
20,20,"Darron Stiles",65,9,208,2,"Par5EagleLeaders",2007
20,20,"Nick Watney",87,9,277,2,"Par5EagleLeaders",2007
28,28,"DJ Brigman",67,8,215,1,"Par5EagleLeaders",2007
28,28,"Brian Davis",101,8,327,3,"Par5EagleLeaders",2007
28,28,"Mathew Goggin",97,8,308,1,"Par5EagleLeaders",2007
28,28,"Jason Gore",86,8,285,1,"Par5EagleLeaders",2007
28,28,"Charles Howell III",89,8,266,NA,"Par5EagleLeaders",2007
28,28,"Tripp Isenhour",86,8,273,1,"Par5EagleLeaders",2007
28,28,"Kent Jones",97,8,327,1,"Par5EagleLeaders",2007
28,28,"Steve Marino",106,8,343,1,"Par5EagleLeaders",2007
28,28,"Kevin Na",84,8,276,3,"Par5EagleLeaders",2007
28,28,"Joe Ogilvie",102,8,319,1,"Par5EagleLeaders",2007
28,28,"Tim Petrovic",106,8,329,4,"Par5EagleLeaders",2007
28,28,"Carl Pettersson",111,8,343,1,"Par5EagleLeaders",2007
28,28,"Michael Putnam",96,8,298,NA,"Par5EagleLeaders",2007
28,28,"Kevin Stadler",95,8,315,NA,"Par5EagleLeaders",2007
28,28,"Kirk Triplett",77,8,267,2,"Par5EagleLeaders",2007
28,28,"Bubba Watson",80,8,264,1,"Par5EagleLeaders",2007
44,44,"Steve Allan",63,7,199,3,"Par5EagleLeaders",2007
44,44,"Robert Allenby",90,7,263,NA,"Par5EagleLeaders",2007
44,44,"Jason Bohn",57,7,177,1,"Par5EagleLeaders",2007
44,44,"Jeff Brehaut",59,7,196,NA,"Par5EagleLeaders",2007
44,44,"Mark Calcavecchia",93,7,284,1,"Par5EagleLeaders",2007
44,44,"Stewart Cink",91,7,262,2,"Par5EagleLeaders",2007
44,44,"John Daly",59,7,183,1,"Par5EagleLeaders",2007
44,44,"Ken Duke",112,7,365,1,"Par5EagleLeaders",2007
44,44,"Ernie Els",59,7,168,1,"Par5EagleLeaders",2007
44,44,"Robert Gamez",88,7,283,NA,"Par5EagleLeaders",2007
44,44,"Lucas Glover",98,7,321,NA,"Par5EagleLeaders",2007
44,44,"Cliff Kresge",107,7,330,2,"Par5EagleLeaders",2007
44,44,"Frank Lickliter II",95,7,296,2,"Par5EagleLeaders",2007
44,44,"Jarrod Lyle",77,7,246,1,"Par5EagleLeaders",2007
44,44,"Hunter Mahan",91,7,262,1,"Par5EagleLeaders",2007
44,44,"John Mallinger",96,7,309,3,"Par5EagleLeaders",2007
44,44,"Troy Matteson",87,7,270,1,"Par5EagleLeaders",2007
44,44,"George McNeill",95,7,304,1,"Par5EagleLeaders",2007
44,44,"Ryan Moore",92,7,295,NA,"Par5EagleLeaders",2007
44,44,"Jeff Overton",60,7,198,2,"Par5EagleLeaders",2007
44,44,"Tom Pernice Jr",104,7,323,1,"Par5EagleLeaders",2007
44,44,"Brett Quigley",79,7,241,1,"Par5EagleLeaders",2007
44,44,"Jeff Quinney",95,7,300,NA,"Par5EagleLeaders",2007
44,44,"Jason Schultz",63,7,206,1,"Par5EagleLeaders",2007
44,44,"Heath Slocum",101,7,301,NA,"Par5EagleLeaders",2007
44,44,"Duffy Waldorf",69,7,237,NA,"Par5EagleLeaders",2007
44,44,"Mike Weir",82,7,243,2,"Par5EagleLeaders",2007
71,71,"Billy Andrade",88,6,295,2,"Par5EagleLeaders",2007
71,71,"Tommy Armour III",81,6,271,2,"Par5EagleLeaders",2007
71,71,"Briny Baird",115,6,369,2,"Par5EagleLeaders",2007
71,71,"Jonathan Byrd",73,6,229,1,"Par5EagleLeaders",2007
71,71,"Chad Campbell",96,6,266,2,"Par5EagleLeaders",2007
71,71,"Tim Clark",66,6,192,1,"Par5EagleLeaders",2007
71,71,"Brendon de Jonge",76,6,250,1,"Par5EagleLeaders",2007
71,71,"Sergio Garcia",68,6,192,1,"Par5EagleLeaders",2007
71,71,"Scott Gutschewski",67,6,218,1,"Par5EagleLeaders",2007
71,71,"Ryuji Imada",104,6,338,2,"Par5EagleLeaders",2007
71,71,"Jerry Kelly",101,6,294,1,"Par5EagleLeaders",2007
71,71,"Doug LaBelle II",104,6,327,2,"Par5EagleLeaders",2007
71,71,"Steve Lowery",74,6,249,1,"Par5EagleLeaders",2007
71,71,"Shigeki Maruyama",84,6,259,4,"Par5EagleLeaders",2007
71,71,"Billy Mayfair",98,6,296,1,"Par5EagleLeaders",2007
