"Par4Performance_RANKTHISWEEK_2006","Par4Performance_RANKLASTWEEK_2006","Par4Performance_PLAYERNAME_2006","Par4Performance_ROUNDS_2006","Par4Performance_STATUS_2006","Par4Performance_PAR4AVG_2006","Par4Performance_TOTALPAR_2006","stat_name","year"
1,1,"Tiger Woods",55,-44,3.92,2184,"Par4Performance",2006
2,2,"Jim Furyk",89,-35,3.96,3804,"Par4Performance",2006
3,3,"Steve Stricker",64,-22,3.97,2632,"Par4Performance",2006
4,4,"Jonathan Byrd",66,-7,3.99,2704,"Par4Performance",2006
5,5,"Phil Mickelson",74,-3,4,2856,"Par4Performance",2006
6,6,"Daniel Chopra",110,3,4,4444,"Par4Performance",2006
7,7,"John Senden",96,5,4.01,3912,"Par4Performance",2006
8,8,"Luke Donald",66,9,4.01,2704,"Par4Performance",2006
8,8,"Vijay Singh",103,9,4.01,4264,"Par4Performance",2006
10,10,"Adam Scott",70,13,4.02,2952,"Par4Performance",2006
11,11,"Robert Allenby",79,14,4.02,3268,"Par4Performance",2006
11,11,"Steve Flesch",119,14,4.01,4868,"Par4Performance",2006
13,13,"David Branshaw",98,16,4.02,4076,"Par4Performance",2006
13,13,"Trevor Immelman",86,16,4.02,3704,"Par4Performance",2006
13,13,"David Toms",76,16,4.02,2992,"Par4Performance",2006
16,16,"KJ Choi",93,17,4.02,3952,"Par4Performance",2006
16,16,"Brian Gay",107,17,4.02,4524,"Par4Performance",2006
16,16,"Tjaart van der Walt",60,17,4.03,2428,"Par4Performance",2006
19,19,"Jeff Gove",91,18,4.02,3644,"Par4Performance",2006
19,19,"Bob May",65,18,4.03,2588,"Par4Performance",2006
21,21,"Briny Baird",81,19,4.02,3240,"Par4Performance",2006
22,22,"Freddie Jacobson",56,20,4.03,2376,"Par4Performance",2006
22,22,"Bubba Watson",83,20,4.02,3292,"Par4Performance",2006
24,24,"Greg Owen",79,21,4.03,3148,"Par4Performance",2006
24,24,"Scott Verplank",88,21,4.02,3588,"Par4Performance",2006
26,26,"Skip Kendall",72,22,4.03,3012,"Par4Performance",2006
27,27,"Harrison Frazar",95,23,4.02,3828,"Par4Performance",2006
27,27,"Zach Johnson",98,23,4.02,3784,"Par4Performance",2006
27,27,"Omar Uresti",61,23,4.04,2516,"Par4Performance",2006
30,30,"Steve Elkington",52,24,4.04,2144,"Par4Performance",2006
30,30,"Frank Lickliter II",99,24,4.02,4076,"Par4Performance",2006
30,30,"Camilo Villegas",95,24,4.02,3968,"Par4Performance",2006
30,30,"Charles Warren",93,24,4.03,3792,"Par4Performance",2006
30,30,"Mark Wilson",79,24,4.03,3172,"Par4Performance",2006
35,35,"Alex Cejka",93,25,4.03,3860,"Par4Performance",2006
35,35,"Bob Estes",85,25,4.03,3612,"Par4Performance",2006
35,35,"Mike Weir",88,25,4.03,3552,"Par4Performance",2006
38,38,"Stephen Ames",63,26,4.04,2592,"Par4Performance",2006
38,38,"Brian Bateman",69,26,4.04,2776,"Par4Performance",2006
38,38,"Scott Gutschewski",53,26,4.05,2128,"Par4Performance",2006
38,38,"Charley Hoffman",100,26,4.03,4124,"Par4Performance",2006
38,38,"Billy Mayfair",94,26,4.03,4004,"Par4Performance",2006
38,38,"Ian Poulter",53,26,4.05,2192,"Par4Performance",2006
44,44,"JP Hayes",55,27,4.05,2316,"Par4Performance",2006
44,44,"David McKenzie",82,27,4.03,3380,"Par4Performance",2006
44,44,"Justin Rose",98,27,4.03,4040,"Par4Performance",2006
47,47,"Ernie Els",69,28,4.04,2720,"Par4Performance",2006
47,47,"Fred Funk",106,28,4.02,4500,"Par4Performance",2006
47,47,"Brett Wetterich",82,28,4.03,3440,"Par4Performance",2006
50,50,"Jerry Kelly",100,29,4.03,4184,"Par4Performance",2006
50,50,"Jeff Overton",95,29,4.03,3988,"Par4Performance",2006
50,50,"Brett Quigley",109,29,4.03,4480,"Par4Performance",2006
53,53,"Lucas Glover",105,30,4.03,4256,"Par4Performance",2006
