"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2008","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2008","BirdieorBetterPercentage175200ya_PLAYERNAME_2008","BirdieorBetterPercentage175200ya_ROUNDS_2008","BirdieorBetterPercentage175200ya_Pct_2008","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2008","BirdieorBetterPercentage175200ya_TOTALHOLES_2008","stat_name","year"
1,1,"Angel Cabrera",55,22.4,28,125,"BirdieorBetterPercentage175200ya",2008
2,2,"Boo Weekley",86,20.74,45,217,"BirdieorBetterPercentage175200ya",2008
3,3,"Ryan Palmer",69,19.58,37,189,"BirdieorBetterPercentage175200ya",2008
4,4,"JB Holmes",86,18.52,35,189,"BirdieorBetterPercentage175200ya",2008
5,5,"Steve Allan",58,18.38,25,136,"BirdieorBetterPercentage175200ya",2008
6,6,"Davis Love III",78,17.7,37,209,"BirdieorBetterPercentage175200ya",2008
7,7,"Phil Mickelson",80,16.67,32,192,"BirdieorBetterPercentage175200ya",2008
8,8,"Jason Allred",63,16.55,24,145,"BirdieorBetterPercentage175200ya",2008
9,9,"KJ Choi",74,16.49,32,194,"BirdieorBetterPercentage175200ya",2008
10,10,"Rory Sabbatini",77,16.48,30,182,"BirdieorBetterPercentage175200ya",2008
11,11,"Bob Tway",70,16.32,31,190,"BirdieorBetterPercentage175200ya",2008
12,12,"James Driscoll",85,16.3,37,227,"BirdieorBetterPercentage175200ya",2008
13,13,"Kevin Sutherland",98,16.27,48,295,"BirdieorBetterPercentage175200ya",2008
14,14,"Steve Marino",119,16.15,57,353,"BirdieorBetterPercentage175200ya",2008
15,15,"Ryuji Imada",80,16.05,39,243,"BirdieorBetterPercentage175200ya",2008
16,16,"Steve Flesch",95,15.97,46,288,"BirdieorBetterPercentage175200ya",2008
17,17,"Joe Durant",92,15.87,40,252,"BirdieorBetterPercentage175200ya",2008
17,17,"Ernie Els",51,15.87,20,126,"BirdieorBetterPercentage175200ya",2008
19,19,"Padraig Harrington",52,15.84,16,101,"BirdieorBetterPercentage175200ya",2008
19,19,"Camilo Villegas",79,15.84,32,202,"BirdieorBetterPercentage175200ya",2008
21,21,"Martin Laird",98,15.83,44,278,"BirdieorBetterPercentage175200ya",2008
21,21,"Andres Romero",69,15.83,22,139,"BirdieorBetterPercentage175200ya",2008
23,23,"Tom Lehman",51,15.67,21,134,"BirdieorBetterPercentage175200ya",2008
23,23,"Nick OHern",82,15.67,42,268,"BirdieorBetterPercentage175200ya",2008
23,23,"John Rollins",94,15.67,42,268,"BirdieorBetterPercentage175200ya",2008
26,26,"Charley Hoffman",94,15.66,39,249,"BirdieorBetterPercentage175200ya",2008
27,27,"Anthony Kim",81,15.59,29,186,"BirdieorBetterPercentage175200ya",2008
28,28,"Sergio Garcia",72,15.35,31,202,"BirdieorBetterPercentage175200ya",2008
29,29,"Ben Crane",86,15.32,36,235,"BirdieorBetterPercentage175200ya",2008
30,30,"Vijay Singh",82,15.3,28,183,"BirdieorBetterPercentage175200ya",2008
31,31,"Bubba Watson",97,15.29,39,255,"BirdieorBetterPercentage175200ya",2008
32,32,"Marc Turnesa",87,15.27,40,262,"BirdieorBetterPercentage175200ya",2008
33,33,"Corey Pavin",69,15.23,37,243,"BirdieorBetterPercentage175200ya",2008
34,34,"Robert Allenby",108,15.06,47,312,"BirdieorBetterPercentage175200ya",2008
35,35,"Steve Elkington",84,15,36,240,"BirdieorBetterPercentage175200ya",2008
36,36,"George McNeill",97,14.93,43,288,"BirdieorBetterPercentage175200ya",2008
37,37,"Mark Wilson",107,14.88,54,363,"BirdieorBetterPercentage175200ya",2008
38,38,"Tom Pernice Jr",104,14.8,53,358,"BirdieorBetterPercentage175200ya",2008
39,39,"Lee Janzen",89,14.77,39,264,"BirdieorBetterPercentage175200ya",2008
40,40,"Chad Campbell",94,14.72,39,265,"BirdieorBetterPercentage175200ya",2008
41,41,"Mathew Goggin",91,14.68,43,293,"BirdieorBetterPercentage175200ya",2008
42,42,"Tim Petrovic",97,14.45,38,263,"BirdieorBetterPercentage175200ya",2008
43,43,"Charlie Wi",97,14.39,41,285,"BirdieorBetterPercentage175200ya",2008
44,44,"Ken Duke",116,14.37,51,355,"BirdieorBetterPercentage175200ya",2008
45,45,"Jeff Overton",103,14.34,40,279,"BirdieorBetterPercentage175200ya",2008
