"GIRPercentageLess75yards_RANKTHISWEEK_2007","GIRPercentageLess75yards_RANKLASTWEEK_2007","GIRPercentageLess75yards_PLAYERNAME_2007","GIRPercentageLess75yards_ROUNDS_2007","GIRPercentageLess75yards_Pct_2007","GIRPercentageLess75yards_GREENSHIT_2007","GIRPercentageLess75yards_TOTALHOLES_2007","GIRPercentageLess75yards_RELATIVETOPAR_2007","stat_name","year"
1,1,"Jeff Sluman",60,95.95,71,74,-0.52,"GIRPercentageLess75yards",2007
2,2,"Jason Bohn",57,94.78,109,115,-0.65,"GIRPercentageLess75yards",2007
3,3,"Rich Barcelo",80,93.55,145,155,-0.57,"GIRPercentageLess75yards",2007
4,4,"Jeff Gove",103,93.42,213,228,-0.56,"GIRPercentageLess75yards",2007
4,4,"Jose Maria Olazabal",52,93.42,71,76,-0.63,"GIRPercentageLess75yards",2007
6,6,"KJ Choi",87,93.15,136,146,-0.74,"GIRPercentageLess75yards",2007
7,7,"JJ Henry",86,92.81,155,167,-0.64,"GIRPercentageLess75yards",2007
8,8,"Arron Oberholser",69,92.59,100,108,-0.53,"GIRPercentageLess75yards",2007
9,9,"Brandt Snedeker",105,92.41,134,145,-0.61,"GIRPercentageLess75yards",2007
10,10,"Matt Kuchar",85,92.31,108,117,-0.62,"GIRPercentageLess75yards",2007
11,11,"Mark Hensby",81,92.17,153,166,-0.52,"GIRPercentageLess75yards",2007
12,12,"Cameron Beckman",96,92.12,187,203,-0.55,"GIRPercentageLess75yards",2007
13,13,"Chris Stroud",66,92.11,105,114,-0.53,"GIRPercentageLess75yards",2007
14,14,"Alex Cejka",80,91.71,177,193,-0.6,"GIRPercentageLess75yards",2007
14,14,"Kent Jones",97,91.71,177,193,-0.58,"GIRPercentageLess75yards",2007
16,16,"Bryce Molder",56,91.59,98,107,-0.48,"GIRPercentageLess75yards",2007
17,17,"Robert Allenby",90,91.57,163,178,-0.62,"GIRPercentageLess75yards",2007
18,18,"John Senden",97,91.47,193,211,-0.62,"GIRPercentageLess75yards",2007
19,19,"Joey Sindelar",75,91.45,107,117,-0.61,"GIRPercentageLess75yards",2007
20,20,"Vijay Singh",102,91.38,212,232,-0.63,"GIRPercentageLess75yards",2007
20,20,"Steve Stricker",81,91.38,106,116,-0.64,"GIRPercentageLess75yards",2007
22,22,"Craig Kanada",109,91.22,135,148,-0.48,"GIRPercentageLess75yards",2007
23,23,"Kirk Triplett",77,91.13,113,124,-0.6,"GIRPercentageLess75yards",2007
24,24,"Jonathan Byrd",73,91.08,143,157,-0.63,"GIRPercentageLess75yards",2007
25,25,"Lee Janzen",66,91,91,100,-0.52,"GIRPercentageLess75yards",2007
26,26,"Michael Putnam",96,90.91,180,198,-0.56,"GIRPercentageLess75yards",2007
27,27,"Paul Gow",70,90.83,109,120,-0.54,"GIRPercentageLess75yards",2007
