"Par5ScoringAverage_RANKTHISWEEK_2014","Par5ScoringAverage_RANKLASTWEEK_2014","Par5ScoringAverage_PLAYERNAME_2014","Par5ScoringAverage_ROUNDS_2014","Par5ScoringAverage_AVG_2014","Par5ScoringAverage_TOTALSTROKES_2014","Par5ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Adam Scott",68,4.48,913,204,"Par5ScoringAverage",2014
2,2,"Charl Schwartzel",64,4.52,850,188,"Par5ScoringAverage",2014
2,2,"Will Wilcox",51,4.52,656,145,"Par5ScoringAverage",2014
4,4,"Dustin Johnson",58,4.53,816,180,"Par5ScoringAverage",2014
5,5,"Hideki Matsuyama",82,4.55,1129,248,"Par5ScoringAverage",2014
5,5,"Rory McIlroy",66,4.55,929,204,"Par5ScoringAverage",2014
7,7,"Charles Howell III",106,4.57,1491,326,"Par5ScoringAverage",2014
7,7,"Kevin Na",94,4.57,1335,292,"Par5ScoringAverage",2014
7,7,"Henrik Stenson",56,4.57,804,176,"Par5ScoringAverage",2014
10,10,"Zach Johnson",97,4.58,1311,286,"Par5ScoringAverage",2014
10,10,"Martin Laird",66,4.58,934,204,"Par5ScoringAverage",2014
10,10,"John Senden",99,4.58,1365,298,"Par5ScoringAverage",2014
10,10,"Jhonattan Vegas",77,4.58,1045,228,"Par5ScoringAverage",2014
10,10,"Bubba Watson",76,4.58,1045,228,"Par5ScoringAverage",2014
15,15,"Jason Day",54,4.59,680,148,"Par5ScoringAverage",2014
15,15,"Rickie Fowler",91,4.59,1259,274,"Par5ScoringAverage",2014
15,15,"Justin Rose",70,4.59,1028,224,"Par5ScoringAverage",2014
18,18,"Steven Bowditch",93,4.6,1303,283,"Par5ScoringAverage",2014
18,18,"Paul Casey",56,4.6,782,170,"Par5ScoringAverage",2014
18,18,"Brad Fritsch",50,4.6,663,144,"Par5ScoringAverage",2014
18,18,"Brooks Koepka",56,4.6,772,168,"Par5ScoringAverage",2014
22,22,"Brian Davis",93,4.61,1352,293,"Par5ScoringAverage",2014
22,22,"Jason Dufner",57,4.61,803,174,"Par5ScoringAverage",2014
22,22,"Robert Garrigus",80,4.61,1175,255,"Par5ScoringAverage",2014
22,22,"Ryo Ishikawa",75,4.61,1143,248,"Par5ScoringAverage",2014
