"Approachesfrom275yards_RANKTHISWEEK_2008","Approachesfrom275yards_RANKLASTWEEK_2008","Approachesfrom275yards_PLAYERNAME_2008","Approachesfrom275yards_ROUNDS_2008","Approachesfrom275yards_AVG_2008","Approachesfrom275yards_TOTALDISTANCEFEET_2008","Approachesfrom275yards_OFATTEMPTS_2008","Approachesfrom275yards_RELATIVETOPAR_2008","stat_name","year"
1,1,"Kenny Perry",97,NA,1153.917,19,-12,"Approachesfrom275yards",2008
2,2,"Robert Garrigus",90,NA,1431.75,22,-16,"Approachesfrom275yards",2008
3,3,"Kent Jones",68,NA,1020.167,15,-9,"Approachesfrom275yards",2008
4,4,"Fred Couples",60,NA,478.167,7,-4,"Approachesfrom275yards",2008
5,5,"Charley Hoffman",94,NA,1660.333,24,-12,"Approachesfrom275yards",2008
6,6,"John Merrick",98,NA,1530.75,22,-12,"Approachesfrom275yards",2008
7,7,"Ryan Palmer",69,NA,1483.583,21,-15,"Approachesfrom275yards",2008
8,8,"Brandt Jobe",52,NA,570,8,-3,"Approachesfrom275yards",2008
9,9,"Bill Haas",99,NA,1529.083,21,-13,"Approachesfrom275yards",2008
10,10,"Nick Watney",96,NA,1905.083,26,-16,"Approachesfrom275yards",2008
11,11,"Dustin Johnson",92,NA,738.917,10,-6,"Approachesfrom275yards",2008
12,12,"Kevin Streelman",114,NA,1962.5,26,-15,"Approachesfrom275yards",2008
13,13,"Chad Campbell",94,NA,1374,18,-12,"Approachesfrom275yards",2008
14,14,"Kevin Stadler",90,NA,1838.25,24,-9,"Approachesfrom275yards",2008
15,15,"Charles Howell III",101,NA,2397.167,31,-13,"Approachesfrom275yards",2008
15,15,"John Huston",56,NA,927.583,12,-6,"Approachesfrom275yards",2008
17,17,"Brenden Pappas",66,NA,698.5,9,-3,"Approachesfrom275yards",2008
18,18,"Greg Kraft",63,NA,545.583,7,-3,"Approachesfrom275yards",2008
19,19,"Jerry Kelly",89,NA,467.75,6,-5,"Approachesfrom275yards",2008
20,20,"Ernie Els",51,NA,313.083,4,-1,"Approachesfrom275yards",2008
20,20,"Doug LaBelle II",65,NA,625.833,8,-7,"Approachesfrom275yards",2008
20,20,"Parker McLachlin",88,NA,1330.5,17,-11,"Approachesfrom275yards",2008
23,23,"Kevin Sutherland",98,NA,2350.917,30,-19,"Approachesfrom275yards",2008
24,24,"Jon Mills",95,NA,1101.917,14,-7,"Approachesfrom275yards",2008
24,24,"Kyle Thompson",70,NA,945.083,12,-7,"Approachesfrom275yards",2008
26,26,"Bubba Watson",97,NA,872.75,11,-6,"Approachesfrom275yards",2008
27,27,"Lucas Glover",91,NA,1194.917,15,-1,"Approachesfrom275yards",2008
