"Par5ScoringAverage_RANKTHISWEEK_2016","Par5ScoringAverage_RANKLASTWEEK_2016","Par5ScoringAverage_PLAYERNAME_2016","Par5ScoringAverage_ROUNDS_2016","Par5ScoringAverage_AVG_2016","Par5ScoringAverage_TOTALSTROKES_2016","Par5ScoringAverage_TOTALHOLES_2016","stat_name","year"
1,1,"Rory McIlroy",37,4.43,496,112,"Par5ScoringAverage",2016
2,5,"Justin Rose",35,4.49,557,124,"Par5ScoringAverage",2016
2,1,"Adam Scott",39,4.49,557,124,"Par5ScoringAverage",2016
2,4,"Gary Woodland",45,4.49,700,156,"Par5ScoringAverage",2016
5,5,"Bubba Watson",30,4.5,450,100,"Par5ScoringAverage",2016
6,7,"Jason Day",36,4.51,505,112,"Par5ScoringAverage",2016
6,3,"Rickie Fowler",42,4.51,631,140,"Par5ScoringAverage",2016
6,7,"Ryan Palmer",46,4.51,704,156,"Par5ScoringAverage",2016
6,9,"Harold Varner III",58,4.51,893,198,"Par5ScoringAverage",2016
10,10,"Jimmy Walker",43,4.53,625,138,"Par5ScoringAverage",2016
11,16,"Charles Howell III",63,4.55,974,214,"Par5ScoringAverage",2016
11,12,"Dustin Johnson",37,4.55,564,124,"Par5ScoringAverage",2016
11,16,"Hideki Matsuyama",40,4.55,628,138,"Par5ScoringAverage",2016
11,11,"Henrik Stenson",30,4.55,546,120,"Par5ScoringAverage",2016
15,16,"Smylie Kaufman",57,4.56,866,190,"Par5ScoringAverage",2016
15,22,"Andrew Loupe",50,4.56,830,182,"Par5ScoringAverage",2016
15,25,"Phil Mickelson",37,4.56,565,124,"Par5ScoringAverage",2016
15,16,"Brendan Steele",48,4.56,775,170,"Par5ScoringAverage",2016
15,12,"Justin Thomas",53,4.56,785,172,"Par5ScoringAverage",2016
20,25,"Luke List",51,4.57,814,178,"Par5ScoringAverage",2016
20,16,"Jamie Lovemark",57,4.57,896,196,"Par5ScoringAverage",2016
20,22,"Jordan Spieth",34,4.57,539,118,"Par5ScoringAverage",2016
23,16,"Tony Finau",49,4.58,787,172,"Par5ScoringAverage",2016
23,25,"Ben Martin",48,4.58,742,162,"Par5ScoringAverage",2016
23,12,"Francesco Molinari",36,4.58,550,120,"Par5ScoringAverage",2016
23,22,"Daniel Summerhays",55,4.58,871,190,"Par5ScoringAverage",2016
27,25,"Lucas Glover",53,4.59,853,186,"Par5ScoringAverage",2016
27,31,"Fabian Gomez",49,4.59,697,152,"Par5ScoringAverage",2016
27,12,"Morgan Hoffmann",43,4.59,642,140,"Par5ScoringAverage",2016
27,29,"Patton Kizzire",57,4.59,817,178,"Par5ScoringAverage",2016
27,31,"Patrick Reed",53,4.59,881,192,"Par5ScoringAverage",2016
27,31,"Kyle Reifers",63,4.59,1024,223,"Par5ScoringAverage",2016
27,31,"Jhonattan Vegas",49,4.59,844,184,"Par5ScoringAverage",2016
34,31,"Kevin Kisner",49,4.6,699,152,"Par5ScoringAverage",2016
34,31,"Matt Kuchar",46,4.6,653,142,"Par5ScoringAverage",2016
34,31,"Graeme McDowell",33,4.6,442,96,"Par5ScoringAverage",2016
34,31,"Boo Weekley",53,4.6,846,184,"Par5ScoringAverage",2016
38,31,"Jim Herman",55,4.61,885,192,"Par5ScoringAverage",2016
38,42,"John Huh",51,4.61,793,172,"Par5ScoringAverage",2016
38,42,"Scott Piercy",45,4.61,683,148,"Par5ScoringAverage",2016
38,31,"Johnson Wagner",44,4.61,700,152,"Par5ScoringAverage",2016
42,47,"Stewart Cink",45,4.62,674,146,"Par5ScoringAverage",2016
42,47,"Matthew Fitzpatrick",23,4.62,342,74,"Par5ScoringAverage",2016
42,47,"Sergio Garcia",28,4.62,416,90,"Par5ScoringAverage",2016
42,47,"Zach Johnson",42,4.62,591,128,"Par5ScoringAverage",2016
42,42,"Si Woo Kim",63,4.62,980,212,"Par5ScoringAverage",2016
42,42,"Jason Kokrak",52,4.62,850,184,"Par5ScoringAverage",2016
42,29,"Patrick Rodgers",49,4.62,794,172,"Par5ScoringAverage",2016
42,47,"Hudson Swafford",52,4.62,822,178,"Par5ScoringAverage",2016
42,31,"Michael Thompson",46,4.62,730,158,"Par5ScoringAverage",2016
51,56,"Byeong Hun An",23,4.63,352,76,"Par5ScoringAverage",2016
51,56,"Jason Bohn",37,4.63,592,128,"Par5ScoringAverage",2016
51,56,"Marc Leishman",41,4.63,629,136,"Par5ScoringAverage",2016
51,61,"John Senden",48,4.63,759,164,"Par5ScoringAverage",2016
51,42,"Cameron Tringale",47,4.63,806,174,"Par5ScoringAverage",2016
56,47,"Chad Campbell",54,4.64,844,182,"Par5ScoringAverage",2016
56,47,"Paul Casey",39,4.64,603,130,"Par5ScoringAverage",2016
56,61,"Kevin Chappell",49,4.64,816,176,"Par5ScoringAverage",2016
56,61,"Jason Dufner",53,4.64,752,162,"Par5ScoringAverage",2016
56,47,"Bill Haas",42,4.64,649,140,"Par5ScoringAverage",2016
56,61,"Russell Knox",48,4.64,724,156,"Par5ScoringAverage",2016
56,61,"Brooks Koepka",39,4.64,566,122,"Par5ScoringAverage",2016
56,61,"Peter Malnati",53,4.64,854,184,"Par5ScoringAverage",2016
56,56,"Sean OHair",45,4.64,705,152,"Par5ScoringAverage",2016
65,70,"Roberto Castro",55,4.65,921,198,"Par5ScoringAverage",2016
65,70,"Alex Cejka",47,4.65,753,162,"Par5ScoringAverage",2016
65,61,"Harris English",51,4.65,833,179,"Par5ScoringAverage",2016
65,70,"Branden Grace",31,4.65,484,104,"Par5ScoringAverage",2016
65,70,"Mark Hubbard",73,4.65,1171,252,"Par5ScoringAverage",2016
65,56,"Matt Jones",45,4.65,725,156,"Par5ScoringAverage",2016
65,47,"Sung Kang",51,4.65,827,178,"Par5ScoringAverage",2016
65,70,"Colt Knost",56,4.65,906,195,"Par5ScoringAverage",2016
65,79,"William McGirt",54,4.65,855,184,"Par5ScoringAverage",2016
65,70,"Pat Perez",28,4.65,437,94,"Par5ScoringAverage",2016
75,88,"Jonas Blixt",46,4.66,783,168,"Par5ScoringAverage",2016
75,70,"Derek Fathauer",58,4.66,922,198,"Par5ScoringAverage",2016
75,79,"Luke Guthrie",31,4.66,559,120,"Par5ScoringAverage",2016
75,61,"Adam Hadwin",53,4.66,858,184,"Par5ScoringAverage",2016
75,79,"Padraig Harrington",38,4.66,606,130,"Par5ScoringAverage",2016
75,79,"Chris Kirk",51,4.66,746,160,"Par5ScoringAverage",2016
75,70,"Spencer Levin",62,4.66,988,212,"Par5ScoringAverage",2016
75,61,"David Lingmerth",54,4.66,821,176,"Par5ScoringAverage",2016
75,79,"Seung Yul Noh",54,4.66,838,180,"Par5ScoringAverage",2016
75,70,"Brett Stegmaier",57,4.66,905,194,"Par5ScoringAverage",2016
75,97,"Robert Streb",51,4.66,793,170,"Par5ScoringAverage",2016
75,79,"Chris Stroud",52,4.66,853,183,"Par5ScoringAverage",2016
87,79,"Blayne Barber",44,4.67,710,152,"Par5ScoringAverage",2016
87,88,"Daniel Berger",52,4.67,832,178,"Par5ScoringAverage",2016
87,97,"Bronson Burgoon",53,4.67,860,184,"Par5ScoringAverage",2016
87,88,"Charley Hoffman",49,4.67,785,168,"Par5ScoringAverage",2016
87,97,"Danny Lee",53,4.67,860,184,"Par5ScoringAverage",2016
87,79,"Ian Poulter",37,4.67,626,134,"Par5ScoringAverage",2016
87,88,"Dicky Pride",33,4.67,570,122,"Par5ScoringAverage",2016
87,88,"Chez Reavie",56,4.67,896,192,"Par5ScoringAverage",2016
87,88,"Charl Schwartzel",29,4.67,467,100,"Par5ScoringAverage",2016
87,111,"Dawie van der Walt",48,4.67,776,166,"Par5ScoringAverage",2016
97,97,"Aaron Baddeley",51,4.68,879,188,"Par5ScoringAverage",2016
97,111,"Erik Compton",45,4.68,734,157,"Par5ScoringAverage",2016
97,79,"Brendon de Jonge",55,4.68,870,186,"Par5ScoringAverage",2016
97,97,"Jamie Donaldson",28,4.68,412,88,"Par5ScoringAverage",2016
97,119,"Ernie Els",34,4.68,561,120,"Par5ScoringAverage",2016
97,88,"Emiliano Grillo",47,4.68,720,154,"Par5ScoringAverage",2016
97,97,"Bryce Molder",50,4.68,871,186,"Par5ScoringAverage",2016
97,88,"Ollie Schniederjans",23,4.68,393,84,"Par5ScoringAverage",2016
97,97,"Brandt Snedeker",47,4.68,721,154,"Par5ScoringAverage",2016
97,129,"Steve Wheatcroft",53,4.68,842,180,"Par5ScoringAverage",2016
97,88,"Will Wilcox",47,4.68,748,160,"Par5ScoringAverage",2016
108,97,"Scott Brown",59,4.69,961,205,"Par5ScoringAverage",2016
108,111,"JB Holmes",39,4.69,638,136,"Par5ScoringAverage",2016
108,111,"Billy Horschel",45,4.69,694,148,"Par5ScoringAverage",2016
108,97,"Vijay Singh",42,4.69,638,136,"Par5ScoringAverage",2016
108,97,"Kyle Stanley",57,4.69,901,192,"Par5ScoringAverage",2016
113,119,"Keegan Bradley",40,4.7,658,140,"Par5ScoringAverage",2016
113,119,"Miguel Angel Carballo",24,4.7,414,88,"Par5ScoringAverage",2016
113,119,"Derek Ernst",36,4.7,620,132,"Par5ScoringAverage",2016
113,119,"Freddie Jacobson",54,4.7,903,192,"Par5ScoringAverage",2016
113,111,"Kelly Kraft",35,4.7,620,132,"Par5ScoringAverage",2016
113,119,"Kevin Na",52,4.7,818,174,"Par5ScoringAverage",2016
113,97,"Geoff Ogilvy",37,4.7,621,132,"Par5ScoringAverage",2016
113,111,"Scott Pinckney",53,4.7,864,184,"Par5ScoringAverage",2016
113,119,"Scott Stallings",46,4.7,752,160,"Par5ScoringAverage",2016
113,97,"Shawn Stefani",45,4.7,724,154,"Par5ScoringAverage",2016
113,119,"Steve Stricker",25,4.7,404,86,"Par5ScoringAverage",2016
113,111,"Tim Wilkinson",40,4.7,668,142,"Par5ScoringAverage",2016
125,97,"Stuart Appleby",39,4.71,603,128,"Par5ScoringAverage",2016
125,145,"Robert Garrigus",34,4.71,584,124,"Par5ScoringAverage",2016
125,158,"James Hahn",45,4.71,772,164,"Par5ScoringAverage",2016
125,111,"Tom Hoge",47,4.71,763,162,"Par5ScoringAverage",2016
