"LateRound4ScoringAverage_RANKTHISWEEK_2005","LateRound4ScoringAverage_RANKLASTWEEK_2005","LateRound4ScoringAverage_PLAYERNAME_2005","LateRound4ScoringAverage__2005","LateRound4ScoringAverage_AVG_2005","LateRound4ScoringAverage_TOTALSTROKES_2005","LateRound4ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Heath Slocum",NA,68,544,8,"LateRound4ScoringAverage",2005
1,1,"Omar Uresti",NA,68,340,5,"LateRound4ScoringAverage",2005
3,3,"Tim Petrovic",NA,68.17,409,6,"LateRound4ScoringAverage",2005
4,4,"Ben Crane",NA,68.4,684,10,"LateRound4ScoringAverage",2005
4,4,"Lucas Glover",NA,68.4,342,5,"LateRound4ScoringAverage",2005
6,6,"Glen Day",NA,68.67,412,6,"LateRound4ScoringAverage",2005
6,6,"Tjaart van der Walt",NA,68.67,206,3,"LateRound4ScoringAverage",2005
6,6,"Charles Warren",NA,68.67,412,6,"LateRound4ScoringAverage",2005
9,9,"Tiger Woods",NA,68.87,1033,15,"LateRound4ScoringAverage",2005
10,10,"Michael Allen",NA,69,207,3,"LateRound4ScoringAverage",2005
10,10,"Lee Janzen",NA,69,207,3,"LateRound4ScoringAverage",2005
10,10,"Rocco Mediate",NA,69,276,4,"LateRound4ScoringAverage",2005
10,10,"David Toms",NA,69,897,13,"LateRound4ScoringAverage",2005
14,14,"JJ Henry",NA,69.13,553,8,"LateRound4ScoringAverage",2005
15,15,"Steve Stricker",NA,69.25,277,4,"LateRound4ScoringAverage",2005
16,16,"Bob Estes",NA,69.29,485,7,"LateRound4ScoringAverage",2005
16,16,"Padraig Harrington",NA,69.29,485,7,"LateRound4ScoringAverage",2005
18,18,"Tom Gillis",NA,69.33,208,3,"LateRound4ScoringAverage",2005
19,19,"Vijay Singh",NA,69.55,1391,20,"LateRound4ScoringAverage",2005
20,20,"John Cook",NA,69.6,348,5,"LateRound4ScoringAverage",2005
20,20,"Brenden Pappas",NA,69.6,348,5,"LateRound4ScoringAverage",2005
22,22,"Skip Kendall",NA,69.67,209,3,"LateRound4ScoringAverage",2005
23,23,"Nick Watney",NA,69.71,488,7,"LateRound4ScoringAverage",2005
24,24,"Brad Faxon",NA,69.75,558,8,"LateRound4ScoringAverage",2005
25,25,"Jim Furyk",NA,69.83,1257,18,"LateRound4ScoringAverage",2005
